context_id,context_uid,topology_id,map,start_positions_sha256,goal_positions_sha256,start_goal_assignment_hash,actual_start_goal_assignment_used,actual_od_flow_computation_used,edge_use_total,edge_use_max,edge_use_mean,opposing_flow_total,opposing_flow_ratio,path_overlap_concentration,bottleneck_demand,head_on_pressure,flow_imbalance_mean,paths_computed,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000056,0423efc604e5ea7a7512688b3af779cb2f7fdc973570f7009b393ae2243a7571,g557_topology_056_qd_bottleneck,string,df68b01a4503af13e70356dfb932a29795a8bc89f8a4390dca66ff77b6f8c938,cbc82bb674fd1963f14bd13c649383e93083b770ad06db806274b5c2a8283561,55299011c15df9b3d511b0ad36b5cb5cf321f403878207459ee035b8f6a6a3bc,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000057,b3566eb5b3e88f7c1069b1946eac71e2d0c47fed8509c639374c2a43f40e4160,g557_topology_057_qd_bottleneck,tree,97e3a956920704490d16cb7aef747d19b928cdca1c366e22c5a8bc9070db8aef,3a38f66e9654c0794ceed9172e55ce7791ecaa6c41d2a47b08c6445eb2b01bb1,aa45b90dffcb8fd41426cb6988bc3ff50d99ec6741c52c45e21587518236b860,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000058,4468318faceeaf06d2e13bd3d3699d9c2f42362eef181afcaad5a5dedb7679c3,g557_topology_058_qd_irregular,Berlin_1_256,cf0d43fd2a2eaecb52694814f4030eb1bf70ff11a3ca05573d1b853f162ca651,c06abefe71b4d3f4fb3075179b27f79c2d9b0b4572597b9e59506dcfb092e373,b1587cfefdea3461c209ce2e528822ddd40440b75dce6eef3340633692ec6da0,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000059,3ead66f2de635b5e21604d3a01ff982b6aed4b8ea7026d60d7d8602f2f2a0845,g557_topology_059_qd_irregular,Boston_0_256,a63e39f12f88905a3ca96f4fe47cc66fb325dd7af97fddcf720cb23df857ec10,2d0c84cc0d78d8c4180e0abe4b6807b9ea6e1c9714351ea7c8f253dc3f57570f,5e124a17268bc16916962ba174e9e5ba754609aa2ee2803ca39316c3a5aae67d,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000060,04586c0130442a697c50e6c86b45c642c210ea24b289a983fafd947e1e89ea21,g557_topology_000_empty,empty-32-32,1e25b9a2e265b8ec5a53def7848759016d0d6b0aec7af7f1858f70adc04c4f21,caba2247e153363a0c470f7d2ddd2d60d2f74efe88c6c8ee98e2283ddb12094a,b21d7d612bfcfa5a385793a1f422e9f43a6b33e0b9fb4195c682341ee4d33fc0,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000061,810ecc8ea77259c0cc1f376a69d195e45447105a694aeffda92fd578a4b8cc5d,g557_topology_001_empty,empty-48-48,ee7e704c11a19960b12e202ade11c90346c7baa5e1ccabf21fecf6f7cd5c793a,f267caf68d2062bdd9aa2f7a9dd8ec72f27b3f993d67be79f067811e49498cf0,417613d9900e9aac6788611be5d9dc4e108d786661b89080ba82d670940bb2ae,True,True,568,6,3.02127671242,568,1,0.0105633800849,1,0.368794292212,0.269503504038,50,False,False,False,False,False
g557_ctx_00000062,60ea9c16c422da5cc4ef06c1bc2fffaf3fcba5264f080d1d36d0bed57a44af6b,g557_topology_002_empty,empty-16-16,ef460b8963bdbc4259a5e24f32244e52f0608db63493b9b90ec2bd3f57562d63,086d70baa6262962e64d03a5d572a0430414625a9b523a411ebf2c2bf2a58586,7fc06ba955887386bbc01f3c588f6d93f3996448266361d4beb0771c5033f7d9,True,True,27,1,0.153409093618,27,1,0.037037037313,1,0,0.306818187237,50,False,False,False,False,False
g557_ctx_00000063,f8c930ad1ace2854899523c5596e9d01162c80ae75e191c0fc300f2c625367cf,g557_topology_003_random,random-32-32-20,43aafda7691c5de2fe30ea2868f7cdfb5c531f336ce7d9ef21607400e0b6e11c,44d3a8902587556ecec35d3320cde36c2ef942c5a73bd1dadc9ba51f8719b9bc,49434c723ca78b76379561541093fc71e8812a00ba728b048183ef28f85604ba,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000064,0b3820335c5b34cc5e4ab3eff1bfc676f9dfd6551c0d106b67ed200b5e606ef0,g557_topology_004_random,random-64-64-20,7c574d6a7b929cfe6e9bcf62a94b96718f3b57fd3a80d3cf8774d4c3e1cd5b78,b20efdc7e52e6e08ca0fab24693c61f68a8d9b26f655abf52549c04d0ca989b9,d371a02267f2ff24c651f693fb25d937f5e850cd5bdf3c44f1672a57792eaa01,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000065,402e659d1174c3597d2905ff4f722fb1c3a5f6f3e7e2d00cd83b2a3ab01f7783,g557_topology_005_random,random-32-32-10,c269609f029beffc4ab8ff67b0460c584b21642e508ac759857dd1c09b6653e1,8d13c26baee2d14b18cb4c82a231a410d209ea647ff65dea46b9f9b6a9937151,04607db21abc503257ecbbe6be7d0e510650b76f306eaac64f26619b7273edfd,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000066,75492a5568ddd5d83a64e10ea0a38561ade4460057cb7ddb68edb4d672eeeb72,g557_topology_006_random,random-64-64-10,27b71cdca17566586a516ba6cd14fc6fc2acf5de7f3a83b4092124ab22eb752f,a3fb1f550f3e4a6d19e2a09b01989121e603c5ba1cc020688f39eefd4c3b1c97,cfee0310bf6314f1d188fe79bc77b2e84c43b52f6a25822cb14107776ff28fb7,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000067,ed6729b1b0585923cb2dc10fbd30eab0182da05a265bdf909faec095aac6fc1c,g557_topology_007_maze,maze-32-32-4,b9c92b75def048daa95eeda74320793a62118bedad3a5ef610edbd6f7761bf0d,8992ffa0963791c4bb05fce2abd28e6a846c547ffd896d271e47441add6bec27,e4144c32f36479599078cdea3ff08bd2b9b70806302896de626a6a687a0ea861,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000068,7a2d0bd3eebf59f7e1ac8ee2279b8c8ae8b33455476b9314cb437343bc9e8bdf,g557_topology_008_maze,maze-32-32-2,150acb593bf8116859cbc3f5669ca1c55abe8b6c485e632067ec6c1a7d78e315,80969897b78d5f38d060bea7e2b8e4ce118e2800b52b9dc4f2a3cba3d68a7a06,c81bba063e25d4d0869a4432d5f251781a8491f17ae72af3c3b2502331633a44,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000069,dbc54d9c679e594e260e4d3c5b2a4506c56c26789e166e70fea207ef48a2071d,g557_topology_009_maze,maze-128-128-2,684137417e8a4942eaaef119f2711399beaec7f32d82f4233c33b183bd46617b,e655f13fa3f5f3e6122dc699621ce4da1a495162dec93a824919488bcff9dd21,0ebd9daa43cc04a8543798df792c5c0617f5e0cf7f899110ee87406f2e690157,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000070,c622f4d84623a0f5e1781786fcd7546bb7b1f1469894885db012bad87cbf65f3,g557_topology_010_maze,maze-128-128-10,0262c3a127acabdec24e61661507bec724bd3d49b4312460da40f3c3ee0b8e7f,63cb339e0b2ec757389f62b02b89e8223566a87d53de7ce9fc3e3d57c784b4d7,dfaa4ceace711e3035cc3a32527ad317f3c4f31360e935808ab36aeffc088abd,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000071,ef6c92c9b0713982012f9daf02a5dd75bd41c60b36e41c38ae52448a72ada6ac,g557_topology_011_room,room-32-32-4,21feb8b4173b104185840939957c5ea5e3b1825b31ccdf03c65f8210cf8d771d,1f4b40cee107d4ec82ac724fb8d09b9bdc91e66ca1ab59a61d6057becaf783aa,b6a22c7903550b9b69e0cc9ffb18f7216eb7d287a2772e610c4c3e86e256bb2d,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000072,094b7873f915d9a0e3ac7dae8a444b4d468be36f8525f9b261a924459a6757db,g557_topology_012_room,room-64-64-8,6bb68c59e81be5b10123eff92f2c59e59574a4b3673760eedb9b9df540e9bb33,e17724a507722fd14ab43dce0f3f94b98325c715e9b3f5fc6bf86489e7cf6ec2,dbf1ac49a8a7108fa0cb1f90b0c65c680c36bbdf0496e39d6090996ebf1d3cbe,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000073,40984849b126641e31d2c1d3c42a1185d978db2ddef43d77846e6c3c5d1c8239,g557_topology_013_room,room-64-64-16,9fc1b76e08b97c0d4e5dd2addd1272919090d9d6a0adb3aaacc271db83dc1260,e1b320a9b1d0684200464edad60131e9ca2f65a86faad492c269e3a5172b14ed,46f14bb232841873a848e93a2e6c21ec192c43ac5e488bc161b8a77fafb43747,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000074,611f1d8180fc06555c3266019eee97628452ec7621bad16700bf7217069926d0,g557_topology_014_warehouse,warehouse-10-20-10-2-1,35377ac912f09b801f77be7af74136f0e2134406464d33a34388a393b4fd5ff1,5f28b35b55ad84bb2d70ebaf37776f52c2d1a0703bc65f0a6ba443a6998789ec,3e30122fa4925ee3f3bd55308e0f7d447aa38a5c24dcf83e8080eb1452aee879,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000075,05a015319b9067cd1b94f1dd7d1023823c050c7e2872c69c45dadafb8c555540,g557_topology_015_warehouse,warehouse-10-20-10-2-2,ba659b3fc9ab5a0b744c23aed99360629c3aab3905b76e0a43cd78282fe61dbd,c73ea4887ff0c5ca22e585774f23b755390fa6bae479134b18d447fd07843dc0,dc885dd41070352953ab5836bbc54f69fcfba155737208f03f9053a966b736b8,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000076,fb5c0f7bdcfe275fe6d0614db4738b5cea34b190585af2bf21c6a7463be776c9,g557_topology_016_warehouse,warehouse-20-40-10-2-1,1bc9e2a50dfd25a4bb86f4cba093370c3153b2d2bb16d64b958473afe308c8fc,f94c50d587be50ba954d146fb0754194cd1b18c16f943791696c2500195efb2c,406864dd559fa407ae19a0b43d856ae111e6bfc873f96481344442f060d08639,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000077,e9eec9e0a876ed12539368f7c386e36ecdbf3167a74feb72116ccda040e2fd3e,g557_topology_017_warehouse,warehouse-20-40-10-2-2,c1d35ba42d3ca2b03333ee3ed88b0c70415ab140adf9ae4ac16236efad4085a8,aa5ef59f041d93d7d4d9cd36ece28780e2d103c1d2ed316917c41f363f07b536,4089d4b3053e0aac91941bebe1e81210535f009f9c5a745f5a3778de109f3459,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000078,049cc5410625c57d265bd887a79099a399d744b3eb3507269e7bf95f0e8630d3,g557_topology_018_bottleneck,connector,33a094f20c628fa2c38cc7fcfdf1caa11bc719d52a2c766ae45466bee8a0cb51,9b7cb694da53eb516b386bae2ccd54b3da41a4cde1ecb50b24fb1b49b1df07c9,6dd24fd4106fb87199c6b28c4d0790d2ca508f5154791a8478e7b8a72b817c04,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000079,4af2bfbde79bcc72939e9bf1b36462b79b89903ad7ee4cce0e5a7f224e2b70f8,g557_topology_019_bottleneck,corners,de81bac89dc2b990cf834a416b6bc5fbf537c50457a2b66ba62fe35905886d62,762ed6615b0968ae953d218fc99ecaa8c9a30209aa08c45bc0e0de494a4944a8,ef19f046299d289e5088be24d11864d54aac3bf1454c1f25e789413bb96013bd,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000080,ea6a3c84a62ceb1282fa9eda8952c83ee4c1e63cefb436a7d4b44bfe091ee713,g557_topology_020_bottleneck,tunnel,9aad3aaf9512fe9ad1aaeddbe5e3fde9c0c87a6b13ec06166231d3ccfda1ec96,bfb37614d2d4aa771ede9f6b44a1fa5876dea3e25bde03bcf16e56793913efc7,fd70c8f27fd5bf47f845f6dec8a5d36307aa3fa63ca6a2eec894b1d40242dca0,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000081,989731892d1282d67df531572d16acc19c8e40d2a91af7dd4cf652ae24652da7,g557_topology_021_bottleneck,loop-chain,429254abec56623439c70246001df262a2374562357151ffca9aa50518306764,52ba3743a2cf5f4140edc777013733c801faf94c1b8a9b8075d081b3fe63b48f,70a33c422f6bd7327d0c776af1c07ae8f1680dda00ec833a733e634813bf579c,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000082,da265cf7d6cb3953b273d5921e69307533b1b68703296d2678cb404bf1b1f771,g557_topology_022_bottleneck,string,eee90a76860878b7aea0aa7b8d825702f96d7941ce91db0593a1a833be7b686e,171ef6b3f221276490df18b55f58b36d2896ae8ef86eff2b3270d2bff378341a,04ef1d3738c48626a96247b929de85d4ec9e185519ccf1674b789a805bd35a81,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000083,8e9407d26953c149011d2042f413d352115d258b79e1ad27d2e609fa400d31a6,g557_topology_023_bottleneck,tree,0b789861220e159c913cfb220b96e6381495a66e096a24220af30e3efd84d753,c374c0d67c38c8071ac42ccef8d50ab26d20819f1d386c9ae4a1997219d91009,d857b9125f9be8bd8386e6c547fb0b212510ce4eb2fff7152a1e7c771ec91536,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000084,1ec3fb8d3216a4bfcccb044d6ab5e841632794823d9e3989131a73bea33744ce,g557_topology_024_irregular,Berlin_1_256,d83f5426715431ce4b3ecb15463e7fd60f0fd33753170247cd19e1c754bfef9a,c49ad3e3259711d24cfcf8f1bb6766bb64fb0a6ee4aba080b9347da34214066d,7b4bf2f2693f76a2daa7c33a41de98ff389689ba8d0955e4bc88f74fe34f1fed,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000085,a8193cec930b86493f1dac18387ab2b48a0d86165d0ed6406073bc6bdc760206,g557_topology_025_irregular,Boston_0_256,85ac2321ae8708aa63579166f8a92b4ed1796e8b62c8c3853a8df65c85ea1d48,44f8b0c6b7ff64ec445c6fd35c739980d3ba89d64287b6273a9951eece5d3a0f,b9bf495a9016423241c063cf1bc1ddb3c061c6a4615b727a7d4220eb4da5fe1f,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000086,6ba4402cd529606fcdd53f5bc0cdb6169eed038e06c2e137cbc8ad7a6aced8a1,g557_topology_026_irregular,Paris_1_256,7213a440c892207f7c48dac0b305965eb237f3d418bfcd59d3e4bc93da43693d,9bbff1b0d2a6e4f16b55138ec8eba1e21162c605ce1bd34def1e6b8fc6651cf5,81a6da73a4dd5c36a81b5c705f254ac52b384e4e6e49f92c72a5866fb356a87e,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000087,08052ac69868fc7d0a7aa4e17a15ac5d1c3804d858dfe47bfa44af3507630ee3,g557_topology_027_irregular,brc202d,f9230bd31ac852999f22dcbffa1fae7f8c9babc5e8244bfdc4865b8a85f68f7d,cd12c56a4548f38789c2f70b9d7e703910ceb6534f55d5dbc187e37d6f3b1aca,4031559d87811c5a91cb877b21a42539656473d20b6ac8ff265f9924606a511c,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000088,e152a2995058325e3c8bb40b37aa2edf48ae8ec0772cfc061679936b45e21b6c,g557_topology_028_irregular,den312d,9c1969fcd4f469f86c88579c61e4b4906fa1600ebac299d9fea6f2c3c0b20924,0bf662c9efae6ce8453448a5942341ad2b5adbf85861bc824a44952e9e155667,3b383ca519227f2551f386d729620348e44971589d2cafe3d801c905e2d6d760,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000089,6e162c4f6a094bb25f4f37043dab9d8f7800bdd106fbd6069283b3e2611173b4,g557_topology_029_irregular,den520d,46c013578de9b4fbb47fbcc2274d05d5afba13b2c8adb370804139bbb589c41d,5a9aecf02c345ffd8bbfaf79d09eb421c6c7cab514b6fd0e023722a7d8776b4d,066c5792cc52deff19ae06f9d2ddc946916c2f946a97be084176ed46f146fbc9,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000090,30c3f55e883623d8ef2bd099a98eaf099498c9edc523b49604540c522516f79f,g557_topology_030_irregular,lak303d,e143fb4d5a623923545df48d084a2a432956af917cbc0e350784a3b2fa40342d,c4504ddc6dc5adc620bbaab1ea34e2d4e2f0fc60e89d7dfaeba40ecefd11d00d,be34f84391bc88daab2aeefceb2cacf5caa4b6df8d46bab6162976cdcfdcb75a,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000091,e22f00c369a61cdf6872746a8669e37f2f1f16376b14f9069eeeb0af169548ae,g557_topology_031_irregular,orz900d,a53860ff3a7d198548aba4ab4877ecbcdb244d977d456df67774a3c3916453fd,e0115da5b5355147e1d692cfef1008ff428b7d2fa8c4d00c0cf6761ec6ed2152,86ef1a971c9c1e7c86aa0dcd7d0f6dde375d5f8daddd0c41afdf5527518142a5,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000092,f74a750dd644716d0a2736a8b9ac7a182270bb390be79b5bf2be498ca8755362,g557_topology_032_irregular,ost003d,c60743ff8b03470756e549f25cc8998926ec896aedc2f0dfac66d6a5463f13a6,189d2039e92fb0785f7ff823a9ec9b406801ff5818cdd0c1b1c633626a766542,384a1f3a3fac4a7a7cc35c927bb7f8710199c15a22beef701213048503c6735a,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000093,318414f393842368cbaec44eb4620b801cde0df71ff11185feac9f65ca68b139,g557_topology_033_irregular,w_woundedcoast,5d56af55abe80920d4aa3055f412e3c6514c11bb702749102bdc080e6d7a41e1,f1a46f20dc206d05c6787b3f739e4f37fdea3de95087ed9453856f191c6a3b70,fb52fc6743c87c10bc828980540d8b0d90f44374214a53c9a0e435d3fadbae23,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000094,ab62d6cfccb0ee68231144b1ce4e9895c46b75c8a56fb13f0d106048c9ab04b0,g557_topology_034_qd_empty,empty-32-32,28bb039b7d1cbb9ea002a77a279a6ca7a0a07819fdb08ed83da0c20ca2b8c1da,b9e5f06f39d8c654622dd40bd8e6ade26b83e685e33b691e6e95b9438007341e,ba15f89648f5d9b375bbb83cc47d61f98c503c48611ec230d5c47d68550add07,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000095,e7ef396fb3edd7d91bc588367214dca885cabc7486d20b0077b3d5b2bc42e8f5,g557_topology_035_qd_empty,empty-48-48,601e966cf912cf85b10abca4a399992e7f9c7e0e94f2ac8a60199bebf5b5acd5,1f2c85ae64124e848d54745b523dbc010039d7259e173a8687a3ab4786e763cd,9a7f21e023ba0450cf4e01c6a7f0b7eba39ef2ffe8accaa8dc6054af3329ce08,True,True,423,11,2.25,423,1,0.0260047279298,0.818181812763,0.123791106045,0.161508709192,50,False,False,False,False,False
g557_ctx_00000096,357440066bd70585a6a9b34e6371224d9ce1e1d414bd3bdb1a386c9c10c528bd,g557_topology_036_qd_empty,empty-16-16,b4343d7c107b98bc175eda0ea86adbaf93149d9b426acf6d99cdee6eb7cf6b29,aab62f8a9294ffd1355551f60636b411d377037a783ca411fda710ea3ce2fa74,683ec980fbebfb58ae832aec192f8694b188ab2408cd6969abf7c902a42ee597,True,True,19,2,0.107954546809,19,1,0.105263158679,0.5,0,0.107954546809,50,False,False,False,False,False
g557_ctx_00000097,991a5294d7d525fd87cad9b4e69040a93476edfa6e903fdcc4c80a0bb9b91710,g557_topology_037_qd_random,random-32-32-20,a65f5ab79bf52b1b9b5572565071c6377acafb1db602831e596246b3fce4a714,8cb5d7f94715ee54af5351da4c56ac59e6170e6e0f607a4d97607381afbe49b1,6bce84cda112b6822d22bad2093f2a51472ac4c1d44123a1d48b35da8f322d6c,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000098,fffb82d4c2aad1ebd770c39f8b3aa3fdbd7b8d2c6f6495ea92cda3dd84a64ac7,g557_topology_038_qd_random,random-64-64-20,197598fdd8cbe1b9216cae7966cc1e76102e82c6fc0ccdd667018d75e0c5769a,cc600cf94f4f58178bfdd344b95395d70dad092a3058b50ded76ea098020fc62,70ca08a7f64708d336a71010e95af8ca394af028a3d4263cca726e634eedaf14,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000099,7d882c086f25f876eb41aacb151e866045e27dede974c448a2630269782f1f07,g557_topology_039_qd_random,random-32-32-10,dc1249af4de4c8e1e8a3cd8c7d270d22fc1b4f4bb484f8fce2f263e245d0c3db,d80e190635aaef6ea9cdb7fddeada707cffd1b8508167ba3d44148cd342d3d1b,db9f0911bd1bef636a224998ff0242b4117f8371e0b336e1cc492bf2cf85f7e2,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000100,2eecb79b54620d0dc0811706b317a18e5858cf227e6a37b105ff54bb63149e16,g557_topology_040_qd_random,random-64-64-10,9fee007a53f7037453f908aa279628b6d501f6840070d3f22b2bda9ffa9db6a3,b96e355a972420424960bcadafacf720383d356b25c0346261f99e909fba0efc,431db61aeaa2c5005eabf497bfc7bc219057d3bff63b4ce6312e677909c25374,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000101,c37889632ca045b19b8e907597d0672d53bc0f8b6d7bf3ad6140052dd4f68730,g557_topology_041_qd_maze,maze-32-32-4,9a56a7482704ff6ddb805522d98026448bd6efc9f47c4f496096d874341e6123,77d6986c2fec67cee881bbd9c036347cc4420671cd9b2b0d1d7ef3d38ad6c937,5c528c3ae490d61474aa91fe6dbc8716525f36af9c26ca103b064018477a3a83,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000102,a47de069dd2a22fe6da82c8d9266e743d651be25820d1f953901f8104cb01642,g557_topology_042_qd_maze,maze-32-32-2,8d4f07b6d03d1b353542ce4eb230a2632179ea8f2e0b6b2c8e5c3e91cbc3fd75,7f0113fe3700f7f9fea77149124792113b6e9269c4339d54c7c1dfbc8d41d1d5,67fc94689a6f15813428c2974193f9616ebbb1e0d567d77043ee55fb348910f4,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000103,44928a1d1b929296f8317e4b3802eb9b7b825970109bb9968078b9451b6a0401,g557_topology_043_qd_maze,maze-128-128-2,684137417e8a4942eaaef119f2711399beaec7f32d82f4233c33b183bd46617b,e655f13fa3f5f3e6122dc699621ce4da1a495162dec93a824919488bcff9dd21,0ebd9daa43cc04a8543798df792c5c0617f5e0cf7f899110ee87406f2e690157,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000104,7a435d8fd05d1d3dde21941b4a51994f2ebbaddd5e3a50a6c03d81725b70faf2,g557_topology_044_qd_maze,maze-128-128-10,0262c3a127acabdec24e61661507bec724bd3d49b4312460da40f3c3ee0b8e7f,63cb339e0b2ec757389f62b02b89e8223566a87d53de7ce9fc3e3d57c784b4d7,dfaa4ceace711e3035cc3a32527ad317f3c4f31360e935808ab36aeffc088abd,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000105,89a205e376df9c0d1ab926ae6c4e8ae262f78bd3c67ed6af310a317343176cee,g557_topology_045_qd_room,room-32-32-4,c474ca8b41ec0e0728cf14e55ba73be6624ee3d54f94de05dc9edffedc3ac76f,2006c2b3aa1e0ef5cce4188a12c645f94134a706864fa599c9d2f0f776370f25,8ab83c10aece8731bc1dbe392fcec87e8142603422195d969f0ccef75c9ddaee,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000106,be9823147eb637ffa59f69023f31e39a744ac9996bf50b919367f8cefd7037d7,g557_topology_046_qd_room,room-64-64-8,06cd3fbcaadcb6ef18481973752f41c2dcf885b317e8a4f117272bb53cabef50,4b7e2864266bcc8a16a3d6351e95cbf3d052b8044ec5ee95133b22d9398f277b,f78fc92b5ae11cefe82da70f961d5d63c7c96bcca8677fc08004f6eaa1a14727,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000107,b1b90ff5924e2c6bf4d8980263247ed9aeee6ccac3e470d6b993ef7831ceb9ea,g557_topology_047_qd_room,room-64-64-16,7f5945eb18f6c677f65a3f3a1d9db51a8bca7f7ece81c17b46536a8828310f59,5b991b2b006eafcd94bc7224fd97a194fab54eaf86b085d7b2cb0b7fe80f3f5e,c3d0ce0bf3eacd3b2104cf33c562942a1980a526b2bb78ec56fa47a4fa6b6a4d,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000108,e54dd6f63688f3d388be773260ed704c6479b868f8ba3cd0538851d18cf2df1a,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,fcbfc9afca20e36f22e182624d268699675c732075565e391524111984c7c001,85a79c992cd1b20f3eeca2eb43db17be2c3a59079d4fcf22c15eedb0ca11e87c,a25e996f9122640fdc503063354220b162a2a7fdc1bc9f0c9b585f7d41f905af,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000109,79e7eca2aa6a5973c52ca11f6004b17dd13a73dab592625b1cc3ed2f5d675ebb,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,aa4bf8a60ecfad5057642645607beeb660e44d060d2a65da600337c840807c94,505573205cf1d2aec658936d74eb70e97e30e86569a544b218f1eca898342866,90e99b57f1b47d579afec85c2a86db8649935dc53157fd3dbe7a16722145de7b,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000110,35d45558c0deb1ea35b4144d27136aee9c167f5632f49f371f4b3feef4289051,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,c00489612e98f5ca1867ae5081f270d2061d3e2d1acd4e3b35f0a0b3e302ec61,9bc94cedf2ed7764ef3e22d5bc7ab952e519b72b779c9da49d8cd470c45fa8bf,db4531fc794bebfeeaa322698f94222e0d15e9e9ae2e66fdbbce0c2f7fd7d843,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000111,075e849fb120162c132d1c459aa80c23f12fc22221bb9623e1767eaca005016a,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,c1d35ba42d3ca2b03333ee3ed88b0c70415ab140adf9ae4ac16236efad4085a8,aa5ef59f041d93d7d4d9cd36ece28780e2d103c1d2ed316917c41f363f07b536,4089d4b3053e0aac91941bebe1e81210535f009f9c5a745f5a3778de109f3459,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
g557_ctx_00000112,eea2d9081c67383059846f19d5ed06a487394cd7cea9cb3730eaedd5869eeb9d,g557_topology_052_qd_bottleneck,connector,fbe459af781848085381647b6bc52fd6eafe9a5833d83b690c59f0029b755267,6e8b3f9372597cfc279dd203b0c71cc23b769fb68b20b3a42649fd1a5b7d20b5,8307491627f73961dade35fbc8d8133eef16bff60f84dbcf99dc69d11c30d199,True,True,0,0,0,0,0,0,0,0,0,50,False,False,False,False,False
