subset_size,train_contexts,validation_contexts,method,seed,steps,initial_validation_loss,final_validation_loss,final_train_loss,validation_loss_delta,rich_actor_used,weight_decay,topology_grad_norm,c0_grad_norm,f0_grad_norm,od_grad_norm,scalar_grad_norm,fusion_grad_norm,theta_head_grad_norm
1,1,1,rich_graph_actor,565,80,0.13792824745178223,0.12547463178634644,0.1254701465368271,-0.012453615665435791,True,0.0,0.009358291034459398,0.009954045221775232,0.0068680200104580535,0.009282703958888305,0.0006537176004712819,0.02962349698645994,0.03787954361177981
4,4,4,rich_graph_actor,568,80,0.13914990425109863,0.10320644825696945,0.1034543365240097,-0.03594345599412918,True,0.0,0.04853190830726817,0.046608977213168146,0.0824934259338761,0.03705340952728875,0.0016410936259489972,0.06362886936403811,0.04413187340833247
