topology_id,map,node_count,directed_edge_count,node_feature_count,edge_feature_count,node_mean_x_norm,node_mean_y_norm,node_mean_degree_norm,node_mean_dead_end,node_mean_corridor,node_mean_intersection,node_mean_local_obstacle_density_r1,node_mean_border_distance_norm,node_mean_centrality_proxy,edge_mean_dx,edge_mean_dy,edge_mean_edge_length,edge_mean_corridor_axis_alignment,edge_mean_edge_betweenness_proxy,edge_mean_shortest_path_flow_prior,edge_mean_opposing_flow_prior,edge_mean_flow_imbalance,edge_mean_head_on_pressure,map_source,width,height,free_cell_count,physical_map_sha256,free_cell_bitmap_sha256,adjacency_sha256,hash_source,node_feature_names,edge_feature_names,graph_tensor_path,actual_node_tensor_materialized,actual_edge_tensor_materialized,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_topology_010_maze,maze-128-128-10,96,25174,9,9,0.48039695620536804,0.4941764771938324,0.640625,0.1354166716337204,0.3333333432674408,0.53125,0.375,0.33837890625,0.49737536907196045,0.0,0.0,1.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,synthetic_reconstruction,128,128,9830,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,efd8878a5253180c8131c02acf46f7f4b3da94d15a432aaeb645e91376e7d914,0c1becaad58b39e4e78805e2cbd2aece63c2c982f632157fecc92c1fcf6a84e0,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_010_maze_graph.npz,True,True,False,False,False,False,False
g557_topology_011_room,room-32-32-4,96,2718,9,9,0.4909273386001587,0.45430096983909607,0.8411458134651184,0.0416666679084301,0.1041666641831398,0.8541666865348816,0.2018229216337204,0.31640625,0.4865591526031494,0.0,0.0,1.0,0.0,0.3472222089767456,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,839,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,b61f69906636daf81ad527db3f1f92e283fa577a19052f8b4bd70505b4ac0f94,14070686f583adde2a32508026d5c933aa7a6f3de52e51010814376abd337086,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_011_room_graph.npz,True,True,False,False,False,False,False
g557_topology_012_room,room-64-64-8,96,11000,9,0,0.5001653432846069,0.4793320596218109,0.8411458134651184,0.03125,0.1145833358168602,0.8541666865348816,0.1783854216337204,0.3209635317325592,0.4897485673427582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3358,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,8b6d17667f99bf47b74d2bdaad2c101eb5f49d7d1e4ff6e4ec0ef5bfd754330a,d110f12aab8826cdbe120a24d93a60ccb4d183aa2af7f71d1c9f928ae4eca311,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_012_room_graph.npz,True,True,False,False,False,False,False
g557_topology_013_room,room-64-64-16,96,10480,9,0,0.49553564190864563,0.4915674924850464,0.7552083134651184,0.02083333395421505,0.1979166716337204,0.78125,0.2317708283662796,0.3173828125,0.48495352268218994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3276,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,7a903b2dd3f4b71a2ed220e33ad247600eaf9354d1b424863c685ba950720e88,7617ec5788d839d242adfec1ec6a38725b4ffb936f3af8fb17631c33a0e7c476,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_013_room_graph.npz,True,True,False,False,False,False,False
g557_topology_014_warehouse,warehouse-10-20-10-2-1,96,33134,9,9,0.5009246468544006,0.49359938502311707,0.8151041865348816,0.1145833358168602,0.0416666679084301,0.84375,0.22265625,0.402281790971756,0.4903392493724823,0.0,0.0,1.0,0.0,0.40476194024086,0.0,0.0,0.0,0.0,synthetic_reconstruction,170,84,9996,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,e5494a628d77cad6b25b080b11160de27869a73295d7b4864c70db433b44e1ba,3fd1202ac5cfb0ca8b32598b038c0939f8233572a70a307414e3505e18a2a28d,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_014_warehouse_graph.npz,True,True,False,False,False,False,False
g557_topology_015_warehouse,warehouse-10-20-10-2-2,96,33130,9,9,0.5269352793693542,0.49322283267974854,0.8072916865348816,0.0833333358168602,0.0416666679084301,0.875,0.23828125,0.3903770446777344,0.49725380539894104,0.0,0.0,1.0,0.0,0.4999999701976776,0.0,0.0,0.0,0.0,synthetic_reconstruction,170,84,9996,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,c3b86a02deabc152ae7d464488758099cced3857ad6cfb26437ebbfeec001d89,feaa4fffabb0e5643316b37c47c8a33f28c151142f70cfdc4075fceceffe20c7,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_015_warehouse_graph.npz,True,True,False,False,False,False,False
g557_topology_016_warehouse,warehouse-20-40-10-2-1,96,126380,9,0,0.5142269730567932,0.492139607667923,0.8385416865348816,0.0520833320915699,0.02083333395421505,0.9270833134651184,0.2005208283662796,0.40586885809898376,0.5032757520675659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,340,164,37916,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,c4e2409236faed18556209dd163f9cab15175dcb7399717ab8c24fc33746b367,d051110500f5cc017b14a2a60fd4c3d2acd9c5df649737117dd61b2cbe1411cd,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_016_warehouse_graph.npz,True,True,False,False,False,False,False
g557_topology_017_warehouse,warehouse-20-40-10-2-2,96,126536,9,0,0.48844635486602783,0.49297037720680237,0.8229166865348816,0.0520833320915699,0.0520833320915699,0.8958333134651184,0.20703125,0.41996946930885315,0.5013424754142761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,340,164,37916,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,1982d3ea56f733426de5e6eeed9d83242234b324f2b83edfb32a56190eaaf223,dc94413d60b849da88b760d1fa369ac1ebf4306286ff0892309a0ee78835f613,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_017_warehouse_graph.npz,True,True,False,False,False,False,False
g557_topology_018_bottleneck,connector,96,7198,9,0,0.48726847767829895,0.47999343276023865,0.6588541865348816,0.15625,0.3020833432674408,0.5416666865348816,0.3255208432674408,0.3356119692325592,0.5226520299911499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,2662,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,65db455866d16da3492a53e5276f0d1bb3f649657b3f6f87737f91421c244547,290557f38434bdbdfaa1a68d2717526062eb575715f3c728894d3891133d86d5,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_018_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_019_bottleneck,corners,96,7166,9,0,0.46164026856422424,0.4823082387447357,0.6432291865348816,0.21875,0.2083333283662796,0.5729166865348816,0.3307291567325592,0.3385416567325592,0.5185186266899109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,2662,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,5013ba0d0749c7ac847705fb516ab20a5fc9cad1b7a38e48bfc7fde33b9f2e2d,05c5e1adb6b911b4e04f27c5b4b2dffb7dab1123cbd6db3305bdafa7bcc8f5ec,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_019_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_020_bottleneck,tunnel,96,6644,9,0,0.4978505074977875,0.4821428954601288,0.6484375,0.1458333283662796,0.3020833432674408,0.5520833134651184,0.3606770932674408,0.333984375,0.5114086866378784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,2539,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,de7bbc2e579539dee838c9be97804b9a99f4707914300699c299a7dce3d0a80f,0ca5249e219f3e845ad751c250f0ab59e4cb52df2dcf4327b8c6dea60a786bd8,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_020_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_021_bottleneck,loop-chain,96,9256,9,9,0.4831349551677704,0.4937169551849365,0.7395833134651184,0.0729166641831398,0.2395833283662796,0.6875,0.2877604067325592,0.3190104067325592,0.49751970171928406,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3072,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,0cc2b2659c2d5291f31951e433eb7c13d1bbbf303beb18c3657f7beb42377d7d,2eb8ba42fee48b73405804727794cb43ab1e456300792557740c8153a89af183,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_021_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_022_bottleneck,string,96,9256,9,9,0.5028107762336731,0.49586641788482666,0.75,0.0520833320915699,0.2291666716337204,0.71875,0.265625,0.3401692807674408,0.5142195224761963,0.0,0.0,1.0,0.0,0.28125,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3072,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,392122bfbb604de110e043f60d4295de7cee07b961e69c05f162eaf26d00f33f,39206e2cc664ef0d9a9edfaed7e3a0f75d2c476cae3b6acf0703725acfa01da3,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_022_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_023_bottleneck,tree,96,9270,9,9,0.48974868655204773,0.4975198805332184,0.7760416865348816,0.0729166641831398,0.15625,0.7708333134651184,0.2200520783662796,0.3297525942325592,0.5147154927253723,0.0,0.0,1.0,0.0,0.2604166567325592,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3072,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,3b2d1aff0e05766764c0551b636a9238c5727be9ced201c77bd8fd91646fb19b,ea3ed08d86c8f39606a0f74594026c95f3b1fb0bd32bcd892d259ef76e0d5bc5,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_023_bottleneck_graph.npz,True,True,False,False,False,False,False
g557_topology_024_irregular,Berlin_1_256,96,167002,9,0,0.4878678023815155,0.4940359592437744,0.8125,0.02083333395421505,0.125,0.8541666865348816,0.1875,0.3359375,0.5023693442344666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,256,256,52428,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,f8b01ba3c33c1b0192fb86727363011e9a7866cf464ae38cc0548bc63b5caa17,7eddc09f0f48f8a74b52ec86fa659709d94e1dc9c47720e658a294ceefef6adc,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_024_irregular_graph.npz,True,True,False,False,False,False,False
g557_topology_025_irregular,Boston_0_256,96,167106,9,0,0.4923611879348755,0.4962010383605957,0.7838541865348816,0.03125,0.15625,0.8125,0.203125,0.330078125,0.497671514749527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,256,256,52428,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,9ee27f37ca79df01abb5470365b529d21fc325aa3e15ca1e864dc98bb91f0499,a7f71d403e25ffca6cba06c82ee2cd37da8a6abf764eec8b0e57323d6a388692,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_025_irregular_graph.npz,True,True,False,False,False,False,False
