topology_id,map,node_count,directed_edge_count,node_feature_count,edge_feature_count,node_mean_x_norm,node_mean_y_norm,node_mean_degree_norm,node_mean_dead_end,node_mean_corridor,node_mean_intersection,node_mean_local_obstacle_density_r1,node_mean_border_distance_norm,node_mean_centrality_proxy,edge_mean_dx,edge_mean_dy,edge_mean_edge_length,edge_mean_corridor_axis_alignment,edge_mean_edge_betweenness_proxy,edge_mean_shortest_path_flow_prior,edge_mean_opposing_flow_prior,edge_mean_flow_imbalance,edge_mean_head_on_pressure,map_source,width,height,free_cell_count,physical_map_sha256,free_cell_bitmap_sha256,adjacency_sha256,hash_source,node_feature_names,edge_feature_names,graph_tensor_path,actual_node_tensor_materialized,actual_edge_tensor_materialized,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_topology_000_empty,empty-32-32,96,3968,9,0,0.4838709533214569,0.4637095034122467,0.9739583134651184,0.0,0.010416666977107525,0.9895833134651184,0.0377604179084301,0.3209635317325592,0.49865591526031494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,1024,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,57f9f88ea86e4b3674d1ab1264d8a01d2d911a565a499c978c0715c0a673f214,8e18da7e64ce56a3f71dda801163250791a9856ff7b02aec72aee533b41e6656,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_000_empty_graph.npz,True,True,False,False,False,False,False
g557_topology_001_empty,empty-48-48,96,9024,9,9,0.2553192973136902,0.49999988079071045,0.8645833134651184,0.0,0.02083333395421505,0.9791666865348816,0.2005208283662796,0.2395833283662796,0.4893616735935211,0.0,0.0,1.0,0.0,0.2969856262207031,0.0,0.0,0.0,0.0,synthetic_reconstruction,48,48,2304,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,ddf54d02838488f9630acc144be3b6f434fbe4bf14afc97ab7af61647d3fdd6b,ccb941b3bc35b66b4585784cb2b2c256fb9dac2d690c7b15416532ed0b46a63b,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_001_empty_graph.npz,True,True,False,False,False,False,False
g557_topology_002_empty,empty-16-16,96,960,9,9,0.46666666865348816,0.3666665852069855,0.9479166865348816,0.0,0.010416666977107525,0.9895833134651184,0.0768229141831398,0.3151041567325592,0.5111110806465149,0.0,0.0,1.0,0.0,0.26893937587738037,0.0,0.0,0.0,0.0,synthetic_reconstruction,16,16,256,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,095884e1830a75b6d595fd32daf6b78a89bcf60963f20f2156f9bd16fc77adca,775bbbbdb6bae5cddce9ce954b3436f657a02172ce9048fbff53834d432fef58,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_002_empty_graph.npz,True,True,False,False,False,False,False
g557_topology_003_random,random-32-32-20,96,2516,9,9,0.5120967626571655,0.4569890797138214,0.7578125,0.0520833320915699,0.1875,0.7604166865348816,0.2395833283662796,0.322265625,0.4959675967693329,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,819,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,d2ba11e95bdbc1b327905d9fef9998850f5efd10a50f71069af206731eae68f1,7ff965b1410c49a409f686b1a2f9b74c6ce2498377f2625354c3e3d737ba4f35,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_003_random_graph.npz,True,True,False,False,False,False,False
g557_topology_004_random,random-64-64-20,96,10290,9,0,0.5219907164573669,0.49189817905426025,0.7760416865348816,0.03125,0.2083333283662796,0.7604166865348816,0.21484375,0.3206380307674408,0.48644182085990906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3276,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,2942e0364bfed3c3d74a5acf901089f65a055b98a62589ae7d0f0be47cc2abb3,c59849e063d4743d261dcc44320888a97f286caa56578c8ac55564b42471e9df,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_004_random_graph.npz,True,True,False,False,False,False,False
g557_topology_005_random,random-32-32-10,96,3206,9,9,0.48924729228019714,0.4643815755844116,0.8723958134651184,0.010416666977107525,0.0625,0.9270833134651184,0.1341145783662796,0.3216145932674408,0.49966394901275635,0.0,0.0,1.0,0.0,0.3055555522441864,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,921,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,60316e38ddd698ef50f1dbb2b0a7f68c7d011d04a8bbd5a68686c15be89d75bf,7af94426a9dc66347cefd92f954349091fd1d40d381c2fc8ddea180c0f76e4f5,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_005_random_graph.npz,True,True,False,False,False,False,False
g557_topology_006_random,random-64-64-10,96,13054,9,0,0.4790012836456299,0.4897487163543701,0.9114583134651184,0.0,0.0520833320915699,0.9479166865348816,0.1393229216337204,0.3216145932674408,0.48792973160743713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,64,64,3686,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,ed0b41f53c6b11ddc8bef0ba0fd91ea901caa0680e13fc48ff064b15dae251bc,ca92cf45588394f75cb3a96a548a4e287cef9a60496df5d6c5495323c5dd21a3,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_006_random_graph.npz,True,True,False,False,False,False,False
g557_topology_007_maze,maze-32-32-4,96,2178,9,9,0.5030242800712585,0.4388439953327179,0.7578125,0.02083333395421505,0.2604166567325592,0.71875,0.2877604067325592,0.3203125,0.49966391921043396,0.0,0.0,1.0,0.0,0.38333332538604736,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,737,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,80eccf698c21ce42d4a8a7884f5ea9a7f38bf4c25c2b205bd84fa874e7f2ff9b,77b802035e6e0b4a64f14f5282b06becaa2342c8c3d05bfa90ce3c8e679c4208,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_007_maze_graph.npz,True,True,False,False,False,False,False
g557_topology_008_maze,maze-32-32-2,96,2672,9,9,0.5067204236984253,0.45463696122169495,0.8203125,0.010416666977107525,0.1875,0.8020833134651184,0.2005208283662796,0.3209635317325592,0.4963037073612213,0.0,0.0,1.0,0.0,0.3055555522441864,0.0,0.0,0.0,0.0,synthetic_reconstruction,32,32,819,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,d891d6d32293912e91c7cbe7024e9344d9f9df3a6c59b86d639376a79a10c527,447d420255593e5ba62c14dc2b350cf2d4a472af3ec373e381dac5087b710ddb,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_008_maze_graph.npz,True,True,False,False,False,False,False
g557_topology_009_maze,maze-128-128-2,96,43866,9,0,0.4651412069797516,0.49245405197143555,0.84375,0.0,0.1354166716337204,0.8645833134651184,0.2109375,0.3284505307674408,0.49458661675453186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic_reconstruction,128,128,13107,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,c7b5e7c0e9698dc0a14e2962dd8c9552831c201501481984b46095e1fd05203f,4c1d5bcaca6f0c00c6a3e279501bde290d7dd48c1a8ddcde89020af090010633,synthetic_reconstruction,x_norm;y_norm;degree_norm;dead_end;corridor;intersection;local_obstacle_density_r1;border_distance_norm;centrality_proxy,dx;dy;edge_length;corridor_axis_alignment;edge_betweenness_proxy;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;head_on_pressure,/root/czr004/outputs/tmp/phase5p5_repair5g558_graph_cache/g557_topology_009_maze_graph.npz,True,True,False,False,False,False,False
