row_scope,short_budget_ms,normalized_context_key,map,agents,seed,iteration,traffic_before_hash_full,map_agent_group,map_family,candidate_id,candidate_family,candidate_source,is_old14_candidate,is_new_candidate,opportunity_context,static_finite_on_budget,candidate_finite_on_budget,static_solution_found_on_budget,candidate_solution_found_on_budget,candidate_induced_no_solution_budget,candidate_recovers_static_no_solution_budget,both_fail_budget,both_finite_delta,budget_sensitive_failure,budget_sensitive_candidate_failure,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,static_finite_primary_pair,candidate_finite_primary_pair,candidate_induced_no_solution_primary,candidate_recovers_static_no_solution_primary,candidate_failure_same_as_static_primary,unavoidable_context_failure_primary,finite_pairwise_solution_quality,finite_pairwise_delta_vs_static_primary,finite_pairwise_delta_vs_best_old14_primary,solution_quality_helpful_vs_static_finite_pair,solution_quality_helpful_vs_old14_finite_pair,solution_quality_harmful_vs_static_finite_pair
budget,1000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,-0.00963977677,,,False,False,False,False,False,,,,,,,,,,,,
budget,2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,-0.00963977677,,,False,False,False,False,False,,,,,,,,,,,,
primary_pair,primary_1000_2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,-0.00963977677,0.02105530187,True,False,False
budget,1000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,0.0,,,False,False,False,False,False,,,,,,,,,,,,
budget,2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,0.0,,,False,False,False,False,False,,,,,,,,,,,,
primary_pair,primary_1000_2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,block_heavy,g518_new,False,True,True,,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.0,0.03069507864,False,False,False
budget,1000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,-0.00126839168,,,False,False,False,False,False,,,,,,,,,,,,
budget,2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,True,True,True,True,False,False,False,-0.00126839168,,,False,False,False,False,False,,,,,,,,,,,,
primary_pair,primary_1000_2000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_heavy,g518_new,False,True,True,,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,True,-0.00126839168,0.02942668696,False,False,False
budget,1000,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,0,14650fb0739d0383,maze-32-32-4|a100,maze,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,high_beta,g518_new,False,True,True,True,False,True,False,True,False,False,,,,False,False,False,False,False,,,,,,,,,,,,
