candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_c00005,maze,100,1000,stage2_short1000_t050_i2,6,0,6,0.0110117477267,2,4,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short1000_t100_i2,3,0,3,0.000214398346667,0,1,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short1000_t100_i4,1,0,1,0.004961548,0,0,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short2000_t050_i2,1,0,1,-0.01344154197,1,0,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short2000_t050_i4,1,0,1,0.01664791901,0,1,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short2000_t100_i2,1,0,1,0.02357905187,0,1,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short2000_t100_i4,2,0,2,-0.04694718267,2,0,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short5000_t050_i2,2,0,2,0.071725061355,0,2,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short5000_t050_i4,5,0,5,-0.028044862402,5,0,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short5000_t100_i2,2,0,2,-0.041088732765,2,0,False,False,False,False,False
g554_c00005,maze,100,1000,stage2_short5000_t100_i4,3,0,3,-0.000586822743333,1,1,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short1000_t050_i2,3,0,3,-0.0332323617433,3,0,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short1000_t050_i4,4,0,4,-0.0079224655175,3,1,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short1000_t100_i2,2,0,2,-0.03246991672,2,0,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short1000_t100_i4,2,0,2,0.01385137369,1,1,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short2000_t050_i2,3,0,3,-0.00747061821333,3,0,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short2000_t100_i2,3,0,3,-0.02219221467,3,0,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short5000_t050_i2,1,0,1,-0.01091405184,1,0,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short5000_t050_i4,4,0,4,-0.0011503291425,2,2,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short5000_t100_i2,3,0,3,0.00822965273,1,2,False,False,False,False,False
g554_c00005,maze,100,2000,stage2_short5000_t100_i4,2,0,2,0.004326126785,0,1,False,False,False,False,False
g554_c00005,maze,100,500,stage2_short1000_t050_i2,2,0,2,-0.028460466175,2,0,False,False,False,False,False
g554_c00005,maze,100,500,stage2_short1000_t050_i4,5,0,5,-0.0004917139,2,1,False,False,False,False,False
