replay_phase,map,agents,seed,budget_ms,horizon_id,g561_instance_uid,g561_evaluation_uid,g561_identity_digest,g561_scenario_sha256,theta_id,method,model_path,baseline_id,candidate_success,baseline_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,quality_delta_vs_additive,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,cost_finite,candidate_runtime_ms,baseline_runtime_ms,runtime_overhead_ms,candidate_expanded_nodes,baseline_expanded_nodes,candidate_low_level_pibt_calls,baseline_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
corrected_g560_scalar_replay,maze-32-32-4,32,9101,500,g561_replay_maze_a32_b500_i2,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,9f22db2211642488d5a5d82fd19c7a294835ed897d77dab2398334755435b3d8,1929f1345348e82698eec1d7e2d1bd0a5bdc09e8b33d2bb99b7af55b4a8b471e,edafd0e4dee0c074621a2e2da70a5a8a0cfe2cd784fb63242ce6201d8810129a,g561_g0_direct_actor_826903132e4d,G0_direct_actor,artifacts/models/gcst/g560_direct_actor_g0_560.pt,g556_c063174,True,True,False,False,True,False,-0.01570247934000002,-0.12561983470999993,True,True,True,True,True,5.838507,5.753185,0.08532199999999968,101,101,3200,3200,1.251220703125,1.1583048105239868,1.2572240829467773,0.725178599357605,0.7719560861587524,1.0347989797592163,0.692933976650238,0.9816468358039856,1.0,0.6789864897727966,0.6403147578239441,0.34595566987991333,0.9030945301055908,1.0,10.765562057495117,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9101,500,g561_replay_maze_a32_b500_i2,d64ec7333f5baf08ab0db7d814359b8397ad2fe60d8c1c46856da0cf9e92396d,bf51bdf38e06478cb7ce47c347f3b174558207bc8f02d99ca3aeda429b2159a0,5449af39db3b1060217906fbd14d1dd96d0294110ecbad6639100e3ccd95ef8f,edafd0e4dee0c074621a2e2da70a5a8a0cfe2cd784fb63242ce6201d8810129a,g561_g1_direct_actor_aux_critic_81e53499068c,G1_direct_actor_aux_critic,artifacts/models/gcst/g560_direct_actor_g1_561.pt,g556_c063174,True,True,False,False,True,False,-0.024793388430000007,-0.13471074379999992,True,True,True,True,True,5.704421,5.753185,-0.04876400000000025,99,101,3136,3200,1.246282696723938,1.1451421976089478,1.2962108850479126,0.742559015750885,0.7708047032356262,1.0218449831008911,0.7088323831558228,0.9812623262405396,1.0,0.6896030902862549,0.6390557885169983,0.3472951054573059,0.9195848703384399,1.0,10.831296920776367,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9110,1000,g561_replay_maze_a32_b1000_i3,052cfde69706db5d5b6f372f172f16a932141b6651e7cc4b9e4cda6df3d8e892,981c7136d8ba3ca0976bac159d5574ed160a83807000d68beea7bed4402bd621,9047f623e6a774e8bb6089d5175584e2f1190ce675487ec44f3c4893c60179c3,9a711a61a3c7d0429cdeacd30f1048251b4566b1f9b9dab6b3ce6f750f43a985,g561_g0_direct_actor_2870379eb8af,G0_direct_actor,artifacts/models/gcst/g560_direct_actor_g0_560.pt,g556_c063174,True,True,False,False,True,False,0.015239477499999987,-0.22278664731999998,True,True,True,True,True,5.279301,7.279693,-2.0003919999999997,97,97,3072,3072,1.255943775177002,1.1566277742385864,1.2483108043670654,0.7384769320487976,0.7578843832015991,1.0396091938018799,0.693317711353302,0.9818191528320312,1.0,0.6785280704498291,0.6437976360321045,0.338918536901474,0.8800675868988037,1.0,10.78197193145752,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9110,1000,g561_replay_maze_a32_b1000_i3,052cfde69706db5d5b6f372f172f16a932141b6651e7cc4b9e4cda6df3d8e892,b715b7494e78679f242692a8cde2c2ca76b2a46d1f00ab53ceee05231b565445,3620d8f896beeefd847f5ba8a34819608a8d7621580136db718d073ef242b3f6,9a711a61a3c7d0429cdeacd30f1048251b4566b1f9b9dab6b3ce6f750f43a985,g561_g1_direct_actor_aux_critic_f473e959b935,G1_direct_actor_aux_critic,artifacts/models/gcst/g560_direct_actor_g1_561.pt,g556_c063174,True,True,False,False,True,False,0.008708272860000088,-0.22931785195999987,True,True,True,True,True,4.814995,7.279693,-2.4646980000000003,97,97,3072,3072,1.252751111984253,1.1397689580917358,1.2701749801635742,0.7422625422477722,0.7484378814697266,1.0268465280532837,0.7139814496040344,0.9808459877967834,1.0,0.6845772862434387,0.6379035711288452,0.344169020652771,0.9070649743080139,1.0,10.87668228149414,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9119,2000,g561_replay_maze_a32_b2000_i4,3316911edc8dd1c7fdcba869f68d6ba311d43663ab6fbe08390d76a785db3909,e86a7a1f14550cdaf2ef2a2eee1d43b729a4e5459435db43df27f3327f629738,0c27d15018f091d68d1671dcdf78783f438a434037b48419bcd74e9161df7a94,7f7502367081951055d3288e7ae3c3e663c777883e0de6b39ad52b4be100259f,g561_g0_direct_actor_27954f1c13b2,G0_direct_actor,artifacts/models/gcst/g560_direct_actor_g0_560.pt,g556_c063174,True,True,False,False,True,False,-0.002147458840000116,-0.06585540444000015,True,True,True,True,True,4.311807,4.118688,0.19311900000000026,97,98,3072,3104,1.253442645072937,1.1607563495635986,1.2420439720153809,0.7482177019119263,0.7452701330184937,1.0437250137329102,0.6944177746772766,0.9810146689414978,1.0,0.675816535949707,0.6429898142814636,0.3418111801147461,0.8881227970123291,1.0,10.798593521118164,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9119,2000,g561_replay_maze_a32_b2000_i4,3316911edc8dd1c7fdcba869f68d6ba311d43663ab6fbe08390d76a785db3909,5925362c278fbf6aa4968f1d7c04ece807c75ba4f4cfe77c4c9ece23d6f1393b,7870a229223503ba4ee0f218ab0d3c6eb8a96b423c3ed79d38516011cb964376,7f7502367081951055d3288e7ae3c3e663c777883e0de6b39ad52b4be100259f,g561_g1_direct_actor_aux_critic_1fa2d081585d,G1_direct_actor_aux_critic,artifacts/models/gcst/g560_direct_actor_g1_561.pt,g556_c063174,True,True,False,False,True,False,-0.007158196140000017,-0.07086614174000005,True,True,True,True,True,6.833673,4.118688,2.7149850000000004,94,98,2976,3104,1.2495791912078857,1.1414400339126587,1.239527702331543,0.7473206520080566,0.7478958368301392,1.0356436967849731,0.704241931438446,0.9781853556632996,1.0,0.6747955083847046,0.6354901194572449,0.3501867949962616,0.9235103130340576,0.9889645576477051,10.916411399841309,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9128,3000,g561_replay_maze_a32_b3000_i4,e75b46beb65258c9227ebbba80aed2da712718cc2f852117d6b0aa478d1e198c,b09b8586c6aad152a2163a93746285db092dc4aabe213e80a7c51453a6151036,92322b864538d8fc10e1f5fa14a228b1b01870b8c04c6aa70b7726e54961f060,afd449c6a50d6b4c88e9f0ecbefb541b71f36d3b856e6662737fa3c6bd805467,g561_g0_direct_actor_bf402bd71099,G0_direct_actor,artifacts/models/gcst/g560_direct_actor_g0_560.pt,g556_c063174,True,True,False,False,True,False,0.03512544803000006,-0.04587813620000003,True,True,True,True,True,5.719559,5.87814,-0.15858099999999986,101,99,3200,3136,1.2518579959869385,1.1605849266052246,1.2437225580215454,0.7459527850151062,0.7428074479103088,1.0460145473480225,0.6946786642074585,0.9810230731964111,1.0,0.675994336605072,0.6385103464126587,0.3476085364818573,0.9136185646057129,1.0,10.792961120605469,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9128,3000,g561_replay_maze_a32_b3000_i4,e75b46beb65258c9227ebbba80aed2da712718cc2f852117d6b0aa478d1e198c,36808f34d70338ed13c8ffc60582b59fdfb302ea08c83166baac5cee581bd637,d1fccec063214f729f36145f87530dc2f93b8aa9d25f6e08fddffc92d62d6092,afd449c6a50d6b4c88e9f0ecbefb541b71f36d3b856e6662737fa3c6bd805467,g561_g1_direct_actor_aux_critic_d15f2862ce39,G1_direct_actor_aux_critic,artifacts/models/gcst/g560_direct_actor_g1_561.pt,g556_c063174,True,True,False,False,True,False,0.05448028674000005,-0.026523297490000042,True,True,True,True,True,5.722901,5.87814,-0.1552389999999999,103,99,3264,3136,1.25408136844635,1.1484894752502441,1.2365623712539673,0.7520712614059448,0.7516298294067383,1.0439437627792358,0.6935327649116516,0.9770047068595886,1.0,0.6702945828437805,0.6326744556427002,0.35673537850379944,0.9444109201431274,0.9783231019973755,10.885682106018066,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9137,500,g561_replay_maze_a32_b500_i2,ca2c7d4fd41f31c5ad73e76c97e682805874b54d230d7fe7c36d6427b85841af,19d9ee321b67d2de625bfd28ba97ac07bc21844ec8513151618d4ea7f240f5d9,0255b4f74f50195d0b9fa336085a0120162bb80cfc53b3a067983630e687af0a,0b749703db011eaf651557363c9a3dbbba676c0c4d9cd15b54d35ae83d9c845b,g561_g0_direct_actor_086d6e3826ac,G0_direct_actor,artifacts/models/gcst/g560_direct_actor_g0_560.pt,g556_c063174,True,True,False,False,True,False,0.00812457685000001,-0.046716316849999995,True,True,True,True,True,6.267175,7.372517,-1.1053420000000003,103,105,3264,3328,1.2521132230758667,1.158054232597351,1.2538176774978638,0.7249191999435425,0.7671035528182983,1.0368998050689697,0.6933839321136475,0.9817490577697754,1.0,0.6806796193122864,0.640457034111023,0.34368813037872314,0.8978860974311829,1.0,10.76988697052002,False,False,False,False,False
corrected_g560_scalar_replay,maze-32-32-4,32,9137,500,g561_replay_maze_a32_b500_i2,ca2c7d4fd41f31c5ad73e76c97e682805874b54d230d7fe7c36d6427b85841af,08c15aa98799ab7f65ce111b4d5685d6e49a4ec56d854a635df0c7d880936796,3fd21fd9a7397f99ddac34050af0cf7394431da41bf250c0e3a3f058dd36043b,0b749703db011eaf651557363c9a3dbbba676c0c4d9cd15b54d35ae83d9c845b,g561_g1_direct_actor_aux_critic_65a15e89b4bc,G1_direct_actor_aux_critic,artifacts/models/gcst/g560_direct_actor_g1_561.pt,g556_c063174,True,True,False,False,True,False,0.003385240350000096,-0.05145565334999991,True,True,True,True,True,3.959128,7.372517,-3.413389,103,105,3264,3328,1.2464991807937622,1.146314024925232,1.2928755283355713,0.7417632341384888,0.7676867246627808,1.0243879556655884,0.7112300395965576,0.9818186163902283,1.0,0.6912338137626648,0.6358544826507568,0.34575629234313965,0.9180919528007507,1.0,10.826814651489258,False,False,False,False,False
