context_key,map,map_family,agents,seed,budget_ms,sampling_policy,selected_candidate,selected_method,baseline_role,baseline_candidate,selected_success,baseline_success,selected_ratio,baseline_ratio,quality_delta_ratio,corrected_delta_ratio_for_mean,success_regression,success_gain,both_success,both_fail,better,worse,safe_high_margin_gain,seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,failure_type,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,context_horizon_key,panel,route,theta_cluster,registry_label,candidate_group,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000034,repair5g550_theta_550000034,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.19341563786,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_static_flow_shield,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.593777402962,0.95,1,1,0.768988430989,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000034,repair5g550_theta_550000034,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,False,True,,1.16769547325,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_frozen_family_static_goal_aware,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.593777402962,0.95,1,1,0.768988430989,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000034,repair5g550_theta_550000034,additive_ltm,repair5g59_additive_fallback,False,True,,1.32407407407,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_additive_ltm,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.593777402962,0.95,1,1,0.768988430989,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000035,repair5g550_theta_550000035,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.19341563786,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_static_flow_shield,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000035,repair5g550_theta_550000035,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,False,True,,1.16769547325,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_frozen_family_static_goal_aware,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1848|2000|0|14650fb0739d0383,random-32-32-20,random,50,1848,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000035,repair5g550_theta_550000035,additive_ltm,repair5g59_additive_fallback,False,True,,1.32407407407,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_additive_ltm,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1848|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1846|2000|0|14650fb0739d0383,random-32-32-20,random,50,1846,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000035,repair5g550_theta_550000035,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.18793706294,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_static_flow_shield,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1846|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1846|2000|0|14650fb0739d0383,random-32-32-20,random,50,1846,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000035,repair5g550_theta_550000035,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,False,True,,1.18793706294,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_frozen_family_static_goal_aware,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1846|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1846|2000|0|14650fb0739d0383,random-32-32-20,random,50,1846,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000036,repair5g550_theta_550000036,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.18793706294,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_static_flow_shield,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1846|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.796888701481,0.95,1,1,0.884494215494,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1846|2000|0|14650fb0739d0383,random-32-32-20,random,50,1846,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000036,repair5g550_theta_550000036,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,False,True,,1.18793706294,,0.25,True,False,False,False,False,False,False,1840_1859,False,False,False,False,False,success_regression_vs_frozen_family_static_goal_aware,generated_theta_targeted_short2000_t050_i2,2000,2000,0.5,2,random-32-32-20|50|1846|2000|generated_theta_targeted_short2000_t050_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.25,1.25,0.75,0.75,1,0.796888701481,0.95,1,1,0.884494215494,0.35,0.75,1,11,1,0,0
