grouped_example_id,context_budget_iteration_key,map,map_family,agents,seed,budget_ms,iteration,candidate_count,best_candidate,best_candidate_utility,oracle_gap_additive,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g534_group_00000000,maze-32-32-4|50|146|500|0,maze-32-32-4,maze,50,146,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000001,maze-32-32-4|50|147|500|0,maze-32-32-4,maze,50,147,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000002,maze-32-32-4|50|148|500|0,maze-32-32-4,maze,50,148,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000003,maze-32-32-4|50|149|500|0,maze-32-32-4,maze,50,149,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000004,maze-32-32-4|50|150|500|0,maze-32-32-4,maze,50,150,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000005,maze-32-32-4|50|151|500|0,maze-32-32-4,maze,50,151,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000006,maze-32-32-4|50|152|500|0,maze-32-32-4,maze,50,152,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000007,maze-32-32-4|50|153|500|0,maze-32-32-4,maze,50,153,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000008,maze-32-32-4|50|154|500|0,maze-32-32-4,maze,50,154,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000009,maze-32-32-4|50|155|500|0,maze-32-32-4,maze,50,155,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000010,maze-32-32-4|100|146|500|0,maze-32-32-4,maze,100,146,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000011,maze-32-32-4|100|147|500|0,maze-32-32-4,maze,100,147,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000012,maze-32-32-4|100|148|500|0,maze-32-32-4,maze,100,148,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000013,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000014,maze-32-32-4|100|150|500|0,maze-32-32-4,maze,100,150,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000015,maze-32-32-4|100|151|500|0,maze-32-32-4,maze,100,151,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000016,maze-32-32-4|100|152|500|0,maze-32-32-4,maze,100,152,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000017,maze-32-32-4|100|153|500|0,maze-32-32-4,maze,100,153,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000018,maze-32-32-4|100|154|500|0,maze-32-32-4,maze,100,154,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000019,maze-32-32-4|100|155|500|0,maze-32-32-4,maze,100,155,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000020,random-32-32-20|50|146|500|0,random-32-32-20,random,50,146,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000021,random-32-32-20|50|147|500|0,random-32-32-20,random,50,147,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000022,random-32-32-20|50|148|500|0,random-32-32-20,random,50,148,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000023,random-32-32-20|50|149|500|0,random-32-32-20,random,50,149,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000024,random-32-32-20|50|150|500|0,random-32-32-20,random,50,150,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000025,random-32-32-20|50|151|500|0,random-32-32-20,random,50,151,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000026,random-32-32-20|50|152|500|0,random-32-32-20,random,50,152,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000027,random-32-32-20|50|153|500|0,random-32-32-20,random,50,153,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000028,random-32-32-20|50|154|500|0,random-32-32-20,random,50,154,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000029,random-32-32-20|50|155|500|0,random-32-32-20,random,50,155,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000030,random-32-32-20|100|146|500|0,random-32-32-20,random,100,146,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000031,random-32-32-20|100|147|500|0,random-32-32-20,random,100,147,500,0,11,repair5g59_static_flow_shield,1,1,False,False,False,False,False
g534_group_00000032,random-32-32-20|100|148|500|0,random-32-32-20,random,100,148,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000033,random-32-32-20|100|149|500|0,random-32-32-20,random,100,149,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000034,random-32-32-20|100|150|500|0,random-32-32-20,random,100,150,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000035,random-32-32-20|100|151|500|0,random-32-32-20,random,100,151,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
g534_group_00000036,random-32-32-20|100|152|500|0,random-32-32-20,random,100,152,500,0,11,repair5g59_additive_fallback,-0,0,False,False,False,False,False
