split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,60,27,0.25925925925925924,0.9259259259259259,0.5666666666666667,12,0.5,0.55
validation,empty-48-48,100,60,35,0.45714285714285713,0.9142857142857143,0.6333333333333333,18,0.7222222222222222,0.4166666666666667
validation,empty-48-48,200,60,29,0.13793103448275862,0.7241379310344828,0.6166666666666667,8,0.375,0.6666666666666666
validation,empty-48-48,400,60,39,0.15384615384615385,0.7435897435897436,0.48333333333333334,10,0.2,0.7
validation,maze-32-32-4,50,60,46,0.21739130434782608,0.4782608695652174,0.6166666666666667,31,0.45161290322580644,0.31666666666666665
validation,maze-32-32-4,100,60,43,0.18604651162790697,0.5348837209302325,0.6,34,0.47058823529411764,0.2833333333333333
validation,maze-32-32-4,200,60,48,0.22916666666666666,0.5416666666666666,0.6333333333333333,46,0.41304347826086957,0.23333333333333334
validation,maze-32-32-4,400,39,26,0.19230769230769232,0.5384615384615384,0.717948717948718,26,0.5,0.10256410256410256
