g567_instance_uid,g567_evaluation_uid,map,map_family,width,height,free_cells,solver_seed,scenario_sha256,physical_map_sha256,assignment_sha256,pair_count,agent_count,start_goal_regime,nominal_budget_ms,base_time_limit_sec,solver_internal_time_limit_sec,process_hard_timeout_sec,budget_role,budget_contract,ltm_max_iterations,agent_density,scenario_bank_source,map_source_type,scenario_source_type,official_scenario,public_scenario_registry_source,scenario_prefix_family,benchmark_source_path,benchmark_source_sha256,context_generation_stage,feature_materialization_stage,raw_map_path,raw_scenario_path,path_found_rate,path_found_rate_source,component_size,reachability_mode,distance_mode,start_goal_overlap_count,own_start_goal_match_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,split,g567_dataset_row_id,horizon_id,scientific_horizon_id,replay_scenario_path,replay_scenario_sha256,blind_locked,raw_map_path_canonicalized_from,raw_map_path_canonicalization_reason,ltm_target_map,ltm_target_match_type,ltm_target_selected_map,ltm_target_fallback,selection_seed,selection_policy,label_train_backfill_requested,selection_stage,ltm_style_primary_subset
b46479e62f99f7fb06e104880b56b1b0ada30a68d077fb64b5d651567fb0ec7e,598862a2ea6b63331ff9c8a37a01fa345f70de8e819242122f4106bbf8d76ea7,empty_32_32,empty,32,32,1024,4567012054,d17c03fdc07a2a8114970c2513351dfb849598b6edfd8b4f1b2c3e5e63f01f96,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,89919896c8aa740d74cb0c904a7a036951a455d81c082cc2c96ca0938bd54cdd,16,16,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.015625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,False,,,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_32_32.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/scenarios/empty_32_32-random-4567012054.scen,1.0,same_connected_component_no_path_materialization,1024,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00175,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567012054.scen,d17c03fdc07a2a8114970c2513351dfb849598b6edfd8b4f1b2c3e5e63f01f96,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
198e7466fc3a8d4b8caefcb73989157c8cb65f6b592a5b334161094dcfd3a847,19ee9fa7c5751d2209f28f334f769efb1af27ccd047ffc0caad3775a261b7755,empty_32_32,empty,32,32,1024,4567017126,7c336809d987c94f7b71877b987ec288b1a9a2ee32ab2d627d046193f43dd01f,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,f26bfee5bcc7631eacaf5a15705b5d3e0b39d38245dfba3aa8e23dda568ad2fc,16,16,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.015625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,False,,,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_32_32.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/scenarios/empty_32_32-random-4567017126.scen,1.0,same_connected_component_no_path_materialization,1024,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00174,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567017126.scen,7c336809d987c94f7b71877b987ec288b1a9a2ee32ab2d627d046193f43dd01f,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
3eee39ee1bd63d81ae8f4ee92348ddb23d98822df32e0cdba1ab638cae2be16c,b9bd06b446452d3ea90dc83f08a6a781f1fa66472dd4d54aa0841f1f35b2022d,empty_32_32,empty,32,32,1024,4567003256,569a6bb35917cb13c395b19f24a39229030887b6daa94d697879d0d0e2c681ef,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,69143bf878c82b022e4b3b4d9e424ccf0ea8883d202cdbc8ca8d5ccdfabb7db8,16,16,many_to_many_bottleneck_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.015625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,False,,,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_32_32.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/scenarios/empty_32_32-random-4567003256.scen,1.0,same_connected_component_no_path_materialization,1024,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00176,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567003256.scen,569a6bb35917cb13c395b19f24a39229030887b6daa94d697879d0d0e2c681ef,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
96703a13ac6e67175136b58eee7705daa58687e23614b51d0d0fd1ebd5de41df,b74e4c3ef4e4e8883ec2275125b5314405a164296ac7da35a4b61b36bec3d9c4,empty_32_32,empty,32,32,1024,4567018796,b720d5db2d645fb8fd38d634bc9d3400077b4cbbe47ef20c9e1315cbef3ccb00,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,8d0eab24b7c23a8bb1344189a84c46ab398df8ce96e640b056772269ce4ff795,16,16,room_to_room_door_bottleneck,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.015625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,False,,,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_32_32.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/scenarios/empty_32_32-random-4567018796.scen,1.0,same_connected_component_no_path_materialization,1024,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00172,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567018796.scen,b720d5db2d645fb8fd38d634bc9d3400077b4cbbe47ef20c9e1315cbef3ccb00,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
e31d2edbed21bcc39e2ee8e79e542026f25f8507f38fbb8884cbb997271f487c,420cf897b27c80702f10247a5f882cfc020e6141c3afa7124ab670d8b3b3fcd3,empty_32_32,empty,32,32,1024,4567004632,6f9e4bbd2167ce7563500d1a1f23065c89b079e56115062c370f54266d2f1d50,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,56603751b04b78da24c8b5549228043dd5ab3f185c6caf768c20ee892be1da97,16,16,room_to_room_door_bottleneck,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.015625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,False,,,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_32_32.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/scenarios/empty_32_32-random-4567004632.scen,1.0,same_connected_component_no_path_materialization,1024,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00173,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567004632.scen,6f9e4bbd2167ce7563500d1a1f23065c89b079e56115062c370f54266d2f1d50,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
49e65533701da5020e54f485c177ebf0267b315cc5640813a9dccf633308363a,f703b4250dfdffc0facd9ec286cbc2e9f3a5f72f729bd57ba95a8c9570d1bf1e,empty_32_32,empty,32,32,1024,4567013025,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,c36507c0eb5618e4edf316cb287dfd20488ea7626f4cd2873d73ddbc6b65990c,64,64,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.0625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,movingai_official_even,True,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/tables/phase5p5_repair5g567_gate3b_bounded_pilot_public_scenario_registry.csv,empty-32-32-even-1,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-scen-even/scen-even/empty-32-32-even-1.scen,1.0,official_scenario_registry_validated_no_path_materialization,1024,official_scenario_registry_validated,movingai_official_prefix_manhattan_distance,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00208,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567013025.scen,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
ad99e2103f2fc415863048f3e2fd55458d195e658c64a133527c33352c609aa0,91ad697954e79647f180331b8cc2a579fb70921f621e5a590cde3c81d7409228,empty_32_32,empty,32,32,1024,4567006935,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,c36507c0eb5618e4edf316cb287dfd20488ea7626f4cd2873d73ddbc6b65990c,64,64,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.0625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,movingai_official_even,True,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/tables/phase5p5_repair5g567_gate3b_bounded_pilot_public_scenario_registry.csv,empty-32-32-even-1,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-scen-even/scen-even/empty-32-32-even-1.scen,1.0,official_scenario_registry_validated_no_path_materialization,1024,official_scenario_registry_validated,movingai_official_prefix_manhattan_distance,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00213,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567006935.scen,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
a32282f34aa8123885763a69f5f3891895ff0744a10111df97b6b673dbe8fc96,15f476960e5111d990f10111a374d9a7f96475ed86339f8a018b5ce898e917b2,empty_32_32,empty,32,32,1024,4567000198,4ce49401f9d9b9aece505bddb5da1e720450a9325c17f3817e0fa98069454342,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,97b8b0fe291afee88414a95afea2176cb1723bd44c50a2c7ab38d26738c433ab,64,64,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.0625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,movingai_official_random,True,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/tables/phase5p5_repair5g567_gate3b_bounded_pilot_public_scenario_registry.csv,empty-32-32-random-1,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-scen-random/scen-random/empty-32-32-random-1.scen,1.0,official_scenario_registry_validated_no_path_materialization,1024,official_scenario_registry_validated,movingai_official_prefix_manhattan_distance,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00210,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567000198.scen,4ce49401f9d9b9aece505bddb5da1e720450a9325c17f3817e0fa98069454342,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
736d45a7d73acc7bbb2e74e7d24d83b7780d465347ed03f62259a9e2e0e6b4f5,aab6ec7e6df409d8838e1062fa4954395d9afceae1ccda2b0603da6acd4bcdd4,empty_32_32,empty,32,32,1024,4567015346,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,c36507c0eb5618e4edf316cb287dfd20488ea7626f4cd2873d73ddbc6b65990c,64,64,clustered_starts_to_dispersed_goals,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.0625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,movingai_official_even,True,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/tables/phase5p5_repair5g567_gate3b_bounded_pilot_public_scenario_registry.csv,empty-32-32-even-1,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-scen-even/scen-even/empty-32-32-even-1.scen,1.0,official_scenario_registry_validated_no_path_materialization,1024,official_scenario_registry_validated,movingai_official_prefix_manhattan_distance,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00209,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567015346.scen,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
e254a931c9979377a10795a4fe6e43671992af3763cd3df24914ff941e9307f9,02b92f3c6bf50d769250a64e8c7fd8af6889b367eeb685f9fcf7e0c2dedc3f2a,empty_32_32,empty,32,32,1024,4567020059,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,c36507c0eb5618e4edf316cb287dfd20488ea7626f4cd2873d73ddbc6b65990c,64,64,warehouse_aisle_to_aisle,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,tier_conditioned_primary_30s_small_40s_1000to2500_60s_3000_hard_timeout_2x,12,0.0625,g567_component_aware_mixed_public_benchmark_and_synthetic,canonical_public_benchmark_map,movingai_official_even,True,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/tables/phase5p5_repair5g567_gate3b_bounded_pilot_public_scenario_registry.csv,empty-32-32-even-1,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-scen-even/scen-even/empty-32-32-even-1.scen,1.0,official_scenario_registry_validated_no_path_materialization,1024,official_scenario_registry_validated,movingai_official_prefix_manhattan_distance,0,0,False,False,False,False,False,CALIBRATION,g567_gate3b_calibration_00211,budget30000_ltm12,budget30000_ltm12,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_32_32-random-4567020059.scen,1c7914d198168b6668fb3c27b3b01e81e3694426405ed74be2824330b4b12a71,False,,,empty-32-32,normalized,empty_32_32,False,56830,target_map_then_nearest_5_agent_tiers_up_to_25_contexts_development_validation_heldout_then_calibration_then_label_train_backfill_then_same_family_secondary_backfill_to_target_count,True,primary_ltm_target_tier,True
