theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,forbidden_theta
repair5g549_theta_549001686,alpha_cong_commit_nonprogress_sweep,2,4,2,2,0,1,0.05,0.0208836410485,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.05706388587,1.25,0.75,0.75,1,1,0.95,1,1.49944000112,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001688,g546_g548_safe_no_gain_neighborhood,2,8,4,2,2,1,0.05,0.0336078239035,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.885759028482,0.95,1,1.10518203964,1,0.35,0.75,0.564607070786,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001691,static_flow_local_perturbation_fulltheta,2,14,2,2,0,1,0.05,0.0308311225556,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.751151697697,0.95,1,0.767022865954,0.989753820492,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001692,lambda_flow_lambda_cong_sweep,2,18,2,0,2,1,0.05,0.043131017738,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.718184563631,0.222317555365,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001694,edge_cost_clamp_sweep,2,12,4,2,2,1,0.05,0.0272201890583,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.822409355181,10.2511434977,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001696,alpha_cong_commit_nonprogress_sweep,2,8,4,2,2,1,0.05,0.0306396616317,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.42786939426,1.25,0.75,0.75,1,1,0.95,1,1.1782976434,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001697,g543_true_near_signal_neighborhood,2,10,4,2,2,1,0.05,0.0354595518844,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.199100601799,0.234758430483,1.18832087336,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001698,g546_g548_safe_no_gain_neighborhood,2,6,2,2,0,1,0.05,0.0135405965573,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.376216047568,0.95,1,1.28842057316,1,0.35,0.75,0.425184549631,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001701,static_flow_local_perturbation_fulltheta,2,2,2,2,0,1,0.05,0.011470281544,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.00275939448,0.95,1,1.09104741791,0.843170513659,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001702,lambda_flow_lambda_cong_sweep,2,6,2,0,2,1,0.05,0.0263485176627,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.995817008366,1.03513442973,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001703,alpha_flow_wait_progress_sweep,2,6,2,0,2,1,0.05,0.0237477891043,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.171393407213,0.95,1,1,1.2050480899,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001704,edge_cost_clamp_sweep,2,8,2,2,0,1,0.05,0.01963323795,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357677284645,10.1250877498,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001705,goal_projection_mode_ablation,2,8,2,2,0,1,0.05,0.01963323795,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25127949744,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001706,alpha_cong_commit_nonprogress_sweep,2,2,2,2,0,1,0.05,0.018769551617,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.64464521071,1.25,0.75,0.75,1,1,0.95,1,1.14234671531,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001707,g543_true_near_signal_neighborhood,2,2,4,2,2,1,0.05,0.013555787279,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.797112205776,0.289239321521,0.689912370175,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001711,static_flow_local_perturbation_fulltheta,2,4,2,0,2,1,0.05,0.0281996751645,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.08596002808,0.95,1,1.10416939166,1.26989626021,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001712,lambda_flow_lambda_cong_sweep,2,8,2,2,0,1,0.05,0.0178179596997,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.641212717575,1.44168161664,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001713,alpha_flow_wait_progress_sweep,2,8,2,0,2,1,0.05,0.0240813676345,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.733991032018,0.95,1,1,0.0197864604271,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001714,edge_cost_clamp_sweep,2,8,4,2,2,1,0.05,0.01963323795,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.473627052746,11.3466733067,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001715,goal_projection_mode_ablation,2,12,2,0,2,1,0.05,0.0596072355728,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.4356516287,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549001716,alpha_cong_commit_nonprogress_sweep,2,14,2,0,2,1,0.05,0.0193874241879,compact_audit_not_claim,success_regression_vs_additive,1.25,1.03184643631,1.25,0.75,0.75,1,1,0.95,1,0.780913438173,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001717,g543_true_near_signal_neighborhood,2,12,2,2,0,1,0.05,0.0357544394818,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.267998064004,0.31355477289,0.850822298355,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001718,g546_g548_safe_no_gain_neighborhood,2,12,4,2,2,1,0.05,0.0157978908057,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.820920458159,0.95,1,0.788834172332,1,0.35,0.75,0.589966970066,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001720,negative_control,2,2,2,2,0,1,0.05,0.006256517206,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.737579524841,0.223904552191,0.35,0.75,1,10.9225261549,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001722,lambda_flow_lambda_cong_sweep,2,2,2,0,2,1,0.05,0.00414937759,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.29274741451,0.772031955936,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001723,alpha_flow_wait_progress_sweep,2,6,2,0,2,1,0.05,0.0212191140667,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.207940834118,0.95,1,1,1.33951382097,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001724,edge_cost_clamp_sweep,2,8,2,0,2,1,0.05,0.020896115515,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.978075293849,9.40800918398,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001726,alpha_cong_commit_nonprogress_sweep,2,12,2,0,2,1,0.05,0.00991433111167,compact_audit_not_claim,success_regression_vs_additive,1.25,1.13228998542,1.25,0.75,0.75,1,1,0.95,1,0.755295489409,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001728,g546_g548_safe_no_gain_neighborhood,2,8,2,0,2,1,0.05,0.01816000804,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.00731908536,0.95,1,0.85524518951,1,0.35,0.75,0.552776594447,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001731,static_flow_local_perturbation_fulltheta,2,10,2,0,2,1,0.05,0.021746532826,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.938116723767,0.743456713087,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001732,lambda_flow_lambda_cong_sweep,2,0,2,0,2,1,0.05,,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49064401871,0.235111029778,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001733,alpha_flow_wait_progress_sweep,2,6,4,2,4,1,0.05,0.0318457224367,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.829923340153,0.95,1,1,0.590031319937,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001735,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.020896115515,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.30451589097,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001736,alpha_cong_commit_nonprogress_sweep,2,2,2,0,2,1,0.05,0.00414937759,compact_audit_not_claim,success_regression_vs_additive,1.25,1.40045319909,1.25,0.75,0.75,1,1,0.95,1,1.29682940634,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001738,g546_g548_safe_no_gain_neighborhood,2,6,2,2,2,1,0.05,0.0139365593167,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.628103043794,0.95,1,1.37813079374,1,0.35,0.75,0.664116171768,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001739,surrogate_guided_theta_if_model_exists,2,4,2,0,2,1,0.05,0.00338473246,compact_audit_not_claim,success_regression_vs_additive,1.25,0.938524272951,1.25,0.75,0.75,1,1,0.95,1,0.979875340249,1.21467867064,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001742,lambda_flow_lambda_cong_sweep,2,10,2,0,2,1,0.05,0.036984156474,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.664170671659,0.947801604397,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001743,alpha_flow_wait_progress_sweep,2,8,2,0,2,1,0.05,0.0254500933975,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.13090773818,0.95,1,1,0.421139157722,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001744,edge_cost_clamp_sweep,2,6,4,2,2,1,0.05,0.04355736361,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.632338735323,9.89876420247,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001747,g543_true_near_signal_neighborhood,2,4,2,2,0,1,0.05,0.029947614875,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.111751176498,0.602603194794,0.71728506543,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001748,g546_g548_safe_no_gain_neighborhood,2,10,1,0,1,1,0.05,0.036129312552,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.530600838798,0.95,1,0.818097763804,1,0.35,0.75,0.655099489801,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001749,surrogate_guided_theta_if_model_exists,2,6,5,2,3,1,0.05,0.0297961802833,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.41701636597,1.25,0.75,0.75,1,1,0.95,1,1.19517010966,1.21737026526,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001750,negative_control,2,2,2,2,0,1,0.05,0.00889767672,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03141293717,0.174991150018,0.35,0.75,1,10.9831820336,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001752,lambda_flow_lambda_cong_sweep,2,4,3,2,1,1,0.05,0.029380229025,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.31813536373,0.319961360077,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001753,alpha_flow_wait_progress_sweep,2,8,2,2,0,1,0.05,0.03639487693,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.846897056206,0.95,1,1,0.797342905314,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001754,edge_cost_clamp_sweep,2,6,2,2,0,1,0.05,0.04355736361,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.31984511031,10.6800626399,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001755,goal_projection_mode_ablation,2,2,4,2,2,1,0.05,0.03707365299,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.3195998608,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001756,alpha_cong_commit_nonprogress_sweep,2,10,2,0,2,1,0.05,0.0349806371,compact_audit_not_claim,success_regression_vs_additive,1.25,1.55163789672,1.25,0.75,0.75,1,1,0.95,1,0.792818414363,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001758,g546_g548_safe_no_gain_neighborhood,2,4,2,2,0,1,0.05,0.03022271882,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.04957400085,0.95,1,1.31332462335,1,0.35,0.75,0.557232135536,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001759,surrogate_guided_theta_if_model_exists,2,8,2,0,2,1,0.05,0.0278410798875,compact_audit_not_claim,success_regression_vs_additive,1.25,1.29252051496,1.25,0.75,0.75,1,1,0.95,1,0.918261063478,0.784089531821,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001760,negative_control,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.46509606981,0.536082427835,0.35,0.75,1,9.13157773684,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001762,lambda_flow_lambda_cong_sweep,2,6,4,2,2,1,0.05,0.0211252586767,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.21825556349,0.874016751966,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001763,alpha_flow_wait_progress_sweep,2,8,2,0,2,1,0.05,0.02728776994,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.995920508159,0.95,1,1,0.147952204096,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001764,edge_cost_clamp_sweep,2,6,2,2,0,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.5655498689,8.64847470305,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001765,goal_projection_mode_ablation,2,6,2,2,0,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.974696550607,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001768,g546_g548_safe_no_gain_neighborhood,2,10,2,0,2,1,0.05,0.019082883136,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.566999466001,0.95,1,1.02061720877,1,0.35,0.75,0.259843330313,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001769,surrogate_guided_theta_if_model_exists,2,6,2,2,0,1,0.05,0.0310856645867,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.828305843388,1.25,0.75,0.75,1,1,0.95,1,0.929987440025,1.24201221598,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001771,static_flow_local_perturbation_fulltheta,2,4,2,2,0,1,0.05,0.0165803324,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.13624472751,0.99523480953,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001773,alpha_flow_wait_progress_sweep,2,6,2,2,0,1,0.05,0.0333267600267,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.586882576235,0.95,1,1,1.00384299231,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001774,edge_cost_clamp_sweep,2,6,2,2,0,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.695562108876,9.03050993898,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001775,goal_projection_mode_ablation,2,0,4,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.315558868882,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549001778,g546_g548_safe_no_gain_neighborhood,2,6,2,0,2,1,0.05,0.0309756383133,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.969942160116,0.95,1,0.944795510409,1,0.35,0.75,0.439663270673,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001779,surrogate_guided_theta_if_model_exists,2,2,2,2,0,1,0.05,0.05635195255,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.1680977638,1.25,0.75,0.75,1,1,0.95,1,1.27003155994,0.750815998368,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001781,static_flow_local_perturbation_fulltheta,2,4,4,2,2,1,0.05,0.032224337135,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.00153899692,0.95,1,1.13446813106,0.766347867304,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001782,lambda_flow_lambda_cong_sweep,2,6,2,2,0,1,0.05,0.03293069234,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.910634178732,0.587319325361,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001783,alpha_flow_wait_progress_sweep,2,2,4,2,2,1,0.05,0.03112033195,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.636787476425,0.95,1,1,0.811772876454,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001784,edge_cost_clamp_sweep,2,6,2,2,0,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.778228443543,9.8928002144,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001785,goal_projection_mode_ablation,2,2,2,2,0,1,0.05,0.00395452299,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.405368189264,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001786,alpha_cong_commit_nonprogress_sweep,2,4,4,2,2,1,0.05,0.01615908751,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.56937161126,1.25,0.75,0.75,1,1,0.95,1,1.2377005246,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001787,g543_true_near_signal_neighborhood,2,4,4,2,2,1,0.05,0.006619178945,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.194458211084,0.350146699707,0.605446039108,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001788,g546_g548_safe_no_gain_neighborhood,2,4,2,2,0,1,0.05,0.040154150505,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.461355877288,0.95,1,1.22227020546,1,0.35,0.75,0.476508246984,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001789,surrogate_guided_theta_if_model_exists,2,4,2,2,0,1,0.05,0.038479939205,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.47579544841,1.25,0.75,0.75,1,1,0.95,1,1.21169727661,1.27808294383,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001792,lambda_flow_lambda_cong_sweep,2,6,2,2,0,1,0.05,0.0281448966833,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.14736870526,0.0341414317171,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001793,alpha_flow_wait_progress_sweep,2,12,2,0,2,1,0.05,0.02639590274,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.01802171396,0.95,1,1,0.769174461651,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001794,edge_cost_clamp_sweep,2,6,4,2,2,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.642447965104,11.7822084356,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001795,goal_projection_mode_ablation,2,6,2,2,0,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.392019715961,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001796,alpha_cong_commit_nonprogress_sweep,2,4,4,2,2,1,0.05,0.01803533227,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.691424617151,1.25,0.75,0.75,1,1,0.95,1,1.39911520177,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001797,g543_true_near_signal_neighborhood,2,8,2,0,2,1,0.05,0.0992055285375,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.395274609451,0.453791992416,1.18181838636,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001798,g546_g548_safe_no_gain_neighborhood,2,12,2,0,2,1,0.05,0.0270522354417,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.861983776032,0.95,1,0.823165803668,1,0.35,0.75,0.581988136024,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001799,surrogate_guided_theta_if_model_exists,2,4,4,2,2,1,0.05,0.04907618405,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.845082259835,1.25,0.75,0.75,1,1,0.95,1,1.31093707813,0.653124193752,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001800,negative_control,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.10663778672,0.0262349475301,0.35,0.75,1,9.94835610329,0,0,1,False,False,False,False,False,True
repair5g549_theta_549001801,static_flow_local_perturbation_fulltheta,2,10,2,0,2,1,0.05,0.017591990526,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.992040415919,0.95,1,0.862971674057,0.820212159576,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001803,alpha_flow_wait_progress_sweep,2,8,2,2,0,1,0.05,0.028087911675,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.67258990482,0.95,1,1,1.30988588023,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001804,edge_cost_clamp_sweep,2,6,4,2,2,1,0.05,0.03504137125,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.472365555269,9.39161721677,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001806,alpha_cong_commit_nonprogress_sweep,2,12,2,0,2,1,0.05,0.0455178492683,compact_audit_not_claim,success_regression_vs_additive,1.25,0.962111575777,1.25,0.75,0.75,1,1,0.95,1,0.52486995026,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001807,g543_true_near_signal_neighborhood,2,10,2,0,2,1,0.05,0.07543581581,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.701183597633,0.436083527833,1.11617251765,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001808,g546_g548_safe_no_gain_neighborhood,2,4,4,2,2,1,0.05,0.032763776735,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.493081713837,0.95,1,1.2314501371,1,0.35,0.75,0.412890974218,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001809,surrogate_guided_theta_if_model_exists,2,6,2,2,0,1,0.05,0.0321463378467,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.91921486157,1.25,0.75,0.75,1,1,0.95,1,1.14320861358,0.458891382217,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549001811,static_flow_local_perturbation_fulltheta,2,6,2,0,2,1,0.05,0.0154837001733,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.971003257993,0.95,1,1.12008675983,1.05413129174,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
