split,map_name,agents,sample_count,top1,top3,mean_selected_delta,fallback_rate
validation,empty-48-48,50,60,0.5333333333333333,0.8666666666666667,0.004146966943754833,0.4666666666666667
validation,empty-48-48,100,60,0.5166666666666667,0.9,0.0072876670403856664,0.5166666666666667
validation,empty-48-48,200,60,0.55,0.9,0.002129018509224333,0.75
validation,empty-48-48,400,60,0.5166666666666667,0.8333333333333334,0.007459391831272684,0.48333333333333334
validation,maze-32-32-4,50,60,0.21666666666666667,0.6666666666666666,-6.584508806183334e-05,0.9333333333333333
validation,maze-32-32-4,100,60,0.2833333333333333,0.6333333333333333,-0.016555826498189666,0.9666666666666667
validation,maze-32-32-4,200,60,0.2,0.6,0.0,1.0
validation,maze-32-32-4,400,39,0.28205128205128205,0.4358974358974359,0.0,0.9487179487179487
