probe_method,probe_rows,mean_probe_overhead_ms_estimate,reported_with_overhead,mode_w_secondary_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c063174,1024,250,True,True,False,False,False,False,False
