acquisition_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,positive_rows,harmful_rows,censored_rows,best_positive_quality_delta_vs_g556,worst_harmful_quality_delta_vs_g556,frontier_priority_score,targeted_design_reason,requires_new_exact_materialization,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,frontier_rank
g562_frontier_00000003,0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7614,2000,1,63,0,-0.010843373489999975,0.3843373494,1.39518072289,positive_frontier_and_boundary,True,False,False,False,False,False,202
g562_frontier_00000203,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,47,16,0,-0.17307692308,0.22115384615,1.39423076923,positive_frontier_and_boundary,True,False,False,False,False,False,203
g562_frontier_00000065,0cb63048081aa964ede3b72fc9888022207865c9654f8eb8d5e26d0c5a9fe318,train,random-32-32-10,random,128,8036,500,16,48,0,-0.03225035834000001,0.36096512183000007,1.39321548017,positive_frontier_and_boundary,True,False,False,False,False,False,204
g562_frontier_00000404,523908fdf09b4c42b32168e0d3e9f230bb0799a4a8276bc742add119aba12fe5,validation,empty-16-16,empty,32,8393,1000,41,23,0,-0.10261569416000005,0.28772635815000003,1.39034205231,positive_frontier_and_boundary,True,False,False,False,False,False,205
g562_frontier_00000159,1d5c2f928d0a4b3ad0787aec63d25476ab5956078dbe4a296773e3d2b8b80d59,train,g559-synth-corners-34,irregular_bottleneck,32,8981,1000,27,37,0,-0.09575757574999999,0.2933333333400001,1.38909090909,positive_frontier_and_boundary,True,False,False,False,False,False,206
g562_frontier_00000473,60cb6b574235bf6c00130770822479da0004818c9b292083a11d16d9d695a719,train,room-32-32-4,room,64,8328,500,27,36,0,-0.05869751498999998,0.3294772922,1.38817480719,positive_frontier_and_boundary,True,False,False,False,False,False,207
g562_frontier_00000458,5d6cd683727ac445e2438e5572d760b237a621c00f5d1aa35c346ba71dcebb1d,train,room-32-32-4,room,64,7152,500,2,62,0,-0.007425742570000171,0.3799504950499999,1.38737623762,positive_frontier_and_boundary,True,False,False,False,False,False,208
g562_frontier_00000493,643a135670ee63f2d728a9587299199ea8ef2feea238a9074d7397066271ea55,validation,empty-16-16,empty,32,7193,1000,28,36,0,-0.09218436872999991,0.29258517034,1.3847695390699999,positive_frontier_and_boundary,True,False,False,False,False,False,209
g562_frontier_00000131,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,20,44,0,-0.08542713567999982,0.29899497488000004,1.3844221105599999,positive_frontier_and_boundary,True,False,False,False,False,False,210
g562_frontier_00000227,2bfbd452e59c8dc0096c85457196300d3a6a73e9c5e730c143254fb61b33dac4,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8454,2000,25,38,0,-0.11662531016999989,0.26674937966,1.38337468983,positive_frontier_and_boundary,True,False,False,False,False,False,211
g562_frontier_00000311,3dcfcc76ba00c37943ba07a74c2b896bb290d4cb2c0d30fb25546f80f002143a,validation,empty-16-16,empty,32,7337,1000,18,44,0,-0.05825242718000001,0.32038834951999995,1.3786407767,positive_frontier_and_boundary,True,False,False,False,False,False,212
g562_frontier_00000272,35301827c66da97ec4a4fe5c7f09d54c4d00cfff1917f5a339c66676427a1f31,train,g559-synth-corners-34,irregular_bottleneck,32,8501,1000,51,13,0,-0.37604790419,0.0,1.37604790419,positive_frontier_and_boundary,True,False,False,False,False,False,213
g562_frontier_00000489,63e1e612b19de23daac8a6fd8816b5a20749c50d24e51f493c0c73c5e9c1f6e0,train,g559-synth-connector-32,irregular_bottleneck,16,8356,500,43,21,0,-0.19999999999999996,0.1756756756700002,1.3756756756700002,positive_frontier_and_boundary,True,False,False,False,False,False,214
g562_frontier_00000035,06e9d758feccf197a6c916e4639395c0e8df12a158f05d3916ae73e8c7b2a5e0,train,room-40-32-8,room,96,7777,1000,12,52,0,-0.052777777780000035,0.3216666666599999,1.37444444444,positive_frontier_and_boundary,True,False,False,False,False,False,215
g562_frontier_00000346,45e9a28c1c21c35378f887c8ffde25278d34ea295cfe5d151b7a157742b039ea,heldout,g559-synth-string-40,irregular_bottleneck,128,7520,500,1,63,0,-0.022232103149999904,0.3499333036900001,1.37216540684,positive_frontier_and_boundary,True,False,False,False,False,False,216
g562_frontier_00000284,38911a435e5b8806b5eac5fd7373e16066b1dd6adef4a23e5385b746bf250e9f,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8334,2000,4,60,0,-0.07187112763000014,0.29863692689,1.3705080545200001,positive_frontier_and_boundary,True,False,False,False,False,False,217
g562_frontier_00000083,0f9cdf7c113ef3a03ebd6e2168ff1d1bf08528b7a843100d545e355260968bba,train,g559-synth-game-brc-32,game,32,7619,5000,22,40,0,-0.06279434850999999,0.30298273155,1.36577708006,positive_frontier_and_boundary,True,False,False,False,False,False,218
g562_frontier_00000096,125ef9a663b8473902e561e85d83412681a5c1b15162320de960cbe4ffe059e8,heldout,g559-synth-string-40,irregular_bottleneck,128,8000,500,36,28,0,-0.1419410004299999,0.2180418982500001,1.35998289868,positive_frontier_and_boundary,True,False,False,False,False,False,219
g562_frontier_00000064,0c3eeea552c493d49115b7567e436292060ba50c82f7c564a70bac5e8d770cfa,validation,g559-synth-warehouse-a-32,warehouse,128,8450,2000,35,29,0,-0.12383488681999988,0.2333555259700002,1.35719041279,positive_frontier_and_boundary,True,False,False,False,False,False,220
g562_frontier_00000180,20e770e8dbc1c0b807a63d0d4b871319850512e309150fc2ec9a20d365b87729,train,g559-synth-game-brc-32,game,32,7811,5000,9,53,0,-0.01253918496000006,0.34404388714,1.3565830721,positive_frontier_and_boundary,True,False,False,False,False,False,221
g562_frontier_00000293,3aa6cfb84567f904a8beb84871c823732f6b59815793275c17bcb369f17a9587,validation,maze-36-32-4,maze,32,8159,5000,5,57,0,-0.01661129567999997,0.33720930233,1.35382059801,positive_frontier_and_boundary,True,False,False,False,False,False,222
g562_frontier_00000342,44bf3d4f960298d5b13be7ce8024b43becbdc88c2a4fae38fe229aa434a3663b,validation,g559-synth-game-den-32,game,16,7066,2000,29,35,0,-0.054770318019999875,0.2985865724300001,1.35335689045,positive_frontier_and_boundary,True,False,False,False,False,False,223
g562_frontier_00000120,171a0cc2f8ae627f227c1898733f8d7375673bc853521b289cb7f8aa676ead1d,train,g559-synth-corners-34,irregular_bottleneck,32,8477,1000,29,34,0,-0.09443099274,0.2578692493900001,1.35230024213,positive_frontier_and_boundary,True,False,False,False,False,False,224
g562_frontier_00000377,4c21d4f61b262b62178d6d192aaff9b4e1c3f3f7fb6a3cdc40bf7c99883cf9a3,validation,g559-synth-game-den-32,game,16,8482,2000,21,43,0,-0.060137457050000176,0.28522336769,1.3453608247400002,positive_frontier_and_boundary,True,False,False,False,False,False,225
g562_frontier_00000310,3dc09fd0531d33a329511caf431e6247b4421a931ea426a8f83bd2a900c890cc,train,g559-synth-game-brc-32,game,32,8387,5000,28,35,0,-0.04200913242000004,0.30319634702999987,1.34520547945,positive_frontier_and_boundary,True,False,False,False,False,False,226
g562_frontier_00000128,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,4,60,0,-0.04024390244000009,0.30487804878,1.3451219512200001,positive_frontier_and_boundary,True,False,False,False,False,False,227
g562_frontier_00000464,5f36c56e4c776456186da3092aef274b914c4ee9387a0522eaa1b680df92f520,train,g559-synth-tunnel-38,irregular_bottleneck,96,7015,5000,37,27,0,-0.12162971838999992,0.22168963451000012,1.3433193529,positive_frontier_and_boundary,True,False,False,False,False,False,228
g562_frontier_00000010,02fe53cdc2fda88a8cf316aec26ca8dc4227ca830aed40a1adc9944741a344ec,train,g559-synth-game-brc-32,game,32,8915,5000,25,39,0,-0.07549668873999993,0.2675496688700001,1.34304635761,positive_frontier_and_boundary,True,False,False,False,False,False,229
g562_frontier_00000407,52ec0290930df5bf2c7f6bff6f79cf3f2b0a1180de8f9dacc3ccf975dd065487,validation,g559-synth-game-den-32,game,16,7978,2000,25,38,0,-0.05415162455,0.2870036101100002,1.3411552346600002,positive_frontier_and_boundary,True,False,False,False,False,False,230
g562_frontier_00000219,2989004e4a3e989d1f2b2169e5f2d08e1edc9feff089046f4fec36299d4b6a5e,train,room-40-32-8,room,96,8833,1000,26,38,0,-0.06686518679000009,0.2736870600999999,1.34055224689,positive_frontier_and_boundary,True,False,False,False,False,False,231
g562_frontier_00000309,3daa0e8905996d865a672209cd899bf6adb7a8f14271c93ddfee82bb8519abc3,train,room-40-32-8,room,96,7753,1000,32,32,0,-0.09973045822000004,0.23989218329000006,1.33962264151,positive_frontier_and_boundary,True,False,False,False,False,False,232
g562_frontier_00000498,64c78dd25846be8bc8ad6cf9a816f02e0c0098e62462f8b32da00892d6aa7e79,train,g559-synth-city-boston-32,city,96,8533,1000,15,48,0,-0.0742928193900001,0.26515387007,1.3394466894600001,positive_frontier_and_boundary,True,False,False,False,False,False,233
g562_frontier_00000134,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,14,50,0,-0.051282051290000075,0.2857142857099999,1.336996337,positive_frontier_and_boundary,True,False,False,False,False,False,234
g562_frontier_00000286,393968e85d8b35d219231b281a6e3b0c76eaab3364d59b3b862f1c73587d752c,train,g559-synth-tunnel-38,irregular_bottleneck,96,8935,5000,12,51,0,-0.08047945205999985,0.2562785388100002,1.33675799087,positive_frontier_and_boundary,True,False,False,False,False,False,235
g562_frontier_00000234,2d2b00d7b1dd254970fb01eeef554542430518e7678d8c509f1dec9bde27d024,train,g559-synth-corners-34,irregular_bottleneck,32,7853,1000,45,19,0,-0.11706102117000006,0.21793275218000008,1.3349937733500001,positive_frontier_and_boundary,True,False,False,False,False,False,236
g562_frontier_00000334,4304357a1eb7589a4183d261e60334c065fea5e552ea8dfc43bfa46e6fe1651b,train,g559-synth-corners-34,irregular_bottleneck,32,7109,1000,8,54,0,-0.025641025639999926,0.3076923077,1.33333333334,positive_frontier_and_boundary,True,False,False,False,False,False,237
g562_frontier_00000413,5425272c102344e9fe6c5579d49803028f9a8a4165f6c7962124723bd0560be3,train,g559-synth-connector-32,irregular_bottleneck,16,8404,500,18,40,0,-0.057471264370000164,0.27586206896,1.3333333333300001,positive_frontier_and_boundary,True,False,False,False,False,False,238
g562_frontier_00000440,58b5e0d74baaaa538fa8b9e40a7ac777f6f4b3f40acebfb52134e62ccd2e9f2d,train,room-32-32-4,room,64,8208,500,10,53,0,-0.038543897209999844,0.2946466809400001,1.33319057815,positive_frontier_and_boundary,True,False,False,False,False,False,239
g562_frontier_00000331,427c56a5034c54475d9d3500f60307ee86559b608586e687c633105832ffb6b6,train,g559-synth-game-brc-32,game,32,7859,5000,23,41,0,-0.0647619047600001,0.26666666666999994,1.33142857143,positive_frontier_and_boundary,True,False,False,False,False,False,240
g562_frontier_00000161,1e0caa8066e42b7baffeef43f02dbd02149f036cc5cce757df7a5d754d354234,train,g559-synth-connector-32,irregular_bottleneck,16,7636,500,1,63,0,-0.0075187970000001325,0.3233082706699999,1.33082706767,positive_frontier_and_boundary,True,False,False,False,False,False,241
g562_frontier_00000359,47fa5dc38a6ca71f634ebb7562697bdd453bec9980aa25c835c8082467e8c59c,train,room-32-32-4,room,64,8040,500,36,27,0,-0.0651447661500002,0.2655902004399999,1.3307349665900001,positive_frontier_and_boundary,True,False,False,False,False,False,242
g562_frontier_00000223,2b5c75d8e32174c1b34c44f8b973921698ba050cc5b5cb040e26b52dcef4fd60,validation,g559-synth-game-den-32,game,16,7474,2000,27,37,0,-0.060606060609999846,0.2696969697,1.3303030303099999,positive_frontier_and_boundary,True,False,False,False,False,False,243
g562_frontier_00000416,5474564b083f8e3f7d9cedd8222b74fe4399162bd6766a2cb303211d14e62052,validation,empty-16-16,empty,32,7913,1000,8,56,0,-0.044534412950000046,0.28542510122,1.32995951417,positive_frontier_and_boundary,True,False,False,False,False,False,244
g562_frontier_00000018,0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,validation,g559-synth-game-den-32,game,16,8242,2000,20,42,0,-0.022260273969999966,0.30650684931000005,1.32876712328,positive_frontier_and_boundary,True,False,False,False,False,False,245
g562_frontier_00000111,158a00a4963828e7956df4720fca204427f8a347da5ec0df3134dc877063107a,heldout,g559-synth-string-40,irregular_bottleneck,128,8600,500,23,41,0,-0.10098839707999985,0.22690159003,1.3278899871099998,positive_frontier_and_boundary,True,False,False,False,False,False,246
g562_frontier_00000323,3f578c0a95aaf8f6dfeddbdd6391af5f41db14b6281989dff746d9f60e190c4f,validation,maze-36-32-4,maze,32,8591,5000,22,42,0,-0.052587646070000105,0.27462437396000006,1.3272120200300002,positive_frontier_and_boundary,True,False,False,False,False,False,247
g562_frontier_00000369,4a5c735f1f8f1683d2070ced48d2d73a491a7e7daf46f24ef946f0452e16c5b4,train,g559-synth-game-brc-32,game,32,8939,5000,27,37,0,-0.047854785469999994,0.2772277227800002,1.3250825082500002,positive_frontier_and_boundary,True,False,False,False,False,False,248
g562_frontier_00000079,0f13a3a3a4cb0c1c332bb531fcfb68d133fa9faa9c5f330b19874d44b02c4f24,validation,g559-synth-game-den-32,game,16,8866,2000,29,35,0,-0.03061224489999992,0.29387755102,1.32448979592,positive_frontier_and_boundary,True,False,False,False,False,False,249
g562_frontier_00000067,0ce33ef3b0e18313abd1e6f8cec6fbe56a897c75458f4fd6a2edda8f82c7b364,train,room-32-32-4,room,64,8760,500,3,61,0,-0.017751479289999983,0.30532544378999993,1.32307692308,positive_frontier_and_boundary,True,False,False,False,False,False,250
g562_frontier_00000278,378b39f10cf921844ed520827a9c80e17504caeba1ee01be6e107475aa1eb179,train,room-32-32-4,room,64,7200,500,24,40,0,-0.07188405796999997,0.24985507247000016,1.3217391304400001,positive_frontier_and_boundary,True,False,False,False,False,False,251
g562_frontier_00000267,344eb1b8281ff2fe9e4bfc0359ed2bfd8e67e49d577ca2730953bb5c283fe818,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7590,2000,26,37,0,-0.05218216318999991,0.2694497153700002,1.32163187856,positive_frontier_and_boundary,True,False,False,False,False,False,252
g562_frontier_00000365,49627f21012a8b1baf47d1b98c56d9f92fbd4fa77d496e092e3fab07f7ca5901,train,room-40-32-8,room,96,7417,1000,10,54,0,-0.049607623320000016,0.27158071749,1.32118834081,positive_frontier_and_boundary,True,False,False,False,False,False,253
g562_frontier_00000170,1f783db9b95c7ecb90b5f57a5c63561c5200a19cb163ccfd115d95091503726a,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8934,2000,1,62,0,-0.03800786369000009,0.2830930537399998,1.32110091743,positive_frontier_and_boundary,True,False,False,False,False,False,254
g562_frontier_00000245,2fba60185299dd51496716a007bad5d5a5ff5ad200deb38c9669c11a6d234673,validation,g559-synth-game-den-32,game,16,7402,2000,15,47,0,-0.01748251747999996,0.3024475524499999,1.3199300699299998,positive_frontier_and_boundary,True,False,False,False,False,False,255
g562_frontier_00000287,3939ba8f85929ffb12bc89cfcc062e94e1590e0b3a31505779af18e65c898d58,validation,g559-synth-game-den-32,game,16,8026,2000,29,35,0,-0.07017543859999997,0.24912280701,1.31929824561,positive_frontier_and_boundary,True,False,False,False,False,False,256
g562_frontier_00000320,3ed6ca51faa2e27c03756ebdfb2c8d84da3f21d5681f66556adbea2743d2b486,validation,maze-36-32-4,maze,32,7967,5000,26,38,0,-0.08484848484999996,0.22943722943,1.31428571428,positive_frontier_and_boundary,True,False,False,False,False,False,257
g562_frontier_00000112,15a3cdf245123accb5f9115148e1fe4981777f214d6d82d3603b0eade88c4ce3,validation,random-32-32-20,random,256,8565,1000,14,50,0,-0.07003891050999989,0.24346859366000007,1.31350750417,positive_frontier_and_boundary,True,False,False,False,False,False,258
g562_frontier_00000149,1c15f560579860cec5a0fdc0ae052e3cb2382a25f77dc16189e3b08ae1aa6d68,train,empty-32-32,empty,64,7386,2000,31,33,0,-0.05862403100999991,0.25436046512,1.31298449613,positive_frontier_and_boundary,True,False,False,False,False,False,259
g562_frontier_00000371,4aa73cfd9362efaac0a265e8b948852fedbc8dc646456ec36e2e7ca30863bb95,train,g559-synth-corners-34,irregular_bottleneck,32,7829,1000,23,38,0,-0.06684491979000007,0.24598930480999992,1.3128342246,positive_frontier_and_boundary,True,False,False,False,False,False,260
g562_frontier_00000447,5abfeea61f429d58cf87122e0b0d92dec4268974db8f5fecba3bc8522906f2ce,validation,empty-16-16,empty,32,8609,1000,3,59,0,-0.039525691699999976,0.27272727271999986,1.3122529644199998,positive_frontier_and_boundary,True,False,False,False,False,False,261
g562_frontier_00000171,1fb684150ada82a4c84eb6df1d2bfebaac9a9f0a68e169199b806bb65b8d7e6b,validation,g559-synth-warehouse-a-32,warehouse,128,7730,2000,29,35,0,-0.06784170269,0.24276687729000002,1.31060857998,positive_frontier_and_boundary,True,False,False,False,False,False,262
g562_frontier_00000417,547dfe525f2f3c3649537b6946b17b3febbd376924c3bb90a2955f204dc4a6fa,train,g559-synth-corners-34,irregular_bottleneck,32,8165,1000,43,21,0,-0.10606060606,0.20454545454999984,1.3106060606099998,positive_frontier_and_boundary,True,False,False,False,False,False,263
g562_frontier_00000046,0a4e07556508e861b81d4d51c47894b56785c70066a19718090de3d0b1cf880c,train,g559-synth-connector-32,irregular_bottleneck,16,7156,500,56,8,0,-0.1328125,0.17708333332999993,1.30989583333,positive_frontier_and_boundary,True,False,False,False,False,False,264
g562_frontier_00000090,1174fd141450537ca6fcde7383ba32623e0bf298f8e01a934860cd41515ecd5c,validation,g559-synth-game-den-32,game,16,7090,2000,12,45,0,-0.021739130429999864,0.2880434782600001,1.30978260869,positive_frontier_and_boundary,True,False,False,False,False,False,265
g562_frontier_00000195,2344c3fb7efea163679f6527a421168b0bd17ae23f0df43e4c1d76726492f986,train,g559-synth-tunnel-38,irregular_bottleneck,96,7735,5000,13,51,0,-0.07382953181999996,0.23529411764000008,1.30912364946,positive_frontier_and_boundary,True,False,False,False,False,False,266
g562_frontier_00000268,349cb87e6c051c72914bb308b9a820f0aff973cbf5171c60b8e2eb14e90da19f,train,g559-synth-connector-32,irregular_bottleneck,16,7012,500,44,19,0,-0.06569343066000011,0.24330900242999998,1.30900243309,positive_frontier_and_boundary,True,False,False,False,False,False,267
g562_frontier_00000295,3ad035d6797e3a2afa1a9eaf0e8b6ea6f211b366bbf308220e4f1ec9921353f5,train,g559-synth-city-boston-32,city,96,7573,1000,10,54,0,-0.034803480349999916,0.2733273327300001,1.30813081308,positive_frontier_and_boundary,True,False,False,False,False,False,268
g562_frontier_00000292,3a81a58192e1cc245e9e2374383358d38d21adb9407614ec69e1fc19074043ec,heldout,g559-synth-string-40,irregular_bottleneck,128,7280,500,28,36,0,-0.08859223300999997,0.21925566343000003,1.30784789644,positive_frontier_and_boundary,True,False,False,False,False,False,269
g562_frontier_00000442,593db2855ac35dd7216f9a6fd70fbb4f5dc911ae827fcbfa2956e8d3c0299acf,validation,g559-synth-game-den-32,game,16,7858,2000,24,40,0,-0.06153846154000009,0.2461538461599999,1.3076923077,positive_frontier_and_boundary,True,False,False,False,False,False,270
g562_frontier_00000423,5592e9826701ea1642f66a55679db26b5c0307bbd5d0a943732f4f2b69bfeb54,train,g559-synth-game-brc-32,game,32,7211,5000,24,40,0,-0.031198686370000006,0.27175697866000004,1.30295566503,positive_frontier_and_boundary,True,False,False,False,False,False,271
g562_frontier_00000164,1e5c665ad6cca2b1d7d470a36c68710dcd2b2564fb300b0cf6929ab5be4f4b03,validation,empty-16-16,empty,32,8441,1000,12,52,0,-0.03585657371000006,0.26494023903999997,1.30079681275,positive_frontier_and_boundary,True,False,False,False,False,False,272
g562_frontier_00000202,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,3,61,0,-0.0575284090899999,0.2426609848500001,1.30018939394,positive_frontier_and_boundary,True,False,False,False,False,False,273
g562_frontier_00000107,149caa7139b695f848f7caaa91f3b0cdbe64cfcdd19da65aef578e5dd2e866e3,validation,maze-36-32-4,maze,32,7439,5000,10,52,0,-0.035714285709999904,0.26428571429000014,1.3,positive_frontier_and_boundary,True,False,False,False,False,False,274
g562_frontier_00000318,3ea6fd680ef9ac1a6a11b88ba0387049457ea8ca2def4b837f15d9f6a6764236,train,room-32-32-4,room,64,7968,500,12,51,0,-0.04222408027000002,0.25501672239999995,1.29724080267,positive_frontier_and_boundary,True,False,False,False,False,False,275
g562_frontier_00000270,34e85b54839d3eeeb2dc200319029dc5074a0b7cc0ed767cfe9dd595ad39a440,train,room-32-32-4,room,64,7848,500,14,49,0,-0.055835432409999886,0.24013434089000008,1.2959697733,positive_frontier_and_boundary,True,False,False,False,False,False,276
g562_frontier_00000431,5691752fba29070b8d63141953940bf04b5b04e163ddd2a92ae286fb173ad654,train,g559-synth-game-brc-32,game,32,8843,5000,20,44,0,-0.07263064658999996,0.22320637733000015,1.29583702392,positive_frontier_and_boundary,True,False,False,False,False,False,277
g562_frontier_00000254,313868a2efceb60bc4c74a691a90e553b0c048f66b2e45acd0195c20223a43f3,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8574,2000,4,60,0,-0.04117647058999996,0.2505882352900002,1.2917647058800001,positive_frontier_and_boundary,True,False,False,False,False,False,278
g562_frontier_00000125,17a1e738716b17f85ac56af6869e6440a93217d18703ca864ba0eff151cb22dc,validation,empty-16-16,empty,32,7577,1000,22,40,0,-0.05903398927000003,0.23255813953000004,1.2915921288,positive_frontier_and_boundary,True,False,False,False,False,False,279
g562_frontier_00000156,1cea2b04eec665e13002abd0771eb8054804baa222a11d9e5a22353ce8dbdf14,train,room-32-32-4,room,64,7896,500,41,23,0,-0.08325991188999993,0.20792951542000004,1.29118942731,positive_frontier_and_boundary,True,False,False,False,False,False,280
g562_frontier_00000103,1460b130b08014b22c121b30b880120f990e7fdcbe16b84a914fecab9a05fdb9,train,g559-synth-corners-34,irregular_bottleneck,32,7613,1000,21,43,0,-0.07308160779000006,0.2180267965899998,1.2911084043799999,positive_frontier_and_boundary,True,False,False,False,False,False,281
g562_frontier_00000048,0a6ca1128dd872e130b4d8eae1c04ea8dc251d3ab75b5d856e8d52228b934b2c,train,empty-32-32,empty,64,8082,2000,27,37,0,-0.03761283852000008,0.25175526578999996,1.28936810431,positive_frontier_and_boundary,True,False,False,False,False,False,282
g562_frontier_00000093,11b8b26a8c2781f11ace55348037ffb19f5beae7929779cb3d013d1e75e8f762,validation,g559-synth-warehouse-a-32,warehouse,128,8810,2000,14,50,0,-0.06809406809999996,0.21902421902000002,1.28711828712,positive_frontier_and_boundary,True,False,False,False,False,False,283
g562_frontier_00000209,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,34,28,0,-0.03553299492000006,0.25042301183999993,1.28595600676,positive_frontier_and_boundary,True,False,False,False,False,False,284
g562_frontier_00000218,294f0062464bbdb09a7ac1adba5e4fb36256f8f09352dc805fcf476159307f22,train,g559-synth-tunnel-38,irregular_bottleneck,96,8335,5000,7,57,0,-0.05099502486999996,0.23383084578000002,1.28482587065,positive_frontier_and_boundary,True,False,False,False,False,False,285
g562_frontier_00000253,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,game,16,7330,2000,6,55,0,-0.011235955059999858,0.27247191010999994,1.2837078651699998,positive_frontier_and_boundary,True,False,False,False,False,False,286
g562_frontier_00000041,0859c6bd34c46b0020882a1b947164845da0f4356ef4b00860fc338346920f54,train,room-40-32-8,room,96,7897,1000,30,33,0,-0.08178752107999987,0.19955030916000016,1.28133783024,positive_frontier_and_boundary,True,False,False,False,False,False,287
g562_frontier_00000347,45fed75acbca31ce939d8043c97830a69db9a85b6341742fba2f75610d4285bc,train,random-32-32-10,random,128,7340,500,5,59,0,-0.02093107180999998,0.25658607001,1.27751714182,positive_frontier_and_boundary,True,False,False,False,False,False,288
g562_frontier_00000330,41c55491098eb51796994541d16b13ceb649a156d77135f6a57a35c45af8eb8f,validation,maze-36-32-4,maze,32,7727,5000,30,33,0,-0.05522682444999982,0.22189349113000012,1.27712031558,positive_frontier_and_boundary,True,False,False,False,False,False,289
g562_frontier_00000375,4b94eee2679fdddd81d96e6da70d6e9da6005d35fa53b37398efc9290bad4beb,validation,maze-36-32-4,maze,32,8759,5000,6,56,0,-0.027881040890000097,0.24907063197,1.27695167286,positive_frontier_and_boundary,True,False,False,False,False,False,290
g562_frontier_00000240,2e6016cfe81e7da4e8485c646d79a7e28a3b430fb263bbcd6a0559c1d8744f08,validation,empty-16-16,empty,32,7241,1000,22,42,0,-0.08300395256999993,0.19367588933000013,1.2766798419,positive_frontier_and_boundary,True,False,False,False,False,False,291
g562_frontier_00000187,220a34e42e32ad2a1bcc4300ab130939dd9ab3ea24b9a00caf21389ab95be946,train,g559-synth-corners-34,irregular_bottleneck,32,8669,1000,53,11,0,-0.13647642680000005,0.13895781637999982,1.2754342431799999,positive_frontier_and_boundary,True,False,False,False,False,False,292
g562_frontier_00000478,61c782cf6b7e5c27332fecef91586038f6940accf4f61ae1b57a1bca6ec9da5f,validation,maze-36-32-4,maze,32,7607,5000,24,40,0,-0.050814956859999816,0.22339405561000003,1.2742090124699998,positive_frontier_and_boundary,True,False,False,False,False,False,293
g562_frontier_00000476,6122aa7eaa280ef2b9106fa527835a3407cee25d6cd530d5ca7d6b8880fdb924,train,room-32-32-4,room,64,8688,500,30,34,0,-0.05770046669999984,0.21595248197000005,1.27365294867,positive_frontier_and_boundary,True,False,False,False,False,False,294
g562_frontier_00000258,31c08890ab15a0fb90cf4053beaf8c04ac332091da0bf7acb522c86b3b3a0e88,train,g559-synth-corners-34,irregular_bottleneck,32,7349,1000,9,54,0,-0.040094339619999975,0.23113207546999992,1.27122641509,positive_frontier_and_boundary,True,False,False,False,False,False,295
g562_frontier_00000482,6278a5dde00eb9d53264a14e3377709f1478e88a45277779b2c9ae1551457d68,validation,maze-36-32-4,maze,32,7775,5000,21,43,0,-0.04308093994000006,0.22584856397000008,1.2689295039100001,positive_frontier_and_boundary,True,False,False,False,False,False,296
g562_frontier_00000095,1243a82a31181c5dc83f2cde658d4c221db40b148fb8a9087d97a0de93209520,validation,empty-16-16,empty,32,7457,1000,54,10,0,-0.11195445920000013,0.15370018975999988,1.26565464896,positive_frontier_and_boundary,True,False,False,False,False,False,297
g562_frontier_00000152,1c9046fd9cea7a9a5f7ecbf403f19cb7283f70560778fbf338dec3476e65c071,validation,maze-36-32-4,maze,32,8207,5000,31,33,0,-0.06767586821000005,0.19679430097999995,1.26447016919,positive_frontier_and_boundary,True,False,False,False,False,False,298
g562_frontier_00000102,144ed4abdf29bbc9342e22b13e5949e82bd36c7f0e9cb9bd21f6a700678ed0b8,validation,empty-16-16,empty,32,8825,1000,1,63,0,-0.02102102101999992,0.24324324324000002,1.26426426426,positive_frontier_and_boundary,True,False,False,False,False,False,299
g562_frontier_00000393,4f6c911f9d18e62bcef14cb8aa37ecbd4a462880af673b23b745e3078fda14db,validation,empty-16-16,empty,32,7889,1000,37,25,0,-0.10943396226000002,0.15471698113,1.26415094339,positive_frontier_and_boundary,True,False,False,False,False,False,300
