normalized_context_key,map,map_family,map_agent_group,agents,seed,iteration,traffic_before_hash_full,short_budget_ms,candidate_id,candidate_role,audit_candidate_region,target_score,target_delta_vs_static,target_delta_vs_old14_plus_g518,target_safe_g522_positive,target_candidate_induced_no_solution,target_budget_sensitive_failure,target_static_failure_recovery,target_oracle_rank_budget,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,normalized_trace_context_key,g526_candidate_outcome_source,g526_fresh_trace_source
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,1.30136986301,-0.00963977677,0.02105530187,False,False,False,False,16,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,g518_retained,g518_retained,1.31100963978,0.0,0.03069507864,False,False,False,False,19,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,1.3097412481,-0.00126839168,0.02942668696,False,False,False,False,18,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,g518_retained,g518_retained,1.33003551497,0.01902587519,0.04972095383,False,False,False,False,29,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,1.32902080162,0.01801116184,0.04870624048,False,False,False,False,28,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,1.33637747336,0.02536783358,0.05606291222,False,False,False,False,30,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,g518_retained,g518_retained,1.33688483004,0.02587519026,0.0565702689,False,False,False,False,31,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,1.28031456114,-0.03069507864,0.0,False,False,False,False,9,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p80_b1p15_f0p75_w0p30_dc0p88_df0p90_beta0p25_max0p50_c0,g522_response_surface,D_fractional_coverage,1.366311517,0.05530187722,0.08599695586,False,False,False,False,39,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,g522_response_surface,D_fractional_coverage,,,,False,True,True,False,44,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p85_b1p24_f0p87_w0p48_dc0p95_df0p98_beta0p65_max0p99_c0,g522_response_surface,D_fractional_coverage,1.33942161339,0.02841197361,0.05910705225,False,False,False,False,32,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,maze,maze-32-32-4|a100,100,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,g522_response_surface,D_fractional_coverage,1.25215626585,-0.05885337393,-0.02815829529,True,False,False,False,5,False,False,False,False,False,maze-32-32-4|a100|s146|it0,committed_g523_full_primary_response_surface,phase5p5_repair5g526_full_coverage_rank_trace_probe
