candidate_id,candidate_family,map_family,budget_ms,observed_rows,observed_success_regression_count,safe_high_margin_count,safe_gain_count,safe_equal_count,safe_worse_count,both_fail_count,quality_only_mean_delta,quality_only_median_delta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,blacklist_rule_id,rule_condition,blacklist_reason
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0,high_beta,warehouse,2000,12,1,0,1,3,0,7,0,0,False,False,False,False,False,g536_blacklist_0010,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,high_beta,maze,1000,24,1,0,0,23,0,0,0,0,False,False,False,False,False,g536_blacklist_0011,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0;map_family=maze;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,high_beta,random,500,24,1,0,2,21,0,0,0,0,False,False,False,False,False,g536_blacklist_0012,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,high_beta,warehouse,2000,12,1,0,2,3,0,6,0,0,False,False,False,False,False,g536_blacklist_0013,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0,high_beta,warehouse,2000,12,1,0,2,3,0,6,0,0,False,False,False,False,False,g536_blacklist_0014,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,high_beta,random,2000,87,1,13,19,55,0,12,0,0,False,False,False,False,False,g536_blacklist_0015,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,high_beta,random,500,80,5,0,8,66,0,1,0,0,False,False,False,False,False,g536_blacklist_0016,candidate_id=repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_block_heavy_flow_guard,block_heavy,maze,2000,42,1,9,9,32,0,0,0,0,False,False,False,False,False,g536_blacklist_0017,candidate_id=repair5g59_block_heavy_flow_guard;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_block_heavy_flow_guard,block_heavy,random,1000,57,7,0,0,44,0,6,0,0,False,False,False,False,False,g536_blacklist_0018,candidate_id=repair5g59_block_heavy_flow_guard;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_block_heavy_flow_guard,block_heavy,random,2000,55,7,10,12,31,1,4,0,0,False,False,False,False,False,g536_blacklist_0019,candidate_id=repair5g59_block_heavy_flow_guard;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_block_heavy_flow_guard,block_heavy,warehouse,2000,20,2,0,3,9,0,6,0,0,False,False,False,False,False,g536_blacklist_0020,candidate_id=repair5g59_block_heavy_flow_guard;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_c_only_f_disabled,c_only,random,1000,56,5,3,3,44,0,4,0,0,False,False,False,False,False,g536_blacklist_0021,candidate_id=repair5g59_c_only_f_disabled;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_c_only_f_disabled,c_only,random,2000,52,4,7,10,33,3,2,0,0,False,False,False,False,False,g536_blacklist_0022,candidate_id=repair5g59_c_only_f_disabled;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_c_only_f_disabled,c_only,random,500,44,2,0,1,38,0,3,0,0,False,False,False,False,False,g536_blacklist_0023,candidate_id=repair5g59_c_only_f_disabled;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_c_only_f_disabled,c_only,warehouse,2000,20,2,0,3,9,0,6,0,0,False,False,False,False,False,g536_blacklist_0024,candidate_id=repair5g59_c_only_f_disabled;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_commit_heavy_flow_guard,commit_heavy,maze,2000,42,2,10,10,30,0,0,0,0,False,False,False,False,False,g536_blacklist_0025,candidate_id=repair5g59_commit_heavy_flow_guard;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_commit_heavy_flow_guard,commit_heavy,random,1000,55,7,0,0,44,0,4,0,0,False,False,False,False,False,g536_blacklist_0026,candidate_id=repair5g59_commit_heavy_flow_guard;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_commit_heavy_flow_guard,commit_heavy,random,2000,50,6,10,10,32,0,2,0,0,False,False,False,False,False,g536_blacklist_0027,candidate_id=repair5g59_commit_heavy_flow_guard;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_commit_heavy_flow_guard,commit_heavy,random,500,44,3,0,2,37,0,2,0,0,False,False,False,False,False,g536_blacklist_0028,candidate_id=repair5g59_commit_heavy_flow_guard;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_commit_heavy_flow_guard,commit_heavy,warehouse,2000,20,1,0,3,10,0,6,0,0,False,False,False,False,False,g536_blacklist_0029,candidate_id=repair5g59_commit_heavy_flow_guard;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_flow_decay,flow_decay,random,1000,120,9,0,0,99,1,11,0,0,False,False,False,False,False,g536_blacklist_0030,candidate_id=repair5g59_flow_decay;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_flow_decay,flow_decay,random,2000,122,6,16,20,83,1,12,0,0,False,False,False,False,False,g536_blacklist_0031,candidate_id=repair5g59_flow_decay;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_flow_decay,flow_decay,random,500,100,5,0,6,84,0,5,0,0,False,False,False,False,False,g536_blacklist_0032,candidate_id=repair5g59_flow_decay;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_high_beta_cap_safe,high_beta,maze,2000,99,1,21,28,70,0,0,0,0,False,False,False,False,False,g536_blacklist_0033,candidate_id=repair5g59_high_beta_cap_safe;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_high_beta_cap_safe,high_beta,random,1000,119,10,0,0,99,1,9,0,0,False,False,False,False,False,g536_blacklist_0034,candidate_id=repair5g59_high_beta_cap_safe;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_high_beta_cap_safe,high_beta,random,2000,119,7,19,21,80,1,10,0,0,False,False,False,False,False,g536_blacklist_0035,candidate_id=repair5g59_high_beta_cap_safe;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_high_beta_cap_safe,high_beta,random,500,100,5,0,9,84,0,2,0,0,False,False,False,False,False,g536_blacklist_0036,candidate_id=repair5g59_high_beta_cap_safe;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_high_beta_cap_safe,high_beta,warehouse,2000,21,3,0,1,9,0,8,0,0,False,False,False,False,False,g536_blacklist_0037,candidate_id=repair5g59_high_beta_cap_safe;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_light_cong_light_flow,other_flow,random,1000,54,6,0,0,44,0,4,0,0,False,False,False,False,False,g536_blacklist_0038,candidate_id=repair5g59_light_cong_light_flow;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_light_cong_light_flow,other_flow,random,2000,54,6,10,10,32,0,6,0,0,False,False,False,False,False,g536_blacklist_0039,candidate_id=repair5g59_light_cong_light_flow;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_light_cong_light_flow,other_flow,random,500,44,3,0,2,37,0,2,0,0,False,False,False,False,False,g536_blacklist_0040,candidate_id=repair5g59_light_cong_light_flow;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_light_cong_light_flow,other_flow,warehouse,2000,20,2,0,3,9,0,6,0,0,False,False,False,False,False,g536_blacklist_0041,candidate_id=repair5g59_light_cong_light_flow;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_low_beta_high_cap,low_beta,maze,2000,42,1,9,9,31,1,0,0,0,False,False,False,False,False,g536_blacklist_0042,candidate_id=repair5g59_low_beta_high_cap;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_low_beta_high_cap,low_beta,random,1000,57,6,0,0,44,0,7,0,0,False,False,False,False,False,g536_blacklist_0043,candidate_id=repair5g59_low_beta_high_cap;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_low_beta_high_cap,low_beta,random,2000,54,7,11,12,31,0,4,0,0,False,False,False,False,False,g536_blacklist_0044,candidate_id=repair5g59_low_beta_high_cap;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_low_beta_high_cap,low_beta,random,500,44,1,0,3,39,0,1,0,0,False,False,False,False,False,g536_blacklist_0045,candidate_id=repair5g59_low_beta_high_cap;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_low_beta_high_cap,low_beta,warehouse,2000,20,1,0,2,10,0,7,0,0,False,False,False,False,False,g536_blacklist_0046,candidate_id=repair5g59_low_beta_high_cap;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_static_flow_shield,static_flow_shield,maze,2000,102,1,26,28,71,0,2,0,0,False,False,False,False,False,g536_blacklist_0047,candidate_id=repair5g59_static_flow_shield;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_static_flow_shield,static_flow_shield,random,1000,123,9,0,0,99,1,14,0,0,False,False,False,False,False,g536_blacklist_0048,candidate_id=repair5g59_static_flow_shield;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_static_flow_shield,static_flow_shield,random,2000,124,7,16,21,81,1,14,0,0,False,False,False,False,False,g536_blacklist_0049,candidate_id=repair5g59_static_flow_shield;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_static_flow_shield,static_flow_shield,random,500,100,2,0,2,87,0,9,0,0,False,False,False,False,False,g536_blacklist_0050,candidate_id=repair5g59_static_flow_shield;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_static_flow_shield,static_flow_shield,warehouse,2000,21,2,0,3,10,0,6,0,0,False,False,False,False,False,g536_blacklist_0051,candidate_id=repair5g59_static_flow_shield;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_aggressive,wait_aggressive,maze,2000,44,2,10,13,29,0,0,0,0,False,False,False,False,False,g536_blacklist_0052,candidate_id=repair5g59_wait_aggressive;map_family=maze;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_aggressive,wait_aggressive,random,1000,54,7,0,0,44,0,3,0,0,False,False,False,False,False,g536_blacklist_0053,candidate_id=repair5g59_wait_aggressive;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_aggressive,wait_aggressive,random,2000,55,6,10,11,32,0,6,0,0,False,False,False,False,False,g536_blacklist_0054,candidate_id=repair5g59_wait_aggressive;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_aggressive,wait_aggressive,random,500,44,1,0,3,39,0,1,0,0,False,False,False,False,False,g536_blacklist_0055,candidate_id=repair5g59_wait_aggressive;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_aggressive,wait_aggressive,warehouse,2000,20,1,0,3,10,0,6,0,0,False,False,False,False,False,g536_blacklist_0056,candidate_id=repair5g59_wait_aggressive;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_conservative,wait_conservative,random,1000,120,7,0,0,99,1,13,0,0,False,False,False,False,False,g536_blacklist_0057,candidate_id=repair5g59_wait_conservative;map_family=random;budget_ms=1000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_conservative,wait_conservative,random,2000,120,7,18,23,81,0,9,0,0,False,False,False,False,False,g536_blacklist_0058,candidate_id=repair5g59_wait_conservative;map_family=random;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_conservative,wait_conservative,random,500,100,3,0,7,86,0,4,0,0,False,False,False,False,False,g536_blacklist_0059,candidate_id=repair5g59_wait_conservative;map_family=random;budget_ms=500,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
repair5g59_wait_conservative,wait_conservative,warehouse,2000,25,4,0,3,12,0,6,0,0,False,False,False,False,False,g536_blacklist_0060,candidate_id=repair5g59_wait_conservative;map_family=warehouse;budget_ms=2000,observed_success_regression_or_warehouse_wait_conservative_budget2000_risk
