candidate_id,candidate_family,candidate_context_rows,safe_materialized_rows,success_regression_count_vs_g556_c063174,success_gain_count_vs_g556_c063174,both_success_quality_pairs_vs_g556_c063174,quality_delta_mean_vs_g556_c063174,bootstrap_ci_upper,better_count_vs_g556_c063174,worse_count_vs_g556_c063174,support_topologies,support_contexts,candidate_recognized_all,fingerprint_match_all,cost_finite_all,theta_in_bounds_all,safe_label_candidate,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00410,,12000,11953,47,131,6119,0.00084390635721,0.00261983914179,1986,2454,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00175,,12000,11953,47,124,6119,0.00113920431254,0.00308597440372,1734,2962,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00070,,12000,11953,47,117,6119,0.00135966184716,0.00355198758023,2417,2170,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00171,,12000,11953,47,132,6119,0.00223132536017,0.00533616975166,1808,1830,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00358,,12000,11953,47,118,6119,0.0034065595359,0.00544431185205,1632,3083,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00088,,12000,11953,47,127,6119,0.00346029450365,0.00558448701355,1820,2816,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00266,,12000,11953,47,126,6119,0.00358125544629,0.0054656274392,2616,2353,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00320,,12000,11953,47,129,6119,0.00361103420811,0.00560847412317,2631,2323,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00010,,12000,11953,47,105,6119,0.00362815176996,0.00551132632267,1623,3074,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00484,,12000,11953,47,131,6119,0.00504776801657,0.00746794802659,2210,2731,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00486,,12000,11953,47,121,6119,0.00617081163814,0.00824024781491,1567,3321,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00476,,12000,11953,47,131,6119,0.00734499166544,0.00981021723895,2165,2756,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00463,,12000,11953,47,120,6119,0.00739885833362,0.0093685958546,1410,3606,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00505,,12000,11953,47,121,6119,0.0089020950094,0.0111154755738,2458,2656,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00129,,12000,11953,47,119,6119,0.044640316457,0.0475470058014,1411,4069,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00287,,12000,11952,48,133,6118,-0.00355344460048,-0.00147424823865,1957,2435,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00455,,12000,11952,48,119,6118,-0.00174398338331,-4.20567904127e-05,2241,2062,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00016,,12000,11952,48,107,6118,-0.00146870484456,0.000307973751313,2608,1982,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00201,,12000,11952,48,120,6118,-0.00133841326579,0.000351414204585,1804,1771,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00365,,12000,11952,48,119,6118,-0.00116939009007,0.000766778955279,2073,2147,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00281,,12000,11952,48,129,6118,-0.000676557374951,0.0010101068019,1786,1772,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00461,,12000,11952,48,116,6118,-0.000637682051677,0.00133295187794,1805,1864,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00387,,12000,11952,48,128,6118,-0.000311417740315,0.00152606485923,1833,2337,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00106,,12000,11952,48,124,6118,-0.000125172181566,0.00161075720588,2409,2069,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00293,,12000,11952,48,125,6118,0.00047468241854,0.0024391568579,2515,2065,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00118,,12000,11952,48,105,6118,0.000516371323457,0.00226481843802,1730,2794,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00262,,12000,11952,48,128,6118,0.000753929176185,0.00272706557138,2121,2464,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00031,,12000,11952,48,121,6118,0.000948066824756,0.00278085967182,1574,1545,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00265,,12000,11952,48,125,6118,0.000954666055,0.00272042607516,2084,2391,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00218,,12000,11952,48,129,6118,0.00140441550752,0.0032415081501,1805,2703,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00378,,12000,11952,48,117,6118,0.0020404452962,0.00419427013738,1935,2390,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00033,,12000,11952,48,114,6118,0.00295755176284,0.00506719710546,2077,2463,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00112,,12000,11952,48,123,6118,0.00344642406383,0.00522109364197,1625,3217,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00150,,12000,11952,48,115,6118,0.00370596198777,0.00583244459127,1574,3202,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00094,,12000,11952,48,116,6118,0.00380745376658,0.00625982670796,1590,3304,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00276,,12000,11952,48,134,6118,0.00490714886422,0.00736140080028,2218,3074,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00192,,12000,11952,48,120,6118,0.00494962840354,0.00731886541881,1803,2970,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00272,,12000,11952,48,128,6118,0.00650105015922,0.00874190345014,2145,2736,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00095,,12000,11952,48,109,6118,0.00712157691041,0.00941140471229,1457,3528,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00395,,12000,11952,48,116,6118,0.00762496417469,0.0110507146664,1576,3238,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00142,,12000,11952,48,116,6118,0.0133513058163,0.0156854440101,2411,2782,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00443,,12000,11952,48,131,6118,0.0144765704948,0.0167380081295,2332,2907,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00483,,12000,11951,49,135,6117,-0.00602912177954,-0.00354495762463,2860,2409,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00254,,12000,11951,49,118,6117,-0.0023060212119,-0.000431963506189,2118,2221,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00288,,12000,11951,49,124,6117,-0.00188357692014,-2.60117851375e-05,2294,2199,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00231,,12000,11951,49,129,6117,-0.00181725698009,-6.7095473668e-05,1465,1430,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00367,,12000,11951,49,130,6117,-0.00176631144441,0.000177204335983,2063,2082,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00131,,12000,11951,49,121,6117,-0.00144338615746,0.000470451367021,1792,1746,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00011,,12000,11951,49,102,6117,-0.00108447488581,0.00061636560532,1611,1523,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00030,,12000,11951,49,118,6117,-0.000764390733786,0.00108008111263,2093,2227,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00146,,12000,11951,49,121,6117,-0.000370292442962,0.00133124718147,1924,2298,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00191,,12000,11951,49,124,6117,-9.15663551774e-05,0.0017712063266,1770,1844,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00151,,12000,11951,49,120,6117,0.000253868433647,0.0023661308931,1655,1692,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00187,,12000,11951,49,122,6117,0.000717349009212,0.00223221365658,1773,2695,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00085,,12000,11951,49,127,6117,0.000777849151512,0.00260351282455,2034,2330,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00181,,12000,11951,49,116,6117,0.00087674835314,0.00269392786482,1720,1836,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00207,,12000,11951,49,121,6117,0.00319864819462,0.00579033994111,2567,2763,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00342,,12000,11951,49,119,6117,0.00368246161314,0.00582788608737,1544,3496,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00360,,12000,11951,49,120,6117,0.00429002992424,0.00650752194095,2650,2290,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00492,,12000,11951,49,127,6117,0.00756381220475,0.0196372873294,2108,2610,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00285,,12000,11951,49,131,6117,0.0101978729612,0.0122160615971,1297,3788,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00258,,12000,11951,49,120,6117,0.0292806856938,0.0319560348366,1858,3461,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00073,,12000,11950,50,131,6116,-0.0029017234362,-0.00105996462379,2237,2152,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00027,,12000,11950,50,120,6116,-0.00283385794836,-0.000911304129894,2033,2176,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00166,,12000,11950,50,124,6116,-0.00171593933205,9.22100778773e-05,2359,2182,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00121,,12000,11950,50,116,6116,-0.00162859107795,0.000160393070054,1124,1095,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00366,,12000,11950,50,125,6116,-0.00103669498555,0.000885863982145,2584,2092,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00186,,12000,11950,50,124,6116,-0.00100164960798,0.000788840830194,2111,2360,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00251,,12000,11950,50,128,6116,-0.000778976208811,0.000868385011267,1463,1423,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00178,,12000,11950,50,127,6116,-0.000729671831545,0.00113693958486,2304,2149,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00501,,12000,11950,50,132,6116,-0.000725754654411,0.00100240898984,1576,1509,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00107,,12000,11950,50,124,6116,-0.000407146794053,0.0014478275704,1991,2000,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00311,,12000,11950,50,119,6116,-8.18782320831e-05,0.00246924906167,1751,1773,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00431,,12000,11950,50,132,6116,0.00095436759033,0.00261808241278,1803,1821,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00035,,12000,11950,50,127,6116,0.000975955385863,0.00276355544832,1894,2489,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00330,,12000,11950,50,128,6116,0.0012563733849,0.00356393410373,1940,2671,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00028,,12000,11950,50,115,6116,0.00125746802548,0.00326638646613,2037,2384,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00470,,12000,11950,50,120,6116,0.00129762119731,0.00348448549424,1840,2879,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00040,,12000,11950,50,123,6116,0.00206577745198,0.00392222693777,1749,2893,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00267,,12000,11950,50,127,6116,0.00271807482145,0.00462964113402,1604,3208,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00174,,12000,11950,50,115,6116,0.00318277862924,0.0052748791111,2083,2516,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00202,,12000,11950,50,118,6116,0.00322526144513,0.00508221253205,1605,3123,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00310,,12000,11950,50,123,6116,0.00356826085865,0.00581198019179,1787,2735,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00472,,12000,11950,50,123,6116,0.00414753034306,0.00604377961547,2518,2337,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00374,,12000,11950,50,128,6116,0.00477327224953,0.00665034222653,2483,2413,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00314,,12000,11950,50,124,6116,0.00502609441524,0.00744842100797,2067,2800,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00450,,12000,11950,50,137,6116,0.00506450116441,0.00703498364409,1532,3406,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00503,,12000,11950,50,121,6116,0.00507195378984,0.00713384743132,1658,3008,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00355,,12000,11950,50,130,6116,0.00515199931175,0.00718357373138,2461,2528,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00482,,12000,11950,50,135,6116,0.00529550841133,0.00755324645491,1663,3091,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00012,,12000,11950,50,121,6116,0.0063013221262,0.008359321696,2469,2547,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00290,,12000,11950,50,125,6116,0.00995888272606,0.0126241114984,1831,3165,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00490,,12000,11950,50,128,6116,0.0105199622648,0.0134341002638,1298,3821,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00014,,12000,11949,51,117,6115,-0.00211143422621,-0.000172457701467,2349,2124,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00043,,12000,11949,51,121,6115,-0.00142161686343,0.000701606292881,2199,2361,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00297,,12000,11949,51,133,6115,-0.000750546722751,0.00103288541154,2629,2024,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00132,,12000,11949,51,117,6115,-0.000447287856216,0.00138374666499,2544,2159,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00511,,12000,11949,51,131,6115,-0.000239338503241,0.00159062588145,1386,1377,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00473,,12000,11949,51,133,6115,-0.000235796305367,0.00196125708591,2493,2437,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00412,,12000,11949,51,130,6115,-0.000106492709349,0.0016040984005,2536,2005,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00388,,12000,11949,51,130,6115,0.000874592108703,0.00289761469301,2464,2087,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00427,,12000,11949,51,118,6115,0.00130982088191,0.00308378822748,1899,2067,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00252,,12000,11949,51,119,6115,0.00151165750795,0.00329203390484,1804,2599,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00307,,12000,11949,51,116,6115,0.00157440182956,0.0035358298135,1724,2892,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00376,,12000,11949,51,118,6115,0.00159886669693,0.00357149899477,2001,2409,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00396,,12000,11949,51,127,6115,0.00196569144093,0.00514766478813,2166,2211,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00373,,12000,11949,51,120,6115,0.0022197798788,0.00409057240354,1755,2879,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00305,,12000,11949,51,122,6115,0.00256587612067,0.00424686667197,1858,2645,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00250,,12000,11949,51,128,6115,0.00264236648804,0.00502706140811,1676,2960,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00217,,12000,11949,51,127,6115,0.00279431641963,0.00500029907843,1604,3252,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00275,,12000,11949,51,120,6115,0.00345571009183,0.005472924624,1773,2797,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00248,,12000,11949,51,135,6115,0.00372907202525,0.00574417715448,2344,2543,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00284,,12000,11949,51,126,6115,0.00435931142949,0.00680033984986,1645,3055,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00045,,12000,11949,51,112,6115,0.0049385583113,0.00670022990518,1614,3114,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00034,,12000,11949,51,123,6115,0.00511854001845,0.00723756318814,1594,3324,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00352,,12000,11949,51,124,6115,0.00797437481165,0.010643207813,1489,3503,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00234,,12000,11949,51,125,6115,0.00876285779696,0.0112329836779,1818,3007,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00056,,12000,11949,51,118,6115,0.0107488471035,0.0132395022765,2115,2931,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00369,,12000,11949,51,135,6115,0.0149396195767,0.0175401999434,1878,3108,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00153,,12000,11948,52,135,6114,-0.00251981432595,-0.000578725725117,2358,2127,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00205,,12000,11948,52,118,6114,-0.00145997946603,0.000467841882874,2085,2105,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00462,,12000,11948,52,123,6114,-0.00122505682291,0.000799131794738,2206,2231,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00200,,12000,11948,52,116,6114,-0.00110592304924,0.000752110253844,1900,2188,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00361,,12000,11948,52,127,6114,-0.000613887004889,0.0016166889429,1782,1747,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00071,,12000,11948,52,121,6114,-0.000379165824042,0.00149945959727,1778,1734,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00063,,12000,11948,52,120,6114,-0.000182862127494,0.00174027944626,2124,2133,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00141,,12000,11948,52,112,6114,-3.3823615651e-05,0.00168093037242,1524,1480,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00245,,12000,11948,52,125,6114,0.00033460769292,0.00244309699087,2418,2118,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00404,,12000,11948,52,122,6114,0.00116221024075,0.00300290156482,1831,2745,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00143,,12000,11948,52,122,6114,0.00180132378091,0.00387993513686,1937,2575,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00173,,12000,11948,52,119,6114,0.00275566481238,0.00463409320694,1718,2878,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00104,,12000,11948,52,115,6114,0.00341724479709,0.00523874699663,1779,2842,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00054,,12000,11948,52,125,6114,0.00522464688248,0.00711880030894,1685,3021,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00165,,12000,11948,52,120,6114,0.00525126530662,0.00744172680074,1604,3226,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00206,,12000,11948,52,121,6114,0.00551925953132,0.00798289894,1671,3120,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00086,,12000,11948,52,111,6114,0.00780558843799,0.00987967566511,1668,3042,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00430,,12000,11948,52,126,6114,0.015523558829,0.0179586943839,2256,2944,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00198,,12000,11948,52,124,6114,0.0220337936223,0.0244111782436,2102,3190,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00005,,12000,11948,52,97,6114,0.028938343704,0.0373014208999,1983,3351,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00467,,12000,11947,53,123,6113,-0.00229744567909,-0.000473346181599,1985,2292,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00497,,12000,11947,53,128,6113,-0.000355165153378,0.00142404826046,1884,2163,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00507,,12000,11947,53,125,6113,0.000196420390126,0.0019383503368,1737,2848,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00406,,12000,11947,53,125,6113,0.000419012063332,0.00237871535643,2086,2364,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00128,,12000,11947,53,115,6113,0.000672969758822,0.00260705121978,2667,2090,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00423,,12000,11947,53,118,6113,0.000901999986521,0.00293674348491,2213,2435,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00383,,12000,11947,53,131,6113,0.000973182125006,0.0029117315342,2204,2295,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00391,,12000,11947,53,136,6113,0.00121687853611,0.00394541271409,2719,2543,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00502,,12000,11947,53,123,6113,0.00230574526864,0.00422746523702,1859,2749,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00397,,12000,11947,53,129,6113,0.00232044010681,0.00420496417347,1649,3035,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00380,,12000,11947,53,126,6113,0.00295888519405,0.00497885211987,1759,2934,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00414,,12000,11947,53,114,6113,0.00485031271642,0.00760297664861,2586,2663,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00453,,12000,11947,53,130,6113,0.00496653535291,0.00685871809735,2620,2447,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00236,,12000,11947,53,121,6113,0.00536748421917,0.0076709981875,2241,2588,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00185,,12000,11947,53,118,6113,0.00791533503105,0.0106134018406,1458,3463,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00160,,12000,11947,53,124,6113,0.0082087775732,0.0106969497745,1835,3063,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00308,,12000,11947,53,121,6113,0.00826340876909,0.0105202713939,2386,2657,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00055,,12000,11947,53,131,6113,0.00926402315566,0.0112317493963,1359,3762,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00152,,12000,11947,53,122,6113,0.0191369623741,0.0213702459923,2157,3096,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00114,,12000,11946,54,121,6112,-0.000592708892307,0.00147756634408,2420,2208,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00021,,12000,11946,54,127,6112,-0.000542666530517,0.00104875362557,1781,1744,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00117,,12000,11946,54,114,6112,-0.000410386507145,0.00138511587106,1866,2214,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00407,,12000,11946,54,120,6112,-0.000279554622155,0.00180691508323,2548,1981,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00077,,12000,11946,54,120,6112,-0.000241785166057,0.00143199838507,2087,2049,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00457,,12000,11946,54,147,6112,0.000155600473837,0.00203299176001,2680,1994,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00350,,12000,11946,54,129,6112,0.000220815729776,0.00211839844459,2125,2357,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00426,,12000,11946,54,118,6112,0.000390746619105,0.00257050994676,2474,2014,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00227,,12000,11946,54,120,6112,0.000710361192968,0.00256177940111,2067,2100,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00375,,12000,11946,54,121,6112,0.00100221937958,0.00285444467713,2391,2070,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00135,,12000,11946,54,118,6112,0.0010809905225,0.00314047148962,2477,2243,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00390,,12000,11946,54,118,6112,0.00136561564886,0.00321917542417,1891,2483,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00392,,12000,11946,54,124,6112,0.00183360501002,0.00378778953066,2292,2378,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00475,,12000,11946,54,126,6112,0.00278671653054,0.00472234886139,2567,2186,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00155,,12000,11946,54,125,6112,0.00349877602766,0.00553675311381,2600,2272,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00312,,12000,11946,54,117,6112,0.00510047883137,0.00701612373993,1663,3132,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00493,,12000,11946,54,138,6112,0.00637917361543,0.0084024790088,2503,2432,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00203,,12000,11946,54,120,6112,0.00662592104229,0.00926794579047,2536,2475,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00060,,12000,11946,54,112,6112,0.00733027119518,0.00904241894544,1448,3562,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00263,,12000,11946,54,108,6112,0.00797863677606,0.0100212993908,1410,3642,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00242,,12000,11946,54,122,6112,0.0125075151125,0.0147069187267,1209,3948,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00403,,12000,11945,55,125,6111,-0.00215275206505,-7.72682905063e-05,1809,2908,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00211,,12000,11945,55,131,6111,-0.000912771263433,0.000813470023656,1300,1304,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00417,,12000,11945,55,123,6111,-0.000180300199111,0.00167925414569,2136,2006,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00317,,12000,11945,55,122,6111,3.66087097333e-05,0.00196031058495,1734,2779,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00315,,12000,11945,55,120,6111,0.000171855439642,0.00213389524379,2507,2073,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00058,,12000,11945,55,123,6111,0.000334272786825,0.00206745296018,2413,2008,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00316,,12000,11945,55,130,6111,0.000794672127457,0.00270597558663,2451,2156,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00061,,12000,11945,55,121,6111,0.000835929508027,0.00282053841692,1799,1800,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00081,,12000,11945,55,127,6111,0.000859385601368,0.00246625310303,1808,1849,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00302,,12000,11945,55,135,6111,0.00123092435537,0.00309483556474,2560,2147,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00136,,12000,11945,55,122,6111,0.00163036528214,0.00360546159447,1852,2639,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00002,,12000,11945,55,96,6111,0.00191965063481,0.00394781530208,1836,2695,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00257,,12000,11945,55,119,6111,0.00247222409212,0.00451074003004,1604,3224,33,12000,True,True,True,True,False,False,False,False,False,False
