map,map_family,solver_seed,solver_scenario_path,scenario_file_exists,scenario_sha256_expected,scenario_sha256_actual,scenario_sha256_match,map_file_exists,map_sha256_expected,map_sha256_actual,map_sha256_match,scenario_pair_count_expected,scenario_pair_count_actual,scenario_pair_count_match,unique_start_count,unique_goal_count,duplicate_starts,duplicate_goals,all_starts_traversable,all_goals_traversable,all_pairs_reachable,assignment_sha256_expected,assignment_sha256_actual,assignment_sha256_match,width_height_match,valid,failure_reasons,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g559-synth-warehouse-a-32,warehouse,7850,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7850.scen,True,fdef25a50c74d03391a190cca32f46a7594047f5bef3bb67079f398d17fb53dd,fdef25a50c74d03391a190cca32f46a7594047f5bef3bb67079f398d17fb53dd,True,True,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,True,128,128,True,128,128,False,False,True,True,True,07d62d9a2afc3850a75d6ce8031e5dd155b060ea0a57c3394309bce37e777449,07d62d9a2afc3850a75d6ce8031e5dd155b060ea0a57c3394309bce37e777449,True,True,True,,False,False,False,False,False
g559-synth-warehouse-b-36,warehouse,7851,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7851.scen,True,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,True,True,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,True,256,256,True,240,208,True,True,True,True,True,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-connector-32,irregular_bottleneck,7852,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7852.scen,True,fc55795685176ca33ee8918083287151d1ab6beb80e2b4ffffc596b291cbf1da,fc55795685176ca33ee8918083287151d1ab6beb80e2b4ffffc596b291cbf1da,True,True,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,True,16,16,True,16,16,False,False,True,True,True,10f05b87f5920136a9e2bb35dc16b8400fc9c2f4f914b8ac69d8993bb821179e,10f05b87f5920136a9e2bb35dc16b8400fc9c2f4f914b8ac69d8993bb821179e,True,True,True,,False,False,False,False,False
g559-synth-corners-34,irregular_bottleneck,7853,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7853.scen,True,f6b198070c3a0cf68261c836b1afbbfbe49d8a6cae58b019d285ed29a03984fc,f6b198070c3a0cf68261c836b1afbbfbe49d8a6cae58b019d285ed29a03984fc,True,True,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,True,32,32,True,32,32,False,False,True,True,True,dba409009200a126d30ab22af581f8022bc41d2c3e17d6029cd9102209405c69,dba409009200a126d30ab22af581f8022bc41d2c3e17d6029cd9102209405c69,True,True,True,,False,False,False,False,False
g559-synth-loop-chain-36,irregular_bottleneck,7854,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7854.scen,True,ed9c53e67e97f6b82e54820739355b074e661fb234f70e81ee17654bebedecfc,ed9c53e67e97f6b82e54820739355b074e661fb234f70e81ee17654bebedecfc,True,True,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,True,64,64,True,64,64,False,False,True,True,True,387851b938af6de146a64fddb9b361458b8727742087ce875445896e7e95ddfc,387851b938af6de146a64fddb9b361458b8727742087ce875445896e7e95ddfc,True,True,True,,False,False,False,False,False
g559-synth-tunnel-38,irregular_bottleneck,7855,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7855.scen,True,64b20a4116830b8377e353ab6c7510c1c9c66eea1646d7d2cf7aad7e56f5ad88,64b20a4116830b8377e353ab6c7510c1c9c66eea1646d7d2cf7aad7e56f5ad88,True,True,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,True,96,96,True,96,96,False,False,True,True,True,a8eacda149a9415986b90a0ed23642b957bc8184f34f4bdfe17a500462a42907,a8eacda149a9415986b90a0ed23642b957bc8184f34f4bdfe17a500462a42907,True,True,True,,False,False,False,False,False
g559-synth-string-40,irregular_bottleneck,7856,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7856.scen,True,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,True,True,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,True,128,128,True,93,88,True,True,True,True,True,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-tree-42,irregular_bottleneck,7857,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7857.scen,True,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,True,True,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,True,256,256,True,82,75,True,True,True,True,True,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-game-den-32,game,7858,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7858.scen,True,e6e5f8c1e92167e2b22a6b814b4bb2a12166d41f243027933c5da84c0705d760,e6e5f8c1e92167e2b22a6b814b4bb2a12166d41f243027933c5da84c0705d760,True,True,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,True,16,16,True,16,16,False,False,True,True,True,a6d30f4cb85a380bd18e4863c76b8e0d260e565cc1d67264fbd84ceaa65b4fcf,a6d30f4cb85a380bd18e4863c76b8e0d260e565cc1d67264fbd84ceaa65b4fcf,True,True,True,,False,False,False,False,False
g559-synth-game-brc-32,game,7859,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7859.scen,True,cf3d4b61e2473d8d91aacffa622881eb4608fb49e8620fac9def3f056c6cc31d,cf3d4b61e2473d8d91aacffa622881eb4608fb49e8620fac9def3f056c6cc31d,True,True,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,True,32,32,True,32,32,False,False,True,True,True,cbf4b761846db4f9b7661771ee6c40ef8defb1985eaf80b2cc76b763c30cfa47,cbf4b761846db4f9b7661771ee6c40ef8defb1985eaf80b2cc76b763c30cfa47,True,True,True,,False,False,False,False,False
g559-synth-city-berlin-32,city,7860,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7860.scen,True,1a1108784bc53c4a7da86d3384717b45bde536159713aef75097019dc7e56c76,1a1108784bc53c4a7da86d3384717b45bde536159713aef75097019dc7e56c76,True,True,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,True,64,64,True,64,64,False,False,True,True,False,2257ea66c41da67a62cfe4a65d65307f80230c8e31f59d248731537698baaada,2257ea66c41da67a62cfe4a65d65307f80230c8e31f59d248731537698baaada,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-boston-32,city,7861,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7861.scen,True,516eb54e8358dfa9c072c36d6d479b193939044389aa1d9ed998cd4fe786834e,516eb54e8358dfa9c072c36d6d479b193939044389aa1d9ed998cd4fe786834e,True,True,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,True,96,96,True,96,96,False,False,True,True,True,20248806d36ad60c0a4466aa148be1e40f4dd546531661a85938fe8faa787aa6,20248806d36ad60c0a4466aa148be1e40f4dd546531661a85938fe8faa787aa6,True,True,True,,False,False,False,False,False
g559-synth-city-paris-32,city,7862,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7862.scen,True,a0aeed1fc9498c7c1eaa3ea2c9aaa0f32075444a9be3c5568b99a977013a85d4,a0aeed1fc9498c7c1eaa3ea2c9aaa0f32075444a9be3c5568b99a977013a85d4,True,True,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,True,128,128,True,128,128,False,False,True,True,False,d1384e97ba1c7527b9c385d863f59d62f16f127ba2ea5f2aa16f199047683ef6,d1384e97ba1c7527b9c385d863f59d62f16f127ba2ea5f2aa16f199047683ef6,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-game-lak-32,game,7863,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7863.scen,True,b4c5b76ffb87c6e8c3cd3d6feaa64ca07dfa826bc888dda197f2b2989d502a81,b4c5b76ffb87c6e8c3cd3d6feaa64ca07dfa826bc888dda197f2b2989d502a81,True,True,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,True,256,256,True,256,249,False,True,True,True,True,398502615c5b53591fdc5d98c02f12e1afb327d47ebf7eaf7b76f58253fc2443,398502615c5b53591fdc5d98c02f12e1afb327d47ebf7eaf7b76f58253fc2443,True,True,False,duplicate_goals,False,False,False,False,False
empty-8-8,empty,7864,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7864.scen,True,b9957ce8c3083b0ee8dba8985a229b66cce68ad044b689c364b558d2c3bee276,b9957ce8c3083b0ee8dba8985a229b66cce68ad044b689c364b558d2c3bee276,True,True,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,True,16,16,True,9,16,True,False,True,True,True,32f4ecb3ede77fa53e791f0c23f3e89aa6d0e3f069e9459f4ffb8d014a3ebc0f,32f4ecb3ede77fa53e791f0c23f3e89aa6d0e3f069e9459f4ffb8d014a3ebc0f,True,True,False,duplicate_starts,False,False,False,False,False
empty-16-16,empty,7865,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7865.scen,True,48c2644553a78f6536511194831a97d30284ff4c8e127b02e2183f4a6ee4174a,48c2644553a78f6536511194831a97d30284ff4c8e127b02e2183f4a6ee4174a,True,True,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,True,32,32,True,32,32,False,False,True,True,True,710000f176667f0c903def875ecc563f09da6aa00c25a79c96fa83bbc7d72e9f,710000f176667f0c903def875ecc563f09da6aa00c25a79c96fa83bbc7d72e9f,True,True,True,,False,False,False,False,False
empty-32-32,empty,7866,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7866.scen,True,dbd3d404840cb5f4bf5fea866b436f0c8dd0bde48d64a8508f40d1eeb534403a,dbd3d404840cb5f4bf5fea866b436f0c8dd0bde48d64a8508f40d1eeb534403a,True,True,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,True,64,64,True,64,64,False,False,True,True,True,5f23eab01d19efecaf46d78125dfbb22e03af8b7c428228be44aeccf8c4155ed,5f23eab01d19efecaf46d78125dfbb22e03af8b7c428228be44aeccf8c4155ed,True,True,True,,False,False,False,False,False
random-8-8-20,random,7867,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7867.scen,True,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,True,True,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,True,32,32,True,21,12,True,True,True,True,True,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
random-32-32-10,random,7868,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7868.scen,True,dcce3f7c59414cecf01a65ca149cc93fdf564bfb0f67837479f79afc67eec50f,dcce3f7c59414cecf01a65ca149cc93fdf564bfb0f67837479f79afc67eec50f,True,True,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,True,128,128,True,128,128,False,False,True,True,True,4ed3124a5babce07d5164d2926e1d1e17336119a178caaea97550c217a0f3e9a,4ed3124a5babce07d5164d2926e1d1e17336119a178caaea97550c217a0f3e9a,True,True,True,,False,False,False,False,False
random-32-32-20,random,7869,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7869.scen,True,b92dc7a104c094c521d206ae9784b4e22f22c12c7251e8059972a581aef13ec9,b92dc7a104c094c521d206ae9784b4e22f22c12c7251e8059972a581aef13ec9,True,True,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,True,256,256,True,60,256,True,False,True,True,True,d93430b885a4f6e5ce906a087e7aa8c917df072eb2e2e3426844a1fdb4de4e7f,d93430b885a4f6e5ce906a087e7aa8c917df072eb2e2e3426844a1fdb4de4e7f,True,True,False,duplicate_starts,False,False,False,False,False
maze-32-32-2,maze,7870,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7870.scen,True,4c6f6a510b7e5a278314e4a5d831fd7c29e2cf6dc85922e311f55935dff7488f,4c6f6a510b7e5a278314e4a5d831fd7c29e2cf6dc85922e311f55935dff7488f,True,True,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,True,16,16,True,16,16,False,False,True,True,True,f95da3a47661083c7cb9c6b4d8f612a28cbfe47e713f199f724978e1302f3497,f95da3a47661083c7cb9c6b4d8f612a28cbfe47e713f199f724978e1302f3497,True,True,True,,False,False,False,False,False
maze-36-32-4,maze,7871,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7871.scen,True,a34b1fdd5a8231452218dc542ac6aefd9e8c211458f379ee27dce5f51bd4bbcf,a34b1fdd5a8231452218dc542ac6aefd9e8c211458f379ee27dce5f51bd4bbcf,True,True,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,True,32,32,True,32,32,False,False,True,True,False,1c76c89fe91f8ca8d97a65d1d07fd0f4da3c9fb51a5676a9519266f634fa475d,1c76c89fe91f8ca8d97a65d1d07fd0f4da3c9fb51a5676a9519266f634fa475d,True,True,False,pair_not_reachable,False,False,False,False,False
room-32-32-4,room,7872,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7872.scen,True,15e7e88b68caf8d07bc56a46eef73efd0746eb395bbf674160edc87cb7eefefd,15e7e88b68caf8d07bc56a46eef73efd0746eb395bbf674160edc87cb7eefefd,True,True,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,True,64,64,True,64,64,False,False,True,True,True,1ec744ee84c8dd672034e54c2aa94c495d684ab8268358bcbb699c5c6cc023f9,1ec744ee84c8dd672034e54c2aa94c495d684ab8268358bcbb699c5c6cc023f9,True,True,True,,False,False,False,False,False
room-40-32-8,room,7873,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7873.scen,True,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,True,True,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,True,96,96,True,96,96,False,False,True,True,True,783636e92ddd5e8d6dfc209cafa683da1ea7bbb41ae532dfe315ae6241208ec2,783636e92ddd5e8d6dfc209cafa683da1ea7bbb41ae532dfe315ae6241208ec2,True,True,True,,False,False,False,False,False
g559-synth-warehouse-a-32,warehouse,7874,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7874.scen,True,53e2cacb597ec2293d4fb5c1b3903d2401a741de2fd81c8860008ae4457ac7ee,53e2cacb597ec2293d4fb5c1b3903d2401a741de2fd81c8860008ae4457ac7ee,True,True,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,True,128,128,True,41,128,True,False,True,True,True,19a10c5e13e6b55c3afee53dc1c6ffbb4dbcbbad653f0e7476a6ad0f2d453eb3,19a10c5e13e6b55c3afee53dc1c6ffbb4dbcbbad653f0e7476a6ad0f2d453eb3,True,True,False,duplicate_starts,False,False,False,False,False
g559-synth-warehouse-b-36,warehouse,7875,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7875.scen,True,9c52ba2a00ce59293a4e91c5663d1a9f442b78f55d8feb65679dd8b27c3450d1,9c52ba2a00ce59293a4e91c5663d1a9f442b78f55d8feb65679dd8b27c3450d1,True,True,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,True,256,256,True,256,256,False,False,True,True,True,1224ee90851ff283b9473246094cb3dd87bd63cbc7476de7c00a5c083b7b2c67,1224ee90851ff283b9473246094cb3dd87bd63cbc7476de7c00a5c083b7b2c67,True,True,True,,False,False,False,False,False
g559-synth-connector-32,irregular_bottleneck,7876,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7876.scen,True,e4c47317d5da2f2eca3cbaa3366ee95288c7d41b0855fdf298c9f69be7d3f101,e4c47317d5da2f2eca3cbaa3366ee95288c7d41b0855fdf298c9f69be7d3f101,True,True,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,True,16,16,True,16,16,False,False,True,True,True,a9b7be3b19b9e3e211b7adb6ac74e93d6cbf5b152cfc1a93ff88ae6bb4679244,a9b7be3b19b9e3e211b7adb6ac74e93d6cbf5b152cfc1a93ff88ae6bb4679244,True,True,True,,False,False,False,False,False
g559-synth-corners-34,irregular_bottleneck,7877,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7877.scen,True,40681085600c7be2a8750dcd9590453a20e4ba1a705c18dda436360273a5372c,40681085600c7be2a8750dcd9590453a20e4ba1a705c18dda436360273a5372c,True,True,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,True,32,32,True,32,32,False,False,True,True,True,fd9f815038c520f7f416c504379755e58a1f1c096d8e2ef7b673afb24a7e5260,fd9f815038c520f7f416c504379755e58a1f1c096d8e2ef7b673afb24a7e5260,True,True,True,,False,False,False,False,False
g559-synth-loop-chain-36,irregular_bottleneck,7878,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7878.scen,True,de2d1ea3659f885e650d968aed51c48052dd156ff1d061c1deab938387628dde,de2d1ea3659f885e650d968aed51c48052dd156ff1d061c1deab938387628dde,True,True,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,True,64,64,True,64,64,False,False,True,True,True,0d3a747b332a038a14f3c8e441d87f79162d9dc3cf8150d3bdfacc83d26f3a2e,0d3a747b332a038a14f3c8e441d87f79162d9dc3cf8150d3bdfacc83d26f3a2e,True,True,True,,False,False,False,False,False
g559-synth-tunnel-38,irregular_bottleneck,7879,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7879.scen,True,f0b5273ef2e66d2d333dbc792525c540545c0f78ddcad3c07b447db8d1ad2270,f0b5273ef2e66d2d333dbc792525c540545c0f78ddcad3c07b447db8d1ad2270,True,True,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,True,96,96,True,75,96,True,False,True,True,True,94b1c26f9952b74fd6c969dcd0d47b07715ac62bcdf54b1c33aff57152fcfc0a,94b1c26f9952b74fd6c969dcd0d47b07715ac62bcdf54b1c33aff57152fcfc0a,True,True,False,duplicate_starts,False,False,False,False,False
g559-synth-string-40,irregular_bottleneck,7880,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7880.scen,True,610bb411cdb8375b7ee0adbc112a558b55f42b6ca9027caf1b357df01cea11d0,610bb411cdb8375b7ee0adbc112a558b55f42b6ca9027caf1b357df01cea11d0,True,True,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,True,128,128,True,128,128,False,False,True,True,True,54d4a5ed46b56b6f124aed612309c22028c69621a40c7eb2f23bc7adb29ab4ae,54d4a5ed46b56b6f124aed612309c22028c69621a40c7eb2f23bc7adb29ab4ae,True,True,True,,False,False,False,False,False
g559-synth-tree-42,irregular_bottleneck,7881,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7881.scen,True,5f12a88e988676b55efc487e923e8088e68ea4810c722167b6b8d0defd5f9a62,5f12a88e988676b55efc487e923e8088e68ea4810c722167b6b8d0defd5f9a62,True,True,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,True,256,256,True,93,86,True,True,True,True,True,eb2be24a1486dc51319f6221ef269ce6f6d675c954ec0704b9dc7bae3a8e0a57,eb2be24a1486dc51319f6221ef269ce6f6d675c954ec0704b9dc7bae3a8e0a57,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-game-den-32,game,7882,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7882.scen,True,4e372d775c6002388324f14807e16cf8301075cd3dc0ccfbbebe63b722478942,4e372d775c6002388324f14807e16cf8301075cd3dc0ccfbbebe63b722478942,True,True,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,True,16,16,True,16,16,False,False,True,True,False,101525fe007f1d080cd4a1059e3746145bb84d310dc03f8607d4ff727349dbb5,101525fe007f1d080cd4a1059e3746145bb84d310dc03f8607d4ff727349dbb5,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-game-brc-32,game,7883,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7883.scen,True,fde3acfce5b3ae53dccde14af57faef3e16f1a93be5a88052e842b179d724031,fde3acfce5b3ae53dccde14af57faef3e16f1a93be5a88052e842b179d724031,True,True,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,True,32,32,True,32,32,False,False,True,True,True,6730fb794dc3a5cda4eaeb40972970ea19187f389e01ea8e5a620e0140dcfd64,6730fb794dc3a5cda4eaeb40972970ea19187f389e01ea8e5a620e0140dcfd64,True,True,True,,False,False,False,False,False
g559-synth-city-berlin-32,city,7884,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7884.scen,True,716e6c7710a2ad402387c2accd3d5b9f12ad8f57340ece069333b5eb5bf9ac94,716e6c7710a2ad402387c2accd3d5b9f12ad8f57340ece069333b5eb5bf9ac94,True,True,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,True,64,64,True,60,64,True,False,True,True,False,8ce1242fbbc4ef8a1e0f1b451fe45363618b8756bfca42ae06ca12179e9dd914,8ce1242fbbc4ef8a1e0f1b451fe45363618b8756bfca42ae06ca12179e9dd914,True,True,False,duplicate_starts;pair_not_reachable,False,False,False,False,False
