row_type,eval_scope,policy,contexts,mean_solution_quality_delta_vs_static,solution_quality_harmful_rate,candidate_induced_no_solution_count,budget_sensitive_candidate_failure_count,avoidable_risk_rate,total_risk_rate,new_candidate_selection_count,new_candidate_helpful_selection_count,new_candidate_induced_no_solution_count,new_candidate_opportunity_contexts,new_candidate_opportunity_capture_count,new_candidate_opportunity_capture_rate,solution_quality_utility,avoidable_risk_adjusted_utility,total_risk_adjusted_utility,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,avoidable_risk_adjusted_utility_lambda_0p05,total_risk_adjusted_utility_lambda_0p05,avoidable_risk_adjusted_utility_lambda_0p10,total_risk_adjusted_utility_lambda_0p10,avoidable_risk_adjusted_utility_lambda_0p20,total_risk_adjusted_utility_lambda_0p20,group_type,group_key
group_summary,group_map_agent_group,new_candidate_only_oracle_diagnostic,6,-0.04538814572833333,0.16666666666666666,2,2,0.3333333333333333,0.3333333333333333,6,0,2,6,0,0.0,-0.04538814572833333,-0.012054812394999996,-0.012054812394999996,False,False,False,False,False,-0.028721479061666663,-0.028721479061666663,-0.012054812394999996,-0.012054812394999996,0.021278520938333337,0.021278520938333337,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,new_candidate_only_oracle_diagnostic,5,-0.030862505875999997,0.0,0,0,0.0,0.0,5,2,0,6,2,0.3333333333333333,-0.030862505875999997,-0.030862505875999997,-0.030862505875999997,False,False,False,False,False,-0.030862505875999997,-0.030862505875999997,-0.030862505875999997,-0.030862505875999997,-0.030862505875999997,-0.030862505875999997,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,new_candidate_only_oracle_diagnostic,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,new_candidate_only_oracle_diagnostic,4,-0.0350848976175,0.0,0,0,0.0,0.0,4,1,0,6,1,0.16666666666666666,-0.0350848976175,-0.0350848976175,-0.0350848976175,False,False,False,False,False,-0.0350848976175,-0.0350848976175,-0.0350848976175,-0.0350848976175,-0.0350848976175,-0.0350848976175,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,new_candidate_only_oracle_diagnostic,5,-0.019311194356000004,0.0,0,0,0.0,0.0,5,3,0,6,3,0.5,-0.019311194356000004,-0.019311194356000004,-0.019311194356000004,False,False,False,False,False,-0.019311194356000004,-0.019311194356000004,-0.019311194356000004,-0.019311194356000004,-0.019311194356000004,-0.019311194356000004,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,new_candidate_only_oracle_diagnostic,11,-0.033534986013636366,0.09090909090909091,2,2,0.18181818181818182,0.18181818181818182,11,3,2,6,3,0.5,-0.033534986013636366,-0.015353167831818181,-0.015353167831818181,False,False,False,False,False,-0.02444407692272727,-0.02444407692272727,-0.015353167831818181,-0.015353167831818181,0.002828650350000003,0.002828650350000003,map_family,maze
group_summary,group_map_family,new_candidate_only_oracle_diagnostic,9,-0.03273912442777777,0.0,0,0,0.0,0.0,9,3,0,6,3,0.5,-0.03273912442777777,-0.03273912442777777,-0.03273912442777777,False,False,False,False,False,-0.03273912442777777,-0.03273912442777777,-0.03273912442777777,-0.03273912442777777,-0.03273912442777777,-0.03273912442777777,map_family,random
group_summary,group_map_family,new_candidate_only_oracle_diagnostic,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,new_candidate_only_oracle_diagnostic,6,-0.029234273394999996,0.0,1,1,0.16666666666666666,0.16666666666666666,6,1,1,6,1,0.16666666666666666,-0.029234273394999996,-0.01256760672833333,-0.01256760672833333,False,False,False,False,False,-0.020900940061666665,-0.020900940061666665,-0.01256760672833333,-0.01256760672833333,0.004099059938333337,0.004099059938333337,candidate_family,wait_conservative
group_summary,group_candidate_family,new_candidate_only_oracle_diagnostic,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,candidate_family,static
group_summary,group_candidate_family,new_candidate_only_oracle_diagnostic,8,-0.038943137843749996,0.125,1,1,0.125,0.125,8,3,1,6,3,0.5,-0.038943137843749996,-0.026443137843749995,-0.026443137843749995,False,False,False,False,False,-0.03269313784375,-0.03269313784375,-0.026443137843749995,-0.026443137843749995,-0.013943137843749995,-0.013943137843749995,candidate_family,block_heavy
group_summary,group_candidate_family,new_candidate_only_oracle_diagnostic,6,-0.02943103714666667,0.0,0,0,0.0,0.0,6,2,0,6,2,0.3333333333333333,-0.02943103714666667,-0.02943103714666667,-0.02943103714666667,False,False,False,False,False,-0.02943103714666667,-0.02943103714666667,-0.02943103714666667,-0.02943103714666667,-0.02943103714666667,-0.02943103714666667,candidate_family,high_beta
group_summary,group_map_agent_group,no_new_candidate_ablation,6,-0.011687704535000001,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,False,False,False,False,False,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,no_new_candidate_ablation,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,no_new_candidate_ablation,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,no_new_candidate_ablation,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,no_new_candidate_ablation,5,0.007428571428,0.2,0,0,0.2,0.2,0,0,0,6,0,0.0,0.007428571428,0.027428571428000002,0.027428571428000002,False,False,False,False,False,0.017428571428,0.017428571428,0.027428571428000002,0.027428571428000002,0.047428571428000006,0.047428571428000006,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,no_new_candidate_ablation,11,-0.0029984881881818183,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,0,0,0,6,0,0.0,-0.0029984881881818183,0.006092420902727274,0.006092420902727274,False,False,False,False,False,0.0015469663572727278,0.0015469663572727278,0.006092420902727274,0.006092420902727274,0.015183329993636367,0.015183329993636367,map_family,maze
group_summary,group_map_family,no_new_candidate_ablation,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,no_new_candidate_ablation,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,no_new_candidate_ablation,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,no_new_candidate_ablation,2,-0.016491685035000002,0.5,0,0,0.5,0.5,0,0,0,6,0,0.0,-0.016491685035000002,0.033508314965,0.033508314965,False,False,False,False,False,0.008508314965,0.008508314965,0.033508314965,0.033508314965,0.083508314965,0.083508314965,candidate_family,block_heavy
group_summary,group_map_agent_group,no_rich_interaction_ablation,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,no_rich_interaction_ablation,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,no_rich_interaction_ablation,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,no_rich_interaction_ablation,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,no_rich_interaction_ablation,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,no_rich_interaction_ablation,11,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,maze
group_summary,group_map_family,no_rich_interaction_ablation,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,no_rich_interaction_ablation,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,no_rich_interaction_ablation,20,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,candidate_family,static
group_summary,group_candidate_family,no_rich_interaction_ablation,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,candidate_family,high_beta
group_summary,group_map_agent_group,old14_only_ranker_v10,6,-0.011687704535000001,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,False,False,False,False,False,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,-0.011687704535000001,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,old14_only_ranker_v10,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,old14_only_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,old14_only_ranker_v10,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,old14_only_ranker_v10,5,0.007428571428,0.2,0,0,0.2,0.2,0,0,0,6,0,0.0,0.007428571428,0.027428571428000002,0.027428571428000002,False,False,False,False,False,0.017428571428,0.017428571428,0.027428571428000002,0.027428571428000002,0.047428571428000006,0.047428571428000006,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,old14_only_ranker_v10,11,-0.0029984881881818183,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,0,0,0,6,0,0.0,-0.0029984881881818183,0.006092420902727274,0.006092420902727274,False,False,False,False,False,0.0015469663572727278,0.0015469663572727278,0.006092420902727274,0.006092420902727274,0.015183329993636367,0.015183329993636367,map_family,maze
group_summary,group_map_family,old14_only_ranker_v10,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,old14_only_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,old14_only_ranker_v10,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,old14_only_ranker_v10,2,-0.016491685035000002,0.5,0,0,0.5,0.5,0,0,0,6,0,0.0,-0.016491685035000002,0.033508314965,0.033508314965,False,False,False,False,False,0.008508314965,0.008508314965,0.033508314965,0.033508314965,0.083508314965,0.083508314965,candidate_family,block_heavy
group_summary,group_map_agent_group,random_feature_model,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,random_feature_model,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,random_feature_model,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,random_feature_model,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,random_feature_model,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,random_feature_model,11,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,maze
group_summary,group_map_family,random_feature_model,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,random_feature_model,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,random_feature_model,21,0.0,0.0,0,0,0.0,0.047619047619047616,0,0,0,6,0,0.0,0.0,0.0,0.004761904761904762,False,False,False,False,False,0.0,0.002380952380952381,0.0,0.004761904761904762,0.0,0.009523809523809525,candidate_family,static
group_summary,group_map_agent_group,small_tree_interpretable_selector,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,small_tree_interpretable_selector,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,small_tree_interpretable_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,small_tree_interpretable_selector,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,small_tree_interpretable_selector,5,0.0016,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.0016,0.021600000000000005,0.021600000000000005,False,False,False,False,False,0.011600000000000003,0.011600000000000003,0.021600000000000005,0.021600000000000005,0.041600000000000005,0.041600000000000005,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,small_tree_interpretable_selector,11,-0.002332780823636364,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,2,0,0,6,0,0.0,-0.002332780823636364,0.006758128267272729,0.006758128267272729,False,False,False,False,False,0.002212673721818182,0.002212673721818182,0.006758128267272729,0.006758128267272729,0.01584903735818182,0.01584903735818182,map_family,maze
group_summary,group_map_family,small_tree_interpretable_selector,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,small_tree_interpretable_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,small_tree_interpretable_selector,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,small_tree_interpretable_selector,2,-0.012830294530000001,0.5,0,0,0.5,0.5,2,0,0,6,0,0.0,-0.012830294530000001,0.03716970547,0.03716970547,False,False,False,False,False,0.01216970547,0.01216970547,0.03716970547,0.03716970547,0.08716970547,0.08716970547,candidate_family,block_heavy
group_summary,group_map_agent_group,source_blind_ablation,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,source_blind_ablation,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,source_blind_ablation,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,source_blind_ablation,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,source_blind_ablation,5,0.0016,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.0016,0.021600000000000005,0.021600000000000005,False,False,False,False,False,0.011600000000000003,0.011600000000000003,0.021600000000000005,0.021600000000000005,0.041600000000000005,0.041600000000000005,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,source_blind_ablation,11,-0.002332780823636364,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,2,0,0,6,0,0.0,-0.002332780823636364,0.006758128267272729,0.006758128267272729,False,False,False,False,False,0.002212673721818182,0.002212673721818182,0.006758128267272729,0.006758128267272729,0.01584903735818182,0.01584903735818182,map_family,maze
group_summary,group_map_family,source_blind_ablation,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,source_blind_ablation,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,source_blind_ablation,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,source_blind_ablation,2,-0.012830294530000001,0.5,0,0,0.5,0.5,2,0,0,6,0,0.0,-0.012830294530000001,0.03716970547,0.03716970547,False,False,False,False,False,0.01216970547,0.01216970547,0.03716970547,0.03716970547,0.08716970547,0.08716970547,candidate_family,block_heavy
group_summary,group_map_agent_group,static_flow_shield,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,static_flow_shield,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,static_flow_shield,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,static_flow_shield,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,static_flow_shield,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,static_flow_shield,11,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,maze
group_summary,group_map_family,static_flow_shield,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,static_flow_shield,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,static_flow_shield,21,0.0,0.0,0,0,0.0,0.047619047619047616,0,0,0,6,0,0.0,0.0,0.0,0.004761904761904762,False,False,False,False,False,0.0,0.002380952380952381,0.0,0.004761904761904762,0.0,0.009523809523809525,candidate_family,static
group_summary,group_map_agent_group,static_recovery_selector,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,static_recovery_selector,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,static_recovery_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,static_recovery_selector,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,static_recovery_selector,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,static_recovery_selector,11,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,maze
group_summary,group_map_family,static_recovery_selector,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,static_recovery_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,static_recovery_selector,21,0.0,0.0,0,0,0.0,0.047619047619047616,0,0,0,6,0,0.0,0.0,0.0,0.004761904761904762,False,False,False,False,False,0.0,0.002380952380952381,0.0,0.004761904761904762,0.0,0.009523809523809525,candidate_family,static
group_summary,group_map_agent_group,train_only_family_prior,6,-0.009931542776666667,0.5,0,0,0.5,0.5,0,0,0,6,0,0.0,-0.009931542776666667,0.04006845722333334,0.04006845722333334,False,False,False,False,False,0.015068457223333335,0.015068457223333335,0.04006845722333334,0.04006845722333334,0.09006845722333334,0.09006845722333334,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,train_only_family_prior,5,-0.004745836658,0.4,0,0,0.4,0.4,0,0,0,6,0,0.0,-0.004745836658,0.03525416334200001,0.03525416334200001,False,False,False,False,False,0.015254163342000004,0.015254163342000004,0.03525416334200001,0.03525416334200001,0.07525416334200001,0.07525416334200001,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,train_only_family_prior,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,train_only_family_prior,4,0.0014103429674999987,0.5,0,0,0.5,0.5,1,0,0,6,0,0.0,0.0014103429674999987,0.0514103429675,0.0514103429675,False,False,False,False,False,0.0264103429675,0.0264103429675,0.0514103429675,0.0514103429675,0.10141034296750001,0.10141034296750001,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,train_only_family_prior,5,0.012182128952,0.8,0,0,0.8,0.8,2,0,0,6,0,0.0,0.012182128952,0.09218212895200001,0.09218212895200001,False,False,False,False,False,0.05218212895200001,0.05218212895200001,0.09218212895200001,0.09218212895200001,0.17218212895200002,0.17218212895200002,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,train_only_family_prior,11,0.00012012619090909101,0.6363636363636364,0,0,0.6363636363636364,0.6363636363636364,2,0,0,6,0,0.0,0.00012012619090909101,0.06375648982727274,0.06375648982727274,False,False,False,False,False,0.031938308009090914,0.031938308009090914,0.06375648982727274,0.06375648982727274,0.12739285346363638,0.12739285346363638,map_family,maze
group_summary,group_map_family,train_only_family_prior,9,-0.0020097568244444443,0.4444444444444444,0,0,0.4444444444444444,0.4444444444444444,1,0,0,6,0,0.0,-0.0020097568244444443,0.04243468762,0.04243468762,False,False,False,False,False,0.02021246539777778,0.02021246539777778,0.04243468762,0.04243468762,0.08687913206444445,0.08687913206444445,map_family,random
group_summary,group_map_family,train_only_family_prior,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,train_only_family_prior,19,-0.0006599471211111104,0.5263157894736842,0,0,0.5263157894736842,0.5789473684210527,3,0,0,6,0,0.0,-0.0006599471211111104,0.05197163182625731,0.05723478972099416,False,False,False,False,False,0.025655842352573097,0.028287421299941523,0.05197163182625731,0.05723478972099416,0.10460321077362572,0.11512952656309942,candidate_family,block_heavy
