split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,60,27,0.4074074074074074,0.9629629629629629,0.55,12,0.75,0.3333333333333333
validation,empty-48-48,100,60,35,0.5428571428571428,0.8857142857142857,0.5833333333333334,18,0.7777777777777778,0.16666666666666666
validation,empty-48-48,200,60,29,0.27586206896551724,0.7586206896551724,0.6833333333333333,8,0.625,0.5333333333333333
validation,empty-48-48,400,60,39,0.358974358974359,0.7948717948717948,0.5166666666666667,10,0.7,0.4
validation,maze-32-32-4,50,60,46,0.17391304347826086,0.5217391304347826,0.7,31,0.5806451612903226,0.13333333333333333
validation,maze-32-32-4,100,60,43,0.11627906976744186,0.5581395348837209,0.65,34,0.5588235294117647,0.16666666666666666
validation,maze-32-32-4,200,60,48,0.08333333333333333,0.4375,0.75,46,0.41304347826086957,0.05
validation,maze-32-32-4,400,39,26,0.07692307692307693,0.5,0.6923076923076923,26,0.4230769230769231,0.02564102564102564
