metric,value,denominator,rate,g559_action,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g558_zero_edge_use_contexts,176,192,0.916666666667,traffic computed on full graph with path_found_rate and flow_mass_preservation,False,False,False,False,False
