g538_probe_row_id,context_budget_iteration_key,context_key,role,planned_candidate_id,materialized_candidate_id,materialization_source,raw_solver_result_id,source_round,commit,branch,dirty_state,binary_path,method,method_alias,candidate_id,update_params_fingerprint,map,map_family,agents,seed,budget_ms,ltm_max_iterations,iteration,solution_found,sum_of_loss_ratio,time_to_first_solution,expanded_nodes,high_level_expansions,low_level_pibt_calls,trace_event_count,pibt_failure_audit_count,traffic_before_hash,traffic_after_hash,raw_checkpoint_source,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g538_probe_00000067,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_flow_decay_df098,repair5g538_flow_decay_df098,repair5g538_flow_decay_df098,new_g538_probe_real_solver_execution,g538_probe_raw_00005204,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_flow_decay_df098,repair5g538_flow_decay_df098__b1000__i2,repair5g538_flow_decay_df098,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,265,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000068,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w035,repair5g538_wait_damped_w035,repair5g538_wait_damped_w035,new_g538_probe_real_solver_execution,g538_probe_raw_00000241,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_wait_damped_w035,repair5g538_wait_damped_w035__b1000__i2,repair5g538_wait_damped_w035,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.34999999999999998|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.34999999999999998|alpha_cong_wait_nonprogress=0.34999999999999998|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,8ca9f978fef477e3,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000069,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w035,repair5g538_wait_damped_w035,repair5g538_wait_damped_w035,new_g538_probe_real_solver_execution,g538_probe_raw_00005205,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_wait_damped_w035,repair5g538_wait_damped_w035__b1000__i2,repair5g538_wait_damped_w035,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,274,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000070,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w050,repair5g538_wait_damped_w050,repair5g538_wait_damped_w050,new_g538_probe_real_solver_execution,g538_probe_raw_00000242,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_wait_damped_w050,repair5g538_wait_damped_w050__b1000__i2,repair5g538_wait_damped_w050,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,23dec2bef4c0649f,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000071,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w050,repair5g538_wait_damped_w050,repair5g538_wait_damped_w050,new_g538_probe_real_solver_execution,g538_probe_raw_00005206,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_wait_damped_w050,repair5g538_wait_damped_w050__b1000__i2,repair5g538_wait_damped_w050,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,263,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000072,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w065,repair5g538_wait_damped_w065,repair5g538_wait_damped_w065,new_g538_probe_real_solver_execution,g538_probe_raw_00000243,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_wait_damped_w065,repair5g538_wait_damped_w065__b1000__i2,repair5g538_wait_damped_w065,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,9cf70afd22ad80af,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000073,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_wait_damped_w065,repair5g538_wait_damped_w065,repair5g538_wait_damped_w065,new_g538_probe_real_solver_execution,g538_probe_raw_00005207,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_wait_damped_w065,repair5g538_wait_damped_w065__b1000__i2,repair5g538_wait_damped_w065,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,268,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000074,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf,new_g538_probe_real_solver_execution,g538_probe_raw_00000244,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf__b1000__i2,repair5g538_warehouse_bridge_light_cf,alpha_commit=1|alpha_block=1|alpha_wait_spillover=0.5|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=0.75|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,ef9d9b8d41cd9ea0,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000075,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf,new_g538_probe_real_solver_execution,g538_probe_raw_00005208,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_warehouse_bridge_light_cf,repair5g538_warehouse_bridge_light_cf__b1000__i2,repair5g538_warehouse_bridge_light_cf,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,276,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000076,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard,new_g538_probe_real_solver_execution,g538_probe_raw_00000245,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard__b1000__i2,repair5g538_warehouse_bridge_block_guard,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.34999999999999998|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.34999999999999998|alpha_cong_wait_nonprogress=0.34999999999999998|alpha_flow_commit_progress=0.75|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.25|max_flow_shield=0.5,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,a363604ef7f126b6,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000077,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard,new_g538_probe_real_solver_execution,g538_probe_raw_00005209,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_warehouse_bridge_block_guard,repair5g538_warehouse_bridge_block_guard__b1000__i2,repair5g538_warehouse_bridge_block_guard,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,275,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000078,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow,new_g538_probe_real_solver_execution,g538_probe_raw_00000246,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow__b1000__i2,repair5g538_warehouse_bridge_c_only_slow,alpha_commit=1|alpha_block=1|alpha_wait_spillover=0.5|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,7efe14595f803cee,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000079,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow,new_g538_probe_real_solver_execution,g538_probe_raw_00005210,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_warehouse_bridge_c_only_slow,repair5g538_warehouse_bridge_c_only_slow__b1000__i2,repair5g538_warehouse_bridge_c_only_slow,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,277,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000080,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025,new_g538_probe_real_solver_execution,g538_probe_raw_00000247,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025__b1000__i2,repair5g538_maze_bridge_decay_beta025,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.90000000000000002|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.25|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,19c6cc0872ce1a5a,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000081,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025,new_g538_probe_real_solver_execution,g538_probe_raw_00005211,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_maze_bridge_decay_beta025,repair5g538_maze_bridge_decay_beta025__b1000__i2,repair5g538_maze_bridge_decay_beta025,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,278,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000082,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020,new_g538_probe_real_solver_execution,g538_probe_raw_00000248,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020__b1000__i2,repair5g538_maze_bridge_decay_beta020,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.94999999999999996|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,19c6cc0872ce1a5a,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000083,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020,new_g538_probe_real_solver_execution,g538_probe_raw_00005212,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_maze_bridge_decay_beta020,repair5g538_maze_bridge_decay_beta020__b1000__i2,repair5g538_maze_bridge_decay_beta020,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,274,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000084,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay,new_g538_probe_real_solver_execution,g538_probe_raw_00000249,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay__b1000__i2,repair5g538_maze_bridge_block_decay,alpha_commit=1.25|alpha_block=1.5|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.5|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.90000000000000002|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.25|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,1fc7d9a11bdc9512,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000085,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay,new_g538_probe_real_solver_execution,g538_probe_raw_00005213,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_maze_bridge_block_decay,repair5g538_maze_bridge_block_decay__b1000__i2,repair5g538_maze_bridge_block_decay,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,271,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000086,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light,new_g538_probe_real_solver_execution,g538_probe_raw_00000250,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light__b1000__i2,repair5g538_random_bridge_c_light,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,64c17ee255bb4e83,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000087,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light,new_g538_probe_real_solver_execution,g538_probe_raw_00005214,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_random_bridge_c_light,repair5g538_random_bridge_c_light__b1000__i2,repair5g538_random_bridge_c_light,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,266,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000088,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light,new_g538_probe_real_solver_execution,g538_probe_raw_00000251,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light__b1000__i2,repair5g538_random_bridge_b_light,alpha_commit=1.25|alpha_block=1|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,970d0fecbeeb2f16,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000089,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light,new_g538_probe_real_solver_execution,g538_probe_raw_00005215,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_random_bridge_b_light,repair5g538_random_bridge_b_light__b1000__i2,repair5g538_random_bridge_b_light,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,280,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000090,maze-32-32-4|50|366|1000|0,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta,new_g538_probe_real_solver_execution,g538_probe_raw_00000252,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta__b1000__i2,repair5g538_random_bridge_low_beta,alpha_commit=1|alpha_block=1|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.75,maze-32-32-4,maze,50,366,1000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,5838f03a3b2d55c4,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b1000.jsonl,real_solver_trace,False,False,False,False,False
g538_probe_00000091,maze-32-32-4|50|366|1000|final,maze-32-32-4|50|366|1000,residual::repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta,new_g538_probe_real_solver_execution,g538_probe_raw_00005216,g538_probe_real_solver_execution_final_run,f94c7d6,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g538_random_bridge_low_beta,repair5g538_random_bridge_low_beta__b1000__i2,repair5g538_random_bridge_low_beta,,maze-32-32-4,maze,50,366,1000,2,final,True,1.21481876333,275,95,95,4700,5123,,,,,real_solver_trace,False,False,False,False,False
g538_probe_00000092,maze-32-32-4|50|366|2000|0,maze-32-32-4|50|366|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g538_probe_real_solver_execution,g538_probe_raw_00000465,g538_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,50,366,2000,2,0,True,1.21481876333,,95,95,4700,5123,0,14650fb0739d0383,9250dfd3da442cc7,outputs/logs/phase5p5_repair5g538_static_flow_residual_probe/checkpoints_maze_32_32_4_a50_b2000.jsonl,real_solver_trace,False,False,False,False,False
