dataset_row_id,g560_evaluation_uid,g560_instance_uid,split,map,map_family,agent_count,seed,budget_ms,horizon_id,scenario_path,scenario_sha256_actual,scenario_sha256_expected,scenario_hash_match,physical_map_sha256_actual,physical_map_sha256_expected,physical_map_hash_match,node_count,directed_edge_count,node_feature_dim,edge_feature_dim,paired_od_tokens,actual_scenario_pairs_used,analytic_theta_target_used,real_solver_label_rows,safe_count,safe_improving_count,harmful_count,censored_count,best_positive_quality_delta_vs_g556,target_theta_defined_from_real_positive_safe_set,fallback_to_hard_g556_target,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000303,228c8a3c78701524d38b5fe7de4fdb02514699d2ddd7b8faa8b00684e6ce4982,958d19be7bd74b2d0f2afba5cd1bd4edda3294bf84050c16662bff4c9ba71326,train,g559-synth-tree-42,irregular_bottleneck,256,8937,1000,g559_b1000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tree-42-random-8937.scen,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,True,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,True,409,1360,9,9,256,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000304,229a6944f40e2e84dcdf2b1614fdd146cff63b43ab3d6dc715ff1a67689893c6,f6f73ac2d2326a5f3d15bec84a64794ddef2c3aad7b99ded5023232ff448a46f,validation,g559-synth-game-den-32,game,16,7234,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-den-32-random-7234.scen,6641827c380c96e3f8a31de124759aec616c3e9e62f5c8de10ebd1f9ad5b2352,6641827c380c96e3f8a31de124759aec616c3e9e62f5c8de10ebd1f9ad5b2352,True,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,True,784,2308,9,9,16,True,False,65,65,8,54,0,-0.023411371229999922,True,False,False,False,False,False,False
g562_real_graph_000305,22d1624ca26957ff9f79986d7aae4d3d410e7a1b75d0d2f2fa0d29019b73d7e9,72dbd14627452168e3e864a34ca0103088ffc60052a2ab80ed777b11a92cf403,validation,maze-32-32-2,maze,16,8878,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-32-32-2-random-8878.scen,2e3e60a9998b1872a2a3dbf81d639317222dcd7c248ad37dec5f0559914f54b2,2e3e60a9998b1872a2a3dbf81d639317222dcd7c248ad37dec5f0559914f54b2,True,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,True,666,1950,9,9,16,True,False,65,65,32,32,0,-0.060628742520000056,True,False,False,False,False,False,False
g562_real_graph_000306,22e8292cc4f32be036cff1cfe320122dfb24908f0b7324f50285931ca3699c01,f85cc943a8e3f2a6a81fa58b3f8e3b71e66963c867e69b64baa72f195f53adef,train,g559-synth-city-paris-32,city,128,7310,2000,g559_b2000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-city-paris-32-random-7310.scen,e5ed6f362110465d4f137a85d8b38ebab6de1691174eaa6d1530d52ed8fe72fe,e5ed6f362110465d4f137a85d8b38ebab6de1691174eaa6d1530d52ed8fe72fe,True,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,True,781,2322,9,9,128,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000307,22ff9db2cf87bd6d1bd637c8fca094ae46936a58887607a1f4c0a3cc7474fcdf,cfe0c00ddd360ff2fae3b9239b4e1a10c25a780124a29a01df2095621ae22e60,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8958,2000,g559_b2000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-loop-chain-36-random-8958.scen,57e5a58c1f755e45156140a5f30ab82117c41399178b054a570d888350c693ab,57e5a58c1f755e45156140a5f30ab82117c41399178b054a570d888350c693ab,True,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,True,371,1236,9,9,64,True,False,65,65,10,0,64,0.0,True,False,False,False,False,False,False
g562_real_graph_000308,2305c36508712a8612c6cde2749706e5ae9d18121fa771093e7774b9b45ac162,d231b43aa0d8a357660baf7783dc87874c9000b6f89fd66e6bc099c65d8a4d20,train,g559-synth-tunnel-38,irregular_bottleneck,96,7519,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tunnel-38-random-7519.scen,728b7defb73a32f1888f9437ad3bd97ac3457ea79ab28fd9ba5d6b8eff39e3ce,728b7defb73a32f1888f9437ad3bd97ac3457ea79ab28fd9ba5d6b8eff39e3ce,True,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,True,385,1280,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000309,2344c3fb7efea163679f6527a421168b0bd17ae23f0df43e4c1d76726492f986,0e31526a31de4c94484a212a8745b195eaefbf40c1ffbab89be0c0dbdd30677c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7735,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tunnel-38-random-7735.scen,d34fa8b91cc3862e3598ce9207fe306ffbb7446b18e6c3f62caf0371fd9134d6,d34fa8b91cc3862e3598ce9207fe306ffbb7446b18e6c3f62caf0371fd9134d6,True,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,True,385,1280,9,9,96,True,False,65,65,13,51,0,-0.07382953181999996,True,False,False,False,False,False,False
g562_real_graph_000310,2372cf781f3a493cdb19e833f1a7379dc38c3c86935912177e64911bf40abc22,a1a32192b4db333ff10968ec20ad455eef63381bd9a11512e31d37a05f80261b,train,g559-synth-city-boston-32,city,96,7045,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-city-boston-32-random-7045.scen,841098c554e61445c80419413a90bd3c91570c680f192590ec88b2f9e90ff5f7,841098c554e61445c80419413a90bd3c91570c680f192590ec88b2f9e90ff5f7,True,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,True,803,2448,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000311,23ce16533899a47805b043c3e5c930c88abc2c26ab91b08f97c00769fd1352e4,16f6f0a15e441be0b4de5ee26e8e48ee173f5d011a7ff1d92925b5bc120a36bc,train,g559-synth-city-boston-32,city,96,8749,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-city-boston-32-random-8749.scen,113fd4eb656e4dabc47c8decb5d64b9ae99cd0e214def04434cdf48c8ccc46b9,113fd4eb656e4dabc47c8decb5d64b9ae99cd0e214def04434cdf48c8ccc46b9,True,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,True,803,2448,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000312,23fff63ed9e89a0a961a91528a4d070a08150a1e3678a2974c7e88cb85284b3f,9c3a1d4f960a321682172e15050378cba07762efbdfa26b76d143ed7a01b68bf,train,random-8-8-20,random,32,8827,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/random-8-8-20-random-8827.scen,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,True,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,True,51,142,9,9,32,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000313,249ac7a3915e44af10cc200753d63ad9296434046198496f18a8046cadd48cb5,0c39282d25ae60de7960227379cb05724f532533bec9d1cda09b34944e27a724,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8070,2000,g559_b2000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-loop-chain-36-random-8070.scen,e15903df90f760083fc3008baf3cb06653cceb70c4c610ea7050c8b00db189fc,e15903df90f760083fc3008baf3cb06653cceb70c4c610ea7050c8b00db189fc,True,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,True,371,1236,9,9,64,True,False,65,65,24,40,0,-0.06972928629999986,True,False,False,False,False,False,False
g562_real_graph_000314,24ca1fe3821a979f1017c5263d0d80f51d840a47e9c2c01c0e0f977a80740662,8625323877aff61328992f95ca716350611ce91adf2ef26471585a5ddb82c26d,validation,maze-36-32-4,maze,32,8279,5000,g559_b5000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-36-32-4-random-8279.scen,f1a7c2f5017f61f73fbc52d0ec9e098376aaaa84a6ff2863dbae5b4ff73f5882,f1a7c2f5017f61f73fbc52d0ec9e098376aaaa84a6ff2863dbae5b4ff73f5882,True,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,True,892,2860,9,9,32,True,False,65,65,47,15,0,-0.08818635607000003,True,False,False,False,False,False,False
g562_real_graph_000315,250bfe469671327f2d2bae31983ae1f7bfb896c6fa67335ccfbd7ec5daf10e52,aae5c3f4ca339d0be8603e217e81d5eeade3edb8d95c0393d1d99d21d465c567,train,g559-synth-game-lak-32,game,256,8343,5000,g559_b5000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-lak-32-random-8343.scen,834267466d072883db2c3539697b8e4025f4c846d5dd7e4f854fdd2d84b851ad,834267466d072883db2c3539697b8e4025f4c846d5dd7e4f854fdd2d84b851ad,True,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,True,794,2370,9,9,256,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000316,25240bf8d5626de196e92246476f3c1973c0c79aa8bfded94eb18930bcff91a7,77ab38f097392a81d75bcb2caae63243d0412b69af01fcd86ad5df52f92c3368,train,room-40-32-8,room,96,7873,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/room-40-32-8-random-7873.scen,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,True,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,True,1213,4572,9,9,96,True,False,65,65,9,55,0,-0.029079616029999977,True,False,False,False,False,False,False
g562_real_graph_000317,2572401a74b8ab7bb60fb91f6fdcb4013ce5f906240bad5f648a4657410fbdaf,5dd0be79790291f7f96f78a37cace9b9df50501b4e8c8dce1417a3e5b47db4e6,train,room-32-32-4,room,64,8520,500,g559_b500_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/room-32-32-4-random-8520.scen,8f4d21bdf9e4c2114db48515a6059702073dd420245921d13d00de532795dc8a,8f4d21bdf9e4c2114db48515a6059702073dd420245921d13d00de532795dc8a,True,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,True,682,1928,9,9,64,True,False,65,65,9,55,0,-0.021078735269999926,True,False,False,False,False,False,False
g562_real_graph_000318,2578c55866529c290278643cdcd5addb9dc22f967221f5221512efbcaf31cdf2,08d422f961b6149218785357cfd801ebcb5055ee51b005e04744a684b18cb898,train,g559-synth-connector-32,irregular_bottleneck,16,8620,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-connector-32-random-8620.scen,98bec8b1d1281f71dc63e6deac96cb5c64631e23b5b716136a2e169827d1bc3a,98bec8b1d1281f71dc63e6deac96cb5c64631e23b5b716136a2e169827d1bc3a,True,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,True,347,1156,9,9,16,True,False,65,65,10,53,0,-0.027118644059999975,True,False,False,False,False,False,False
g562_real_graph_000319,25935e42973fb8e282d37e45bc9c1fcd7b95fd9a1c63e2239fcd9e7286f4797b,3c60933142620f081485a93516189db8d1db173e03c0e77cba6282d2a53b594f,train,g559-synth-tree-42,irregular_bottleneck,256,7569,1000,g559_b1000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tree-42-random-7569.scen,59d8aff55b9078134da7d14f6c67a1ac7ad910e8e7c94c080170d7c3f6de886c,59d8aff55b9078134da7d14f6c67a1ac7ad910e8e7c94c080170d7c3f6de886c,True,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,True,409,1360,9,9,256,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000320,25aaf3b91764f464e6758e2909376409414a3f6b5cd8def3bed5406cfeafd763,ec81c6f7fd019a5c7913c98a9c012a8efbf13dce9a2050b45e74bff2c6b1799f,validation,maze-36-32-4,maze,32,8471,5000,g559_b5000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-36-32-4-random-8471.scen,aceff825a1e0e5896d5f2b83133aa7c4bca287dfdeb2f98db92f6781726b9482,aceff825a1e0e5896d5f2b83133aa7c4bca287dfdeb2f98db92f6781726b9482,True,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,True,892,2860,9,9,32,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000321,262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,abd7b4fc7a2faff392e2c9f5eab13554451694043130decaee0b274755729c66,train,empty-32-32,empty,64,8178,2000,g559_b2000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/empty-32-32-random-8178.scen,fe3df36b8ea9aa4db8129d4f7cf2fb70f8411aaf97273549332f47c41cce4375,fe3df36b8ea9aa4db8129d4f7cf2fb70f8411aaf97273549332f47c41cce4375,True,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,True,1024,3968,9,9,64,True,False,65,65,10,54,0,-0.027669902910000044,True,False,False,False,False,False,False
g562_real_graph_000322,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,a1c0d94bceae0124346832428596b2f3919ba188718190349c29abd7a7310fa1,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,g559_b2000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-warehouse-a-32-random-8162.scen,313e97f0f77627cedf0e44925f9f9bbf4490c4ea59340d810ca7571c3e4e0036,313e97f0f77627cedf0e44925f9f9bbf4490c4ea59340d810ca7571c3e4e0036,True,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,True,640,2144,9,9,128,True,False,65,65,3,61,0,-0.0575284090899999,True,False,False,False,False,False,False
g562_real_graph_000323,26b8dfd9467be9d8177025c552e8cb91c66777ac10475a1c567d3584efc12a20,a67a493f664e37b769d453922fad029e62c6e4bf9bb1306ddff75789fbae7158,train,room-40-32-8,room,96,7969,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/room-40-32-8-random-7969.scen,bc6285f18949a10f49631facf3aded71f50099a63190736d13e2d0480a98e06a,bc6285f18949a10f49631facf3aded71f50099a63190736d13e2d0480a98e06a,True,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,True,1213,4572,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000324,26c500433576353ea1897895b6c0efa9ddd80fff0c0a23a27283ed430d2fcf77,70d6d075e1dc14118999a0b034e30cfc52994d6e1d1f21f5778c720236e374ca,train,g559-synth-tunnel-38,irregular_bottleneck,96,7399,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tunnel-38-random-7399.scen,3a6534b5ea1ade4d5656b9489db3e39948a7163724fb8d5a2a2ffac7dcd4eee7,3a6534b5ea1ade4d5656b9489db3e39948a7163724fb8d5a2a2ffac7dcd4eee7,True,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,True,385,1280,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000325,26cc6a15bc6f8ebdfebbf1f2eb9a97f5b10758856ce225ae6af4500c832d0d62,d788624bba64f079184ee23173c27ac477c40521d7f7bf8a2a0eb171f974a76f,train,g559-synth-tunnel-38,irregular_bottleneck,96,7471,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tunnel-38-random-7471.scen,406322167b59a01ccc5b6a8e2cd81da855f5f6e22efc005b51176e717169b678,406322167b59a01ccc5b6a8e2cd81da855f5f6e22efc005b51176e717169b678,True,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,True,385,1280,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000326,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,60077f6285080f900f5efc19dccb5eeaf93e1ca3f49bc4b23e82e3a6b9f4426a,train,empty-8-8,empty,16,8440,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/empty-8-8-random-8440.scen,bfa4eac5bd74aefafe34d806eced53fb4a6cba6e2e94f152df8dbca1d4180ab4,bfa4eac5bd74aefafe34d806eced53fb4a6cba6e2e94f152df8dbca1d4180ab4,True,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,True,64,224,9,9,16,True,False,65,65,47,16,0,-0.17307692308,True,False,False,False,False,False,False
g562_real_graph_000327,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,9943600d9e46abd7ca0e64ef83a46b73b54a4d95c397f9ef2d1f74af9d97bcb8,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-connector-32-random-7060.scen,ae70a9fdaa4ca76a9e3bc5d9d9baa4f2aa63c46c905963a30c367a7f7a630b5e,ae70a9fdaa4ca76a9e3bc5d9d9baa4f2aa63c46c905963a30c367a7f7a630b5e,True,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,True,347,1156,9,9,16,True,False,65,65,11,46,0,-0.017006802720000103,True,False,False,False,False,False,False
g562_real_graph_000328,273223c60fe54e54a8148001d3072dd3e1cf27fa7e6efad8a0bc3718ea40bfc0,34f1f7461b0d8a90efb023898e8505b13e721fb2afc9528d681a5fc0f0ebce52,train,g559-synth-city-boston-32,city,96,7021,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-city-boston-32-random-7021.scen,65fd9b2099751325b0249948a43f7fa0c55384f9942f33ce92c034067aaa3a54,65fd9b2099751325b0249948a43f7fa0c55384f9942f33ce92c034067aaa3a54,True,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,True,803,2448,9,9,96,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000329,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,ea573e417ce9a0759fa4b3140fd624aacdadca72478b4468ae92f061ab97ecbb,train,empty-8-8,empty,16,8296,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/empty-8-8-random-8296.scen,ba9b23f29e3f3640c767483b1dd967466a3e0692c70b5b479de2d763a5125b80,ba9b23f29e3f3640c767483b1dd967466a3e0692c70b5b479de2d763a5125b80,True,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,True,64,224,9,9,16,True,False,65,65,21,41,0,-0.2857142857099999,True,False,False,False,False,False,False
g562_real_graph_000330,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,327f9812d11b458c8d4033a3d91789be7d810f1ee329c0f0626e468e94477ba0,validation,random-32-32-20,random,256,7917,1000,g559_b1000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/random-32-32-20-random-7917.scen,41dcd21b2ef85a8c42096738f3dbbb98613a402fe0700be40a97d7693bf966b1,41dcd21b2ef85a8c42096738f3dbbb98613a402fe0700be40a97d7693bf966b1,True,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,True,819,2540,9,9,256,True,False,65,34,21,43,0,-2.1799670433200005,True,False,False,False,False,False,False
g562_real_graph_000331,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,bd44ee2d705aecbd734338ca026271c0a535ce008686425f058a80c528872936,validation,empty-16-16,empty,32,8657,1000,g559_b1000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/empty-16-16-random-8657.scen,8c80a88234bf7c70b5d3e3fca33464b74884623063bc8909314218e90f01acbf,8c80a88234bf7c70b5d3e3fca33464b74884623063bc8909314218e90f01acbf,True,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,True,256,960,9,9,32,True,False,65,65,14,45,0,-0.022403258650000035,True,False,False,False,False,False,False
g562_real_graph_000332,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,4ec85353c5f1bd059c6b58da9798925377783da2e12f1b1ecbf136e5a64b5ad4,train,room-40-32-8,room,96,8593,1000,g559_b1000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/room-40-32-8-random-8593.scen,91267d010254f9218a7fb388077719ba5e39ed310a790c59b40f77755e777b52,91267d010254f9218a7fb388077719ba5e39ed310a790c59b40f77755e777b52,True,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,True,1213,4572,9,9,96,True,False,65,65,21,42,0,-0.04970230390999997,True,False,False,False,False,False,False
g562_real_graph_000333,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,02aadff368073de183775ff396b97600e2a5dad71da9c301aebfb8b03ea9b492,validation,g559-synth-game-den-32,game,16,8746,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-den-32-random-8746.scen,497df06f8bfd12918b588c1b89f081ed4e4c4a0498a75cb18e47eab325c486fa,497df06f8bfd12918b588c1b89f081ed4e4c4a0498a75cb18e47eab325c486fa,True,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,True,784,2308,9,9,16,True,False,65,65,34,28,0,-0.03553299492000006,True,False,False,False,False,False,False
