agents,baseline_method,baseline_ratio,baseline_success,better_vs_ltm,candidate_id,component,contender_method,delta_ratio_vs_ltm,equal_vs_ltm,ltm_iteration_budget,map,repair5g2_selected_source_method,repair5g3_synthetic_source_method,scen,seed,success,sum_of_loss_ratio,time_budget_sec,worse_vs_ltm
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.03807796917000017,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.0725294651,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,-0.012692656390000057,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.09791477788,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,-0.02175883953000013,False,8,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.08884859474,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,-0.024478694470000173,False,8,random-32-32-20,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.0861287398,3.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,-0.012692656390000057,False,8,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.09791477788,3.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,3.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,3.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.014505893019999938,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.12511332729,3.0,True
50,lacam_star_ltm,1.11060743427,True,True,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,-0.02175883953000013,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.08884859474,3.0,False
50,lacam_star_ltm,1.13780598368,True,False,always_additive_defer,control,always_additive_defer,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_disable,control,laur_disable,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,2,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,2,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,2,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,always_additive_defer,control,always_additive_defer,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_disable,control,laur_disable,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,True,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.011786038080000116,False,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.1260199456,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,4,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,True,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,-0.011786038080000116,False,4,random-32-32-20,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.1260199456,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,4,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,always_additive_defer,control,always_additive_defer,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,laur_disable,control,laur_disable,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.024478694470000173,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.0861287398,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.03807796917000017,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.0725294651,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,-0.012692656390000057,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.09791477788,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,-0.02175883953000013,False,8,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.08884859474,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,-0.012692656390000057,False,8,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.09791477788,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,-0.03807796917000017,False,8,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,random-32-32-20-random-131.scen,131,True,1.0725294651,5.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,-0.012692656390000057,False,8,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.09791477788,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,5.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.014505893019999938,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.12511332729,5.0,True
50,lacam_star_ltm,1.11060743427,True,True,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,-0.02175883953000013,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.08884859474,5.0,False
50,lacam_star_ltm,1.13780598368,True,False,always_additive_defer,control,always_additive_defer,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_disable,control,laur_disable,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,2,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,2,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,2,random-32-32-20,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,2,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,2,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,always_additive_defer,control,always_additive_defer,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_disable,control,laur_disable,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,True,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.011786038080000116,False,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.1260199456,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,4,random-32-32-20,repair5g_dual_c_equiv_c100_b100_w075_d100,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,4,random-32-32-20,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,True,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,-0.011786038080000116,False,4,random-32-32-20,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.1260199456,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,4,random-32-32-20,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.13780598368,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,4,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.13780598368,10.0,False
50,lacam_star_ltm,1.11060743427,True,False,always_additive_defer,control,always_additive_defer,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,10.0,False
50,lacam_star_ltm,1.11060743427,True,False,laur_disable,control,laur_disable,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,10.0,False
50,lacam_star_ltm,1.11060743427,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,10.0,False
50,lacam_star_ltm,1.11060743427,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.11060743427,10.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.024478694470000173,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.0861287398,10.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.03807796917000017,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.0725294651,10.0,False
50,lacam_star_ltm,1.11060743427,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,-0.012692656390000057,False,8,random-32-32-20,,,random-32-32-20-random-131.scen,131,True,1.09791477788,10.0,False
