map,agents,seed,scen,split_bucket,candidate_id,alpha_commit,alpha_block,alpha_wait_spillover,rho_decay,force_additive,construction,old_equivalent_rule,success,sum_of_loss_ratio,delta_ratio_vs_ltm,delta_ratio_vs_repair5e5,expanded_delta_vs_ltm,low_level_pibt_delta_vs_ltm,ttfs_delta_vs_ltm,better_vs_ltm,equal_vs_ltm,worse_vs_ltm
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b100_w125_d095,1.0,1.0,1.25,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.1244870041,0.0,,2.0,100.0,7.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b100_w125_d100,1.0,1.0,1.25,1.0,False,one_axis_alpha_wait_spillover,,True,1.1244870041,0.0,,0.0,0.0,-12.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b100_w150_d100,1.0,1.0,1.5,1.0,False,one_axis_alpha_wait_spillover,wait_heavy,True,1.1244870041,0.0,,-1.0,-50.0,-13.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b125_w075_d100,1.0,1.25,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.1244870041,0.0,,0.0,0.0,-24.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b125_w100_d090,1.0,1.25,1.0,0.9,False,decay_interaction_alpha_block,,True,1.1244870041,0.0,,4.0,200.0,-21.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b125_w100_d095,1.0,1.25,1.0,0.95,False,decay_interaction_alpha_block,,True,1.1244870041,0.0,,2.0,100.0,-16.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b125_w100_d100,1.0,1.25,1.0,1.0,False,one_axis_alpha_block,,True,1.1244870041,0.0,,2.0,100.0,-7.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b125_w125_d100,1.0,1.25,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.1244870041,0.0,,2.0,100.0,-20.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c100_b150_w100_d100,1.0,1.5,1.0,1.0,False,one_axis_alpha_block,block_heavy,True,1.1244870041,0.0,,2.0,100.0,-15.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b075_w100_d090,1.25,0.75,1.0,0.9,False,conservative_decay_combo,,True,1.1244870041,0.0,,54.0,2700.0,-15.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b075_w100_d100,1.25,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.1244870041,0.0,,2.0,100.0,-1.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b075_w125_d095,1.25,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.1244870041,0.0,,0.0,0.0,-23.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b100_w075_d100,1.25,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.1244870041,0.0,,2.0,100.0,16.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b100_w100_d090,1.25,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.1244870041,0.0,,46.0,2300.0,-20.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b100_w100_d095,1.25,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.1244870041,0.0,,2.0,100.0,-19.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b100_w100_d100,1.25,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.1244870041,0.0,,6.0,300.0,2.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b100_w125_d100,1.25,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.1244870041,0.0,,48.0,2400.0,12.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b125_w075_d095,1.25,1.25,0.75,0.95,False,conservative_decay_combo,,True,1.1244870041,0.0,,6.0,300.0,-26.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c125_b125_w100_d100,1.25,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.1244870041,0.0,,0.0,0.0,-11.0,False,True,False
maze-32-32-4,50,26,maze-32-32-4-random-26.scen,support_train,c150_b100_w100_d100,1.5,1.0,1.0,1.0,False,one_axis_alpha_commit,commit_heavy,True,1.1244870041,0.0,,48.0,2400.0,-3.0,False,True,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,additive_ltm,1.0,1.0,1.0,1.0,True,exact_additive_anchor,additive_ltm,True,1.21225937183,0.0,,0.0,0.0,-6.0,False,True,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c050_b100_w100_d100,0.5,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.20212765957,-0.010131712260000203,,2.0,100.0,4.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b075_w100_d100,0.75,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.2188449848,0.006585612969999932,,6.0,300.0,-4.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b075_w125_d095,0.75,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.20111448835,-0.01114488348000009,,0.0,0.0,9.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w075_d100,0.75,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20466058764,-0.007598784190000041,,2.0,100.0,-2.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w100_d090,0.75,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.18287740628,-0.029381965550000055,,2.0,100.0,10.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w100_d095,0.75,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.21681864235,0.004559270519999936,,-1.0,-50.0,0.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w100_d100,0.75,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.21124620061,-0.0010131712200001086,,0.0,0.0,-5.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w125_d090,0.75,1.0,1.25,0.9,False,conservative_decay_combo,,True,1.20516717325,-0.0070921985800000975,,0.0,0.0,-3.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b100_w125_d100,0.75,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.21124620061,-0.0010131712200001086,,0.0,0.0,3.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b125_w100_d090,0.75,1.25,1.0,0.9,False,conservative_decay_combo,,True,1.2071935157,-0.0050658561300001015,,0.0,0.0,3.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b125_w100_d100,0.75,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.19858156028,-0.01367781155000003,,0.0,0.0,3.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c075_b125_w125_d095,0.75,1.25,1.25,0.95,False,conservative_decay_combo,,True,1.18996960486,-0.02228976697000018,,2.0,100.0,28.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b050_w100_d100,1.0,0.5,1.0,1.0,False,one_axis_alpha_block,block_light,True,1.20972644377,-0.0025329280600001614,,5.0,250.0,-7.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w075_d100,1.0,0.75,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.21833839919,0.006079027359999989,,6.0,300.0,-5.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w100_d090,1.0,0.75,1.0,0.9,False,decay_interaction_alpha_block,,True,1.21124620061,-0.0010131712200001086,,2.0,100.0,-7.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w100_d095,1.0,0.75,1.0,0.95,False,decay_interaction_alpha_block,,True,1.19554204661,-0.016717325220000134,,2.0,100.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w100_d100,1.0,0.75,1.0,1.0,False,one_axis_alpha_block,,True,1.22087132725,0.008611955419999928,,4.0,200.0,4.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w125_d090,1.0,0.75,1.25,0.9,False,conservative_decay_combo,,True,1.21985815603,0.00759878419999982,,4.0,200.0,20.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b075_w125_d100,1.0,0.75,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20364741641,-0.00861195542000015,,6.0,300.0,34.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w050_d100,1.0,1.0,0.5,1.0,False,one_axis_alpha_wait_spillover,wait_light,True,1.21023302938,-0.002026342449999996,,4.0,200.0,-4.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w075_d090,1.0,1.0,0.75,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.20516717325,-0.0070921985800000975,,2.0,100.0,10.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w075_d095,1.0,1.0,0.75,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.21124620061,-0.0010131712200001086,,7.0,350.0,33.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w075_d100,1.0,1.0,0.75,1.0,False,one_axis_alpha_wait_spillover,,True,1.20263424519,-0.009625126640000037,,2.0,100.0,-3.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w100_d090,1.0,1.0,1.0,0.9,False,one_axis_rho_decay,decay_090,True,1.19351570415,-0.01874366768000013,,0.0,0.0,-7.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w100_d095,1.0,1.0,1.0,0.95,False,one_axis_rho_decay,decay_095,True,1.20618034448,-0.006079027349999988,,6.0,300.0,9.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w125_d090,1.0,1.0,1.25,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.21935157042,0.007092198589999876,,4.0,200.0,10.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w125_d095,1.0,1.0,1.25,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.21073961499,-0.0015197568400000527,,6.0,300.0,8.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w125_d100,1.0,1.0,1.25,1.0,False,one_axis_alpha_wait_spillover,,True,1.21225937183,0.0,,0.0,0.0,-1.0,False,True,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b100_w150_d100,1.0,1.0,1.5,1.0,False,one_axis_alpha_wait_spillover,wait_heavy,True,1.21580547112,0.0035460992899998267,,-2.0,-100.0,3.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b125_w075_d100,1.0,1.25,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20921985816,-0.0030395136700001046,,-1.0,-50.0,9.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b125_w100_d090,1.0,1.25,1.0,0.9,False,decay_interaction_alpha_block,,True,1.21023302938,-0.002026342449999996,,5.0,250.0,-1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b125_w100_d095,1.0,1.25,1.0,0.95,False,decay_interaction_alpha_block,,True,1.19604863222,-0.01621073961000019,,2.0,100.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b125_w100_d100,1.0,1.25,1.0,1.0,False,one_axis_alpha_block,,True,1.21276595745,0.0005065856199999441,,0.0,0.0,-3.0,False,False,True
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b125_w125_d100,1.0,1.25,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20162107396,-0.010638297870000146,,-2.0,-100.0,5.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c100_b150_w100_d100,1.0,1.5,1.0,1.0,False,one_axis_alpha_block,block_heavy,True,1.21124620061,-0.0010131712200001086,,0.0,0.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b075_w100_d090,1.25,0.75,1.0,0.9,False,conservative_decay_combo,,True,1.20972644377,-0.0025329280600001614,,7.0,350.0,7.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b075_w100_d100,1.25,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.20466058764,-0.007598784190000041,,6.0,300.0,-4.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b075_w125_d095,1.25,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.2071935157,-0.0050658561300001015,,2.0,100.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b100_w075_d100,1.25,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20162107396,-0.010638297870000146,,0.0,0.0,-5.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b100_w100_d090,1.25,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.20364741641,-0.00861195542000015,,4.0,200.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b100_w100_d095,1.25,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.20567375887,-0.006585612960000153,,0.0,0.0,11.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b100_w100_d100,1.25,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.19807497467,-0.014184397160000195,,5.0,250.0,6.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b100_w125_d100,1.25,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20820668693,-0.004052684899999992,,2.0,100.0,-1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b125_w075_d095,1.25,1.25,0.75,0.95,False,conservative_decay_combo,,True,1.20567375887,-0.006585612960000153,,6.0,300.0,1.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c125_b125_w100_d100,1.25,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.19807497467,-0.014184397160000195,,0.0,0.0,-5.0,True,False,False
maze-32-32-4,50,27,maze-32-32-4-random-27.scen,support_train,c150_b100_w100_d100,1.5,1.0,1.0,1.0,False,one_axis_alpha_commit,commit_heavy,True,1.20668693009,-0.005572441740000045,,2.0,100.0,7.0,True,False,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,additive_ltm,1.0,1.0,1.0,1.0,True,exact_additive_anchor,additive_ltm,True,1.20773930754,0.0,,0.0,0.0,16.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c050_b100_w100_d100,0.5,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.20773930754,0.0,,44.0,3073.0,0.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b075_w100_d100,0.75,0.75,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.20773930754,0.0,,31.0,1550.0,0.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b075_w125_d095,0.75,0.75,1.25,0.95,False,conservative_decay_combo,,True,1.20773930754,0.0,,32.0,1598.0,7.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w075_d100,0.75,1.0,0.75,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20773930754,0.0,,30.0,1501.0,3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w100_d090,0.75,1.0,1.0,0.9,False,decay_interaction_alpha_commit,,True,1.20773930754,0.0,,28.0,1403.0,-3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w100_d095,0.75,1.0,1.0,0.95,False,decay_interaction_alpha_commit,,True,1.20773930754,0.0,,31.0,1550.0,-3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w100_d100,0.75,1.0,1.0,1.0,False,one_axis_alpha_commit,,True,1.20773930754,0.0,,27.0,1345.0,-2.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w125_d090,0.75,1.0,1.25,0.9,False,conservative_decay_combo,,True,1.20773930754,0.0,,33.0,1650.0,5.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b100_w125_d100,0.75,1.0,1.25,1.0,False,two_axis_alpha_commit_alpha_wait_spillover,,True,1.20773930754,0.0,,31.0,1552.0,-3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b125_w100_d090,0.75,1.25,1.0,0.9,False,conservative_decay_combo,,True,1.20773930754,0.0,,54.0,4062.0,4.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b125_w100_d100,0.75,1.25,1.0,1.0,False,two_axis_alpha_commit_alpha_block,,True,1.19450101833,-0.013238289210000032,,-7.0,-348.0,-1.0,True,False,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c075_b125_w125_d095,0.75,1.25,1.25,0.95,False,conservative_decay_combo,,True,1.20773930754,0.0,,31.0,1550.0,-2.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b050_w100_d100,1.0,0.5,1.0,1.0,False,one_axis_alpha_block,block_light,True,1.20773930754,0.0,,30.0,1501.0,2.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w075_d100,1.0,0.75,0.75,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20773930754,0.0,,0.0,2.0,-3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w100_d090,1.0,0.75,1.0,0.9,False,decay_interaction_alpha_block,,True,1.20773930754,0.0,,31.0,1552.0,3.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w100_d095,1.0,0.75,1.0,0.95,False,decay_interaction_alpha_block,,True,1.20773930754,0.0,,37.0,1852.0,-1.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w100_d100,1.0,0.75,1.0,1.0,False,one_axis_alpha_block,,True,1.20773930754,0.0,,32.0,1600.0,6.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w125_d090,1.0,0.75,1.25,0.9,False,conservative_decay_combo,,True,1.20773930754,0.0,,29.0,1443.0,12.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b075_w125_d100,1.0,0.75,1.25,1.0,False,two_axis_alpha_block_alpha_wait_spillover,,True,1.20773930754,0.0,,37.0,1853.0,9.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b100_w050_d100,1.0,1.0,0.5,1.0,False,one_axis_alpha_wait_spillover,wait_light,True,1.20773930754,0.0,,30.0,1499.0,-7.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b100_w075_d090,1.0,1.0,0.75,0.9,False,decay_interaction_alpha_wait_spillover,,True,1.20773930754,0.0,,33.0,1653.0,1.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b100_w075_d095,1.0,1.0,0.75,0.95,False,decay_interaction_alpha_wait_spillover,,True,1.20773930754,0.0,,35.0,1753.0,0.0,False,True,False
maze-32-32-4,50,28,maze-32-32-4-random-28.scen,support_train,c100_b100_w075_d100,1.0,1.0,0.75,1.0,False,one_axis_alpha_wait_spillover,,True,1.20773930754,0.0,,30.0,1502.0,1.0,False,True,False
