agents,better,bootstrap,equal,map,mean_delta_ratio_vs_ltm,median_delta_ratio_vs_ltm,method,ratio_worse_than_ltm_groups,rows,success_worse_than_ltm_groups,worse
50,2,"{'mean': 0.005349554307000015, 'ci_low': -0.006348727960000034, 'ci_high': 0.01576021266800003, 'prob_mean_lt_0': 0.1725, 'samples': 2000}",1,maze-32-32-4,0.005349554307000015,0.008052729695000038,repair5g_dual_c_equiv_c100_b100_w075_d100,1,10,0,7
100,4,"{'mean': 0.003607253075999961, 'ci_low': -0.012744979630000052, 'ci_high': 0.01781341300299999, 'prob_mean_lt_0': 0.321, 'samples': 2000}",0,maze-32-32-4,0.003607253075999961,0.007745072224999983,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,1,10,0,6
100,5,"{'mean': -0.0020876038150000166, 'ci_low': -0.011023899164999951, 'ci_high': 0.006225784197999995, 'prob_mean_lt_0': 0.6895, 'samples': 2000}",0,maze-32-32-4,-0.0020876038150000166,-0.00015302034000008735,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0,10,0,5
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g2_best_frozen_static_candidate,1,10,0,7
100,3,"{'mean': 0.009026672807000025, 'ci_low': -0.008022905495999998, 'ci_high': 0.025893078274000024, 'prob_mean_lt_0': 0.1425, 'samples': 2000}",0,maze-32-32-4,0.009026672807000025,0.009609623125000133,repair5g2_c_equiv_best_frozen_baseline,1,10,0,7
100,5,"{'mean': -0.0020876038150000166, 'ci_low': -0.011023899164999951, 'ci_high': 0.006225784197999995, 'prob_mean_lt_0': 0.6895, 'samples': 2000}",0,maze-32-32-4,-0.0020876038150000166,-0.00015302034000008735,repair5g2_frozen_static_or_selector,0,10,0,5
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g2_g1_top_diagnostic_candidate,1,10,0,7
100,5,"{'mean': -0.0020876038150000166, 'ci_low': -0.011023899164999951, 'ci_high': 0.006225784197999995, 'prob_mean_lt_0': 0.6895, 'samples': 2000}",0,maze-32-32-4,-0.0020876038150000166,-0.00015302034000008735,repair5g53_runtime_always_map_agent_minimal_hook,0,10,0,5
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_runtime_always_static_minimal_hook,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_runtime_static_shadow_noop_minimal,1,10,0,7
100,3,"{'mean': 0.018396092689999997, 'ci_low': 0.0002016336519999884, 'ci_high': 0.03802589927000002, 'prob_mean_lt_0': 0.023, 'samples': 2000}",0,maze-32-32-4,0.018396092689999997,0.007449276415000039,repair5g53_shadow_static_deferred_log,1,10,0,7
100,3,"{'mean': 0.018396092689999997, 'ci_low': 0.0002016336519999884, 'ci_high': 0.03802589927000002, 'prob_mean_lt_0': 0.023, 'samples': 2000}",0,maze-32-32-4,0.018396092689999997,0.007449276415000039,repair5g53_shadow_static_full_log,1,10,0,7
100,3,"{'mean': 0.018396092689999997, 'ci_low': 0.0002016336519999884, 'ci_high': 0.03802589927000002, 'prob_mean_lt_0': 0.023, 'samples': 2000}",0,maze-32-32-4,0.018396092689999997,0.007449276415000039,repair5g53_static_hook_cost_audit_only,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_features_no_cost_audit,1,10,0,7
100,3,"{'mean': 0.018396092689999997, 'ci_low': 0.0002016336519999884, 'ci_high': 0.03802589927000002, 'prob_mean_lt_0': 0.023, 'samples': 2000}",0,maze-32-32-4,0.018396092689999997,0.007449276415000039,repair5g53_static_hook_full_features_jsonl,1,10,0,7
100,3,"{'mean': 0.018396092689999997, 'ci_low': 0.0002016336519999884, 'ci_high': 0.03802589927000002, 'prob_mean_lt_0': 0.023, 'samples': 2000}",0,maze-32-32-4,0.018396092689999997,0.007449276415000039,repair5g53_static_hook_full_features_no_jsonl,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_jsonl_log_only,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_memory_counter,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_minimal,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_params_hash_only,1,10,0,7
100,3,"{'mean': 0.006216952418999977, 'ci_low': -0.006360168585000015, 'ci_high': 0.022890747151999968, 'prob_mean_lt_0': 0.2255, 'samples': 2000}",0,maze-32-32-4,0.006216952418999977,0.005779421319999978,repair5g53_static_hook_traffic_hash_only,1,10,0,7
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",10,maze-32-32-4,0.0,0.0,repair5g_dual_c_equiv_additive,0,10,0,0
100,2,"{'mean': 0.00940736980100001, 'ci_low': -0.0012177319749999693, 'ci_high': 0.020591071249000014, 'prob_mean_lt_0': 0.0435, 'samples': 2000}",0,maze-32-32-4,0.00940736980100001,0.006496251600000003,repair5g_dual_c_equiv_c100_b100_w075_d095,1,10,0,8
100,3,"{'mean': 0.009026672807000025, 'ci_low': -0.008022905495999998, 'ci_high': 0.025893078274000024, 'prob_mean_lt_0': 0.1425, 'samples': 2000}",0,maze-32-32-4,0.009026672807000025,0.009609623125000133,repair5g_dual_c_equiv_c100_b100_w075_d100,1,10,0,7
50,9,"{'mean': -0.014113910263700024, 'ci_low': -0.018019229604700003, 'ci_high': -0.009967206389000038, 'prob_mean_lt_0': 1.0, 'samples': 2000}",1,random-32-32-20,-0.014113910263700024,-0.015977218228500012,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0,10,0,0
50,3,"{'mean': -0.005525406009000022, 'ci_low': -0.015091918344000055, 'ci_high': 0.002230426714, 'prob_mean_lt_0': 0.899, 'samples': 2000}",6,random-32-32-20,-0.005525406009000022,0.0,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g2_best_frozen_static_candidate,0,10,0,1
50,0,"{'mean': 0.0008650549789999795, 'ci_low': 0.00016750418800000056, 'ci_high': 0.0017538260019999807, 'prob_mean_lt_0': 0.0, 'samples': 2000}",6,random-32-32-20,0.0008650549789999795,0.0,repair5g2_c_equiv_best_frozen_baseline,1,10,0,4
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g2_frozen_static_or_selector,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g2_g1_top_diagnostic_candidate,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_runtime_always_map_agent_minimal_hook,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_runtime_always_static_minimal_hook,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_runtime_static_shadow_noop_minimal,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_shadow_static_deferred_log,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_shadow_static_full_log,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_cost_audit_only,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_features_no_cost_audit,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_full_features_jsonl,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_full_features_no_jsonl,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_jsonl_log_only,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_memory_counter,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_minimal,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_params_hash_only,0,10,0,1
50,6,"{'mean': -0.009396610475599998, 'ci_low': -0.0159117449206, 'ci_high': -0.003315874507200034, 'prob_mean_lt_0': 1.0, 'samples': 2000}",3,random-32-32-20,-0.009396610475599998,-0.00800069621799998,repair5g53_static_hook_traffic_hash_only,0,10,0,1
50,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",10,random-32-32-20,0.0,0.0,repair5g_dual_c_equiv_additive,0,10,0,0
50,2,"{'mean': 0.0003443505769999966, 'ci_low': -0.004205388170000002, 'ci_high': 0.004903889283999985, 'prob_mean_lt_0': 0.424, 'samples': 2000}",6,random-32-32-20,0.0003443505769999966,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,1,10,0,2
50,0,"{'mean': 0.0008650549789999795, 'ci_low': 0.00016750418800000056, 'ci_high': 0.0017538260019999807, 'prob_mean_lt_0': 0.0, 'samples': 2000}",6,random-32-32-20,0.0008650549789999795,0.0,repair5g_dual_c_equiv_c100_b100_w075_d100,1,10,0,4
100,8,"{'mean': -0.061494715102222215, 'ci_low': -0.08439226446444444, 'ci_high': -0.03710107614222226, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061494715102222215,-0.07441860464999994,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0,10,0,1
100,8,"{'mean': -0.034336309502222245, 'ci_low': -0.053334529808888975, 'ci_high': -0.01636766851444444, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.034336309502222245,-0.03144104803000003,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g2_best_frozen_static_candidate,0,10,0,1
100,4,"{'mean': -0.014196083922222207, 'ci_low': -0.033373593764444424, 'ci_high': 0.0024907129600000052, 'prob_mean_lt_0': 0.951, 'samples': 2000}",4,random-32-32-20,-0.014196083922222207,0.0,repair5g2_c_equiv_best_frozen_baseline,0,10,0,1
100,8,"{'mean': -0.061494715102222215, 'ci_low': -0.08439226446444444, 'ci_high': -0.03710107614222226, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061494715102222215,-0.07441860464999994,repair5g2_frozen_static_or_selector,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g2_g1_top_diagnostic_candidate,0,10,0,1
100,8,"{'mean': -0.061494715102222215, 'ci_low': -0.08439226446444444, 'ci_high': -0.03710107614222226, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061494715102222215,-0.07441860464999994,repair5g53_runtime_always_map_agent_minimal_hook,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_runtime_always_static_minimal_hook,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_runtime_static_shadow_noop_minimal,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_shadow_static_deferred_log,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_shadow_static_full_log,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_cost_audit_only,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_features_no_cost_audit,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_full_features_jsonl,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_full_features_no_jsonl,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_jsonl_log_only,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_memory_counter,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_minimal,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_params_hash_only,0,10,0,1
100,8,"{'mean': -0.061059022560000016, 'ci_low': -0.08451613857111116, 'ci_high': -0.03719976153555556, 'prob_mean_lt_0': 1.0, 'samples': 2000}",0,random-32-32-20,-0.061059022560000016,-0.06641000961999999,repair5g53_static_hook_traffic_hash_only,0,10,0,1
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",9,random-32-32-20,0.0,0.0,repair5g_dual_c_equiv_additive,0,10,0,0
100,4,"{'mean': -0.0016225126744444651, 'ci_low': -0.021363509187777813, 'ci_high': 0.016576863745555472, 'prob_mean_lt_0': 0.5685, 'samples': 2000}",3,random-32-32-20,-0.0016225126744444651,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,0,10,0,2
100,4,"{'mean': -0.014196083922222207, 'ci_low': -0.033373593764444424, 'ci_high': 0.0024907129600000052, 'prob_mean_lt_0': 0.951, 'samples': 2000}",4,random-32-32-20,-0.014196083922222207,0.0,repair5g_dual_c_equiv_c100_b100_w075_d100,0,10,0,1
50,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",10,warehouse-10-20-10-2-1,0.0,0.0,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0,10,0,0
50,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",10,warehouse-10-20-10-2-1,0.0,0.0,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0,10,0,0
