split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.40816326530612246,0.8775510204081632,0.62,27,0.8148148148148148,0.33
validation,empty-48-48,100,100,57,0.43859649122807015,0.8421052631578947,0.71,28,0.75,0.48
validation,empty-48-48,200,100,47,0.1276595744680851,0.723404255319149,0.62,14,0.42857142857142855,0.69
validation,empty-48-48,400,100,59,0.15254237288135594,0.7796610169491526,0.52,17,0.35294117647058826,0.81
validation,maze-32-32-4,50,100,76,0.27631578947368424,0.5394736842105263,0.73,48,0.6041666666666666,0.05
validation,maze-32-32-4,100,100,70,0.04285714285714286,0.4857142857142857,0.49,54,0.12962962962962962,0.43
validation,maze-32-32-4,200,100,82,0.0,0.6219512195121951,0.33,79,0.0,0.75
validation,maze-32-32-4,400,62,43,0.0,0.6046511627906976,0.3225806451612903,43,0.0,0.5967741935483871
