split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,top3_rules,harmful_labels
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,1,0,use_nonadditive,use_nonadditive,wait_light,decay_090,selected,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.077519379845,True,True,0.077519379845,0.01,"[-0.8653001163870795, 0.1771713924407959, 0.44834041893482207, -0.530630248785019, 0.3732659208774567, -0.6624446630477905, -0.8699868066058843, -0.8373230078813504]","[0.00013398364535532892, 0.5755492448806763, 0.46082720160484314, 0.599277913570404, 0.544282853603363, 0.6547605991363525, 0.00021628015383612365, 0.00021149216627236456]",0.6875264644622803,0.135948047041893,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,1,1,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.135658914729,True,True,0.1,0.01,"[-0.4848684631338983, 0.377160085439682, 0.369289892911911, 0.19692787885665894, 0.3467099845409393, -0.28800651550292966, 0.22122252106666565, 0.20957617282867433]","[8.773084118729457e-05, 0.5174421668052673, 0.4939383268356323, 0.5615426301956177, 0.5381277203559875, 0.5975574851036072, 0.5560173988342285, 0.5549647808074951]",0.7967692613601685,0.10439201444387436,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,50,1,2,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0968992248062,True,True,0.0968992248062,0.01,"[-0.2906080633706006, 0.3482421684265137, 0.34760711550712586, 0.3514147996902466, 0.33516135334968566, -0.3272920548915863, 0.23066027641296385, 0.22435937881469725]","[9.164366201730445e-05, 0.5632785558700562, 0.5282769799232483, 0.5405396223068237, 0.51959627866745, 0.6201982498168945, 0.5598894357681274, 0.5579195618629456]",0.6742802262306213,0.17749737203121185,"[""block_light"", ""commit_heavy"", ""block_heavy""]","[0, 1, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,50,1,3,defer_ltm,defer_ltm,block_heavy,additive_ltm,unsafe,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0077519379845,False,False,0.0077519379845,0.01,"[-0.2857422425918048, 0.3559875965118408, 0.3504394698143005, 0.35553022742271423, 0.3448615348339081, 0.024831187725067136, 0.30923771023750307, 0.2997678279876709]","[8.888330194167793e-05, 0.5369490385055542, 0.48324263095855713, 0.5027236938476562, 0.5061389207839966, 0.5336427688598633, 0.5087737441062927, 0.5081024765968323]",0.6271833181381226,0.20754005014896393,"[""commit_heavy"", ""block_light"", ""block_heavy""]","[0, 1, 0, 1, 0, 1, 1, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,100,1,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_confidence,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0951923076923,True,True,0.0951923076923,0.01,"[-0.9071264847362182, 0.44123701691627504, 0.3745306134223938, -0.9198373103141785, 0.44797037363052367, -0.9559150850772857, -1.2205102269828785, -1.1643986912484978]","[0.0003009251959156245, 0.5348958373069763, 0.5617886781692505, 0.6993032693862915, 0.473848819732666, 0.7162328362464905, 0.0003388771438039839, 0.00027523396420292556]",0.7821285128593445,0.09705635905265808,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 1, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,100,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0346153846154,True,True,0.0346153846154,0.01,"[-0.2813853819889482, 0.34659278750419614, 0.3319929027557373, 0.3278046631813049, 0.34741144299507143, -0.2486266314983368, 0.17912221908569337, 0.19516531348228455]","[9.784958092495799e-05, 0.579699695110321, 0.5817722082138062, 0.5906145572662354, 0.5545815229415894, 0.6335234642028809, 0.5983571410179138, 0.59526526927948]",0.6689935326576233,0.17612583935260773,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 1]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,100,1,2,use_nonadditive,defer_ltm,wait_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.118269230769,True,True,0.1,0.01,"[-0.307292232063337, 0.34819361448287967, 0.33439895153045657, 0.3526724290847778, 0.3417747789621353, -0.41582041382789614, 0.22953017711639404, 0.22733145892620088]","[8.53909514262341e-05, 0.517684280872345, 0.5274461507797241, 0.5190625190734863, 0.4822424352169037, 0.616411566734314, 0.5412150621414185, 0.5401976704597473]",0.6358717083930969,0.2035512775182724,"[""block_light"", ""commit_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,100,1,3,use_nonadditive,defer_ltm,decay_090,additive_ltm,unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0471153846154,True,True,0.0471153846154,0.01,"[-0.23797127777768765, 0.3543718087673187, 0.3315484631061554, 0.3476049864292145, 0.3424892568588257, -0.22752270460128785, 0.21505655407905577, 0.2168386149406433]","[9.843430598266423e-05, 0.5728442072868347, 0.583570659160614, 0.5812199711799622, 0.5486630201339722, 0.6330089569091797, 0.5869500041007996, 0.5856714248657227]",0.6293866634368896,0.19306764006614685,"[""commit_heavy"", ""block_light"", ""wait_light""]","[0, 1, 1, 1, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,200,1,0,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,low_confidence,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1.14440611138,True,True,0.1,0.01,"[-0.7264260768541135, 0.4211726367473602, 0.3622761023044586, -0.6193536674976349, 0.3924791717529297, -0.5885522162914276, -1.045813073523459, -0.9956399939858238]","[0.0002300721826031804, 0.5578047037124634, 0.5767571330070496, 0.6978698372840881, 0.5429093837738037, 0.6820608973503113, 0.00024983324692584574, 0.00022422474285122007]",0.8175813555717468,0.08802285045385361,"[""commit_heavy"", ""wait_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,200,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.116806308526,True,True,0.1,0.01,"[-0.23444526416715233, 0.3109458220005035, 0.3256796193122864, 0.29954806447029114, 0.3274607765674591, -0.09742146968841553, 0.18496990263462065, 0.18756018996238707]","[0.0001202139537781477, 0.6007456183433533, 0.5942752361297607, 0.6020931005477905, 0.5789706707000732, 0.6301806569099426, 0.6064168810844421, 0.6059249639511108]",0.7065610289573669,0.15275868773460388,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 1]"
