map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
maze-32-32-4,50,4,maze-32-32-4-random-4.scen,lacam_star_ltm,always_additive_defer,True,True,1.15136338342,1.15136338342,0.0,False
maze-32-32-4,50,4,maze-32-32-4-random-4.scen,lacam_star_ltm,repair5e2_guarded_oracle_aligned_selector,True,True,1.15136338342,1.15136338342,0.0,False
maze-32-32-4,50,4,maze-32-32-4-random-4.scen,lacam_star_ltm,repair5e3_e2_recovery_disabled_parity,True,True,1.15136338342,1.15136338342,0.0,False
maze-32-32-4,50,4,maze-32-32-4-random-4.scen,lacam_star_ltm,repair5e3_e2_recovery_shuffled_support_diagnostic,True,True,1.15136338342,1.15136338342,0.0,False
maze-32-32-4,50,5,maze-32-32-4-random-5.scen,lacam_star_ltm,always_additive_defer,True,True,1.15545590433,1.15545590433,0.0,False
maze-32-32-4,50,5,maze-32-32-4-random-5.scen,lacam_star_ltm,repair5e2_guarded_oracle_aligned_selector,True,True,1.15545590433,1.15545590433,0.0,False
maze-32-32-4,50,5,maze-32-32-4-random-5.scen,lacam_star_ltm,repair5e3_e2_recovery_disabled_parity,True,True,1.15545590433,1.15545590433,0.0,False
maze-32-32-4,50,5,maze-32-32-4-random-5.scen,lacam_star_ltm,repair5e3_e2_recovery_shuffled_support_diagnostic,True,True,1.15545590433,1.15545590433,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,always_additive_defer,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e2_guarded_oracle_aligned_selector,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e3_e2_recovery_disabled_parity,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e3_e2_recovery_shuffled_support_diagnostic,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,always_additive_defer,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e2_guarded_oracle_aligned_selector,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e3_e2_recovery_disabled_parity,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e3_e2_recovery_shuffled_support_diagnostic,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,always_additive_defer,True,True,1.14871306006,1.14871306006,0.0,False
