context_budget_iteration_key,selected_candidate,issue,raw_delta_ratio,raw_delta_number_blank_as_zero,corrected_delta_ratio_for_mean,metric_risk,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|100|212|2000|1,repair5g59_additive_fallback,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
random-32-32-20|100|251|2000|1,repair5g59_additive_fallback,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|212|1000|0,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|212|1000|final,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|212|2000|0,repair5g59_wait_conservative,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|212|2000|final,repair5g59_wait_conservative,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|213|1000|0,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|213|1000|final,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|213|2000|final,repair5g59_wait_conservative,blank_delta_ratio,,0,-0.25,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|214|1000|0,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|214|1000|final,repair5g59_c_only_f_disabled,blank_delta_ratio,,0,0,mean_delta_understates_success_regression,False,False,False,False,False
warehouse-10-20-10-2-1|50|214|2000|0,repair5g59_wait_conservative,success_regression_blank_or_zero_delta,,0,0.25,mean_delta_understates_success_regression,False,False,False,False,False
