context_key,checkpoint_key,policy_family,policy_action,selected_theta_id,selected_theta_fingerprint,abstain_probability,risk_score,risk_upper_bound,utility_score,support_distance_to_safe,support_distance_to_hard_negative,reason_code,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.9733096085,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20|50|1407|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.3683187561,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1408|1000|0|14650fb0739d0383,random-32-32-20|50|1408|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.7309027778,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1409|1000|0|14650fb0739d0383,random-32-32-20|50|1409|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.889135255,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1410|1000|0|14650fb0739d0383,random-32-32-20|50|1410|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.7909407666,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1411|1000|0|14650fb0739d0383,random-32-32-20|50|1411|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.8080614204,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1412|1000|0|14650fb0739d0383,random-32-32-20|50|1412|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.9641897941,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1413|1000|0|14650fb0739d0383,random-32-32-20|50|1413|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.9313304721,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1414|1000|0|14650fb0739d0383,random-32-32-20|50|1414|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.7023255814,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
random-32-32-20|50|1415|1000|0|14650fb0739d0383,random-32-32-20|50|1415|2000|c0_short1000_t050_i2,abstain_first_hard_negative_rejector,ABSTAIN_TO_STATIC_FLOW,,,1,1,1,,0.6799307959,0,strict_label_v2_no_non_static_usage_until_fresh_policy_as_executed_replay,False,False,False,False,False
