split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,top3_rules,harmful_labels
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter0,empty-16-16,50,1,0,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,True,True,True,0.077519379845,0.0,0.077519379845,0.077519379845,0.0,0.077519379845,False,0.077519379845,True,True,0.077519379845,0.01,"[0.523879437231517, 1.083219285905361, 2.3335252563655375, 1.4093586269021035, 2.3519162333011625, 1.9782834336161614, 0.16087765995645895, 0.12219736668863333]","[0.00022209766029845923, 0.21997113525867462, 0.10892967134714127, 0.12785165011882782, 0.08811157941818237, 0.12007810175418854, 0.0007003525970503688, 0.0006240142392925918]",0.6781753301620483,0.20042777061462402,"[""wait_light"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter1,empty-16-16,50,1,1,use_nonadditive,use_nonadditive,commit_heavy,commit_heavy,selected,True,True,True,0.135658914729,0.0,0.135658914729,0.1,0.0,0.1,False,0.135658914729,True,True,0.1,0.01,"[0.6133629462495446, 2.0932639038562773, 1.771964316368103, 0.5221882838010788, 1.8780998039245604, 1.8617297704517841, 1.2702606223523616, 1.3301861053705215]","[0.0009815823286771774, 0.0886182188987732, 0.07748579978942871, 0.20817330479621887, 0.07418370246887207, 0.09864421933889389, 0.058773644268512726, 0.07205721735954285]",0.9296187162399292,0.04130949452519417,"[""commit_heavy"", ""wait_light"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter2,empty-16-16,50,1,2,use_nonadditive,use_nonadditive,block_light,wait_light,selected,False,True,True,0.0968992248062,0.0,0.0968992248062,0.0968992248062,0.0,0.0968992248062,False,0.0968992248062,True,True,0.0968992248062,0.01,"[1.0684104613692034, -0.038197111040353775, 2.341009700931609, 1.9918291489034892, 2.555743543356657, 1.9234536033496261, 1.7557481986284256, 1.678189534023404]","[0.0004914788878522813, 0.2992544174194336, 0.027199355885386467, 0.01828114315867424, 0.08362094312906265, 0.030986757948994637, 0.03768572211265564, 0.03724604472517967]",0.6920361518859863,0.1347597986459732,"[""wait_light"", ""block_heavy"", ""block_light""]","[0, 1, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter3,empty-16-16,50,1,3,defer_ltm,use_nonadditive,block_heavy,wait_light,selected,False,False,False,0.00581395348837,0.0,0.00581395348837,0.00581395348837,0.0,0.00581395348837,False,0.0077519379845,False,False,0.0077519379845,0.01,"[1.2524703680112725, 0.2161565214395523, 2.0434407052397727, 1.4521529026329518, 2.393216505125165, 1.567795453965664, 0.9849292755126953, 1.2192384883761407]","[0.00036985360202379525, 0.24029642343521118, 0.03820033371448517, 0.10351266711950302, 0.018458839505910873, 0.09166903793811798, 0.1068645715713501, 0.08345402777194977]",0.7592347860336304,0.18656842410564423,"[""wait_light"", ""block_heavy"", ""wait_heavy""]","[0, 1, 0, 1, 0, 1, 1, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter0,empty-16-16,100,1,0,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,True,True,True,0.0951923076923,0.0,0.0951923076923,0.0951923076923,0.0,0.0951923076923,False,0.0951923076923,True,True,0.0951923076923,0.01,"[-0.516365078955423, 0.3172202074527741, 0.8689727595448494, -0.09169748902320862, 2.199775146096945, -0.9305224585533142, -0.3376322976523079, -0.3292672540480271]","[0.0014467969303950667, 0.26920604705810547, 0.20849798619747162, 0.27746209502220154, 0.08442766219377518, 0.40964269638061523, 0.0010683723958209157, 0.0009815183002501726]",0.8044720888137817,0.12142586708068848,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter1,empty-16-16,100,1,1,use_nonadditive,use_nonadditive,block_heavy,block_light,selected,False,True,True,-0.0144230769231,0.0,-0.0144230769231,-0.0144230769231,0.0,-0.0144230769231,False,0.0346153846154,True,True,0.0346153846154,0.01,"[0.6640633531147614, 0.1718427437543869, 1.2922715304791927, 1.5877727867662907, 2.101158227622509, -0.611044352054596, 0.5303078633546829, 0.09528362691402435]","[0.001927277771756053, 0.32840049266815186, 0.08985818177461624, 0.0741809532046318, 0.10064412653446198, 0.40069544315338135, 0.25557705760002136, 0.37730637192726135]",0.7841193079948425,0.129292830824852,"[""wait_light"", ""block_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 1]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter2,empty-16-16,100,1,2,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,True,True,True,0.118269230769,0.0,0.118269230769,0.1,0.0,0.1,False,0.118269230769,True,True,0.1,0.01,"[1.0558781943493523, 0.27152834355831146, 2.122556672170758, 1.2261530190706253, 2.6426536903530358, 1.5390051021426916, 1.8751289565861224, 1.6547223830223083]","[0.0009937993017956614, 0.34329840540885925, 0.039232488721609116, 0.09090885519981384, 0.032365988940000534, 0.051906634122133255, 0.054623089730739594, 0.07461059093475342]",0.6408019661903381,0.1479039341211319,"[""wait_light"", ""block_heavy"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter3,empty-16-16,100,1,3,use_nonadditive,use_nonadditive,decay_090,decay_090,selected,True,True,True,0.0471153846154,0.0,0.0471153846154,0.0471153846154,0.0,0.0471153846154,False,0.0471153846154,True,True,0.0471153846154,0.01,"[0.5992115084873513, -0.16369747638702392, 0.18226449251174925, 0.001219699829816818, 1.8021798734366894, -1.1097292864322663, 1.1600057697296142, 1.4095063620805741]","[0.001809276407584548, 0.3540506064891815, 0.2790830731391907, 0.32013437151908875, 0.09090004116296768, 0.4571138024330139, 0.09011220932006836, 0.05529913306236267]",0.6454215049743652,0.21335141360759735,"[""wait_light"", ""decay_090"", ""decay_095""]","[0, 1, 1, 1, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter0,empty-16-16,200,1,0,use_nonadditive,use_nonadditive,commit_heavy,wait_light,selected,False,True,True,1.12518482011,0.0,1.12518482011,0.1,0.0,0.1,False,1.14440611138,True,True,0.1,0.01,"[-0.5014483272843063, 1.8651555375009776, 1.1144964414834977, 0.9820227499306202, 1.9040693689882755, 0.5162697038054467, -0.5111400734679773, -0.6071914359554649]","[0.003066360019147396, 0.031389813870191574, 0.12871763110160828, 0.09298684448003769, 0.07009183615446091, 0.14383693039417267, 0.003538783872500062, 0.0039931368082761765]",0.8741804957389832,0.07517293840646744,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter1,empty-16-16,200,1,1,use_nonadditive,use_nonadditive,block_heavy,block_light,selected,False,True,True,0.203548546082,0.0,0.203548546082,0.1,0.0,0.1,False,0.116806308526,True,True,0.1,0.01,"[0.6611419619782828, -0.16080639362335206, 1.4123839139938354, 2.0959153179824352, 2.056913916170597, -0.8125646764039993, 1.2733022040128708, 1.2626638692617416]","[0.0015363014535978436, 0.3453361988067627, 0.16366839408874512, 0.08367297798395157, 0.13785044848918915, 0.4292609989643097, 0.1769181787967682, 0.19754627346992493]",0.590772807598114,0.2647256553173065,"[""block_light"", ""wait_light"", ""block_heavy""]","[0, 1, 0, 0, 0, 1, 0, 1]"
