row_type,model,risk_bucket_low,risk_bucket_high,contexts,mean_predicted_avoidable_risk,actual_avoidable_risk_rate,ece_abs_error,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
avoidable_risk_calibration_bucket,best_fixed_g522_train_candidate,0.0,0.05,60,0.0,0.016666666666666666,0.016666666666666666,False,False,False,False,False
avoidable_risk_calibration_bucket,best_fixed_g522_train_candidate,0.05,0.1,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,best_fixed_g522_train_candidate,0.1,0.2,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,best_fixed_g522_train_candidate,0.2,0.5,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,best_fixed_g522_train_candidate,0.5,1.01,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_avoidable_risk_ridge_runtime_safe,0.0,0.05,36,0.009138156303555555,0.027777777777777776,0.01863962147422222,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_avoidable_risk_ridge_runtime_safe,0.05,0.1,17,0.06375643876423531,0.0,0.06375643876423531,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_avoidable_risk_ridge_runtime_safe,0.1,0.2,7,0.11516436875614286,0.0,0.11516436875614286,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_avoidable_risk_ridge_runtime_safe,0.2,0.5,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_avoidable_risk_ridge_runtime_safe,0.5,1.01,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_utility_ridge_runtime_safe,0.0,0.05,36,0.010414743356777778,0.027777777777777776,0.017363034420999998,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_utility_ridge_runtime_safe,0.05,0.1,16,0.06321847130337502,0.0,0.06321847130337502,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_utility_ridge_runtime_safe,0.1,0.2,8,0.116597939314125,0.0,0.116597939314125,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_utility_ridge_runtime_safe,0.2,0.5,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,candidate_utility_ridge_runtime_safe,0.5,1.01,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,conformal_abstention_runtime_safe,0.0,0.05,36,0.009138156303555555,0.027777777777777776,0.01863962147422222,False,False,False,False,False
avoidable_risk_calibration_bucket,conformal_abstention_runtime_safe,0.05,0.1,17,0.06375643876423531,0.0,0.06375643876423531,False,False,False,False,False
avoidable_risk_calibration_bucket,conformal_abstention_runtime_safe,0.1,0.2,7,0.11516436875614286,0.0,0.11516436875614286,False,False,False,False,False
avoidable_risk_calibration_bucket,conformal_abstention_runtime_safe,0.2,0.5,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,conformal_abstention_runtime_safe,0.5,1.01,0,inf,inf,,False,False,False,False,False
avoidable_risk_calibration_bucket,context_gate_then_candidate_ranker_runtime_safe,0.0,0.05,36,0.009138156303555555,0.027777777777777776,0.01863962147422222,False,False,False,False,False
avoidable_risk_calibration_bucket,context_gate_then_candidate_ranker_runtime_safe,0.05,0.1,17,0.06375643876423531,0.0,0.06375643876423531,False,False,False,False,False
