evaluation_uid,model_kind,split,map_family,opportunity_category,actor_risk,g556_risk,oracle_risk,oracle_gap,normalized_oracle_regret,distance_to_g556,positive_loss,harmful_loss,trust_loss,loss_config_sha256,hidden_dim,size,seed,checkpoint_sha256
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,train,empty,NONTRIVIAL_OPPORTUNITY,0.004658779881494823,0.00657715821368246,0.0,0.00657715821368246,0.708327172638658,0.006468119099736214,0.004658779881494823,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,1,565,affa62030622075dedee47fb90ced57df85bb0cfeafc15394357db802ad11ad7
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.03155847638845444,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,1,565,cea7117e4bf6c04bca2440c1d39ad48b4bd2d138d83807a3470884d17540526e
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.029619622975587845,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,1,565,04df38863e5747ce5ecf3fe10ad5eec49662aacb5610bde193194818b1b551ed
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.03022216632962227,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,1,565,9a1037465de228eb9ea09469e8ebea1d80807d40451f5d694165bd6eba06f4d4
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,train,empty,NONTRIVIAL_OPPORTUNITY,0.004658779881494823,0.00657715821368246,0.0,0.00657715821368246,0.708327172638658,0.006468119099736214,0.004658779881494823,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,96,1,565,d1aa12c1561a86a0bef60d3b35aaddbc754689afffdb5ccf95e2dc0d147c464b
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.03257453069090843,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,96,1,565,07a180b77d6bb5f5ace1ef88d1b0f24a7ac56facf7acb169241607c9a02eb8d4
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.029899055138230324,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,96,1,565,fa0aae011c525ec0a7c7355788acb4ad14079443350f446843f004e5b3393b61
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,train,empty,NONTRIVIAL_OPPORTUNITY,0.0,0.00657715821368246,0.0,0.00657715821368246,0.0,0.027625422924757004,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,96,1,565,1b9c11d45cd11fc7b089a13ebdcfc28734d69da36ccb2f08f0d7b728e3b802f3
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,train,empty,NONTRIVIAL_OPPORTUNITY,0.005445002581292047,0.00657715821368246,0.0,0.00657715821368246,0.8278655316462982,0.005570410750806332,0.005445002581292047,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,e05e09236346dad6ac10091eb9448e4b2c77be7fadfa0138f9ddfe2c484d0330
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B1,train,game,NONTRIVIAL_OPPORTUNITY,0.000710147509790135,0.001203241316316564,0.0,0.001203241316316564,0.5901954164639908,0.005570410750806332,0.000710147509790135,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,e05e09236346dad6ac10091eb9448e4b2c77be7fadfa0138f9ddfe2c484d0330
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B1,train,irregular_bottleneck,NONTRIVIAL_OPPORTUNITY,0.21388257294893265,0.22028003819286823,0.0,0.22028003819286823,0.9709575806486186,0.005570410750806332,0.1878613829612732,0.026021189987659454,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,e05e09236346dad6ac10091eb9448e4b2c77be7fadfa0138f9ddfe2c484d0330
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B1,train,empty,MIXED_SAFETY_BOUNDARY,0.0,0.0,0.0,0.0,0.0,0.005570410750806332,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,e05e09236346dad6ac10091eb9448e4b2c77be7fadfa0138f9ddfe2c484d0330
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,train,empty,NONTRIVIAL_OPPORTUNITY,0.011128774757489163,0.00657715821368246,0.0,0.00657715821368246,1.6920339143336975,0.04337716102600098,0.011128774757489163,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,acdf3b137030de04615fae72ce82307cbbb41dee1fa59a0507b967c2cda0fa6c
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B2,train,game,NONTRIVIAL_OPPORTUNITY,0.003812196763860437,0.001203241316316564,0.0,0.001203241316316564,3.168272824549083,0.03801928460597992,0.003812196763860437,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,acdf3b137030de04615fae72ce82307cbbb41dee1fa59a0507b967c2cda0fa6c
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B2,train,irregular_bottleneck,NONTRIVIAL_OPPORTUNITY,0.13393134251236916,0.22028003819286823,0.0,0.22028003819286823,0.6080048996319145,0.05758319050073624,0.13369053602218628,0.0002408064901828766,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,acdf3b137030de04615fae72ce82307cbbb41dee1fa59a0507b967c2cda0fa6c
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B2,train,empty,MIXED_SAFETY_BOUNDARY,0.0076782236007138654,0.0,0.0,0.0,76.78223600713865,0.04337716102600098,0.0076782236007138654,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,acdf3b137030de04615fae72ce82307cbbb41dee1fa59a0507b967c2cda0fa6c
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,train,empty,NONTRIVIAL_OPPORTUNITY,0.0004640186403753188,0.00657715821368246,0.0,0.00657715821368246,0.0705500195221123,0.02235739678144455,0.0004640186403753188,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,ab7e48fbcf8d644d3a21328cb3b468b00d10e9907ee6508c4d82b4d746575b47
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E0,train,game,NONTRIVIAL_OPPORTUNITY,0.0,0.001203241316316564,0.0,0.001203241316316564,0.0,0.015452474355697632,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,ab7e48fbcf8d644d3a21328cb3b468b00d10e9907ee6508c4d82b4d746575b47
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E0,train,irregular_bottleneck,NONTRIVIAL_OPPORTUNITY,0.033191364258527756,0.22028003819286823,0.0,0.22028003819286823,0.15067803933040336,0.15820381045341492,0.033191364258527756,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,ab7e48fbcf8d644d3a21328cb3b468b00d10e9907ee6508c4d82b4d746575b47
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E0,train,empty,MIXED_SAFETY_BOUNDARY,0.0,0.0,0.0,0.0,0.0,0.01603272184729576,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,ab7e48fbcf8d644d3a21328cb3b468b00d10e9907ee6508c4d82b4d746575b47
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,train,empty,NONTRIVIAL_OPPORTUNITY,7.44975038138862e-05,0.00657715821368246,0.0,0.00657715821368246,0.011326700893238218,0.025249959900975227,7.44975038138862e-05,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,edc92609f25491c8f4618523d107f0b839c586544d201fcd5cdae8ab3fa2fff1
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E1,train,game,NONTRIVIAL_OPPORTUNITY,0.0,0.001203241316316564,0.0,0.001203241316316564,0.0,0.014956733211874962,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,edc92609f25491c8f4618523d107f0b839c586544d201fcd5cdae8ab3fa2fff1
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E1,train,irregular_bottleneck,NONTRIVIAL_OPPORTUNITY,0.055154092609882355,0.22028003819286823,0.0,0.22028003819286823,0.25038170985603186,0.13674263656139374,0.055154092609882355,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,edc92609f25491c8f4618523d107f0b839c586544d201fcd5cdae8ab3fa2fff1
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E1,train,empty,MIXED_SAFETY_BOUNDARY,0.0,0.0,0.0,0.0,0.0,0.015582156367599964,0.0,0.0,0.0,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,64,4,565,edc92609f25491c8f4618523d107f0b839c586544d201fcd5cdae8ab3fa2fff1
