stage,candidate_id,candidate_group,event_condition,edge_class,method,support_pairs,seed_block_support,context_support,vs_pareto_lattice_pairs,vs_pareto_lattice_success_regression_count,vs_pareto_lattice_success_gain_count,vs_pareto_lattice_both_fail_count,vs_pareto_lattice_quality_only_pairs,vs_pareto_lattice_quality_only_mean_delta,vs_pareto_lattice_quality_only_median_delta,vs_pareto_lattice_quality_ci_low,vs_pareto_lattice_quality_ci_high,vs_pareto_lattice_mean_corrected_delta,vs_pareto_lattice_better_count,vs_pareto_lattice_equal_count,vs_pareto_lattice_worse_count,vs_pareto_lattice_safe_high_margin_count,vs_pareto_lattice_safe_low_margin_count,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,vs_additive_pairs,vs_additive_success_regression_count,vs_additive_success_gain_count,vs_additive_both_fail_count,vs_additive_quality_only_pairs,vs_additive_quality_only_mean_delta,vs_additive_quality_only_median_delta,vs_additive_quality_ci_low,vs_additive_quality_ci_high,vs_additive_mean_corrected_delta,vs_additive_better_count,vs_additive_equal_count,vs_additive_worse_count,vs_additive_safe_high_margin_count,vs_additive_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status
stage1,repair5g543_evt_commit_progress_flow_007,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p65_dc1p00_df1p00_beta0p6_max0p75_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_commit_progress_flow_008,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p65_dc1p00_df1p00_beta0p6_max1p00_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_commit_progress_flow_009,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p8_dc0p95_df1p00_beta0p45_max0p75_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_commit_progress_flow_010,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p8_dc0p95_df1p00_beta0p45_max1p00_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_commit_progress_flow_011,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p8_dc0p95_df1p00_beta0p6_max0p75_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_commit_progress_flow_012,committed_progress_flow_boosters,committed_progress,goal_progress,repair5g518_grid_c0p9_b0p95_f1p2_w0p8_dc0p95_df1p00_beta0p6_max1p00_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_nonprogress_penalty_001,nonprogress_commit_penalizers,committed_nonprogress,lateral,repair5g518_grid_c1p35_b1p1_f1p00_w0p85_dc0p92_df1p00_beta0p2_max0p35_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_nonprogress_penalty_002,nonprogress_commit_penalizers,committed_nonprogress,lateral,repair5g518_grid_c1p35_b1p1_f1p00_w0p85_dc0p92_df1p00_beta0p2_max0p6_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_nonprogress_penalty_011,nonprogress_commit_penalizers,committed_nonprogress,lateral,repair5g518_grid_c1p35_b1p1_f1p00_w1p00_dc0p92_df1p00_beta0p35_max0p35_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_nonprogress_penalty_012,nonprogress_commit_penalizers,committed_nonprogress,lateral,repair5g518_grid_c1p35_b1p1_f1p00_w1p00_dc0p92_df1p00_beta0p35_max0p6_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_001,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p95_df1p00_beta0p25_max0p5_c0,200,3,200,200,0,0,120,80,0.00352396300888,0,0.00352396300888,0.00352396300888,0.00140958520355,3,66,11,3,0,200,0,0,120,80,0.00352396300888,0,0.00352396300888,0.00352396300888,0.00140958520355,3,66,11,3,0,200,0,0,120,80,0.00470561879225,0,0.00470561879225,0.00470561879225,0.0018822475169,2,60,18,2,3,200,0,0,120,80,-0.00392398587225,0,-0.00392398587225,-0.00392398587225,-0.0015695943489,10,69,1,10,2,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_002,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p95_df1p00_beta0p25_max0p75_c0,200,3,200,200,0,0,120,80,1.2129411625e-06,0,1.2129411625e-06,1.2129411625e-06,4.85176465e-07,12,58,10,12,4,200,0,0,120,80,1.2129411625e-06,0,1.2129411625e-06,1.2129411625e-06,4.85176465e-07,12,58,10,12,4,200,0,0,120,80,0.003129352704,0,0.003129352704,0.003129352704,0.0012517410816,12,48,20,12,0,200,0,0,120,80,-0.0105430478388,0,-0.0105430478388,-0.0105430478388,-0.00421721913554,25,54,1,25,1,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_003,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p95_df1p00_beta0p4_max0p5_c0,200,3,200,200,0,0,120,80,0.00502111542808,0,0.00502111542808,0.00502111542808,0.00200844617123,1,61,18,1,2,200,0,0,120,80,0.00502111542808,0,0.00502111542808,0.00502111542808,0.00200844617123,1,61,18,1,2,200,0,0,120,80,0.00814925519091,0,0.00814925519091,0.00814925519091,0.00325970207636,6,47,27,6,1,200,0,0,120,80,-0.00552314535192,0,-0.00552314535192,-0.00552314535192,-0.00220925814077,15,64,1,15,1,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_005,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p98_df1p00_beta0p25_max0p5_c0,160,3,160,160,0,0,80,80,0.00602948110162,0,0.00602948110162,0.00602948110162,0.00301474055081,3,57,20,3,0,160,0,0,80,80,0.00602948110162,0,0.00602948110162,0.00602948110162,0.00301474055081,3,57,20,3,0,160,0,0,80,80,0.00915762086446,0,0.00915762086446,0.00915762086446,0.00457881043223,2,49,29,2,3,160,0,0,80,80,-0.00451477967838,0,-0.00451477967838,-0.00451477967838,-0.00225738983919,12,67,1,12,3,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_006,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p98_df1p00_beta0p25_max0p75_c0,200,3,200,200,0,0,120,80,1.2129411625e-06,0,1.2129411625e-06,1.2129411625e-06,4.85176465e-07,12,58,10,12,4,200,0,0,120,80,1.2129411625e-06,0,1.2129411625e-06,1.2129411625e-06,4.85176465e-07,12,58,10,12,4,200,0,0,120,80,0.003129352704,0,0.003129352704,0.003129352704,0.0012517410816,12,48,20,12,0,200,0,0,120,80,-0.0105430478388,0,-0.0105430478388,-0.0105430478388,-0.00421721913554,25,54,1,25,1,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_007,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p2_dc0p98_df1p00_beta0p4_max0p5_c0,200,3,200,200,0,0,120,80,0.00502111542808,0,0.00502111542808,0.00502111542808,0.00200844617123,1,61,18,1,2,200,0,0,120,80,0.00502111542808,0,0.00502111542808,0.00502111542808,0.00200844617123,1,61,18,1,2,200,0,0,120,80,0.00814925519091,0,0.00814925519091,0.00814925519091,0.00325970207636,6,47,27,6,1,200,0,0,120,80,-0.00552314535192,0,-0.00552314535192,-0.00552314535192,-0.00220925814077,15,64,1,15,1,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_009,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p4_dc0p95_df1p00_beta0p25_max0p5_c0,200,3,200,200,0,0,120,80,0.00784326730054,0,0.00784326730054,0.00784326730054,0.00313730692021,3,57,20,3,3,200,0,0,120,80,0.00784326730054,0,0.00784326730054,0.00784326730054,0.00313730692021,3,57,20,3,3,200,0,0,120,80,0.0109714070634,0,0.0109714070634,0.0109714070634,0.00438856282535,2,48,30,2,2,200,0,0,120,80,-0.00270099347946,0,-0.00270099347946,-0.00270099347946,-0.00108039739178,11,68,1,11,3,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_010,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p4_dc0p95_df1p00_beta0p25_max0p75_c0,160,3,160,160,0,0,120,40,0.00135147456132,0,0.00135147456132,0.00135147456132,0.000337868640331,3,30,7,3,0,160,0,0,120,40,0.00135147456132,0,0.00135147456132,0.00135147456132,0.000337868640331,3,30,7,3,0,160,0,0,120,40,0.00524444252025,0,0.00524444252025,0.00524444252025,0.00131111063006,2,30,8,2,0,160,0,0,120,40,-0.00484114923642,0,-0.00484114923642,-0.00484114923642,-0.00121028730911,9,31,0,9,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_neargoal_suppress_011,wait_near_goal_suppressors,wait_near_goal,goal_progress,repair5g518_grid_c1p00_b1p00_f1p00_w0p4_dc0p95_df1p00_beta0p4_max0p5_c0,160,3,160,160,0,0,120,40,0.00466920699325,0,0.00466920699325,0.00466920699325,0.00116730174831,0,32,8,0,0,160,0,0,120,40,0.00466920699325,0,0.00466920699325,0.00466920699325,0.00116730174831,0,32,8,0,0,160,0,0,120,40,0.00856217495218,0,0.00856217495218,0.00856217495218,0.00214054373804,0,29,11,0,0,160,0,0,120,40,-0.0015234168045,0,-0.0015234168045,-0.0015234168045,-0.000380854201125,3,37,0,3,1,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_001,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p92_df1p00_beta0p2_max0p5_c0,160,3,160,160,0,0,120,40,0.0041663124294,0,0.0041663124294,0.0041663124294,0.00104157810735,0,31,9,0,0,160,0,0,120,40,0.0041663124294,0,0.0041663124294,0.0041663124294,0.00104157810735,0,31,9,0,0,160,0,0,120,40,0.00805928038833,0,0.00805928038833,0.00805928038833,0.00201482009708,0,29,11,0,0,160,0,0,120,40,-0.00202631136835,0,-0.00202631136835,-0.00202631136835,-0.000506577842088,4,36,0,4,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_002,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p92_df1p00_beta0p2_max0p75_c0,80,3,80,80,0,0,40,40,0.00168268769725,0,0.00168268769725,0.00168268769725,0.000841343848625,1,32,7,1,2,80,0,0,40,40,0.00168268769725,0,0.00168268769725,0.00168268769725,0.000841343848625,1,32,7,1,2,80,0,0,40,40,0.00557565565618,0,0.00557565565618,0.00557565565618,0.00278782782809,1,29,10,1,0,80,0,0,40,40,-0.0045099361005,0,-0.0045099361005,-0.0045099361005,-0.00225496805025,8,32,0,8,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_003,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p92_df1p00_beta0p35_max0p5_c0,40,3,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_004,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p92_df1p00_beta0p35_max0p75_c0,40,3,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_005,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p95_df1p00_beta0p2_max0p5_c0,40,3,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_006,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p05_dc0p95_df1p00_beta0p2_max0p75_c0,40,3,40,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_009,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p3_dc0p92_df1p00_beta0p2_max0p5_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_010,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p3_dc0p92_df1p00_beta0p2_max0p75_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_011,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p3_dc0p92_df1p00_beta0p35_max0p5_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_evt_wait_traffic_penalize_012,wait_in_traffic_penalizers,wait_in_traffic,corridor,repair5g518_grid_c1p05_b1p15_f1p00_w1p3_dc0p92_df1p00_beta0p35_max0p75_c0,40,3,40,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_negative_control_001,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,120,3,120,120,9,7,3,101,0.024723966714,0,0.024723966714,0.024723966714,0.0249760053176,1,51,49,8,0,120,9,7,3,101,0.024723966714,0,0.024723966714,0.024723966714,0.0249760053176,1,51,49,8,0,120,8,3,4,105,0.0158077382362,0,0.0158077382362,0.0158077382362,0.0242484376233,2,62,41,5,1,120,8,6,4,102,-0.000426890822059,0,-0.000426890822059,-0.000426890822059,0.00380380946792,5,95,2,11,4,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_002,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p75_c1,120,3,120,120,5,7,3,105,0.0237821013153,0,0.0237821013153,0.0237821013153,0.0166426719842,1,55,49,8,0,120,5,7,3,105,0.0237821013153,0,0.0237821013153,0.0237821013153,0.0166426719842,1,55,49,8,0,120,3,2,5,110,0.01508920468,0,0.01508920468,0.01508920468,0.01591510429,2,67,41,4,1,120,4,6,4,106,-0.000410781734434,0,-0.000410781734434,-0.000410781734434,-0.00452952386542,5,99,2,11,4,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_003,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc0p95_df1p00_beta0p35_max0p00_c1,120,3,120,120,4,9,1,106,0.023557741869,0,0.023557741869,0.023557741869,0.0103926719843,1,56,49,10,0,120,4,9,1,106,0.023557741869,0,0.023557741869,0.023557741869,0.0103926719843,1,56,49,10,0,120,2,4,3,111,0.0149532658991,0,0.0149532658991,0.0149532658991,0.00966510429,2,68,41,6,1,120,3,8,2,107,-0.000406942652804,0,-0.000406942652804,-0.000406942652804,-0.0107795238654,5,100,2,13,4,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_004,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc0p95_df1p00_beta0p35_max0p75_c1,80,3,80,80,6,9,1,64,0.0299379632884,0.01168291046,0.0299379632884,0.0299379632884,0.0145753706307,0,30,34,9,0,80,6,9,1,64,0.0299379632884,0.01168291046,0.0299379632884,0.0299379632884,0.0145753706307,0,30,34,9,0,80,4,4,3,69,0.0150960358325,0,0.0150960358325,0.0150960358325,0.0130203309055,1,48,20,5,1,80,4,7,3,66,-0.000436332439545,0,-0.000436332439545,-0.000436332439545,-0.00973497426263,3,62,1,10,2,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_005,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc1p00_df1p00_beta0p00_max0p00_c1,40,3,40,40,7,8,2,23,0,0,0,0,-0.00625,0,23,0,8,0,40,7,8,2,23,0,0,0,0,-0.00625,0,23,0,8,0,40,6,4,3,27,0,0,0,0,0.0125,0,27,0,4,0,40,6,7,3,24,0,0,0,0,-0.00625,0,24,0,7,0,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_006,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc1p00_df1p00_beta0p00_max0p75_c1,40,3,40,40,6,6,4,24,0,0,0,0,0,0,24,0,6,0,40,6,6,4,24,0,0,0,0,0,0,24,0,6,0,40,8,5,2,25,0,0,0,0,0.01875,0,25,0,5,0,40,6,6,4,24,0,0,0,0,0,0,24,0,6,0,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_007,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc1p00_df1p00_beta0p35_max0p00_c1,40,3,40,40,10,7,3,20,0,0,0,0,0.01875,0,20,0,7,0,40,10,7,3,20,0,0,0,0,0.01875,0,20,0,7,0,40,10,4,3,23,0,0,0,0,0.0375,0,23,0,4,0,40,10,7,3,20,0,0,0,0,0.01875,0,20,0,7,0,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_008,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p75_dc1p00_df1p00_beta0p35_max0p75_c1,40,3,40,40,7,7,3,23,0,0,0,0,0,0,23,0,7,0,40,7,7,3,23,0,0,0,0,0,0,23,0,7,0,40,8,5,2,25,0,0,0,0,0.01875,0,25,0,5,0,40,7,7,3,23,0,0,0,0,0,0,23,0,7,0,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_009,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w1p00_dc0p95_df1p00_beta0p00_max0p00_c1,80,3,80,80,7,4,6,63,0.0166307168007,0,0.0166307168007,0.0166307168007,0.0224716894805,0,40,23,4,0,80,7,4,6,63,0.0166307168007,0,0.0166307168007,0.0166307168007,0.0224716894805,0,40,23,4,0,80,11,5,2,62,0.0159589344161,0,0.0159589344161,0.0159589344161,0.0311181741725,0,40,22,5,0,80,7,4,6,63,0,0,0,0,0.009375,0,63,0,4,0,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_negative_control_010,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w1p00_dc0p95_df1p00_beta0p00_max0p75_c1,40,3,40,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.024736348345,0.007532196311,0.024736348345,0.024736348345,0.024736348345,0,18,22,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_negative_control_011,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w1p00_dc0p95_df1p00_beta0p35_max0p00_c1,40,3,40,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.024736348345,0.007532196311,0.024736348345,0.024736348345,0.024736348345,0,18,22,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_negative_control_012,negative_controls,negative_control,none,repair5g518_grid_c1p00_b1p00_f0p00_w1p00_dc0p95_df1p00_beta0p35_max0p75_c1,40,3,40,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.0261933789611,0.013536386885,0.0261933789611,0.0261933789611,0.0261933789611,0,17,23,0,0,40,0,0,0,40,0.024736348345,0.007532196311,0.024736348345,0.024736348345,0.024736348345,0,18,22,0,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,False,False,False,False,False,boundary_or_quality_weak
stage1,repair5g543_pareto_overlay_conservative_001,pareto_static_residual_overlays,pareto_static_overlay,junction,repair5g518_grid_c1p15_b1p15_f1p00_w0p65_dc0p95_df1p00_beta0p25_max0p5_c0,160,3,160,160,0,1,82,77,0.00267306300961,0,0.00267306300961,0.00267306300961,-0.000276088426625,1,68,8,2,0,160,0,1,82,77,0.00267306300961,0,0.00267306300961,0.00267306300961,-0.000276088426625,1,68,8,2,0,160,1,1,81,77,0.00469538402723,0,0.00469538402723,0.00469538402723,0.00225965356311,0,66,11,1,0,160,1,1,81,77,-0.000543884417792,0,-0.000543884417792,-0.000543884417792,-0.000261744376062,3,74,0,4,1,False,False,False,False,False,unsafe_success_regression
stage1,repair5g543_pareto_overlay_conservative_002,pareto_static_residual_overlays,pareto_static_overlay,junction,repair5g518_grid_c1p15_b1p15_f1p00_w0p65_dc0p95_df1p00_beta0p25_max0p75_c0,160,3,160,160,0,1,82,77,0.000751266554974,0,0.000751266554974,0.000751266554974,-0.00120095297042,2,69,6,3,2,160,0,1,82,77,0.000751266554974,0,0.000751266554974,0.000751266554974,-0.00120095297042,2,69,6,3,2,160,1,1,81,77,0.0027735875726,0,0.0027735875726,0.0027735875726,0.00133478901931,1,68,8,2,1,160,1,1,81,77,-0.00246568087243,0,-0.00246568087243,-0.00246568087243,-0.00118660891986,6,71,0,7,2,False,False,False,False,False,unsafe_success_regression
