policy_name,policy_key,map_family,map,agents,budget_ms,iteration_bucket,selected_role,selected_candidate,ladder_baseline_role,ladder_baseline_candidate,overlay_applied,overlay_label,overlay_region_id,policy_type,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
P0_static_flow_only,maze|50|500|final,maze,maze-32-32-4,50,500,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,maze|100|500|final,maze,maze-32-32-4,100,500,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|50|1000|final,random,random-32-32-20,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|50|2000|final,random,random-32-32-20,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|100|500|final,random,random-32-32-20,100,500,final,static_flow_shield,repair5g59_static_flow_shield,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|100|1000|final,random,random-32-32-20,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,random|100|2000|final,random,random-32-32-20,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P0_static_flow_only,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,static_flow_shield,repair5g59_static_flow_shield,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|50|500|final,random,random-32-32-20,50,500,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,static_flow_shield,repair5g59_static_flow_shield,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|50|1000|final,random,random-32-32-20,50,1000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|50|2000|final,random,random-32-32-20,50,2000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|100|500|final,random,random-32-32-20,100,500,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|100|1000|final,random,random-32-32-20,100,1000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,random|100|2000|final,random,random-32-32-20,100,2000,final,frozen_family_static_goal_aware,repair5g59_wait_aggressive,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P1_frozen_family_static_only,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,frozen_family_static_goal_aware,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|50|2000|final,random,random-32-32-20,50,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|100|500|final,random,random-32-32-20,100,500,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|100|1000|final,random,random-32-32-20,100,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,random|100|2000|final,random,random-32-32-20,100,2000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P2_deployable_static_ladder_only,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|50|2000|final,random,random-32-32-20,50,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|100|500|final,random,random-32-32-20,100,500,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|100|1000|final,random,random-32-32-20,100,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,random|100|2000|final,random,random-32-32-20,100,2000,final,param::repair5g541_refine_005,repair5g541_refine_005,additive_ltm,repair5g59_additive_fallback,True,overlay_safe_useful,repair5g541_refine_005|random|100|2000|final,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|50|500|final,warehouse,warehouse-10-20-10-2-1,50,500,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|50|1000|final,warehouse,warehouse-10-20-10-2-1,50,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|50|2000|final,warehouse,warehouse-10-20-10-2-1,50,2000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|100|500|final,warehouse,warehouse-10-20-10-2-1,100,500,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|100|1000|final,warehouse,warehouse-10-20-10-2-1,100,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,warehouse|100|2000|final,warehouse,warehouse-10-20-10-2-1,100,2000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
P4_ladder_plus_overlay_nonnegative,random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,additive_ltm,repair5g59_additive_fallback,False,,,deployable_static_ladder_with_conditional_residual_overlay,False,False,False,False,False
