policy,sample_id,top3_safe_oracle_capture_rate,selected_policy_utility,candidate_induced_no_solution_count,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
mlp_rank_effect_utility_head,0,0.15,0.05040587221164706,4,0.00041974954863124164,False,False,False,False,False
mlp_rank_effect_utility_head,1,0.15,0.039375516223820226,6,0.016138078333321267,False,False,False,False,False
mlp_rank_effect_utility_head,2,0.2,0.037095744372692314,10,0.05069079570575813,False,False,False,False,False
mlp_rank_effect_utility_head,3,0.175,0.051092759165487805,8,0.03302320463726909,False,False,False,False,False
mlp_rank_effect_utility_head,4,0.20833333333333334,0.0464532386627907,6,0.017168247102116008,False,False,False,False,False
mlp_rank_effect_utility_head,5,0.14166666666666666,0.03909229850000004,6,0.017107879982091873,False,False,False,False,False
mlp_rank_effect_utility_head,6,0.1,0.039054965622162194,8,0.03404502043478181,False,False,False,False,False
mlp_rank_effect_utility_head,7,0.175,0.045897140486533344,7,0.02583362632763611,False,False,False,False,False
mlp_rank_effect_utility_head,8,0.13333333333333333,0.04205554204027029,9,0.04190496236755697,False,False,False,False,False
mlp_rank_effect_utility_head,9,0.1,0.048039629108243255,12,0.06720116713181581,False,False,False,False,False
mlp_rank_effect_utility_head,10,0.15,0.04166250236095892,11,0.05920922201712045,False,False,False,False,False
mlp_rank_effect_utility_head,11,0.175,0.03882800741698631,10,0.05050551497198989,False,False,False,False,False
mlp_rank_effect_utility_head,12,0.175,0.04408612270804878,8,0.033345007367472486,False,False,False,False,False
mlp_rank_effect_utility_head,13,0.13333333333333333,0.03682833117641977,6,0.01717961014421484,False,False,False,False,False
mlp_rank_effect_utility_head,14,0.10833333333333334,0.0366102501961194,10,0.050821276716344864,False,False,False,False,False
mlp_rank_effect_utility_head,15,0.20833333333333334,0.031233297571232894,8,0.033953313631864344,False,False,False,False,False
mlp_rank_effect_utility_head,16,0.13333333333333333,0.04304207898506173,6,0.017094860592327663,False,False,False,False,False
mlp_rank_effect_utility_head,17,0.1,0.039718116126933344,5,0.008856308958068132,False,False,False,False,False
mlp_rank_effect_utility_head,18,0.14166666666666666,0.04123733760626667,6,0.01773065899253811,False,False,False,False,False
mlp_rank_effect_utility_head,19,0.125,0.036408679244069785,2,0.016532405293578616,False,False,False,False,False
mlp_rank_effect_utility_head,20,0.14166666666666666,0.04297302222227846,7,0.02534426802314422,False,False,False,False,False
mlp_rank_effect_utility_head,21,0.13333333333333333,0.046132372134358994,5,0.008498958912530406,False,False,False,False,False
mlp_rank_effect_utility_head,22,0.11666666666666667,0.050846178711159436,8,0.03447392940254606,False,False,False,False,False
mlp_rank_effect_utility_head,23,0.15833333333333333,0.05088987054876545,6,0.016513026690491484,False,False,False,False,False
mlp_rank_effect_utility_head,24,0.15,0.04379105438012346,11,0.05879425013420066,False,False,False,False,False
mlp_rank_effect_utility_head,25,0.25,0.03299822180690476,5,0.008667318161750169,False,False,False,False,False
mlp_rank_effect_utility_head,26,0.18333333333333332,0.04555435498862501,7,0.025052789345483828,False,False,False,False,False
mlp_rank_effect_utility_head,27,0.15833333333333333,0.04308784632730771,9,0.04222519207539138,False,False,False,False,False
mlp_rank_effect_utility_head,28,0.15833333333333333,0.04054160005063292,10,0.04997247395276987,False,False,False,False,False
mlp_rank_effect_utility_head,29,0.225,0.044162751043103465,4,8.783623072564084e-05,False,False,False,False,False
mlp_rank_effect_utility_head,30,0.14166666666666666,0.04428306146137503,6,0.016746549305218426,False,False,False,False,False
mlp_rank_effect_utility_head,31,0.125,0.03218251368256757,5,0.009379902452436348,False,False,False,False,False
mlp_rank_effect_utility_head,32,0.1,0.03488416218623376,11,0.05889043263509507,False,False,False,False,False
mlp_rank_effect_utility_head,33,0.16666666666666666,0.05083826091591549,11,0.05852147866519583,False,False,False,False,False
mlp_rank_effect_utility_head,34,0.20833333333333334,0.031765313034683565,7,0.02575888475592688,False,False,False,False,False
mlp_rank_effect_utility_head,35,0.14166666666666666,0.0389230033488889,11,0.05918302208123752,False,False,False,False,False
mlp_rank_effect_utility_head,36,0.18333333333333332,0.04356570282666666,16,0.10053968809680888,False,False,False,False,False
mlp_rank_effect_utility_head,37,0.18333333333333332,0.04555510523238094,6,0.017024175374747562,False,False,False,False,False
mlp_rank_effect_utility_head,38,0.14166666666666666,0.04165762738192307,7,0.025453231844188136,False,False,False,False,False
mlp_rank_effect_utility_head,39,0.19166666666666668,0.03458988053904109,14,0.08438904881621917,False,False,False,False,False
mlp_rank_effect_utility_head,40,0.16666666666666666,0.044057121409358975,10,0.05111728793991714,False,False,False,False,False
mlp_rank_effect_utility_head,41,0.14166666666666666,0.045775647027882366,8,0.032876507495416145,False,False,False,False,False
mlp_rank_effect_utility_head,42,0.175,0.027322923096973695,11,0.05918135165132539,False,False,False,False,False
mlp_rank_effect_utility_head,43,0.15,0.049200991940375,4,0.0005897736130777015,False,False,False,False,False
mlp_rank_effect_utility_head,44,0.15833333333333333,0.04251980766840001,6,0.016879687238590277,False,False,False,False,False
mlp_rank_effect_utility_head,45,0.11666666666666667,0.05844484185410256,12,0.06710826380959295,False,False,False,False,False
mlp_rank_effect_utility_head,46,0.18333333333333332,0.02858290370777777,5,0.008857760034027898,False,False,False,False,False
mlp_rank_effect_utility_head,47,0.23333333333333334,0.03587819297919542,4,0.0002966362788574331,False,False,False,False,False
mlp_rank_effect_utility_head,48,0.18333333333333332,0.027480368117297295,7,0.025881310315988636,False,False,False,False,False
mlp_rank_effect_utility_head,49,0.175,0.031950180516555564,2,0.01667020634205581,False,False,False,False,False
mlp_rank_effect_utility_head,50,0.15833333333333333,0.03349620170344828,5,0.008780927112526482,False,False,False,False,False
mlp_rank_effect_utility_head,51,0.21666666666666667,0.038913084597325606,4,0.00016623464638267083,False,False,False,False,False
mlp_rank_effect_utility_head,52,0.18333333333333332,0.03150223196268292,7,0.024953365285993213,False,False,False,False,False
mlp_rank_effect_utility_head,53,0.10833333333333334,0.041840568232435905,6,0.016967912302784258,False,False,False,False,False
mlp_rank_effect_utility_head,54,0.14166666666666666,0.047661622403624995,6,0.017259343344139276,False,False,False,False,False
mlp_rank_effect_utility_head,55,0.2,0.040223786202083334,8,0.03441064707538516,False,False,False,False,False
mlp_rank_effect_utility_head,56,0.16666666666666666,0.04231868519985714,7,0.02618908936796517,False,False,False,False,False
mlp_rank_effect_utility_head,57,0.15,0.04636273712513514,9,0.042081731916867,False,False,False,False,False
mlp_rank_effect_utility_head,58,0.19166666666666668,0.04055299769038959,5,0.009331053262606331,False,False,False,False,False
mlp_rank_effect_utility_head,59,0.125,0.041104575468875006,5,0.009120308622475412,False,False,False,False,False
mlp_rank_effect_utility_head,60,0.175,0.05026772290344829,6,0.01653193119866856,False,False,False,False,False
mlp_rank_effect_utility_head,61,0.175,0.0378242526427907,4,0.0008567962309535201,False,False,False,False,False
mlp_rank_effect_utility_head,62,0.18333333333333332,0.034747554476799995,11,0.058735028375888065,False,False,False,False,False
mlp_rank_effect_utility_head,63,0.14166666666666666,0.05094148614280487,8,0.03303577454987621,False,False,False,False,False
mlp_rank_effect_utility_head,64,0.16666666666666666,0.048395392616571435,10,0.05033155259322024,False,False,False,False,False
mlp_rank_effect_utility_head,65,0.21666666666666667,0.04302811248885057,7,0.024918494256776474,False,False,False,False,False
mlp_rank_effect_utility_head,66,0.15,0.044190622637808236,10,0.0510517464331181,False,False,False,False,False
mlp_rank_effect_utility_head,67,0.2,0.035321210632625014,4,0.00015480377557405833,False,False,False,False,False
mlp_rank_effect_utility_head,68,0.14166666666666666,0.0460152656250633,8,0.034528976865737256,False,False,False,False,False
mlp_rank_effect_utility_head,69,0.125,0.04780390543407895,7,0.02581904954180423,False,False,False,False,False
mlp_rank_effect_utility_head,70,0.13333333333333333,0.03920788897679014,1,0.024212899032440713,False,False,False,False,False
mlp_rank_effect_utility_head,71,0.14166666666666666,0.03933095742962025,5,0.008847603023192825,False,False,False,False,False
mlp_rank_effect_utility_head,72,0.13333333333333333,0.053223828707375034,7,0.025455237991004853,False,False,False,False,False
mlp_rank_effect_utility_head,73,0.125,0.03426009503407896,9,0.042725806372998,False,False,False,False,False
mlp_rank_effect_utility_head,74,0.14166666666666666,0.03742569907882353,8,0.03324434722956448,False,False,False,False,False
mlp_rank_effect_utility_head,75,0.18333333333333332,0.04450672837466666,7,0.025625214650554423,False,False,False,False,False
mlp_rank_effect_utility_head,76,0.14166666666666666,0.04098249022311689,8,0.033677795795981555,False,False,False,False,False
mlp_rank_effect_utility_head,77,0.15833333333333333,0.03725487544819278,6,0.016918214360560978,False,False,False,False,False
mlp_rank_effect_utility_head,78,0.125,0.042328064691944445,8,0.03384873637676759,False,False,False,False,False
mlp_rank_effect_utility_head,79,0.15,0.038747779550740755,9,0.042023490891003004,False,False,False,False,False
mlp_rank_effect_utility_head,80,0.21666666666666667,0.03867687131907895,5,0.008983959022650007,False,False,False,False,False
mlp_rank_effect_utility_head,81,0.13333333333333333,0.03584661242466667,5,0.009047966597135665,False,False,False,False,False
mlp_rank_effect_utility_head,82,0.15,0.03867973364192309,4,0.0009073369124272188,False,False,False,False,False
mlp_rank_effect_utility_head,83,0.15833333333333333,0.048667156363703695,6,0.017291870768588624,False,False,False,False,False
mlp_rank_effect_utility_head,84,0.23333333333333334,0.040854918377108446,8,0.033494731191921014,False,False,False,False,False
mlp_rank_effect_utility_head,85,0.175,0.043041553628840566,7,0.02695734673437706,False,False,False,False,False
mlp_rank_effect_utility_head,86,0.075,0.04045072451844156,9,0.041760830737314694,False,False,False,False,False
mlp_rank_effect_utility_head,87,0.18333333333333332,0.04131976826717645,7,0.02466044673483858,False,False,False,False,False
mlp_rank_effect_utility_head,88,0.15,0.053446969741951206,6,0.017051016107901162,False,False,False,False,False
mlp_rank_effect_utility_head,89,0.2,0.0405926299340244,5,0.008698895551575728,False,False,False,False,False
mlp_rank_effect_utility_head,90,0.20833333333333334,0.0420828470396154,6,0.01791642168326172,False,False,False,False,False
