evaluation_uid,model_kind,hidden_dim,size,seed,oracle_gap,normalized_oracle_regret,opportunity_category,harmful_loss
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,64,1,565,0.00657715821368246,0.708327172638658,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,64,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,64,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,64,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,96,1,565,0.00657715821368246,0.708327172638658,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,96,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,96,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,96,1,565,0.00657715821368246,0.0,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,64,4,565,0.00657715821368246,0.8278655316462982,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B1,64,4,565,0.001203241316316564,0.5901954164639908,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B1,64,4,565,0.22028003819286823,0.9709575806486186,NONTRIVIAL_OPPORTUNITY,0.026021189987659454
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B1,64,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,64,4,565,0.00657715821368246,1.6920339143336975,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B2,64,4,565,0.001203241316316564,3.168272824549083,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B2,64,4,565,0.22028003819286823,0.6080048996319145,NONTRIVIAL_OPPORTUNITY,0.0002408064901828766
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B2,64,4,565,0.0,76.78223600713865,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,64,4,565,0.00657715821368246,0.0705500195221123,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E0,64,4,565,0.001203241316316564,0.0,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E0,64,4,565,0.22028003819286823,0.15067803933040336,NONTRIVIAL_OPPORTUNITY,0.0
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E0,64,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,64,4,565,0.00657715821368246,0.011326700893238218,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E1,64,4,565,0.001203241316316564,0.0,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E1,64,4,565,0.22028003819286823,0.25038170985603186,NONTRIVIAL_OPPORTUNITY,0.0
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E1,64,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,96,4,565,0.00657715821368246,0.8278655316462982,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B1,96,4,565,0.001203241316316564,0.5901954164639908,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B1,96,4,565,0.22028003819286823,0.9709575806486186,NONTRIVIAL_OPPORTUNITY,0.026021189987659454
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B1,96,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,96,4,565,0.00657715821368246,1.4389970948945376,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B2,96,4,565,0.001203241316316564,0.2248539675809849,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B2,96,4,565,0.22028003819286823,0.5226860424120371,NONTRIVIAL_OPPORTUNITY,0.0
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B2,96,4,565,0.0,55.1377333643005,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,96,4,565,0.00657715821368246,0.0908628297492462,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E0,96,4,565,0.001203241316316564,0.0,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E0,96,4,565,0.22028003819286823,0.13673373966579022,NONTRIVIAL_OPPORTUNITY,0.0
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E0,96,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E1,96,4,565,0.00657715821368246,0.04039572960920087,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E1,96,4,565,0.001203241316316564,0.0,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,E1,96,4,565,0.22028003819286823,0.18381475122872365,NONTRIVIAL_OPPORTUNITY,0.0
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,E1,96,4,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B1,64,8,565,0.00657715821368246,0.8869874297392908,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B1,64,8,565,0.001203241316316564,0.6541274043465352,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B1,64,8,565,0.22028003819286823,0.9805599256802346,NONTRIVIAL_OPPORTUNITY,0.027671746909618378
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B1,64,8,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
017610f413a531d5661e25631f2768b1af12b81cb1f84ce44c9df17a645b7a0a,B1,64,8,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
01aec451146f62e2ae6a035fb24c66aa16f1d70b384e141ea2ae2205b51a5e41,B1,64,8,565,0.05258616547856525,0.9977985397188173,NONTRIVIAL_OPPORTUNITY,0.0
01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,B1,64,8,565,0.010465572010387156,0.7643853662079808,MIXED_SAFETY_BOUNDARY,0.0
0200c783089e16be39708e8b5685b366c474262bee093926edf3eff48bbd4699,B1,64,8,565,0.021677027154550166,0.9308324547837563,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,B2,64,8,565,0.00657715821368246,0.6805022484813057,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,B2,64,8,565,0.001203241316316564,6.722370738903291,NONTRIVIAL_OPPORTUNITY,0.0
0099df2b84a1af7fb5a790ff7a656cf0e82bec7237ecd3de1b25d536341e5031,B2,64,8,565,0.22028003819286823,0.857731402946231,NONTRIVIAL_OPPORTUNITY,0.015320777893066406
0150337045443a5c17ab8679ab0612707e5f82757fdb7674f6e55ea149bd8712,B2,64,8,565,0.0,0.0,MIXED_SAFETY_BOUNDARY,0.0
017610f413a531d5661e25631f2768b1af12b81cb1f84ce44c9df17a645b7a0a,B2,64,8,565,0.0,28.3374488873761,MIXED_SAFETY_BOUNDARY,0.0
01aec451146f62e2ae6a035fb24c66aa16f1d70b384e141ea2ae2205b51a5e41,B2,64,8,565,0.05258616547856525,0.31938058882254533,NONTRIVIAL_OPPORTUNITY,0.0
01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,B2,64,8,565,0.010465572010387156,0.8077950442327209,MIXED_SAFETY_BOUNDARY,0.0
0200c783089e16be39708e8b5685b366c474262bee093926edf3eff48bbd4699,B2,64,8,565,0.021677027154550166,0.8768175162084145,NONTRIVIAL_OPPORTUNITY,0.0
006e10cb3e2711f7b020ab3cb4c9e80104fa58ff8562a895050690ef14da0c81,E0,64,8,565,0.00657715821368246,0.14953223661606316,NONTRIVIAL_OPPORTUNITY,0.0
0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,E0,64,8,565,0.001203241316316564,0.0,NONTRIVIAL_OPPORTUNITY,0.0
