split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.3673469387755102,0.8775510204081632,0.6,27,0.7407407407407407,0.37
validation,empty-48-48,100,100,57,0.38596491228070173,0.8421052631578947,0.68,28,0.6785714285714286,0.53
validation,empty-48-48,200,100,47,0.2765957446808511,0.7872340425531915,0.68,14,0.5714285714285714,0.59
validation,empty-48-48,400,100,59,0.3898305084745763,0.6440677966101694,0.68,17,0.8235294117647058,0.45
validation,maze-32-32-4,50,100,76,0.15789473684210525,0.5,0.6,48,0.5416666666666666,0.2
validation,maze-32-32-4,100,100,70,0.18571428571428572,0.5428571428571428,0.64,54,0.5,0.12
validation,maze-32-32-4,200,100,82,0.024390243902439025,0.6707317073170732,0.39,79,0.02531645569620253,0.67
validation,maze-32-32-4,400,62,43,0.0,0.5348837209302325,0.3387096774193548,43,0.046511627906976744,0.5806451612903226
