normalized_context_key,map,agents,seed,map_agent_group,new_win_budgets,budget_stable_both_primary,mean_new22_gap_vs_old14,new22_oracle_candidates
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,maze-32-32-4|a100,"1000,2000",True,0.0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0
maze-32-32-4|a100|s151|it0|14650fb0739d0383,maze-32-32-4,100,151,maze-32-32-4|a100,"1000,2000",True,0.0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0
maze-32-32-4|a50|s150|it0|14650fb0739d0383,maze-32-32-4,50,150,maze-32-32-4|a50,"1000,2000",True,-0.00114285715,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0
maze-32-32-4|a50|s151|it0|14650fb0739d0383,maze-32-32-4,50,151,maze-32-32-4|a50,"1000,2000",True,-0.01127626858,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0
maze-32-32-4|a50|s152|it0|14650fb0739d0383,maze-32-32-4,50,152,maze-32-32-4|a50,"1000,2000",True,-0.01197916667,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0
maze-32-32-4|a50|s153|it0|14650fb0739d0383,maze-32-32-4,50,153,maze-32-32-4|a50,"1000,2000",True,-0.0230318258,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0
maze-32-32-4|a50|s155|it0|14650fb0739d0383,maze-32-32-4,50,155,maze-32-32-4|a50,"1000,2000",True,0.0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0
random-32-32-20|a100|s147|it0|14650fb0739d0383,random-32-32-20,100,147,random-32-32-20|a100,"1000,2000",True,-0.00760966875,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0
random-32-32-20|a100|s149|it0|14650fb0739d0383,random-32-32-20,100,149,random-32-32-20|a100,"1000,2000",True,-0.00186480186,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0
random-32-32-20|a100|s153|it0|14650fb0739d0383,random-32-32-20,100,153,random-32-32-20|a100,"1000,2000",True,0.0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0
random-32-32-20|a100|s155|it0|14650fb0739d0383,random-32-32-20,100,155,random-32-32-20|a100,"1000,2000",True,-0.00364132909,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0
random-32-32-20|a50|s146|it0|14650fb0739d0383,random-32-32-20,50,146,random-32-32-20|a50,"1000,2000",True,-0.00389483933,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0
random-32-32-20|a50|s148|it0|14650fb0739d0383,random-32-32-20,50,148,random-32-32-20|a50,"1000,2000",True,-0.01170117011,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0
random-32-32-20|a50|s149|it0|14650fb0739d0383,random-32-32-20,50,149,random-32-32-20|a50,"1000,2000",True,-0.00190476191,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0
random-32-32-20|a50|s152|it0|14650fb0739d0383,random-32-32-20,50,152,random-32-32-20|a50,"1000,2000",True,-0.01606086222,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0
random-32-32-20|a50|s155|it0|14650fb0739d0383,random-32-32-20,50,155,random-32-32-20|a50,"1000,2000",True,-0.00091407678,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0
