agents,best_ratio_before,blocked_count,blocked_per_agent,blocked_per_committed,c_flow_update_ratio,c_nonzero_edges,c_update_count,committed_count,committed_per_agent,context_id,cost_bounds_respected,cost_max,cost_min,cost_span,density,f_nonzero_edges,f_update_count,free_cells,has_incumbent_before,improved_last_iteration,iteration,label_class,ltm_iterations,map,map_height,map_width,margin_threshold,nonprogress_committed_count,normalized_context_key,obstacle_ratio,progress_committed_count,progress_ratio,returned_solutions_count_so_far,seed,stable_static_or_abstain,target_candidate_id,traffic_before_hash_full,train_weight,training_eligible,wait_event_count,wait_per_committed
50,0,190,3.8,0.0775510204082,0,0,0,2450,49,random-32-32-20|a50|s146|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1255,random-32-32-20|a50|s146|it0|14650fb0739d0383,0.2001953125,1195,0.487755102041,1,146,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,3.726388,True,74,0.0302040816327
50,0,128,2.56,0.055652173913,0,0,0,2300,46,random-32-32-20|a50|s147|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1005,random-32-32-20|a50|s147|it0|14650fb0739d0383,0.2001953125,1295,0.563043478261,1,147,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,1.673968,True,62,0.0269565217391
50,0,128,2.56,0.0501960784314,0,0,0,2550,51,random-32-32-20|a50|s148|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1340,random-32-32-20|a50|s148|it0|14650fb0739d0383,0.2001953125,1210,0.474509803922,1,148,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,2.980198,True,63,0.0247058823529
50,0,132,2.64,0.0586666666667,0,0,0,2250,45,random-32-32-20|a50|s149|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1088,random-32-32-20|a50|s149|it0|14650fb0739d0383,0.2001953125,1162,0.516444444444,1,149,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,2.047619,True,60,0.0266666666667
50,0,206,4.12,0.0564383561644,0,0,0,3650,73,random-32-32-20|a50|s150|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,2270,random-32-32-20|a50|s150|it0|14650fb0739d0383,0.2001953125,1380,0.378082191781,1,150,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,3.596315,True,101,0.0276712328767
50,0,146,2.92,0.0695238095238,0,0,0,2100,42,random-32-32-20|a50|s151|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,993,random-32-32-20|a50|s151|it0|14650fb0739d0383,0.2001953125,1107,0.527142857143,1,151,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,2.541624,True,64,0.0304761904762
50,0,223,4.46,0.101363636364,0,0,0,2200,44,random-32-32-20|a50|s152|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,809,random-32-32-20|a50|s152|it0|14650fb0739d0383,0.2001953125,1391,0.632272727273,1,152,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.246407,True,108,0.0490909090909
50,0,182,3.64,0.0713725490196,0,0,0,2550,51,random-32-32-20|a50|s153|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1292,random-32-32-20|a50|s153|it0|14650fb0739d0383,0.2001953125,1258,0.493333333333,1,153,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,5.0,True,88,0.0345098039216
50,0,93,1.86,0.0442857142857,0,0,0,2100,42,random-32-32-20|a50|s154|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,1038,random-32-32-20|a50|s154|it0|14650fb0739d0383,0.2001953125,1062,0.505714285714,1,154,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,2.720648,True,40,0.0190476190476
50,0,150,3,0.0566037735849,0,0,0,2650,53,random-32-32-20|a50|s155|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.0610500610501,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,1440,random-32-32-20|a50|s155|it0|14650fb0739d0383,0.2001953125,1210,0.456603773585,1,155,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,69,0.0260377358491
100,0,608,6.08,0.124081632653,0,0,0,4900,49,random-32-32-20|a100|s146|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2274,random-32-32-20|a100|s146|it0|14650fb0739d0383,0.2001953125,2626,0.535918367347,1,146,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,276,0.0563265306122
100,0,752,7.52,0.1504,0,0,0,5000,50,random-32-32-20|a100|s147|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2152,random-32-32-20|a100|s147|it0|14650fb0739d0383,0.2001953125,2848,0.5696,1,147,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,335,0.067
100,0,693,6.93,0.135882352941,0,0,0,5100,51,random-32-32-20|a100|s148|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2378,random-32-32-20|a100|s148|it0|14650fb0739d0383,0.2001953125,2722,0.533725490196,1,148,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.271167,True,330,0.0647058823529
100,0,687,6.87,0.120526315789,0,0,0,5700,57,random-32-32-20|a100|s149|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2997,random-32-32-20|a100|s149|it0|14650fb0739d0383,0.2001953125,2703,0.474210526316,1,149,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,340,0.059649122807
100,0,859,8.59,0.0746956521739,0,0,0,11500,115,random-32-32-20|a100|s150|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,8278,random-32-32-20|a100|s150|it0|14650fb0739d0383,0.2001953125,3222,0.280173913043,1,150,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,423,0.0367826086957
100,0,681,6.81,0.133529411765,0,0,0,5100,51,random-32-32-20|a100|s151|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2494,random-32-32-20|a100|s151|it0|14650fb0739d0383,0.2001953125,2606,0.510980392157,1,151,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,328,0.0643137254902
100,0,744,7.44,0.145882352941,0,0,0,5100,51,random-32-32-20|a100|s152|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,2208,random-32-32-20|a100|s152|it0|14650fb0739d0383,0.2001953125,2892,0.567058823529,1,152,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.5,True,363,0.0711764705882
100,0,755,7.55,0.125833333333,0,0,0,6000,60,random-32-32-20|a100|s153|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_static,0,random-32-32-20,32,32,0.005,3246,random-32-32-20|a100|s153|it0|14650fb0739d0383,0.2001953125,2754,0.459,1,153,True,repair5g2_best_frozen_static_candidate,14650fb0739d0383,1.089041,True,381,0.0635
100,0,592,5.92,0.120816326531,0,0,0,4900,49,random-32-32-20|a100|s154|it0|repair5g55_counterfactual_static_context,1,2,2,0,0.1221001221,0,0,819,0,1,0,stable_high_confidence_nonstatic,0,random-32-32-20,32,32,0.005,2290,random-32-32-20|a100|s154|it0|14650fb0739d0383,0.2001953125,2610,0.532653061224,1,154,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,14650fb0739d0383,1.511628,True,271,0.055306122449
