replay_phase,source_replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g562_dataset_row_id,g562_evaluation_uid,g562_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,static_flow_success,success_gain_vs_static_flow,success_regression_vs_static_flow,actor_ratio,static_flow_ratio,delta_vs_static_flow,relative_improvement_vs_static_flow,runtime_speedup_vs_static_flow,actor_runtime_ms,static_flow_runtime_ms,actor_expanded_nodes,static_flow_expanded_nodes,actor_low_level_pibt_calls,static_flow_low_level_pibt_calls,candidate_recognized,fingerprint_match,static_flow_fingerprint_match,scenario_hash_match,static_flow_scenario_hash_match,identity_retained,static_flow_identity_retained,force_additive_false,dual_channel_enabled,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,1326b34199ec400062ff70b3e0ce874399149643ada9a60d0f4e78b33da1442c,g562_g565_fresh_solver_panel_e2_s565_d332155114be,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,True,True,False,False,1.18027210884,0.462899931926,0.7173721769139999,-1.5497348939525883,0.97750294899322,4.529554,201.3399,34,35,1056,1088,True,True,True,True,True,True,True,True,True,1.2441179752349854,1.1764376163482666,1.270323395729065,0.7300176620483398,0.7633048892021179,1.038476824760437,0.7013593316078186,0.9812723994255066,1.0,0.6749269366264343,0.6496714353561401,0.34257638454437256,0.9252533316612244,1.0,10.838848114013672,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8039,5000,g559_b5000_i3,validation,maze,g565_real_graph_000750,ff4ab34bf0c38ff32c2f969f9a7a9b52720f6ca74edfb14be202dd0d3dbc3da9,6979bfc4ced65e8ec9449aa705dd92a26589e404f67708a974a04627d7b7c1b5,g562_g565_fresh_solver_panel_e1_s565_51ae106fcd5b,g565_E1_phase5p5_repair5g565_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold0_all_seed565.pt,True,True,False,False,1.25165562914,0.53468013468,0.7169754944600001,-1.3409428328379953,0.9805366043198617,4.528268,232.6556,36,44,1120,1376,True,True,True,True,True,True,True,True,True,1.2398595809936523,1.1742545366287231,1.2811191082000732,0.7437268495559692,0.7549847960472107,1.0300174951553345,0.7048396468162537,0.9808695316314697,1.0,0.6805263161659241,0.6508654952049255,0.3435935080051422,0.9118032455444336,1.0,10.826996803283691,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,223c3071bd320aa6730b0bc6b94b286222c6b7bdb7fe267862d6647678a9b803,g562_g565_fresh_solver_panel_e1_s565_171e43edc79d,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,True,True,False,False,1.17517006803,0.462899931926,0.7122701361039999,-1.5387129852027386,0.977672075927325,4.495502,201.3399,34,35,1056,1088,True,True,True,True,True,True,True,True,True,1.239732027053833,1.1922624111175537,1.330394983291626,0.7370204329490662,0.7568603157997131,1.0404109954833984,0.7124211192131042,0.9810993075370789,1.0,0.6710110902786255,0.6434583067893982,0.3433963656425476,0.924167275428772,1.0,10.813273429870605,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,72db2f301c2e6d720d2de7a669ae5cf86e0da111619740176b9ea8c1b5d301e5,g562_g565_fresh_solver_panel_e2_s565_ebe1fb34090b,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,True,True,False,False,1.17346938776,0.462899931926,0.710569455834,-1.5350390156194555,0.97753030571685,4.524046,201.3399,40,35,1248,1088,True,True,True,True,True,True,True,True,True,1.2557299137115479,1.177874207496643,1.2723652124404907,0.7466349601745605,0.7639896273612976,1.027126431465149,0.6957433819770813,0.9808092713356018,1.0,0.6796717643737793,0.6449276208877563,0.34005680680274963,0.9296642541885376,1.0,10.84658432006836,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,9535c701fa9209082af940dc83b1a1c99b950652777b3ec18a675b317c4b4c2c,g562_g565_fresh_solver_panel_e0_s565_164705324b89,g565_E0_phase5p5_repair5g565_rich_cycle_e0_merged_seed565,E0,565,artifacts/models/gcst/phase5p5_repair5g565_rich_cycle_e0_merged_seed565.pt,True,True,False,False,1.17006802721,0.462899931926,0.7071680952839999,-1.527691076431286,0.9776973267593755,4.490418,201.3399,34,35,1056,1088,True,True,True,True,True,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,4844bedff39d0261f8975d1cf706c18b8a63b0c3acc757c8c03723ed52fc6750,g562_g565_fresh_solver_panel_e1_s565_628511adf359,g565_E1_phase5p5_repair5g565_rich_cycle_e1_merged_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_rich_cycle_e1_merged_seed565.pt,True,True,False,False,1.17006802721,0.462899931926,0.7071680952839999,-1.527691076431286,0.9776525566964123,4.499432,201.3399,34,35,1056,1088,True,True,True,True,True,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8519,5000,g559_b5000_i3,validation,maze,g565_real_graph_000665,e1b72f5a571a216cb9483dd00565617868721f5ebd583ed4ef50c0d0eaa22db3,f03f9f69978b187af19737a607f18b76b3b79aa5b59f375d623666f4f5ac9d26,g562_g565_fresh_solver_panel_e2_s565_f090e048c165,g565_E2_phase5p5_repair5g565_rich_cycle_e2_merged_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_rich_cycle_e2_merged_seed565.pt,True,True,False,False,1.17006802721,0.462899931926,0.7071680952839999,-1.527691076431286,0.9774972471924344,4.530702,201.3399,34,35,1056,1088,True,True,True,True,True,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8039,5000,g559_b5000_i3,validation,maze,g565_real_graph_000750,ff4ab34bf0c38ff32c2f969f9a7a9b52720f6ca74edfb14be202dd0d3dbc3da9,01e5f6cd14a6d501ff1b1ed4f4179f93cf85f94f97a39a83f0fbc0d1b98cc3e6,g562_g565_fresh_solver_panel_b1_s565_a7447732c60c,g565_B1_phase5p5_repair5g565_scaling_b1_fold1_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold1_all_seed565.pt,True,True,False,False,1.23509933775,0.53468013468,0.7004192030699999,-1.3099779805531637,0.9805587873234085,4.523107,232.6556,36,44,1120,1376,True,True,True,True,True,True,True,True,True,1.2492616176605225,1.1622165441513062,1.2568947076797485,0.744052529335022,0.7502079010009766,1.0271269083023071,0.7057000398635864,0.98094242811203,0.9998460412025452,0.683508574962616,0.6498144865036011,0.3407077491283417,0.8883487582206726,1.0,10.820582389831543,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8039,5000,g559_b5000_i3,validation,maze,g565_real_graph_000750,ff4ab34bf0c38ff32c2f969f9a7a9b52720f6ca74edfb14be202dd0d3dbc3da9,564ddd8f9bd4e6abc30b808619d0e8cc4d11221611fae35b4a978eac6678ae03,g562_g565_fresh_solver_panel_e0_s565_acc4a0e3e4f1,g565_E0_phase5p5_repair5g565_rich_cycle_e0_merged_seed565,E0,565,artifacts/models/gcst/phase5p5_repair5g565_rich_cycle_e0_merged_seed565.pt,True,True,False,False,1.23178807947,0.53468013468,0.69710794479,-1.303785010092457,0.9802432436614463,4.59652,232.6556,37,44,1152,1376,True,True,True,True,True,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,maze-36-32-4,32,8039,5000,g559_b5000_i3,validation,maze,g565_real_graph_000750,ff4ab34bf0c38ff32c2f969f9a7a9b52720f6ca74edfb14be202dd0d3dbc3da9,e8d36de057ad707a279e5dbc7bb4a2898382cb6fa3a16bdbb21aedae37710cbe,g562_g565_fresh_solver_panel_e1_s565_7ee0bf7c0dab,g565_E1_phase5p5_repair5g565_rich_cycle_e1_merged_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_rich_cycle_e1_merged_seed565.pt,True,True,False,False,1.23178807947,0.53468013468,0.69710794479,-1.303785010092457,0.9794471312962163,4.78174,232.6556,37,44,1152,1376,True,True,True,True,True,True,True,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
