candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c000984,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.0138901042733,3,0,False,False,False,False,False
g556_c000984,random,50,2000,stage1_short1000_t100_i2,5,0,5,0.005259653234,2,2,False,False,False,False,False
g556_c000984,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.01286592966,2,0,False,False,False,False,False
g556_c000984,random,50,500,stage1_short1000_t050_i2,5,0,5,-0.00264411866,3,1,False,False,False,False,False
g556_c000984,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.003008484334,2,1,False,False,False,False,False
g556_c000984,random,50,500,stage1_short1000_t100_i2,3,0,3,0.00485382695667,2,1,False,False,False,False,False
g556_c000984,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.017257414095,2,0,False,False,False,False,False
g556_c001279,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.0289637576925,3,0,False,False,False,False,False
g556_c001279,random,100,1000,stage1_short1000_t050_i4,4,0,4,0.0057819692725,1,2,False,False,False,False,False
g556_c001279,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.0116231346083,4,1,False,False,False,False,False
g556_c001279,random,100,1000,stage1_short1000_t100_i4,3,0,3,-0.00402724527,2,0,False,False,False,False,False
g556_c001279,random,100,2000,stage1_short1000_t050_i2,4,0,4,0.003105487175,1,2,False,False,False,False,False
g556_c001279,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.0117133799567,0,2,False,False,False,False,False
g556_c001279,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.031122391475,0,2,False,False,False,False,False
g556_c001279,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.00950761264143,3,3,False,False,False,False,False
g556_c001279,random,100,500,stage1_short1000_t050_i2,2,0,2,-0.01474295374,1,1,False,False,False,False,False
g556_c001279,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.019531475572,4,1,False,False,False,False,False
g556_c001279,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.004846782004,2,1,False,False,False,False,False
g556_c001279,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.013851202896,3,1,False,False,False,False,False
g556_c001279,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.0186173972025,3,1,False,False,False,False,False
g556_c001279,random,50,1000,stage1_short1000_t050_i4,5,0,5,0.000214656366,1,3,False,False,False,False,False
g556_c001279,random,50,1000,stage1_short1000_t100_i2,4,0,4,-0.0025135856075,1,0,False,False,False,False,False
g556_c001279,random,50,1000,stage1_short1000_t100_i4,3,0,3,0.00192834520667,1,1,False,False,False,False,False
g556_c001279,random,50,2000,stage1_short1000_t050_i2,7,0,7,0.00406097834143,3,4,False,False,False,False,False
g556_c001279,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.00828066225,2,1,False,False,False,False,False
g556_c001279,random,50,2000,stage1_short1000_t100_i2,5,0,5,-0.005992583148,3,2,False,False,False,False,False
g556_c001279,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.025774080345,2,0,False,False,False,False,False
g556_c001279,random,50,500,stage1_short1000_t050_i2,5,0,5,0.000525404952,2,2,False,False,False,False,False
g556_c001279,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.004429995506,2,1,False,False,False,False,False
g556_c001279,random,50,500,stage1_short1000_t100_i2,3,0,3,0.00189179036667,1,2,False,False,False,False,False
g556_c001279,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.0118246704875,3,1,False,False,False,False,False
g556_c001348,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.024220674915,3,1,False,False,False,False,False
g556_c001348,random,100,1000,stage1_short1000_t050_i4,4,0,4,0.0138803897075,0,2,False,False,False,False,False
g556_c001348,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.00394459929667,3,2,False,False,False,False,False
g556_c001348,random,100,1000,stage1_short1000_t100_i4,3,0,3,0.00212823997,1,2,False,False,False,False,False
g556_c001348,random,100,2000,stage1_short1000_t050_i2,4,0,4,-4.8295105e-05,1,2,False,False,False,False,False
g556_c001348,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.00867697645,1,1,False,False,False,False,False
g556_c001348,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.01084492636,1,1,False,False,False,False,False
g556_c001348,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.0167854217129,4,3,False,False,False,False,False
g556_c001348,random,100,500,stage1_short1000_t050_i2,2,0,2,-0.00373883806,1,1,False,False,False,False,False
g556_c001348,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.024213046626,4,0,False,False,False,False,False
g556_c001348,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.008330881362,3,1,False,False,False,False,False
g556_c001348,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.012237829946,3,1,False,False,False,False,False
g556_c001348,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.02010121659,3,0,False,False,False,False,False
g556_c001348,random,50,1000,stage1_short1000_t050_i4,5,0,5,0.003440018082,1,3,False,False,False,False,False
g556_c001348,random,50,1000,stage1_short1000_t100_i2,4,0,4,-0.0074018875025,2,1,False,False,False,False,False
g556_c001348,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.01396507463,3,0,False,False,False,False,False
g556_c001348,random,50,2000,stage1_short1000_t050_i2,7,0,7,-0.000354271642857,3,3,False,False,False,False,False
g556_c001348,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.0228112800933,3,0,False,False,False,False,False
g556_c001348,random,50,2000,stage1_short1000_t100_i2,5,0,5,0.00757135396,1,4,False,False,False,False,False
g556_c001348,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.013158436945,1,0,False,False,False,False,False
g556_c001348,random,50,500,stage1_short1000_t050_i2,5,0,5,-0.005565035084,2,2,False,False,False,False,False
g556_c001348,random,50,500,stage1_short1000_t050_i4,5,0,5,0.006064831416,1,4,False,False,False,False,False
g556_c001348,random,50,500,stage1_short1000_t100_i2,3,0,3,0.00159316819667,1,2,False,False,False,False,False
g556_c001348,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.020063013215,2,0,False,False,False,False,False
g556_c001603,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.0151589214625,2,1,False,False,False,False,False
g556_c001603,random,100,1000,stage1_short1000_t050_i4,4,0,4,-0.0071538422525,2,1,False,False,False,False,False
g556_c001603,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.0175400099833,5,1,False,False,False,False,False
g556_c001603,random,100,1000,stage1_short1000_t100_i4,3,0,3,-0.00328233159,1,1,False,False,False,False,False
g556_c001603,random,100,2000,stage1_short1000_t050_i2,4,0,4,-0.0159514330475,2,0,False,False,False,False,False
g556_c001603,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.0102190756233,0,2,False,False,False,False,False
g556_c001603,random,100,2000,stage1_short1000_t100_i2,2,0,2,-0.01488592976,2,0,False,False,False,False,False
g556_c001603,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.00586205807429,2,2,False,False,False,False,False
g556_c001603,random,100,500,stage1_short1000_t050_i2,2,0,2,-0.007324624265,1,0,False,False,False,False,False
g556_c001603,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.022691360472,5,0,False,False,False,False,False
g556_c001603,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.001782486312,2,2,False,False,False,False,False
g556_c001603,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.017095136886,3,1,False,False,False,False,False
g556_c001603,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.027413656685,3,0,False,False,False,False,False
g556_c001603,random,50,1000,stage1_short1000_t050_i4,5,0,5,0.002562165178,1,4,False,False,False,False,False
g556_c001603,random,50,1000,stage1_short1000_t100_i2,4,0,4,0.0056620453525,1,3,False,False,False,False,False
g556_c001603,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.0159552823667,3,0,False,False,False,False,False
g556_c001603,random,50,2000,stage1_short1000_t050_i2,7,0,7,0.0136295539329,1,3,False,False,False,False,False
g556_c001603,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.0132365363967,3,0,False,False,False,False,False
g556_c001603,random,50,2000,stage1_short1000_t100_i2,5,0,5,-0.003215591546,2,3,False,False,False,False,False
g556_c001603,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.00447441575,1,0,False,False,False,False,False
g556_c001603,random,50,500,stage1_short1000_t050_i2,5,0,5,0.004256243982,2,3,False,False,False,False,False
g556_c001603,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.000477436652,2,1,False,False,False,False,False
