variant_id,method,validation_mean_quality_delta_vs_g556,validation_better,validation_worse,validation_success_regressions,selected_for_development_replay,critic_training_only,history,model_path,steps,train_instances,uses_c0f0,uses_graph,uses_paired_od,validation_instances,validation_normalized_l1,variant_name,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
F6,F6_full_goal_aware_dual_channel_actor,0.018982776266099996,41,59,0,True,False,"[{'loss': 0.22450269758701324, 'step': 1}, {'loss': 0.13653838634490967, 'step': 500}]",artifacts/models/gcst/g561_f6_full_goal_aware_dual_channel_actor_seed561.pt,500,96,True,True,True,32,0.12346022576093674,full_goal_aware_dual_channel_actor,False,False,False,False,False
F7,F7_full_goal_aware_actor_training_critic,0.019280356475100003,36,63,0,True,True,"[{'loss': 0.23398558795452118, 'step': 1}, {'loss': 0.12486562132835388, 'step': 500}]",artifacts/models/gcst/g561_f7_full_goal_aware_actor_training_critic_seed561.pt,500,96,True,True,True,32,0.11238349974155426,full_goal_aware_actor_training_critic,False,False,False,False,False
F1,F1_scalar_conservative_actor,0.022019177243499995,33,66,0,False,False,"[{'loss': 0.23227278888225555, 'step': 1}, {'loss': 0.14181983470916748, 'step': 500}]",artifacts/models/gcst/g561_f1_scalar_conservative_actor_seed561.pt,500,96,False,False,False,32,0.1332097202539444,scalar_conservative_actor,False,False,False,False,False
F4,F4_graph_paired_od_actor,0.023001165497399993,29,70,0,False,False,"[{'loss': 0.22731509804725647, 'step': 1}, {'loss': 0.1369103342294693, 'step': 500}]",artifacts/models/gcst/g561_f4_graph_paired_od_actor_seed561.pt,500,96,False,True,True,32,0.12727071344852448,graph_paired_od_actor,False,False,False,False,False
