row_type,eval_scope,fold_id,model,normalized_context_key,map,agents,seed,context_bucket,selected_candidate_id,selected_candidate_role,selected_candidate_region,actual_safe_oracle_candidate,top3_candidates,top3_contains_safe_oracle,predicted_utility,predicted_avoidable_risk,actual_utility,actual_candidate_induced_no_solution,actual_budget_sensitive_failure,candidate_safe_policy_positive,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
context_decision,seed_oof,holdout_seed_146,context_only_opportunity_classifier,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,new_opportunity_contexts,repair5g59_wait_aggressive,old14,old14,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,repair5g59_wait_aggressive|repair5g59_wait_conservative|repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,0.045062485286,0.057854275045,0.01750380517,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,context_only_opportunity_classifier,random-32-32-20|a50|s146|it0|14650fb0739d0383,random-32-32-20,50,146,new_opportunity_contexts,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,repair5g522_grid_c1p22_b1p29_f0p78_w0p75_dc0p94_df0p94_beta0p25_max0p92_c0,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0|repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0|repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,0.033557531116,0.0,0.01655306718,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,context_only_opportunity_classifier,warehouse-10-20-10-2-1|a50|s146|it0|14650fb0739d0383,warehouse-10-20-10-2-1,50,146,static_near_oracle_or_no_new_safe_contexts,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0|repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0|repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,-0.008983432957,0.0,,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,context_to_best_param_regressor,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,new_opportunity_contexts,repair5g59_wait_aggressive,old14,old14,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,repair5g59_wait_aggressive|repair5g59_wait_conservative|repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,0.045062485286,0.057854275045,0.01750380517,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,context_to_best_param_regressor,random-32-32-20|a50|s146|it0|14650fb0739d0383,random-32-32-20,50,146,new_opportunity_contexts,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,repair5g522_grid_c1p22_b1p29_f0p78_w0p75_dc0p94_df0p94_beta0p25_max0p92_c0,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0|repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0|repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,0.033557531116,0.0,0.01655306718,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,context_to_best_param_regressor,warehouse-10-20-10-2-1|a50|s146|it0|14650fb0739d0383,warehouse-10-20-10-2-1,50,146,static_near_oracle_or_no_new_safe_contexts,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0|repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0|repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,False,-0.008983432957,0.0,,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,candidate_utility_model,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,new_opportunity_contexts,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0,g522_response_surface,C_risk_boundary,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p65_max0p90_c0,False,0.01771315355,0.032192894877,-0.01395230848,False,False,True,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,candidate_utility_model,random-32-32-20|a50|s146|it0|14650fb0739d0383,random-32-32-20,50,146,new_opportunity_contexts,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0,g522_response_surface,C_risk_boundary,repair5g522_grid_c1p22_b1p29_f0p78_w0p75_dc0p94_df0p94_beta0p25_max0p92_c0,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p65_max0p90_c0,False,0.006245759086,0.0,0.05744888023,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,candidate_utility_model,warehouse-10-20-10-2-1|a50|s146|it0|14650fb0739d0383,warehouse-10-20-10-2-1,50,146,static_near_oracle_or_no_new_safe_contexts,repair5g59_low_beta_high_cap,old14,old14,,repair5g59_low_beta_high_cap|repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0|repair5g59_slow_decay_high_shield,False,-0.039597886993,0.009430621897,,False,False,False,False,False,False,False,False
context_decision,seed_oof,holdout_seed_146,candidate_avoidable_risk_model,maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,new_opportunity_contexts,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0,g522_response_surface,C_risk_boundary,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p75_max0p90_c0|repair5g522_grid_c1p30_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p65_max0p90_c0,False,0.01771315355,0.032192894877,-0.01395230848,False,False,True,False,False,False,False,False
