g552_plan_row_id,source_row_key,source_round,context_key,map,map_family,agents,seed,nominal_budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,candidate_id,theta_family,context_source,theta_source,planned_execution_mode,requires_policy_as_executed_replay,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g552_label_plan_00000093,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000094,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000094,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000094,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000095,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000095,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000095,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000096,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000096,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000096,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000097,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000097,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000097,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000098,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000098,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000098,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000099,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000099,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000099,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000100,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000100,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000100,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000101,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000101,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000101,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000102,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000102,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000102,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000103,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000103,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000103,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000104,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000104,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000104,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000105,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000105,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000105,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000106,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000106,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000106,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000107,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000107,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000107,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000108,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000108,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000108,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000109,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000109,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000109,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000110,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000110,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000110,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000111,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000111,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000111,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000112,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000112,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000112,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000113,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000113,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000113,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000114,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000114,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000114,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000115,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000115,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000115,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000116,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000116,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000116,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000117,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000117,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000117,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000118,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000118,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000118,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000119,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000119,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000119,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000120,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000120,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000120,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000121,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000121,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000121,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000122,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000122,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000122,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000123,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000123,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000123,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000124,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000124,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000124,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000125,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000125,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000125,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000126,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000126,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000126,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000127,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000127,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000127,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000128,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000128,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000128,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000129,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000129,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000129,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000130,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000130,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000130,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000131,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000131,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000131,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000132,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000132,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000132,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000133,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000133,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000133,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000134,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000134,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000134,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000135,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000135,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000135,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000136,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000136,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000136,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000137,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000137,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000137,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000138,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000138,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000138,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000139,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000139,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000139,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000140,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000140,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000140,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000141,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000141,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000141,random-32-32-20|50|1407|2000|c0_short1000_t050_i2|random-32-32-20|50|1407|1000|0|14650fb0739d0383|random-32-32-20|50|1407|2000|c0_short1000_t050_i2|repair5g549_theta_549000142,g549_fulltheta,random-32-32-20|50|1407|1000|0|14650fb0739d0383,random-32-32-20,random,50,1407,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000142,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
