instance_uid,physical_map_sha256,map,map_family,split,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
fcf2510cd62fd78c061930f6223feff54e830e60e29afe658f5c273a8b61ad2c,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
b637342b92bffbdc7744d31e8b64a1a2c9384ce4cd002ec3d2b5707e185a4154,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,validation,False,False,False,False,False
a29b6c40a25f2e6b048fec3e33c226e1f0e17e73e655cf70dccaece70fbeee12,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
48808946c647af51f975c3e1eeacfece5ba52641decb2ea36cae41ec0f66c481,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
15067e9cea23662094d8de6c7f2663219c6d6b856557af381dc16e040ab7adc3,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
227ebcbea9ecadef0a0840a39d38113acd1e27a0068bb26a6cc57da7b5140736,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
665fd094617d8240d6f406c77a08ddbebade3487e45e6f371ad069df8ee1b5e1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
a70633d88f716fca11c0432c97bd985399863e2a0ac18156f01778c5ec471c6b,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
1f780c771606f80d35386c792fc0c46474b44f729ac7bc2e115e8b5842ed2952,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
460457d431bb314e91253829dca63bf228b5f49b1d48b4bd8659c658029029db,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
767c706b78cdca016c10690b9f0fd24b0d3813dc368ffd13a8e52bae7c37fcc1,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
32fe74123012d2476515bb15dedda9f6ba13015308cf2eb3bfc3150dacf20496,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
6ee2d999cf92131693fe5117781f6469adaeb6342ab11cb3bc0daaa5f3228185,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
5e95eec1ee58d237f348c8291d4fe54f2c442730264246f1cd62c500aa48f619,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
4573f2dd06d7e6827c766faa20f82b78fa1774913df21bbbe001fc7640d56f70,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
1665eb19e982b241a03a8dfe973710af6e787c16df4074a1252bd48a59f5a46c,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
46f34115f9378b8698283458cd858f3c9edf4e508c764f6d2b2fc252a2e23138,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
f90251929a12f2b1d1c30d4acfacd69f11829ffc1252cd3dba39cc16326a25cc,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
fcb8503c69fa5181af5d7c80b3912a270aae3ba1c49af2fb92c828d50e1946e3,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
961e1573b52639871e56939a593dd197f3b4b2a291fbd9ef2b95b28fb9f17b3c,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
a57b75e9f24cacf162ea6eb307b76c61e4786039af4ab2baf17ef764ac77b177,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
8ee5a0b3dac0b7a5bbba27e32d38fe6f9a12ad09edde75a042b73e5f086b1d2d,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
77ab38f097392a81d75bcb2caae63243d0412b69af01fcd86ad5df52f92c3368,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
ab95c61362dd77c3570904f055bead4d70f7d94270a2654204dec5f3ecc6c88d,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
7da0bd71f1bd201901d18227115df6dbe77728f70c7b074625ac827cb2137491,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
2a3f6d44bb972f8dfb5de551df7d131e91d98dc64ae4934a51258d81c4c3e3f7,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
051835f86e53daeb60410a966760577be230c371b44a3bfa0bb8bb6cd2df041a,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
108a18292923c120c5103a1ad4f33168fcd580b46e5db921eecfc5b66c6c3d71,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
772cc7728d95a682ee3f1df07d125d870c6ceb18d09cd987eb21d16d6122402b,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
00788754cf35c1f2218a018cd14e91c3ab3a68188d64e7598abd8f70cd0e9a1e,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
40ed9d225bf88b4c51f2bbcd7aa112648732146dc384373c7af53d0f9920cf77,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
94e08d4524b6c53827e8a6c0bfa4628d8279af61532805a254f89bfdbe3194b4,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
ae46f582e2ea2c3d4754dba4dd9f3ca8d2c4bd7acabdeb8e3932267b3a560835,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
2755b18b1bf05f81931e4837dc8c6aa97c4df6a84066eeed8d29f4e087e13887,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
071e97ca6214944fb80ee4dd1dce38a80750df8062c1827e698dc7f0245eac5f,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
a1a32192b4db333ff10968ec20ad455eef63381bd9a11512e31d37a05f80261b,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
e275d5b310edf50f8f2c74cfdc2dd994575930dcaae47f91d7eb5178ae70587d,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
83e58ec9b846fa026241f1da790934c5569162fa4bc1a6d1cb97be2e9af1627b,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
4750855617188ec6111f0facf264f7ac1d22c0c80433fd3a4466a8d6de5417ad,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
7f2fb1430a93e6d4e155938dfe6e4bae17fd410c329e0dec085c9e15493b96d4,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
1116e0913e10c06fefbca720f713fa81aa98aa76a06b8b834c72629b6542a1e7,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
9b5c1864f1a729427f612835babd359dd3f1f55bb41900137b9c529ec4c16eb7,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
a10c007647ea6c7e2f6df5e57275bd85e126c1104e5a899bb73adf4aab9bf64c,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
6887676352296efd63bf59653359ca251b820963c1c5b262803605b33199f082,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
004fd60ec7b596c9e07aaaa55f0c17940da95829635eda4c5787ba45d6195889,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
8ffbc6dd191f11e95e267cf00b9fc8b7c47cc6e9ec29cf1ec9ed2d6ccb747013,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
348cffc2bc1cca60f1a99b31a93ac5cbeead3a0bc708195805c63ad753a88809,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
08a0cfdbaa3062970458c4eacd3b84d447f97a3bd82197c915c32e6f36e1dc64,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
edb6b764becc6fd0b5024b889a08a2acf8a105010163d34aaee4beff68b86799,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
2f6e8c7e654e73ff430bebb28612a91b1c53ad6da7b5f41dec7dd05ccc998921,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
db60786ffeb6ccc5703a245d4e9af7ae3f971e307a16f0d5f688f5deca8e4bac,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
d310c43c01c90f4450d4e7874c4e517362eac81a81f3142bbbb5650c71dd8479,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
4a15f7704f4c2f4ac5c2785a08d0c92ba3399f48522469463caacd04a55c1717,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
a3fe3450d66ae9d2b11a36c65cb02808d1527c6d26af0fc78fa16c561eef155b,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
83d83f91f3aa97c0bfd47174abaabdc07ed90863c7bcc2e3f772d4e1ad1b4e8b,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
b58f15ca65db9124eca644e07b4b6cc0631b7dad411629e9ebaf1ca24f894464,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
d74fab154cc79ff58c71aaf77761f761071d4714dddc73cdecfa2ee6a8fc4389,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
45727c51a3f72f4312dff43b2945c5cb0fda52a8cca72e3b6f4aef4638a15db5,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
522a3c20e8438f69ded5c3eb8d287b83ad02c8aeaf6aaed408f2897dfa9675dc,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
101cb3698ef47e7fd96ba292b195b36964c02aa1b6f2c0fbe63613f64fb438f9,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
5dd09ad35f628ba73d01fdb9014c7c3fafb1cc6a8f9508d3d3bcc06756be45d0,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
0fb5d4fb8ff16b5e886a40ca46d8b91b815dcc9e02feb7e3707569190ac0c20b,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
799eff42a3d6e35ad2ca6a2bbb7b35a1caa29eb55c83395c30966c0d4ad557db,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
98839e92c77d2ea7a6b67c9e83986517224c82e738814951c74af91b68880cbf,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
a12ffb6f4dc1cdbdabda29b68ece1ba93f8c0abef2790399af7ca7816cbfe5a1,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
66435dd2b59b98cc29d9f36288d6dd9a0d08bad61a6de025a5abd541ddf79907,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
d3ad9a8f386031e2c30e163510e9daef26255b16c6e66b3419c72f3f3bcd4b4e,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
7d07ec052c1b3d53ee891b195b62cc2a400d68eb27be99139051c59573ead9eb,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
d3af76b41c9fa1654fa163c2af41c6595a796fdc7e55d733e85ce7011a21aa69,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
02f9abca8f542958fb4196badad49b5b60cfa65428168ebed8e8b4b8548e26ad,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
a097bb158264a9197dcce52914a0e434eb35d541b0823adc88e5d999e651dfc7,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
b2e34af9c4372f47e30cdddc6cf87cc8344ac0598b791302255b45432bbf9dcb,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
901e953b71428602624ff9c57ba59da53ee5bdeddefab1370ec3c7cd40bde401,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
5af6e6c2b73e57735d6731d70f7c16c58a90db031ea156fce08be4741721ed9a,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
d4760487ede01397253c414a937e97b73775ef58f78d1a678a0f629516514abc,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
22ab36cd5a350110af453296c9e4f53879816f176cad5e0d90ce335a8d94d70f,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
c37eb0297ef6b3f0f0d7d665e6ad10d809b5a9dc17205aab85abb02c755388f9,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
0e31526a31de4c94484a212a8745b195eaefbf40c1ffbab89be0c0dbdd30677c,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,g559-synth-tunnel-38,irregular_bottleneck,train,False,False,False,False,False
e07fac41d92cb302d0ae749a04ba6c6e3a191e8ba28ee423b75fcf2d61506056,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
9f00cee85a7245f0afd519ad9dc420beb47f6f1338a231bdb51cce346b2e2ff8,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
70a7d07cb042fd820cf678211b23a201c49edc70d610be6ac91457f6ba8606bc,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
9b5fd55bdd082b30dade9043929e23f8441a104fc376904e080ed4148a903a2b,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
3b0c814a95aa0aa933b416e4929818b315ed881f98c1a9f0de442318436c7750,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
3774cc78adce632dca84f71266ff1619bcbb8ae1cf69b66ba0aa5ea236f13029,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
2285569ffb7252856122d5798f0957fe99ab0c6de67aebc74d88e3bca205cd0f,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
0f2764baf52c93e463b0cdd82f2b30213173eb55da73d06059737c413fbfa088,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
6ec2abf853adef8716eea1db4d17e8a8951145694f3deab346ff80f87330c059,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
60628f31b9fe8f282f9a3e9f8bac8b8840451e0404e3c847f7d6cff4f95214ec,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
f785c043f34dddc0d1c7adbc5387b18b4fc24c4657d53defb1257d2b88758a09,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
6f9830dc9b3ab89408becdb82b3da07949fedbe1e605554262bcce36d9e2090e,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
ae56e69fe66dd99e27aa44c92325dc9b2799884df12c15252296b9188181393d,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
67617313d0f6fbcf6b66b514caefc66560d795f49f9fe3d6f3dfcb3ce3001f3c,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
0a25d7f1628a74e38a6ed14ba121589fd3f6fe24c375292414d0c17dd9acf28c,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
ddcabfcbc8ab8746ab58bd1a1106088f5a85dd6d9fe87f2670d6bbc8173f3ffe,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
68731807069535ea2865345795b654c124407e0309add908077f69738e5f9261,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
ff2c409dde1cb065408d679ce6381814f3f8cdbfb573698c893d9e605d5cf044,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
5cbdbb39b42256968b4e44b850a53f587c1b300756e2d58ffc143f79682bfbc6,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
09b3a497d980be605fa47f010cb902b6bb5f86cbad20f9a6e01213d35bfddecc,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
66285a3a3037a5cd1d4dd6e19eb6f47f2611fa12b5b9d3f0646fbafdb26fbf92,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
6d6c7259fb5ad4c7864e5311684a5bc13ac695e38508551d689c33f05a771cf4,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
7070ee26bbb9e57928d6f0876fb36f1702ff2a618d9a5cca68b3a94dea855ce4,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,g559-synth-string-40,irregular_bottleneck,heldout,False,False,False,False,False
1d02bf90cde373a637b556eb288515c0ecf6b4f6c3bae9f4625d5b684cb4a723,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
e5e64ea4e7eb28622d09b2cd3fe953850be021a5a78aa0394b4f820da30fb71c,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
147ad7ed75ab783599b0d0879ed0e27de5f09cf5c9c378706cda5122e33d5a64,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
ac27bc436bb53c75e78cdec8a3c905b80b4417721638d0895fdf02101a894c78,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
9be87fa8a8ed1e695a2d1886df0eac149a4c8184ae1215568fdc7a6f92c6a8c3,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
e57dc4cc88f776d79c3df3e9010c71cda806af663d371fb24ffcec168ae0c289,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
c15c39339014c521a3842039f6a64aabcdae4c95d19d0ec945464c210df90c0f,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
550cf4b17c61db74762a570c0a3c5a3f77cb0f98e388bd7311c31c69897101b4,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
1495739813511de2f8270af8861257154dd282995b512e99faee9d039c442917,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
bffc228cbf4dce8271edb3c232f87a6e9448b2955b48bc221a629a7b35f5260d,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
52c878e74b5dc3185569854cdec06327561a467c40d17559e44dede79fbcf412,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
808077a5b0050e169cd83fe4f729535bff5eb3f432559c1276498695a03f0657,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
9d96fee276c3ffd69c87de59a938cf71d5a66f3bf6ddd28bb5823af2124cae92,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
7d72786b0e9e1fb50bc35da3c0d9f3229d89ce48b116136852746a149653248a,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
4a5d8e7dbe041d9b12c7d54668956dcdb156781e16f5328e4e14d2cf8cba350c,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
19dc46ddbd5e588e53c52eae5d9a613f0721b6c6845067365a16d0c149f3c39f,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
4fcaabc08ba76e239017eb8e6f13edc4e12634bd24eae4c97320b915c1632fd4,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
7cd0bdd47ddc496ad1bcadaa2478b894561e1ab579828dab27e05412be73dbeb,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
ab1ad3724de07763fc7b50c26f780d38665db6b01054e9b950a429be2cd35a10,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
47fe8b4cc636bae298d8977d10c5de23d36135d902e77bd50c6493633be7c543,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
e6f11df51489e66883e528be9d5a430846f3f2f7461574fcb64753e82b638729,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
