support_bucket,paired_rows,both_success_rows,static_flow_success_rate,additive_success_rate,success_gain_count_static_over_additive,success_regression_count_static_vs_additive,mean_ratio_static_flow,mean_ratio_additive,absolute_delta_static_minus_additive,relative_improvement_pct,median_delta,bootstrap_CI_95_low,bootstrap_CI_95_high,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
safe_distance,128000,128000,1,1,0,0,0.795096168195,0.00725573718162,0.787840431014,-10858.1721098,0.85428051,0.786508754567,0.789127379602,False,False,False,False,False
