group_type,group_value,threshold,sample_count,harmful_count,predicted_harmful_count,tp,fp,fn,precision,recall,f1,fallback_rate,mean_delta_no_gate,mean_delta_after_gate,mean_delta_loss_from_gate
all,all,0.75,2985,1427,567,462,105,965,0.8148148148148148,0.3237561317449194,0.4633901705115346,0.1899497487437186,0.02464643390567516,0.019071433022515624,0.005575000883159535
all,all,0.8,2985,1427,391,325,66,1102,0.8312020460358056,0.22775052557813594,0.3575357535753575,0.13098827470686766,0.02464643390567516,0.020993202351983688,0.003653231553691471
all,all,0.85,2985,1427,186,162,24,1265,0.8709677419354839,0.11352487736510161,0.2008679479231246,0.062311557788944726,0.02464643390567516,0.023812200396647356,0.0008342335090278027
all,all,0.9,2985,1427,56,50,6,1377,0.8928571428571429,0.0350385423966363,0.06743088334457181,0.018760469011725293,0.02464643390567516,0.024332618636028192,0.0003138152696469665
all,all,0.95,2985,1427,16,13,3,1414,0.8125,0.009110021023125438,0.01801801801801802,0.005360134003350084,0.02464643390567516,0.024232101632682298,0.00041433227299286085
all,all,1.0,2985,1427,0,0,0,1427,0.0,0.0,0.0,0.0,0.02464643390567516,0.02464643390567516,0.0
map,empty-16-16,0.0,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.05,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.1,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.15,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.2,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.25,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.3,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.35,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.4,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.45,180,133,180,133,47,0,0.7388888888888889,1.0,0.8498402555910544,1.0,0.07474036613035717,0.0,0.07474036613035717
map,empty-16-16,0.5,180,133,179,132,47,1,0.7374301675977654,0.9924812030075187,0.846153846153846,0.9944444444444445,0.07474036613035717,0.006357811729888889,0.06838255440046828
map,empty-16-16,0.55,180,133,174,129,45,4,0.7413793103448276,0.9699248120300752,0.8403908794788273,0.9666666666666667,0.07474036613035717,0.007739517146948333,0.06700084898340884
map,empty-16-16,0.6,180,133,168,125,43,8,0.7440476190476191,0.9398496240601504,0.8305647840531561,0.9333333333333333,0.07474036613035717,0.012075587789056107,0.06266477834130106
map,empty-16-16,0.65,180,133,154,116,38,17,0.7532467532467533,0.8721804511278195,0.8083623693379791,0.8555555555555555,0.07474036613035717,0.01523888975268205,0.059501476377675125
map,empty-16-16,0.7,180,133,130,100,30,33,0.7692307692307693,0.7518796992481203,0.7604562737642585,0.7222222222222222,0.07474036613035717,0.032992095430761044,0.04174827069959613
map,empty-16-16,0.75,180,133,105,86,19,47,0.819047619047619,0.6466165413533834,0.722689075630252,0.5833333333333334,0.07474036613035717,0.04674057773889777,0.027999788391459404
map,empty-16-16,0.8,180,133,76,66,10,67,0.868421052631579,0.49624060150375937,0.6315789473684211,0.4222222222222222,0.07474036613035717,0.055121833859835455,0.019618532270521717
map,empty-16-16,0.85,180,133,45,41,4,92,0.9111111111111111,0.3082706766917293,0.4606741573033708,0.25,0.07474036613035717,0.06544680794063384,0.009293558189723328
map,empty-16-16,0.9,180,133,12,10,2,123,0.8333333333333334,0.07518796992481203,0.13793103448275862,0.06666666666666667,0.07474036613035717,0.07451970804363772,0.00022065808671944964
map,empty-16-16,0.95,180,133,1,0,1,133,0.0,0.0,0.0,0.005555555555555556,0.07474036613035717,0.0734243028760905,0.0013160632542666695
map,empty-16-16,1.0,180,133,0,0,0,133,0.0,0.0,0.0,0.0,0.07474036613035717,0.07474036613035717,0.0
map,empty-32-32,0.0,240,124,240,124,116,0,0.5166666666666667,1.0,0.6813186813186815,1.0,0.014343477566051692,0.0,0.014343477566051692
map,empty-32-32,0.05,240,124,240,124,116,0,0.5166666666666667,1.0,0.6813186813186815,1.0,0.014343477566051692,0.0,0.014343477566051692
map,empty-32-32,0.1,240,124,235,124,111,0,0.5276595744680851,1.0,0.6908077994428969,0.9791666666666666,0.014343477566051692,0.00021463385735312498,0.014128843708698567
map,empty-32-32,0.15,240,124,231,123,108,1,0.5324675324675324,0.9919354838709677,0.6929577464788732,0.9625,0.014343477566051692,0.000703087521787375,0.013640390044264317
map,empty-32-32,0.2,240,124,226,122,104,2,0.5398230088495575,0.9838709677419355,0.6971428571428571,0.9416666666666667,0.014343477566051692,0.0011831726862552917,0.0131603048797964
map,empty-32-32,0.25,240,124,220,122,98,2,0.5545454545454546,0.9838709677419355,0.7093023255813954,0.9166666666666666,0.014343477566051692,0.0019896093472362374,0.012353868218815454
map,empty-32-32,0.3,240,124,208,117,91,7,0.5625,0.9435483870967742,0.7048192771084337,0.8666666666666667,0.014343477566051692,0.0023093290966803627,0.01203414846937133
map,empty-32-32,0.35,240,124,195,110,85,14,0.5641025641025641,0.8870967741935484,0.689655172413793,0.8125,0.014343477566051692,0.0024204852274302374,0.011922992338621454
map,empty-32-32,0.4,240,124,175,101,74,23,0.5771428571428572,0.8145161290322581,0.6755852842809364,0.7291666666666666,0.014343477566051692,0.0032120592215293697,0.011131418344522323
map,empty-32-32,0.45,240,124,152,92,60,32,0.6052631578947368,0.7419354838709677,0.6666666666666666,0.6333333333333333,0.014343477566051692,0.003499671146398037,0.010843806419653655
map,empty-32-32,0.5,240,124,127,83,44,41,0.6535433070866141,0.6693548387096774,0.6613545816733067,0.5291666666666667,0.014343477566051692,0.004448732996532786,0.009894744569518905
map,empty-32-32,0.55,240,124,95,68,27,56,0.7157894736842105,0.5483870967741935,0.6210045662100456,0.3958333333333333,0.014343477566051692,0.005824453707965169,0.008519023858086523
map,empty-32-32,0.6,240,124,60,43,17,81,0.7166666666666667,0.3467741935483871,0.4673913043478261,0.25,0.014343477566051692,0.006760843583000901,0.007582633983050791
map,empty-32-32,0.65,240,124,37,29,8,95,0.7837837837837838,0.23387096774193547,0.3602484472049689,0.15416666666666667,0.014343477566051692,0.008381315708268274,0.005962161857783418
map,empty-32-32,0.7,240,124,26,21,5,103,0.8076923076923077,0.1693548387096774,0.28,0.10833333333333334,0.014343477566051692,0.008970981743305649,0.005372495822746043
map,empty-32-32,0.75,240,124,18,16,2,108,0.8888888888888888,0.12903225806451613,0.22535211267605634,0.075,0.014343477566051692,0.009783867464545648,0.0045596101015060436
map,empty-32-32,0.8,240,124,14,12,2,112,0.8571428571428571,0.0967741935483871,0.17391304347826084,0.058333333333333334,0.014343477566051692,0.010949203090062525,0.0033942744759891674
map,empty-32-32,0.85,240,124,13,11,2,113,0.8461538461538461,0.08870967741935484,0.16058394160583941,0.05416666666666667,0.014343477566051692,0.011118884148016688,0.0032245934180350037
map,empty-32-32,0.9,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014343477566051692,0.014343477566051692,0.0
map,empty-32-32,0.95,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014343477566051692,0.014343477566051692,0.0
map,empty-32-32,1.0,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014343477566051692,0.014343477566051692,0.0
map,empty-48-48,0.0,240,54,240,54,186,0,0.225,1.0,0.36734693877551017,1.0,0.005668379170696242,0.0,0.005668379170696242
map,empty-48-48,0.05,240,54,224,51,173,3,0.22767857142857142,0.9444444444444444,0.3669064748201439,0.9333333333333333,0.005668379170696242,0.00023952919203779164,0.005428849978658451
map,empty-48-48,0.1,240,54,199,44,155,10,0.22110552763819097,0.8148148148148148,0.3478260869565218,0.8291666666666667,0.005668379170696242,0.0006544719204849875,0.005013907250211254
map,empty-48-48,0.15,240,54,169,42,127,12,0.2485207100591716,0.7777777777777778,0.37668161434977576,0.7041666666666667,0.005668379170696242,0.0010107005050689873,0.004657678665627255
map,empty-48-48,0.2,240,54,152,39,113,15,0.2565789473684211,0.7222222222222222,0.3786407766990291,0.6333333333333333,0.005668379170696242,0.001282596141039821,0.004385783029656421
map,empty-48-48,0.25,240,54,118,33,85,21,0.2796610169491525,0.6111111111111112,0.38372093023255816,0.49166666666666664,0.005668379170696242,0.0019139407303481592,0.0037544384403480832
map,empty-48-48,0.3,240,54,89,25,64,29,0.2808988764044944,0.46296296296296297,0.34965034965034963,0.37083333333333335,0.005668379170696242,0.0026141630469781597,0.0030542161237180824
map,empty-48-48,0.35,240,54,63,21,42,33,0.3333333333333333,0.3888888888888889,0.358974358974359,0.2625,0.005668379170696242,0.003592049811556951,0.0020763293591392912
map,empty-48-48,0.4,240,54,37,12,25,42,0.32432432432432434,0.2222222222222222,0.26373626373626374,0.15416666666666667,0.005668379170696242,0.004905991477574075,0.0007623876931221671
map,empty-48-48,0.45,240,54,20,5,15,49,0.25,0.09259259259259259,0.13513513513513514,0.08333333333333333,0.005668379170696242,0.005684456887597825,-1.6077716901582995e-05
map,empty-48-48,0.5,240,54,8,0,8,54,0.0,0.0,0.0,0.03333333333333333,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.55,240,54,1,0,1,54,0.0,0.0,0.0,0.004166666666666667,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.6,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.65,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.7,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.75,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.8,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.85,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.9,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,0.95,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,empty-48-48,1.0,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005668379170696242,0.005668379170696242,0.0
map,maze-32-32-2,0.0,210,123,210,123,87,0,0.5857142857142857,1.0,0.7387387387387387,1.0,0.0725290210475087,0.0,0.0725290210475087
map,maze-32-32-2,0.05,210,123,208,123,85,0,0.5913461538461539,1.0,0.743202416918429,0.9904761904761905,0.0725290210475087,0.009523809523809525,0.06300521152369917
map,maze-32-32-2,0.1,210,123,206,123,83,0,0.5970873786407767,1.0,0.7477203647416413,0.9809523809523809,0.0725290210475087,0.0156484813122,0.056880539735308704
map,maze-32-32-2,0.15,210,123,205,123,82,0,0.6,1.0,0.7499999999999999,0.9761904761904762,0.0725290210475087,0.0156484813122,0.056880539735308704
map,maze-32-32-2,0.2,210,123,201,123,78,0,0.6119402985074627,1.0,0.7592592592592593,0.9571428571428572,0.0725290210475087,0.03469610035981905,0.037832920687689654
map,maze-32-32-2,0.25,210,123,200,123,77,0,0.615,1.0,0.7616099071207431,0.9523809523809523,0.0725290210475087,0.03945800512172381,0.033071015925784895
map,maze-32-32-2,0.3,210,123,193,121,72,2,0.6269430051813472,0.983739837398374,0.7658227848101264,0.919047619047619,0.0725290210475087,0.042442995688028576,0.03008602535948013
map,maze-32-32-2,0.35,210,123,182,118,64,5,0.6483516483516484,0.959349593495935,0.7737704918032787,0.8666666666666667,0.0725290210475087,0.04720490044993334,0.025324120597575363
map,maze-32-32-2,0.4,210,123,163,113,50,10,0.6932515337423313,0.9186991869918699,0.7902097902097903,0.7761904761904762,0.0725290210475087,0.03573694109754762,0.03679207994996109
map,maze-32-32-2,0.45,210,123,152,107,45,16,0.7039473684210527,0.8699186991869918,0.7781818181818182,0.7238095238095238,0.0725290210475087,0.04049884585945238,0.03203017518805632
map,maze-32-32-2,0.5,210,123,141,101,40,22,0.7163120567375887,0.8211382113821138,0.7651515151515151,0.6714285714285714,0.0725290210475087,0.05954311056716669,0.012985910480342013
map,maze-32-32-2,0.55,210,123,127,93,34,30,0.7322834645669292,0.7560975609756098,0.744,0.6047619047619047,0.0725290210475087,0.06055561006691907,0.011973410980589634
map,maze-32-32-2,0.6,210,123,115,84,31,39,0.7304347826086957,0.6829268292682927,0.7058823529411765,0.5476190476190477,0.0725290210475087,0.06057556218184324,0.011953458865665463
map,maze-32-32-2,0.65,210,123,102,79,23,44,0.7745098039215687,0.6422764227642277,0.7022222222222222,0.4857142857142857,0.0725290210475087,0.06593039755689882,0.006598623490609884
map,maze-32-32-2,0.7,210,123,82,65,17,58,0.7926829268292683,0.5284552845528455,0.6341463414634146,0.3904761904761905,0.0725290210475087,0.06741579394815232,0.005113227099356382
map,maze-32-32-2,0.75,210,123,62,51,11,72,0.8225806451612904,0.4146341463414634,0.5513513513513513,0.29523809523809524,0.0725290210475087,0.062145220707591764,0.01038380033991694
map,maze-32-32-2,0.8,210,123,50,41,9,82,0.82,0.3333333333333333,0.47398843930635837,0.23809523809523808,0.0725290210475087,0.06340252026519108,0.009126500782317623
map,maze-32-32-2,0.85,210,123,22,19,3,104,0.8636363636363636,0.15447154471544716,0.2620689655172414,0.10476190476190476,0.0725290210475087,0.0661043910588368,0.006424629988671909
map,maze-32-32-2,0.9,210,123,7,7,0,116,1.0,0.056910569105691054,0.10769230769230768,0.03333333333333333,0.0725290210475087,0.07155799727644063,0.0009710237710680719
map,maze-32-32-2,0.95,210,123,1,1,0,122,1.0,0.008130081300813009,0.01612903225806452,0.004761904761904762,0.0725290210475087,0.0725290210475087,0.0
map,maze-32-32-2,1.0,210,123,0,0,0,123,0.0,0.0,0.0,0.0,0.0725290210475087,0.0725290210475087,0.0
map,maze-32-32-4,0.0,219,119,219,119,100,0,0.54337899543379,1.0,0.7041420118343196,1.0,0.01082943380024607,0.0,0.01082943380024607
map,maze-32-32-4,0.05,219,119,219,119,100,0,0.54337899543379,1.0,0.7041420118343196,1.0,0.01082943380024607,0.0,0.01082943380024607
map,maze-32-32-4,0.1,219,119,218,119,99,0,0.5458715596330275,1.0,0.7062314540059347,0.9954337899543378,0.01082943380024607,0.0,0.01082943380024607
map,maze-32-32-4,0.15,219,119,213,118,95,1,0.5539906103286385,0.9915966386554622,0.710843373493976,0.9726027397260274,0.01082943380024607,0.01244061004611872,-0.0016111762458726493
map,maze-32-32-4,0.2,219,119,212,118,94,1,0.5566037735849056,0.9915966386554622,0.7129909365558912,0.9680365296803652,0.01082943380024607,0.01244061004611872,-0.0016111762458726493
map,maze-32-32-4,0.25,219,119,209,116,93,3,0.5550239234449761,0.9747899159663865,0.7073170731707318,0.954337899543379,0.01082943380024607,0.010885330423578905,-5.5896623332834725e-05
map,maze-32-32-4,0.3,219,119,203,115,88,4,0.5665024630541872,0.9663865546218487,0.7142857142857143,0.9269406392694064,0.01082943380024607,0.01057689171616749,0.0002525420840785806
map,maze-32-32-4,0.35,219,119,196,113,83,6,0.576530612244898,0.9495798319327731,0.7174603174603175,0.8949771689497716,0.01082943380024607,0.01057689171616749,0.0002525420840785806
map,maze-32-32-4,0.4,219,119,186,110,76,9,0.5913978494623656,0.9243697478991597,0.721311475409836,0.8493150684931506,0.01082943380024607,0.010591751535005066,0.00023768226524100398
map,maze-32-32-4,0.45,219,119,168,102,66,17,0.6071428571428571,0.8571428571428571,0.7108013937282229,0.7671232876712328,0.01082943380024607,0.019166886036147947,-0.008337452235901877
map,maze-32-32-4,0.5,219,119,151,95,56,24,0.6291390728476821,0.7983193277310925,0.7037037037037037,0.6894977168949772,0.01082943380024607,0.01942356772483557,-0.008594133924589499
map,maze-32-32-4,0.55,219,119,136,91,45,28,0.6691176470588235,0.7647058823529411,0.7137254901960786,0.6210045662100456,0.01082943380024607,0.022174429604170317,-0.011344995803924247
map,maze-32-32-4,0.6,219,119,124,85,39,34,0.6854838709677419,0.7142857142857143,0.6995884773662551,0.5662100456621004,0.01082943380024607,0.022012541748967124,-0.011183107948721054
map,maze-32-32-4,0.65,219,119,111,77,34,42,0.6936936936936937,0.6470588235294118,0.6695652173913045,0.5068493150684932,0.01082943380024607,0.017555429066745478,-0.006725995266499408
map,maze-32-32-4,0.7,219,119,91,62,29,57,0.6813186813186813,0.5210084033613446,0.5904761904761905,0.4155251141552511,0.01082943380024607,0.013278435710847762,-0.0024490019106016923
map,maze-32-32-4,0.75,219,119,74,52,22,67,0.7027027027027027,0.4369747899159664,0.5388601036269429,0.3378995433789954,0.01082943380024607,0.014099097197225298,-0.003269663396979228
map,maze-32-32-4,0.8,219,119,55,39,16,80,0.7090909090909091,0.3277310924369748,0.4482758620689655,0.2511415525114155,0.01082943380024607,0.01594851770315735,-0.00511908390291128
map,maze-32-32-4,0.85,219,119,30,23,7,96,0.7666666666666667,0.19327731092436976,0.30872483221476515,0.136986301369863,0.01082943380024607,0.02627066860389255,-0.01544123480364648
map,maze-32-32-4,0.9,219,119,14,11,3,108,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.0639269406392694,0.01082943380024607,0.01977692161080177,-0.0089474878105557
map,maze-32-32-4,0.95,219,119,8,6,2,113,0.75,0.05042016806722689,0.09448818897637797,0.0365296803652968,0.01082943380024607,0.009054087473252002,0.0017753463269940678
map,maze-32-32-4,1.0,219,119,0,0,0,119,0.0,0.0,0.0,0.0,0.01082943380024607,0.01082943380024607,0.0
map,random-32-32-10,0.0,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.02158841493674397,0.0,0.02158841493674397
map,random-32-32-10,0.05,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.02158841493674397,0.0,0.02158841493674397
map,random-32-32-10,0.1,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.02158841493674397,0.0,0.02158841493674397
map,random-32-32-10,0.15,240,140,238,140,98,0,0.5882352941176471,1.0,0.7407407407407407,0.9916666666666667,0.02158841493674397,0.0005769635074270833,0.021011451429316888
map,random-32-32-10,0.2,240,140,235,140,95,0,0.5957446808510638,1.0,0.7466666666666666,0.9791666666666666,0.02158841493674397,0.0007641624088862499,0.02082425252785772
map,random-32-32-10,0.25,240,140,230,139,91,1,0.6043478260869565,0.9928571428571429,0.7513513513513514,0.9583333333333334,0.02158841493674397,0.0013734649058025,0.02021495003094147
map,random-32-32-10,0.3,240,140,226,137,89,3,0.6061946902654868,0.9785714285714285,0.7486338797814207,0.9416666666666667,0.02158841493674397,0.0013391813606446251,0.020249233576099347
map,random-32-32-10,0.35,240,140,223,135,88,5,0.6053811659192825,0.9642857142857143,0.743801652892562,0.9291666666666667,0.02158841493674397,0.0010996292570057918,0.020488785679738178
map,random-32-32-10,0.4,240,140,203,126,77,14,0.6206896551724138,0.9,0.7346938775510204,0.8458333333333333,0.02158841493674397,0.001727495485230129,0.01986091945151384
map,random-32-32-10,0.45,240,140,186,118,68,22,0.6344086021505376,0.8428571428571429,0.7239263803680982,0.775,0.02158841493674397,0.002271160993307587,0.019317253943436384
map,random-32-32-10,0.5,240,140,167,107,60,33,0.6407185628742516,0.7642857142857142,0.6970684039087949,0.6958333333333333,0.02158841493674397,0.00296129137329592,0.01862712356344805
map,random-32-32-10,0.55,240,140,138,93,45,47,0.6739130434782609,0.6642857142857143,0.6690647482014389,0.575,0.02158841493674397,0.0037166345696636694,0.0178717803670803
map,random-32-32-10,0.6,240,140,113,77,36,63,0.6814159292035398,0.55,0.6086956521739131,0.4708333333333333,0.02158841493674397,0.004656211304826544,0.016932203631917428
map,random-32-32-10,0.65,240,140,79,55,24,85,0.6962025316455697,0.39285714285714285,0.502283105022831,0.32916666666666666,0.02158841493674397,0.006237960434026462,0.01535045450271751
map,random-32-32-10,0.7,240,140,64,48,16,92,0.75,0.34285714285714286,0.47058823529411753,0.26666666666666666,0.02158841493674397,0.006542363784937713,0.015046051151806258
map,random-32-32-10,0.75,240,140,57,43,14,97,0.7543859649122807,0.30714285714285716,0.43654822335025384,0.2375,0.02158841493674397,0.006817930699698129,0.014770484237045842
map,random-32-32-10,0.8,240,140,36,26,10,114,0.7222222222222222,0.18571428571428572,0.29545454545454547,0.15,0.02158841493674397,0.012684815774745301,0.00890359916199867
map,random-32-32-10,0.85,240,140,10,9,1,131,0.9,0.06428571428571428,0.11999999999999998,0.041666666666666664,0.02158841493674397,0.019776059851510864,0.001812355085233107
map,random-32-32-10,0.9,240,140,1,1,0,139,1.0,0.007142857142857143,0.014184397163120567,0.004166666666666667,0.02158841493674397,0.02158841493674397,0.0
map,random-32-32-10,0.95,240,140,0,0,0,140,0.0,0.0,0.0,0.0,0.02158841493674397,0.02158841493674397,0.0
map,random-32-32-10,1.0,240,140,0,0,0,140,0.0,0.0,0.0,0.0,0.02158841493674397,0.02158841493674397,0.0
map,random-32-32-20,0.0,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.028417263246228355,0.0,0.028417263246228355
map,random-32-32-20,0.05,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.028417263246228355,0.0,0.028417263246228355
map,random-32-32-20,0.1,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.028417263246228355,0.0,0.028417263246228355
map,random-32-32-20,0.15,240,171,239,171,68,0,0.7154811715481172,1.0,0.8341463414634147,0.9958333333333333,0.028417263246228355,5.2129877867083336e-05,0.028365133368361273
map,random-32-32-20,0.2,240,171,239,171,68,0,0.7154811715481172,1.0,0.8341463414634147,0.9958333333333333,0.028417263246228355,5.2129877867083336e-05,0.028365133368361273
map,random-32-32-20,0.25,240,171,238,171,67,0,0.7184873949579832,1.0,0.8361858190709046,0.9916666666666667,0.028417263246228355,0.0001165824104725,0.028300680835755855
map,random-32-32-20,0.3,240,171,235,170,65,1,0.723404255319149,0.9941520467836257,0.8374384236453202,0.9791666666666666,0.028417263246228355,3.3057163705875e-05,0.02838420608252248
map,random-32-32-20,0.35,240,171,232,170,62,1,0.7327586206896551,0.9941520467836257,0.8436724565756824,0.9666666666666667,0.028417263246228355,0.00036311306785820834,0.02805415017837015
map,random-32-32-20,0.4,240,171,228,168,60,3,0.7368421052631579,0.9824561403508771,0.8421052631578947,0.95,0.028417263246228355,0.000410430792849625,0.02800683245337873
map,random-32-32-20,0.45,240,171,211,160,51,11,0.7582938388625592,0.935672514619883,0.837696335078534,0.8791666666666667,0.028417263246228355,0.0014088982285659169,0.027008365017662437
map,random-32-32-20,0.5,240,171,201,156,45,15,0.7761194029850746,0.9122807017543859,0.8387096774193548,0.8375,0.028417263246228355,0.0024245512502947494,0.025992711995933605
map,random-32-32-20,0.55,240,171,184,144,40,27,0.782608695652174,0.8421052631578947,0.8112676056338028,0.7666666666666667,0.028417263246228355,0.0021477730910717087,0.026269490155156647
map,random-32-32-20,0.6,240,171,158,128,30,43,0.810126582278481,0.7485380116959064,0.778115501519757,0.6583333333333333,0.028417263246228355,0.011475075657166666,0.01694218758906169
map,random-32-32-20,0.65,240,171,134,111,23,60,0.8283582089552238,0.6491228070175439,0.7278688524590164,0.5583333333333333,0.028417263246228355,0.01383568590582875,0.014581577340399606
map,random-32-32-20,0.7,240,171,106,90,16,81,0.8490566037735849,0.5263157894736842,0.6498194945848376,0.44166666666666665,0.028417263246228355,0.018654443467227347,0.009762819779001009
map,random-32-32-20,0.75,240,171,64,56,8,115,0.875,0.32748538011695905,0.47659574468085103,0.26666666666666666,0.028417263246228355,0.018373452368496964,0.010043810877731391
map,random-32-32-20,0.8,240,171,45,39,6,132,0.8666666666666667,0.22807017543859648,0.3611111111111111,0.1875,0.028417263246228355,0.02221579980555174,0.006201463440676614
map,random-32-32-20,0.85,240,171,16,15,1,156,0.9375,0.08771929824561403,0.160427807486631,0.06666666666666667,0.028417263246228355,0.02462100438502024,0.0037962588612081155
map,random-32-32-20,0.9,240,171,6,5,1,166,0.8333333333333334,0.029239766081871343,0.05649717514124293,0.025,0.028417263246228355,0.02364369104058003,0.004773572205648325
map,random-32-32-20,0.95,240,171,1,1,0,170,1.0,0.005847953216374269,0.011627906976744186,0.004166666666666667,0.028417263246228355,0.028417263246228355,0.0
map,random-32-32-20,1.0,240,171,0,0,0,171,0.0,0.0,0.0,0.0,0.028417263246228355,0.028417263246228355,0.0
