rule_id,map_width,map_height,obstacle_ratio_min,obstacle_ratio_max,agents,predicted_margin_ratio,nearest_support_count,min_support_neighbors,min_predicted_margin_ratio,max_neighbor_distance,feature_values,source,map,instance_id,iteration,fold_id,false_positive_risk,fold_agreement
wait_heavy,32.0,32.0,0.1901953125,0.2101953125,50.0,0.055707762549999984,20,8,0.002,1000000000.0,50;819;0.0610500610501;32;32;0.2001953125;0;0;0;1;1;2200;234;107;898;0.106363636364;0.0486363636364;4.68;44;0;0;6.44209020443;0,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,random-32-32-20,15,0,4,0.05,4
wait_heavy,32.0,32.0,0.1901953125,0.2101953125,50.0,0.055707762549999984,20,8,0.002,1000000000.0,50;819;0.0610500610501;32;32;0.2001953125;1;1;1.20730593607;0;1;2650;114;48;1286;0.0430188679245;0.0181132075472;2.28;53;831;15;6.54207665047;6.44209020443,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,random-32-32-20,15,1,4,0.05,4
block_heavy,32.0,32.0,0.1901953125,0.2101953125,50.0,0.009290540539999892,20,8,0.002,1000000000.0,50;819;0.0610500610501;32;32;0.2001953125;0;0;0;1;1;2350;125;47;1065;0.0531914893617;0.02;2.5;47;0;0;6.65032902997;0,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,random-32-32-20,17,0,4,0.05,4
block_heavy,32.0,32.0,0.1901953125,0.2101953125,50.0,0.009290540539999892,20,8,0.002,1000000000.0,50;819;0.0610500610501;32;32;0.2001953125;1;1;1.10219594595;0;1;3800;215;92;2170;0.0565789473684;0.0242105263158;4.3;76;914;7;6.49184508997;6.65032902997,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,random-32-32-20,17,1,4,0.05,4
