replay_phase,plan_row_id,context_id,candidate_id,agent_count,budget_role,solver_internal_time_limit_sec,process_hard_timeout_sec,expected_process_hard_timeout_sec,explicit_internal_budget,explicit_hard_timeout,uniform_30s_budget_contract_met,large_agent_30s_budget_contract_met,row_budget_audit_decision,row_budget_audit_failures,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000030,g567_gate3a_a5_00010,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000031,g567_gate3a_a5_00010,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000032,g567_gate3a_a5_00010,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000033,g567_gate3a_a5_00011,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000034,g567_gate3a_a5_00011,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000035,g567_gate3a_a5_00011,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000036,g567_gate3a_a5_00012,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000037,g567_gate3a_a5_00012,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000038,g567_gate3a_a5_00012,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000039,g567_gate3a_a5_00013,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000040,g567_gate3a_a5_00013,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000041,g567_gate3a_a5_00013,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000042,g567_gate3a_a5_00014,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000043,g567_gate3a_a5_00014,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000044,g567_gate3a_a5_00014,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000045,g567_gate3a_a5_00015,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000046,g567_gate3a_a5_00015,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000047,g567_gate3a_a5_00015,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000048,g567_gate3a_a5_00016,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000049,g567_gate3a_a5_00016,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000050,g567_gate3a_a5_00016,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000051,g567_gate3a_a5_00017,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000052,g567_gate3a_a5_00017,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000053,g567_gate3a_a5_00017,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000054,g567_gate3a_a5_00018,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000055,g567_gate3a_a5_00018,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000056,g567_gate3a_a5_00018,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000057,g567_gate3a_a5_00019,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000058,g567_gate3a_a5_00019,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000059,g567_gate3a_a5_00019,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000060,g567_gate3a_a5_00020,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000061,g567_gate3a_a5_00020,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000062,g567_gate3a_a5_00020,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000063,g567_gate3a_a5_00021,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000064,g567_gate3a_a5_00021,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000065,g567_gate3a_a5_00021,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000066,g567_gate3a_a5_00022,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000067,g567_gate3a_a5_00022,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000068,g567_gate3a_a5_00022,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000069,g567_gate3a_a5_00023,repair5g59_additive_fallback,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000070,g567_gate3a_a5_00023,repair5g59_static_flow_shield,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000071,g567_gate3a_a5_00023,g556_c063174,1000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000072,g567_gate3a_a5_00024,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000073,g567_gate3a_a5_00024,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000074,g567_gate3a_a5_00024,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000075,g567_gate3a_a5_00025,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000076,g567_gate3a_a5_00025,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000077,g567_gate3a_a5_00025,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000078,g567_gate3a_a5_00026,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000079,g567_gate3a_a5_00026,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000080,g567_gate3a_a5_00026,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000081,g567_gate3a_a5_00027,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000082,g567_gate3a_a5_00027,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000083,g567_gate3a_a5_00027,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000084,g567_gate3a_a5_00028,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000085,g567_gate3a_a5_00028,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000086,g567_gate3a_a5_00028,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000087,g567_gate3a_a5_00029,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000088,g567_gate3a_a5_00029,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000089,g567_gate3a_a5_00029,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000090,g567_gate3a_a5_00030,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000091,g567_gate3a_a5_00030,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000092,g567_gate3a_a5_00030,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000093,g567_gate3a_a5_00031,repair5g59_additive_fallback,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000094,g567_gate3a_a5_00031,repair5g59_static_flow_shield,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000095,g567_gate3a_a5_00031,g556_c063174,3000,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000096,g567_gate3a_a5_00000,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_bb610b0bb8e5,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000097,g567_gate3a_a5_00001,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_71fb394753f6,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000098,g567_gate3a_a5_00002,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_440dbadab247,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000099,g567_gate3a_a5_00003,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_1ef29d449c2e,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000100,g567_gate3a_a5_00004,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_a6c60f68fd6b,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
gate3a_true_a5_checkpoint_smoke,g567_gate3a_true_a5_checkpoint_smoke_00000101,g567_gate3a_a5_00005,g567_gate3a_true_a5_checkpoint_smoke_a5_s567_4f6fb761fcbb,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
