source_key,source_url,source_provenance,license_and_redistribution_status,original_relative_path,local_map_path,map_name,map_family,map_scenario_format,parent_physical_map_sha256,physical_map_sha256,width,height,free_cells,source_category,map_source_type,panel,official_scenario,czr004_derived_scenario,scientific_split,agent_count_capacity,validation_result,validation_failures,use_in_g567
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,empty-16-16.map,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-16-16.map,empty-16-16,empty,movingai_map,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,16,16,256,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,256,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,empty-32-32.map,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-32-32.map,empty-32-32,empty,movingai_map,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,32,32,1024,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,1024,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,empty-48-48.map,external/benchmarks/movingai_mapf/extracted/mapf-map/empty-48-48.map,empty-48-48,empty,movingai_map,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,48,48,2304,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,2304,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,random-32-32-10.map,external/benchmarks/movingai_mapf/extracted/mapf-map/random-32-32-10.map,random-32-32-10,random,movingai_map,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,32,32,922,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,922,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,random-32-32-20.map,external/benchmarks/movingai_mapf/extracted/mapf-map/random-32-32-20.map,random-32-32-20,random,movingai_map,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,32,32,819,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,819,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,random-64-64-10.map,external/benchmarks/movingai_mapf/extracted/mapf-map/random-64-64-10.map,random-64-64-10,random,movingai_map,b31c671228f884a113ca11c41b83630dc042e58e07f9b36da74ec508f82a5659,b31c671228f884a113ca11c41b83630dc042e58e07f9b36da74ec508f82a5659,64,64,3687,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,3687,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,random-64-64-20.map,external/benchmarks/movingai_mapf/extracted/mapf-map/random-64-64-20.map,random-64-64-20,random,movingai_map,0702bcc7df0529a819845c5d70050464c0946ae234881f27b9f4202b81f40c83,0702bcc7df0529a819845c5d70050464c0946ae234881f27b9f4202b81f40c83,64,64,3270,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,3270,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,maze-32-32-2.map,external/benchmarks/movingai_mapf/extracted/mapf-map/maze-32-32-2.map,maze-32-32-2,maze,movingai_map,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,32,32,666,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,666,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,maze-32-32-4.map,external/benchmarks/movingai_mapf/extracted/mapf-map/maze-32-32-4.map,maze-32-32-4,maze,movingai_map,7ff67aa59f71933b8cf2605e12631b8a28d9ebcfb9b941de3afdc7dce3123fee,7ff67aa59f71933b8cf2605e12631b8a28d9ebcfb9b941de3afdc7dce3123fee,32,32,790,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,790,pass,,True
mapf-map,https://movingai.com/benchmarks/mapf/mapf-map.zip,9da2e4c5ce03aa4e063b3a283ce874590b36cc4f31a297fe7ecb00d105abf288,MovingAI public MAPF benchmark archive; metadata committed only; raw archive not committed,maze-128-128-1.map,external/benchmarks/movingai_mapf/extracted/mapf-map/maze-128-128-1.map,maze-128-128-1,maze,movingai_map,9ef42dc6c43a2b07364c9678b7501a6a7ff1fc7e61215abae6d34000ba8e70c9,9ef42dc6c43a2b07364c9678b7501a6a7ff1fc7e61215abae6d34000ba8e70c9,128,128,8191,movingai_canonical,canonical_public_benchmark_map,M,,,split_later_by_parent_map_hash,8191,pass,,True
