plan_row_id,replay_phase,context_id,g567_dataset_row_id,g567_instance_uid,g567_evaluation_uid,g567_identity_digest,g567_scenario_sha256,g567_physical_map_sha256,g567_assignment_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,budget_role,ltm_max_iterations,horizon_id,scientific_horizon_id,solver_execution_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,replicate_id,replicate_group_id,execution_order_index,cpu_affinity,worker_count,OMP_NUM_THREADS,MKL_NUM_THREADS,OPENBLAS_NUM_THREADS,host_load_snapshot,solver_internal_time_limit_sec,process_hard_timeout_sec,method_start_timestamp,method_end_timestamp,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g567_gate3a_true_a5_checkpoint_smoke_00000000,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00000,g567_gate3a_a5_00000,9b62ddb9cbf5c5de5294196d129b1b0f188f747bb2feccd522b1eb6268bd68ae,e3d9c18b8697e4b8633a150cf2b0b90b8e3c606b49341db2a65d5e08b2244af5,83b101b8a2d16aaba2714802119fb4e3b36c13d7ab5e238eb5ddcce1632d1f09,836678e74c99461b6099ff915bd533197906223728d883aa1b433623289b84e8,ffbc74a0dbf945b3cdb01c58ab6b838f0115a0f29108048a0b7c82e2f7b287c6,dd86f6a3d409d32d8ea1e3f5ebcf2ddc415565959caf1ba6dbc7120e23aad3ce,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v0,chambers,32,32,3567001780,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,829ae02d09a31dea76fdf62647a72db0ba37fb9cfa7f1570b6b60f1614536492,0,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g567_gate3a_true_a5_checkpoint_smoke_00000001,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00000,g567_gate3a_a5_00000,9b62ddb9cbf5c5de5294196d129b1b0f188f747bb2feccd522b1eb6268bd68ae,e3d9c18b8697e4b8633a150cf2b0b90b8e3c606b49341db2a65d5e08b2244af5,408f6d3614278393acfd049439f99ba35f3d4dc8db1c6c04f0dae61c25f04071,836678e74c99461b6099ff915bd533197906223728d883aa1b433623289b84e8,ffbc74a0dbf945b3cdb01c58ab6b838f0115a0f29108048a0b7c82e2f7b287c6,dd86f6a3d409d32d8ea1e3f5ebcf2ddc415565959caf1ba6dbc7120e23aad3ce,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v0,chambers,32,32,3567001780,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,8b80ae6cc7ad5c28eeec06558fd6e37cf714b4348cf929d505e71a885aeee1d4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,e9705a7122eda04ed657c76cea65a0348de598b768971cb017fe28d40a3b73df,1,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000002,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00000,g567_gate3a_a5_00000,9b62ddb9cbf5c5de5294196d129b1b0f188f747bb2feccd522b1eb6268bd68ae,e3d9c18b8697e4b8633a150cf2b0b90b8e3c606b49341db2a65d5e08b2244af5,9678ce270a2e59ae9e6304c8835ee4fffc13e9fbff989922a410cb3aef41f90f,836678e74c99461b6099ff915bd533197906223728d883aa1b433623289b84e8,ffbc74a0dbf945b3cdb01c58ab6b838f0115a0f29108048a0b7c82e2f7b287c6,dd86f6a3d409d32d8ea1e3f5ebcf2ddc415565959caf1ba6dbc7120e23aad3ce,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v0,chambers,32,32,3567001780,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierC_g556,g556_c063174,g556_c063174,g556_c063174,c6d34f9352f10ed3e1a2c05f407fdde69654ee466b096e56a93b19875821345b,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,0,6000b6a41372a05f956650870eb66a30a517eb034df6763a1a78227800903253,2,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000003,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00001,g567_gate3a_a5_00001,b398a1424e916a41ad1dae576b1ae43a2b319f79a650067620d0a55e661ce0ab,18caf73ee7cf181d1f45980cca3c0da80d2fa2ec463cb51ac4a84a2cd9683d3d,a5a35b3b92d1da83a43f19b98a1ca7fdfc02415c4d172139f3d7d5dde02423b5,c92542db4e8c50b67a89721766ebffe81a8a3fc74627b8c4ca90046f75fe5149,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,57189a27f3fe9a040ddff1ec0a8b980a69ee930daa3263dd9b5a95cfdba11aab,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567000133,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,cc1cd7b5412337b37451bfde67ca3943100652f7918298dedf514c5cab7dc596,3,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g567_gate3a_true_a5_checkpoint_smoke_00000004,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00001,g567_gate3a_a5_00001,b398a1424e916a41ad1dae576b1ae43a2b319f79a650067620d0a55e661ce0ab,18caf73ee7cf181d1f45980cca3c0da80d2fa2ec463cb51ac4a84a2cd9683d3d,d7cc01e7ef1f3632ac8782b0a6b89979993930325e450b36c9c6f5a30f9411e8,c92542db4e8c50b67a89721766ebffe81a8a3fc74627b8c4ca90046f75fe5149,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,57189a27f3fe9a040ddff1ec0a8b980a69ee930daa3263dd9b5a95cfdba11aab,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567000133,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,4d9975dea66a217282252944cc1a36104b4f444fa6e731c1a196e26e5070290c,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,3f4787f555757458d8b6210e1f178193694e9a304fa25f6e175b2d47137c5db4,4,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000005,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00001,g567_gate3a_a5_00001,b398a1424e916a41ad1dae576b1ae43a2b319f79a650067620d0a55e661ce0ab,18caf73ee7cf181d1f45980cca3c0da80d2fa2ec463cb51ac4a84a2cd9683d3d,9abc302f4db2dd3577ebe26dae7757f3aa58316436648d7346008fc45b17df43,c92542db4e8c50b67a89721766ebffe81a8a3fc74627b8c4ca90046f75fe5149,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,57189a27f3fe9a040ddff1ec0a8b980a69ee930daa3263dd9b5a95cfdba11aab,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567000133,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierC_g556,g556_c063174,g556_c063174,g556_c063174,fb28175ab1c54bc8d369dae071dd9afccc9ae8b5c2c9e1a958386376e2be1cc0,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,0,1d7cc08fcf00a2a6452b6a7fc11dccfbe760eb4783e862cbacb66881567a060e,5,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000006,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00002,g567_gate3a_a5_00002,dace3b0acafe97b67d391deeef1ba4bbb91ddbefc5d99cf971b9879f8bf27128,309c789ee0d3bae9f2b86b7ed126c7f7eb373523a1fc3292e003803be3ea7e8e,ef97645e9be69ad2903bbc8c3529ed64c6683d14fcd6e8e5bfd2abba59ca58cf,5e84d615bfd87a810a59eef92090d1e9472bcc12f9a588e3bfeb21db0cfdbf27,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,4b2634c836bffb00172b2e3c0fbe5f9db1099fd2110a240df89e57b42b4c865e,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567002089,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,978e8fb6a611cfaaafb98fe5f1102dc87a165aecf2341c664f59856f145718fa,6,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g567_gate3a_true_a5_checkpoint_smoke_00000007,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00002,g567_gate3a_a5_00002,dace3b0acafe97b67d391deeef1ba4bbb91ddbefc5d99cf971b9879f8bf27128,309c789ee0d3bae9f2b86b7ed126c7f7eb373523a1fc3292e003803be3ea7e8e,7107d6d6120d0ac5dde8e5f024ba0c092358d5a33e0e111da59fab6209e7044f,5e84d615bfd87a810a59eef92090d1e9472bcc12f9a588e3bfeb21db0cfdbf27,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,4b2634c836bffb00172b2e3c0fbe5f9db1099fd2110a240df89e57b42b4c865e,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567002089,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,a510b5a6ce29c0c1a817294d7b972d4a411e6882d120a75874f06bcc8bd7067c,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,b9ca69015c52d2f9410f5857a23f9ca7b7e99ab5a54acb7e603f60ad5e404b34,7,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000008,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00002,g567_gate3a_a5_00002,dace3b0acafe97b67d391deeef1ba4bbb91ddbefc5d99cf971b9879f8bf27128,309c789ee0d3bae9f2b86b7ed126c7f7eb373523a1fc3292e003803be3ea7e8e,9aecd51b283f458ba83387d1654e11498a7da3faa538044779ea7b464067d839,5e84d615bfd87a810a59eef92090d1e9472bcc12f9a588e3bfeb21db0cfdbf27,da8f735e3c5130371f1416c3aa9804ab28eb8d323c2d6cedfb6e18db6e729ec0,4b2634c836bffb00172b2e3c0fbe5f9db1099fd2110a240df89e57b42b4c865e,GATE3A_PREFLIGHT,g567-chambers-48x32-a-v1,chambers,32,32,3567002089,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierC_g556,g556_c063174,g556_c063174,g556_c063174,7f894eb3f13ea8a5db29c558bcd747025f47609ec1fa9ef6bcf0ecce468fbfea,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,0,a582fbc86cfeb10d39ebea248b4d082cf30cd6913c599c3d3bced387208775c7,8,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g567_gate3a_true_a5_checkpoint_smoke_00000009,gate3a_true_a5_checkpoint_smoke,g567_gate3a_a5_00003,g567_gate3a_a5_00003,5132f61b3290fad1ffd67b3071f5202546dede26572a5e7d2bb87fd7bff790a6,c74ddc7780b499d18d3f143055f9b4e994402dd9b5590aa3f5f02c6c8add2cbe,bf7e159db6cb8dd09d07e16f37d8966e7c9a87210993d8c86636dea83bc3eb23,c87aa82d4a653b2516029e397b6132ade72643f24c248946df38f6bc92ae9008,807850211c5d58a461b06655517af89591240d0f3f08932a8692f0335d31ca2a,c60b23ef6bc5a0063883e588b656ee47f079f71f5017f8ba1db177af8bd7070e,GATE3A_PREFLIGHT,g567-chambers-64x48-a-v0,chambers,32,32,3567000940,30000,30000,30000,30.0,uniform_30s_all_agent_tiers_primary_exact,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,0564f76918ce738e8ba4b49eb101609da578e1d289b6a281f3eecacf389d4abc,9,,1,1,1,1,,30.0,60.0,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
