group_type,group_value,threshold,sample_count,harmful_count,predicted_harmful_count,tp,fp,fn,precision,recall,f1,fallback_rate,mean_delta_no_gate,mean_delta_after_gate,mean_delta_loss_from_gate
map,empty-16-16,0.45,180,133,179,132,47,1,0.7374301675977654,0.9924812030075187,0.846153846153846,0.9944444444444445,0.0741223284942977,4.3233895374000004e-05,0.0740790945989237
map,empty-16-16,0.5,180,133,178,132,46,1,0.7415730337078652,0.9924812030075187,0.8488745980707395,0.9888888888888889,0.0741223284942977,0.00019558002578233335,0.07392674846851537
map,empty-16-16,0.55,180,133,178,132,46,1,0.7415730337078652,0.9924812030075187,0.8488745980707395,0.9888888888888889,0.0741223284942977,0.00019558002578233335,0.07392674846851537
map,empty-16-16,0.6,180,133,172,130,42,3,0.7558139534883721,0.9774436090225563,0.8524590163934426,0.9555555555555556,0.0741223284942977,0.0012084674646880556,0.07291386102960964
map,empty-16-16,0.65,180,133,156,118,38,15,0.7564102564102564,0.8872180451127819,0.8166089965397924,0.8666666666666667,0.0741223284942977,0.0031639729051890003,0.07095835558910871
map,empty-16-16,0.7,180,133,125,98,27,35,0.784,0.7368421052631579,0.7596899224806203,0.6944444444444444,0.0741223284942977,0.03683978676687805,0.037282541727419655
map,empty-16-16,0.75,180,133,112,91,21,42,0.8125,0.6842105263157895,0.742857142857143,0.6222222222222222,0.0741223284942977,0.04207089996335293,0.032051428530944774
map,empty-16-16,0.8,180,133,77,66,11,67,0.8571428571428571,0.49624060150375937,0.6285714285714284,0.42777777777777776,0.0741223284942977,0.0612635724707545,0.012858756023543201
map,empty-16-16,0.85,180,133,30,29,1,104,0.9666666666666667,0.21804511278195488,0.3558282208588957,0.16666666666666666,0.0741223284942977,0.072150630691081,0.001971697803216696
map,empty-16-16,0.9,180,133,11,11,0,122,1.0,0.08270676691729323,0.1527777777777778,0.06111111111111111,0.0741223284942977,0.07173124655227549,0.0023910819420222135
map,empty-16-16,0.95,180,133,5,5,0,128,1.0,0.03759398496240601,0.07246376811594202,0.027777777777777776,0.0741223284942977,0.0741223284942977,0.0
map,empty-16-16,1.0,180,133,0,0,0,133,0.0,0.0,0.0,0.0,0.0741223284942977,0.0741223284942977,0.0
map,empty-32-32,0.0,240,124,240,124,116,0,0.5166666666666667,1.0,0.6813186813186815,1.0,0.014089236132300275,0.0,0.014089236132300275
map,empty-32-32,0.05,240,124,238,124,114,0,0.5210084033613446,1.0,0.6850828729281768,0.9916666666666667,0.014089236132300275,2.5252525252541668e-05,0.014063983607047734
map,empty-32-32,0.1,240,124,238,124,114,0,0.5210084033613446,1.0,0.6850828729281768,0.9916666666666667,0.014089236132300275,2.5252525252541668e-05,0.014063983607047734
map,empty-32-32,0.15,240,124,235,123,112,1,0.5234042553191489,0.9919354838709677,0.6852367688022284,0.9791666666666666,0.014089236132300275,0.0003176499343525417,0.013771586197947733
map,empty-32-32,0.2,240,124,228,123,105,1,0.5394736842105263,0.9919354838709677,0.6988636363636364,0.95,0.014089236132300275,0.001493149576800958,0.012596086555499316
map,empty-32-32,0.25,240,124,219,120,99,4,0.547945205479452,0.967741935483871,0.6997084548104957,0.9125,0.014089236132300275,0.0023862231633864873,0.011703012968913788
map,empty-32-32,0.3,240,124,201,112,89,12,0.5572139303482587,0.9032258064516129,0.6892307692307692,0.8375,0.014089236132300275,0.0028079607173061957,0.01128127541499408
map,empty-32-32,0.35,240,124,188,108,80,16,0.574468085106383,0.8709677419354839,0.6923076923076925,0.7833333333333333,0.014089236132300275,0.0032104371012784457,0.010878799031021829
map,empty-32-32,0.4,240,124,162,98,64,26,0.6049382716049383,0.7903225806451613,0.6853146853146853,0.675,0.014089236132300275,0.0037713090096066553,0.01031792712269362
map,empty-32-32,0.45,240,124,131,89,42,35,0.6793893129770993,0.717741935483871,0.6980392156862745,0.5458333333333333,0.014089236132300275,0.005085930749269485,0.00900330538303079
map,empty-32-32,0.5,240,124,103,72,31,52,0.6990291262135923,0.5806451612903226,0.6343612334801763,0.42916666666666664,0.014089236132300275,0.005830961576207349,0.008258274556092925
map,empty-32-32,0.55,240,124,77,58,19,66,0.7532467532467533,0.46774193548387094,0.5771144278606964,0.32083333333333336,0.014089236132300275,0.00698448154087586,0.007104754591424415
map,empty-32-32,0.6,240,124,53,42,11,82,0.7924528301886793,0.3387096774193548,0.4745762711864407,0.22083333333333333,0.014089236132300275,0.008498615703595483,0.005590620428704791
map,empty-32-32,0.65,240,124,35,28,7,96,0.8,0.22580645161290322,0.35220125786163525,0.14583333333333334,0.014089236132300275,0.009224137324575481,0.004865098807724793
map,empty-32-32,0.7,240,124,24,20,4,104,0.8333333333333334,0.16129032258064516,0.27027027027027023,0.1,0.014089236132300275,0.009691523577275898,0.004397712555024377
map,empty-32-32,0.75,240,124,16,13,3,111,0.8125,0.10483870967741936,0.18571428571428572,0.06666666666666667,0.014089236132300275,0.010276071559021523,0.0038131645732787517
map,empty-32-32,0.8,240,124,11,9,2,115,0.8181818181818182,0.07258064516129033,0.13333333333333333,0.04583333333333333,0.014089236132300275,0.011332925297349857,0.0027563108349504175
map,empty-32-32,0.85,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014089236132300275,0.014089236132300275,0.0
map,empty-32-32,0.9,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014089236132300275,0.014089236132300275,0.0
map,empty-32-32,0.95,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014089236132300275,0.014089236132300275,0.0
map,empty-32-32,1.0,240,124,0,0,0,124,0.0,0.0,0.0,0.0,0.014089236132300275,0.014089236132300275,0.0
map,empty-48-48,0.0,240,54,240,54,186,0,0.225,1.0,0.36734693877551017,1.0,0.005927510435289989,0.0,0.005927510435289989
map,empty-48-48,0.05,240,54,229,54,175,0,0.23580786026200873,1.0,0.3816254416961131,0.9541666666666667,0.005927510435289989,5.2921009360291666e-05,0.005874589425929697
map,empty-48-48,0.1,240,54,210,49,161,5,0.23333333333333334,0.9074074074074074,0.3712121212121212,0.875,0.005927510435289989,0.0003477779852219,0.005579732450068089
map,empty-48-48,0.15,240,54,178,44,134,10,0.24719101123595505,0.8148148148148148,0.37931034482758613,0.7416666666666667,0.005927510435289989,0.001161922826539775,0.004765587608750214
map,empty-48-48,0.2,240,54,151,37,114,17,0.24503311258278146,0.6851851851851852,0.36097560975609755,0.6291666666666667,0.005927510435289989,0.002044301041918404,0.003883209393371585
map,empty-48-48,0.25,240,54,122,32,90,22,0.26229508196721313,0.5925925925925926,0.36363636363636365,0.5083333333333333,0.005927510435289989,0.002553653301387197,0.0033738571339027926
map,empty-48-48,0.3,240,54,85,24,61,30,0.2823529411764706,0.4444444444444444,0.34532374100719426,0.3541666666666667,0.005927510435289989,0.0030231146002773213,0.002904395835012668
map,empty-48-48,0.35,240,54,54,19,35,35,0.35185185185185186,0.35185185185185186,0.35185185185185186,0.225,0.005927510435289989,0.004548579759154364,0.0013789306761356254
map,empty-48-48,0.4,240,54,31,10,21,44,0.3225806451612903,0.18518518518518517,0.2352941176470588,0.12916666666666668,0.005927510435289989,0.00527358248669374,0.0006539279485962496
map,empty-48-48,0.45,240,54,8,1,7,53,0.125,0.018518518518518517,0.03225806451612903,0.03333333333333333,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.5,240,54,5,1,4,53,0.2,0.018518518518518517,0.03389830508474576,0.020833333333333332,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.55,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.6,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.65,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.7,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.75,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.8,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.85,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.9,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,0.95,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,empty-48-48,1.0,240,54,0,0,0,54,0.0,0.0,0.0,0.0,0.005927510435289989,0.005927510435289989,0.0
map,maze-32-32-2,0.0,210,123,210,123,87,0,0.5857142857142857,1.0,0.7387387387387387,1.0,0.0758962797419277,0.0,0.0758962797419277
map,maze-32-32-2,0.05,210,123,205,123,82,0,0.6,1.0,0.7499999999999999,0.9761904761904762,0.0758962797419277,0.020410386074104763,0.05548589366782293
map,maze-32-32-2,0.1,210,123,203,123,80,0,0.6059113300492611,1.0,0.754601226993865,0.9666666666666667,0.0758962797419277,0.025172290836009525,0.05072398890591817
map,maze-32-32-2,0.15,210,123,203,123,80,0,0.6059113300492611,1.0,0.754601226993865,0.9666666666666667,0.0758962797419277,0.025172290836009525,0.05072398890591817
map,maze-32-32-2,0.2,210,123,202,123,79,0,0.6089108910891089,1.0,0.7569230769230768,0.9619047619047619,0.0758962797419277,0.029934195597914288,0.04596208414401341
map,maze-32-32-2,0.25,210,123,199,121,78,2,0.6080402010050251,0.983739837398374,0.7515527950310558,0.9476190476190476,0.0758962797419277,0.031012403254952383,0.04488387648697531
map,maze-32-32-2,0.3,210,123,190,120,70,3,0.631578947368421,0.975609756097561,0.7667731629392971,0.9047619047619048,0.0758962797419277,0.040536212778761904,0.03536006696316579
map,maze-32-32-2,0.35,210,123,177,117,60,6,0.6610169491525424,0.9512195121951219,0.78,0.8428571428571429,0.0758962797419277,0.040536212778761904,0.03536006696316579
map,maze-32-32-2,0.4,210,123,169,114,55,9,0.6745562130177515,0.926829268292683,0.7808219178082192,0.8047619047619048,0.0758962797419277,0.06732737281468572,0.008568906927241979
map,maze-32-32-2,0.45,210,123,163,110,53,13,0.6748466257668712,0.8943089430894309,0.7692307692307693,0.7761904761904762,0.0758962797419277,0.042586198676338116,0.03331008106558958
map,maze-32-32-2,0.5,210,123,152,104,48,19,0.6842105263157895,0.8455284552845529,0.7563636363636363,0.7238095238095238,0.0758962797419277,0.047348103438242875,0.028548176303684822
map,maze-32-32-2,0.55,210,123,136,97,39,26,0.7132352941176471,0.7886178861788617,0.749034749034749,0.6476190476190476,0.0758962797419277,0.0568719129620524,0.019024366779875297
map,maze-32-32-2,0.6,210,123,119,86,33,37,0.7226890756302521,0.6991869918699187,0.7107438016528925,0.5666666666666667,0.0758962797419277,0.0573881354456002,0.018508144296327494
map,maze-32-32-2,0.65,210,123,87,67,20,56,0.7701149425287356,0.5447154471544715,0.638095238095238,0.4142857142857143,0.0758962797419277,0.06721545513531016,0.008680824606617538
map,maze-32-32-2,0.7,210,123,71,55,16,68,0.7746478873239436,0.44715447154471544,0.5670103092783505,0.3380952380952381,0.0758962797419277,0.070222801906389,0.00567347783553869
map,maze-32-32-2,0.75,210,123,44,37,7,86,0.8409090909090909,0.3008130081300813,0.4431137724550898,0.20952380952380953,0.0758962797419277,0.08021936814177959,-0.00432308839985189
map,maze-32-32-2,0.8,210,123,30,26,4,97,0.8666666666666667,0.21138211382113822,0.33986928104575165,0.14285714285714285,0.0758962797419277,0.07053295289650577,0.0053633268454219285
map,maze-32-32-2,0.85,210,123,10,8,2,115,0.8,0.06504065040650407,0.12030075187969926,0.047619047619047616,0.0758962797419277,0.07388418977080342,0.002012089971124273
map,maze-32-32-2,0.9,210,123,3,3,0,120,1.0,0.024390243902439025,0.047619047619047616,0.014285714285714285,0.0758962797419277,0.07575849671241915,0.00013778302950855081
map,maze-32-32-2,0.95,210,123,2,2,0,121,1.0,0.016260162601626018,0.032,0.009523809523809525,0.0758962797419277,0.0761115248472358,-0.00021524510530809837
map,maze-32-32-2,1.0,210,123,0,0,0,123,0.0,0.0,0.0,0.0,0.0758962797419277,0.0758962797419277,0.0
map,maze-32-32-4,0.0,219,119,219,119,100,0,0.54337899543379,1.0,0.7041420118343196,1.0,-0.008679355042903071,0.0,-0.008679355042903071
map,maze-32-32-4,0.05,219,119,219,119,100,0,0.54337899543379,1.0,0.7041420118343196,1.0,-0.008679355042903071,0.0,-0.008679355042903071
map,maze-32-32-4,0.1,219,119,217,119,98,0,0.5483870967741935,1.0,0.7083333333333333,0.9908675799086758,-0.008679355042903071,0.0045662100456621,-0.013245565088565172
map,maze-32-32-4,0.15,219,119,215,119,96,0,0.5534883720930233,1.0,0.7125748502994012,0.9817351598173516,-0.008679355042903071,0.0045662100456621,-0.013245565088565172
map,maze-32-32-4,0.2,219,119,214,119,95,0,0.5560747663551402,1.0,0.7147147147147147,0.9771689497716894,-0.008679355042903071,0.0045662100456621,-0.013245565088565172
map,maze-32-32-4,0.25,219,119,213,118,95,1,0.5539906103286385,0.9915966386554622,0.710843373493976,0.9726027397260274,-0.008679355042903071,0.0044679639615502285,-0.0131473190044533
map,maze-32-32-4,0.3,219,119,212,117,95,2,0.5518867924528302,0.9831932773109243,0.7069486404833837,0.9680365296803652,-0.008679355042903071,0.0031926368734908673,-0.011871991916393938
map,maze-32-32-4,0.35,219,119,209,116,93,3,0.5550239234449761,0.9747899159663865,0.7073170731707318,0.954337899543379,-0.008679355042903071,0.0003836496784269403,-0.009063004721330013
map,maze-32-32-4,0.4,219,119,198,113,85,6,0.5707070707070707,0.9495798319327731,0.7129337539432177,0.9041095890410958,-0.008679355042903071,-0.005832966968180366,-0.0028463880747227055
map,maze-32-32-4,0.45,219,119,185,108,77,11,0.5837837837837838,0.907563025210084,0.7105263157894737,0.8447488584474886,-0.008679355042903071,-0.00564702250776443,-0.0030323325351386413
map,maze-32-32-4,0.5,219,119,162,97,65,22,0.5987654320987654,0.8151260504201681,0.6903914590747331,0.7397260273972602,-0.008679355042903071,0.007614299918701369,-0.01629365496160444
map,maze-32-32-4,0.55,219,119,143,91,52,28,0.6363636363636364,0.7647058823529411,0.6946564885496184,0.6529680365296804,-0.008679355042903071,0.0076330730664066196,-0.01631242810930969
map,maze-32-32-4,0.6,219,119,124,84,40,35,0.6774193548387096,0.7058823529411765,0.691358024691358,0.5662100456621004,-0.008679355042903071,0.0081089384966121,-0.01678829353951517
map,maze-32-32-4,0.65,219,119,115,80,35,39,0.6956521739130435,0.6722689075630253,0.6837606837606838,0.5251141552511416,-0.008679355042903071,0.008644715031546756,-0.017324070074449825
map,maze-32-32-4,0.7,219,119,96,68,28,51,0.7083333333333334,0.5714285714285714,0.6325581395348838,0.4383561643835616,-0.008679355042903071,0.0032171672411403637,-0.011896522284043434
map,maze-32-32-4,0.75,219,119,77,58,19,61,0.7532467532467533,0.48739495798319327,0.5918367346938775,0.3515981735159817,-0.008679355042903071,-0.00114239200036503,-0.0075369630425380415
map,maze-32-32-4,0.8,219,119,54,42,12,77,0.7777777777777778,0.35294117647058826,0.4855491329479769,0.2465753424657534,-0.008679355042903071,0.0004104752490340574,-0.009089830291937129
map,maze-32-32-4,0.85,219,119,27,20,7,99,0.7407407407407407,0.16806722689075632,0.273972602739726,0.1232876712328767,-0.008679355042903071,0.0029093166104410934,-0.011588671653344165
map,maze-32-32-4,0.9,219,119,9,7,2,112,0.7777777777777778,0.058823529411764705,0.10937499999999999,0.0410958904109589,-0.008679355042903071,-0.004648081427268272,-0.004031273615634799
map,maze-32-32-4,0.95,219,119,0,0,0,119,0.0,0.0,0.0,0.0,-0.008679355042903071,-0.008679355042903071,0.0
map,maze-32-32-4,1.0,219,119,0,0,0,119,0.0,0.0,0.0,0.0,-0.008679355042903071,-0.008679355042903071,0.0
map,random-32-32-10,0.0,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.022788398841347573,0.0,0.022788398841347573
map,random-32-32-10,0.05,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.022788398841347573,0.0,0.022788398841347573
map,random-32-32-10,0.1,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.022788398841347573,0.0,0.022788398841347573
map,random-32-32-10,0.15,240,140,240,140,100,0,0.5833333333333334,1.0,0.7368421052631579,1.0,0.022788398841347573,0.0,0.022788398841347573
map,random-32-32-10,0.2,240,140,236,139,97,1,0.5889830508474576,0.9928571428571429,0.7393617021276595,0.9833333333333333,0.022788398841347573,0.00043596589804999994,0.022352432943297574
map,random-32-32-10,0.25,240,140,232,137,95,3,0.5905172413793104,0.9785714285714285,0.7365591397849462,0.9666666666666667,0.022788398841347573,0.0005828144479017083,0.022205584393445863
map,random-32-32-10,0.3,240,140,222,135,87,5,0.6081081081081081,0.9642857142857143,0.7458563535911602,0.925,0.022788398841347573,0.0014461909519275415,0.021342207889420033
map,random-32-32-10,0.35,240,140,211,132,79,8,0.6255924170616114,0.9428571428571428,0.7521367521367521,0.8791666666666667,0.022788398841347573,0.00162619891667045,0.021162199924677123
map,random-32-32-10,0.4,240,140,189,122,67,18,0.6455026455026455,0.8714285714285714,0.7416413373860182,0.7875,0.022788398841347573,0.0024013957579422404,0.020387003083405332
map,random-32-32-10,0.45,240,140,173,114,59,26,0.6589595375722543,0.8142857142857143,0.7284345047923323,0.7208333333333333,0.022788398841347573,0.003118967945165908,0.019669430896181665
map,random-32-32-10,0.5,240,140,158,105,53,35,0.6645569620253164,0.75,0.7046979865771812,0.6583333333333333,0.022788398841347573,0.0037970996216006997,0.018991299219746873
map,random-32-32-10,0.55,240,140,132,91,41,49,0.6893939393939394,0.65,0.6691176470588236,0.55,0.022788398841347573,0.005529783517294825,0.017258615324052748
map,random-32-32-10,0.6,240,140,107,70,37,70,0.6542056074766355,0.5,0.5668016194331984,0.44583333333333336,0.022788398841347573,0.005657419625271246,0.017130979216076328
map,random-32-32-10,0.65,240,140,91,61,30,79,0.6703296703296703,0.4357142857142857,0.5281385281385281,0.37916666666666665,0.022788398841347573,0.006460124694103746,0.016328274147243825
map,random-32-32-10,0.7,240,140,69,51,18,89,0.7391304347826086,0.36428571428571427,0.4880382775119617,0.2875,0.022788398841347573,0.008081277549242037,0.014707121292105536
map,random-32-32-10,0.75,240,140,45,35,10,105,0.7777777777777778,0.25,0.3783783783783784,0.1875,0.022788398841347573,0.009263960473163623,0.01352443836818395
map,random-32-32-10,0.8,240,140,16,13,3,127,0.8125,0.09285714285714286,0.16666666666666669,0.06666666666666667,0.022788398841347573,0.015903950284818953,0.00688444855652862
map,random-32-32-10,0.85,240,140,2,2,0,138,1.0,0.014285714285714285,0.028169014084507043,0.008333333333333333,0.022788398841347573,0.02285242789333507,-6.402905198749781e-05
map,random-32-32-10,0.9,240,140,0,0,0,140,0.0,0.0,0.0,0.0,0.022788398841347573,0.022788398841347573,0.0
map,random-32-32-10,0.95,240,140,0,0,0,140,0.0,0.0,0.0,0.0,0.022788398841347573,0.022788398841347573,0.0
map,random-32-32-10,1.0,240,140,0,0,0,140,0.0,0.0,0.0,0.0,0.022788398841347573,0.022788398841347573,0.0
map,random-32-32-20,0.0,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.026945379073375242,0.0,0.026945379073375242
map,random-32-32-20,0.05,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.026945379073375242,0.0,0.026945379073375242
map,random-32-32-20,0.1,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.026945379073375242,0.0,0.026945379073375242
map,random-32-32-20,0.15,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.026945379073375242,0.0,0.026945379073375242
map,random-32-32-20,0.2,240,171,240,171,69,0,0.7125,1.0,0.832116788321168,1.0,0.026945379073375242,0.0,0.026945379073375242
map,random-32-32-20,0.25,240,171,238,171,67,0,0.7184873949579832,1.0,0.8361858190709046,0.9916666666666667,0.026945379073375242,4.136850675129167e-05,0.02690401056662395
map,random-32-32-20,0.3,240,171,237,171,66,0,0.7215189873417721,1.0,0.8382352941176471,0.9875,0.026945379073375242,0.00020470440221629166,0.02674067467115895
map,random-32-32-20,0.35,240,171,234,171,63,0,0.7307692307692307,1.0,0.8444444444444443,0.975,0.026945379073375242,0.00030725202713045835,0.026638127046244783
map,random-32-32-20,0.4,240,171,233,171,62,0,0.7339055793991416,1.0,0.8465346534653465,0.9708333333333333,0.026945379073375242,0.0005667363134129584,0.026378642759962285
map,random-32-32-20,0.45,240,171,216,160,56,11,0.7407407407407407,0.935672514619883,0.8268733850129198,0.9,0.026945379073375242,0.00020893853849287503,0.026736440534882368
map,random-32-32-20,0.5,240,171,202,154,48,17,0.7623762376237624,0.9005847953216374,0.8257372654155496,0.8416666666666667,0.026945379073375242,0.0011769761232665002,0.02576840295010874
map,random-32-32-20,0.55,240,171,177,139,38,32,0.7853107344632768,0.8128654970760234,0.7988505747126436,0.7375,0.026945379073375242,0.004416520101364842,0.0225288589720104
map,random-32-32-20,0.6,240,171,155,125,30,46,0.8064516129032258,0.7309941520467836,0.7668711656441718,0.6458333333333334,0.026945379073375242,0.008411558138057131,0.01853382093531811
map,random-32-32-20,0.65,240,171,129,109,20,62,0.8449612403100775,0.6374269005847953,0.7266666666666667,0.5375,0.026945379073375242,0.01437812884064159,0.012567250232733652
map,random-32-32-20,0.7,240,171,107,91,16,80,0.8504672897196262,0.5321637426900585,0.6546762589928058,0.44583333333333336,0.026945379073375242,0.0035772436235975537,0.02336813544977769
map,random-32-32-20,0.75,240,171,79,67,12,104,0.8481012658227848,0.391812865497076,0.536,0.32916666666666666,0.026945379073375242,0.014512444103218985,0.012432934970156257
map,random-32-32-20,0.8,240,171,57,48,9,123,0.8421052631578947,0.2807017543859649,0.42105263157894735,0.2375,0.026945379073375242,0.015712515690078567,0.011232863383296675
map,random-32-32-20,0.85,240,171,23,21,2,150,0.9130434782608695,0.12280701754385964,0.21649484536082472,0.09583333333333334,0.026945379073375242,0.021894752385181397,0.005050626688193845
map,random-32-32-20,0.9,240,171,3,2,1,169,0.6666666666666666,0.011695906432748537,0.022988505747126436,0.0125,0.026945379073375242,0.023261324389119393,0.003684054684255849
map,random-32-32-20,0.95,240,171,0,0,0,171,0.0,0.0,0.0,0.0,0.026945379073375242,0.026945379073375242,0.0
map,random-32-32-20,1.0,240,171,0,0,0,171,0.0,0.0,0.0,0.0,0.026945379073375242,0.026945379073375242,0.0
map,random-64-64-10,0.0,240,40,240,40,200,0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.008013114664901046,0.0,0.008013114664901046
