feature_name,mean,std
agents,73.97590361445783,24.9790157250665
free_cells,1924.9277108433735,2056.3893833559578
density,0.07474104318000266,0.043663195436014525
map_width,61.53012048192771,54.19739409318042
map_height,39.096385542168676,13.024179975880568
obstacle_ratio,0.2655820338438554,0.09483611759793557
iteration,1.3277108433734939,1.088196612839644
has_solution_before,0.7108433734939759,0.45337078848739226
best_ratio_before,0.8601356551120422,0.5545368093874147
improved_last_iteration,0.4572289156626506,0.4981672754653876
returned_solutions_count_so_far,0.9981927710843373,0.042473083703788723
committed_count,8351.385542168675,11542.055939441143
blocked_count,571.1,525.3255051732613
wait_event_count,255.3277108433735,242.4221943561408
goal_wait_ignored_count,5087.671686746988,10401.51431642242
blocked_per_committed,0.06784505141397681,0.0405778372962465
wait_per_committed,0.029769232107450923,0.018196430717749422
blocked_per_agent,6.9351686746987955,4.943366033648852
committed_per_agent,109.30602409638554,118.19441952598167
nonzero_edges_before,1598.5036144578314,1595.2370966615742
max_raw_before,33.55185090361446,59.04304188277135
entropy_edge_usage,6.2739109448161505,1.9762926614876826
weight_entropy,5.116400659797439,3.299339126223828
