agents,best_delta,best_minus_second,best_minus_target,best_probe_rule,candidate_count,checkpoint_id,harmful_candidate_count,iteration,map_name,second_delta,second_probe_rule,seed,split,target_delta,target_in_tie_eps_0_001,target_in_tie_eps_0_0025,target_in_tie_eps_0_005,target_in_tie_eps_0_01,target_in_tie_eps_0_02,target_rule_executable,target_rule_original,tie_count_eps_0_001,tie_count_eps_0_0025,tie_count_eps_0_005,tie_count_eps_0_01,tie_count_eps_0_02
100,0.00598664517615,0.0009210223347999999,0.0,decay_090,8,random-64-64-20__a100__i13__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.00506562284135,block_heavy,13,train,0.00598664517615,1,1,1,1,1,decay_090,decay_090,2,2,4,7,8
200,0.0189578839823,0.0081734589624,0.0,block_heavy,8,random-64-64-20__a200__i13__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.0107844250199,wait_heavy,13,train,0.0189578839823,1,1,1,1,1,block_heavy,block_heavy,1,1,1,2,8
200,0.0,0.000567601316835,0.0,additive_ltm,8,random-64-64-20__a200__i13__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,-0.000567601316835,block_heavy,13,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,2,3,6,6,8
200,0.0114655466001,0.005903053695119999,0.0,wait_light,8,random-64-64-20__a200__i13__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.00556249290498,block_light,13,train,0.0114655466001,1,1,1,1,1,wait_light,wait_light,1,1,1,2,7
200,0.016687478715,0.004086729481299999,0.0,block_heavy,8,random-64-64-20__a200__i13__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.0126007492337,wait_heavy,13,train,0.016687478715,1,1,1,1,1,block_heavy,block_heavy,1,1,2,4,7
400,0.0181622112492,0.008910834894129999,0.0,block_light,8,random-64-64-20__a400__i13__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.00925137635507,commit_heavy,13,train,0.0181622112492,1,1,1,1,1,block_light,block_light,1,1,1,2,5
400,0.00556217719507,0.005051365003686,0.0,wait_light,8,random-64-64-20__a400__i13__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,0.000510812191384,decay_090,13,train,0.00556217719507,1,1,1,1,1,wait_light,wait_light,1,1,1,6,7
400,0.0198649185538,0.005108121913800001,0.0,block_light,8,random-64-64-20__a400__i13__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.01475679664,wait_light,13,train,0.0198649185538,1,1,1,1,1,block_light,block_light,1,1,1,2,4
400,0.00681082921846,0.00198649185539,0.0,block_heavy,8,random-64-64-20__a400__i13__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.00482433736307,decay_095,13,train,0.00681082921846,1,1,1,1,1,block_heavy,block_heavy,1,2,3,5,7
50,0.016941789748,0.0030408340573000008,0.0,wait_heavy,8,random-64-64-20__a50__i14__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.0139009556907,block_heavy,14,train,0.016941789748,1,1,1,1,1,wait_heavy,wait_heavy,1,1,2,2,5
50,0.00434404865335,0.0013032145960099996,0.00434404865335,block_heavy,8,random-64-64-20__a50__i14__phase4_phase4-full-repair1__iter1,1,1,random-64-64-20,0.00304083405734,wait_light,14,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,2,5,5,7
50,0.0186794092094,0.003909643787999998,0.0,commit_heavy,8,random-64-64-20__a50__i14__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.0147697654214,wait_heavy,14,train,0.0186794092094,1,1,1,1,1,commit_heavy,commit_heavy,1,1,2,2,5
50,0.0125977410947,0.0008688097307000004,0.0,wait_heavy,8,random-64-64-20__a50__i14__phase4_phase4-full-repair1__iter3,2,3,random-64-64-20,0.011728931364,block_heavy,14,train,0.0125977410947,1,1,1,1,1,wait_heavy,wait_heavy,2,2,3,3,5
100,0.00491978609626,0.004064171122998,0.00491978609626,block_heavy,8,random-64-64-20__a100__i14__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.000855614973262,block_light,14,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,1,5,6,7
100,0.0327272727273,0.024385026738,0.0,commit_heavy,8,random-64-64-20__a100__i14__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,0.0083422459893,wait_heavy,14,train,0.0327272727273,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
100,0.0201069518717,0.011764705882399999,0.0,commit_heavy,8,random-64-64-20__a100__i14__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.0083422459893,decay_090,14,train,0.0201069518717,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,5
100,0.0119786096257,0.0042780748663399995,0.0,commit_heavy,8,random-64-64-20__a100__i14__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.00770053475936,decay_095,14,train,0.0119786096257,1,1,1,1,1,commit_heavy,commit_heavy,1,1,2,2,6
200,0.0,0.0,0.0,decay_095,8,random-64-64-20__a200__i14__phase4_phase4-full-repair1__iter0,3,0,random-64-64-20,0.0,decay_090,14,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,3,4,5
200,0.0063488398938,0.00484820500981,0.0,wait_light,8,random-64-64-20__a200__i14__phase4_phase4-full-repair1__iter1,2,1,random-64-64-20,0.00150063488399,block_light,14,train,0.0063488398938,1,1,1,1,1,wait_light,wait_light,1,1,2,4,5
200,0.00623340644119,0.00173150178922,0.0,wait_heavy,8,random-64-64-20__a200__i14__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.00450190465197,block_light,14,train,0.00623340644119,1,1,1,1,1,wait_heavy,wait_heavy,1,3,4,7,8
200,0.00646427334642,0.00173150178922,0.0,decay_090,8,random-64-64-20__a200__i14__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.0047327715572,block_light,14,train,0.00646427334642,1,1,1,1,1,decay_090,decay_090,1,2,3,6,8
400,0.0108834085909,0.0027787426189199993,0.0,block_heavy,8,random-64-64-20__a400__i14__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.00810466597198,commit_heavy,14,train,0.0108834085909,1,1,1,1,1,block_heavy,block_heavy,1,1,3,3,8
400,0.00758365173092,0.0026629616765000003,0.0,wait_light,8,random-64-64-20__a400__i14__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,0.00492069005442,block_heavy,14,train,0.00758365173092,1,1,1,1,1,wait_light,wait_light,1,1,2,6,8
400,0.0111728609471,0.0059627185365400005,0.0,wait_light,8,random-64-64-20__a400__i14__phase4_phase4-full-repair1__iter2,1,2,random-64-64-20,0.00521014241056,wait_heavy,14,train,0.0111728609471,1,1,1,1,1,wait_light,wait_light,1,1,1,2,6
400,0.0230982980201,0.0067731851337,0.0,decay_090,8,random-64-64-20__a400__i14__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.0163251128864,block_heavy,14,train,0.0230982980201,1,1,1,1,1,decay_090,decay_090,1,1,1,2,5
50,0.0193986420951,0.0004849660524000009,0.0,wait_heavy,8,random-64-64-20__a50__i15__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.0189136760427,block_heavy,15,train,0.0193986420951,1,1,1,1,1,wait_heavy,wait_heavy,2,2,2,2,6
50,0.0281280310378,0.0,0.0,wait_heavy,8,random-64-64-20__a50__i15__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,0.0281280310378,block_heavy,15,train,0.0281280310378,1,1,1,1,1,block_heavy,block_heavy,2,2,2,3,5
50,0.0,0.0,0.0,wait_light,8,random-64-64-20__a50__i15__phase4_phase4-full-repair1__iter2,1,2,random-64-64-20,0.0,wait_heavy,15,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,5,5,6,7,7
50,0.0232783705141,0.0,0.0,wait_heavy,8,random-64-64-20__a50__i15__phase4_phase4-full-repair1__iter3,2,3,random-64-64-20,0.0232783705141,block_heavy,15,train,0.0232783705141,1,1,1,1,1,block_heavy,block_heavy,2,2,2,2,2
100,0.0213523131673,0.0078291814947,0.0,block_heavy,8,random-64-64-20__a100__i15__phase4_phase4-full-repair1__iter0,1,0,random-64-64-20,0.0135231316726,wait_heavy,15,train,0.0213523131673,1,1,1,1,1,block_heavy,block_heavy,1,1,1,2,2
100,0.0244365361803,0.0030842230129999974,0.0,wait_heavy,8,random-64-64-20__a100__i15__phase4_phase4-full-repair1__iter1,2,1,random-64-64-20,0.0213523131673,block_heavy,15,train,0.0244365361803,1,1,1,1,1,wait_heavy,wait_heavy,1,1,2,4,5
100,0.0125741399763,0.011862396204058,0.0,block_heavy,8,random-64-64-20__a100__i15__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.000711743772242,wait_heavy,15,train,0.0125741399763,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,4
100,0.00664294187426,0.00237247924081,0.0,wait_heavy,8,random-64-64-20__a100__i15__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.00427046263345,decay_090,15,train,0.00664294187426,1,1,1,1,1,wait_heavy,wait_heavy,1,2,4,6,8
200,0.0032380527021,0.0005582849486399999,0.0032380527021,wait_heavy,8,random-64-64-20__a200__i15__phase4_phase4-full-repair1__iter0,0,0,random-64-64-20,0.00267976775346,commit_heavy,15,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,2,2,6,7,8
200,0.0,0.00290308173292,0.0,additive_ltm,8,random-64-64-20__a200__i15__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,-0.00290308173292,block_heavy,15,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,4,6,8
200,0.00625279142474,0.0003349709691799997,0.0,commit_heavy,8,random-64-64-20__a200__i15__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.00591782045556,decay_095,15,train,0.00625279142474,1,1,1,1,1,commit_heavy,commit_heavy,2,4,5,7,8
200,0.000334970969183,0.000334970969183,0.000334970969183,decay_090,8,random-64-64-20__a200__i15__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,0.0,additive_ltm,15,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,2,2,2,7,8
400,0.0143540669856,0.0143540669856,0.0,block_heavy,8,random-64-64-20__a400__i15__phase4_phase4-full-repair1__iter0,2,0,random-64-64-20,0.0,decay_095,15,train,0.0143540669856,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,4
400,0.0349393568488,0.009013018805000002,0.0,wait_light,8,random-64-64-20__a400__i15__phase4_phase4-full-repair1__iter1,0,1,random-64-64-20,0.0259263380438,commit_heavy,15,train,0.0349393568488,1,1,1,1,1,wait_light,wait_light,1,1,1,2,4
400,0.0265383331479,0.003671970624299997,0.0,decay_090,8,random-64-64-20__a400__i15__phase4_phase4-full-repair1__iter2,0,2,random-64-64-20,0.0228663625236,wait_light,15,train,0.0265383331479,1,1,1,1,1,decay_090,decay_090,1,1,2,2,6
400,1.0,0.0,0.0,wait_light,8,random-64-64-20__a400__i15__phase4_phase4-full-repair1__iter3,0,3,random-64-64-20,1.0,decay_090,15,train,1.0,1,1,1,1,1,block_light,block_light,3,3,3,3,3
50,0.0,0.0,0.0,decay_095,8,room-32-32-4__a50__i1__phase4_phase4-full-repair1__iter0,2,0,room-32-32-4,0.0,decay_090,1,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,4,6,6,6
50,0.0356853203569,0.0048661800487000036,0.0,decay_090,8,room-32-32-4__a50__i1__phase4_phase4-full-repair1__iter1,0,1,room-32-32-4,0.0308191403082,wait_light,1,train,0.0356853203569,1,1,1,1,1,decay_090,decay_090,1,1,2,3,5
50,0.0640713706407,0.004866180048599997,0.0,wait_heavy,8,room-32-32-4__a50__i1__phase4_phase4-full-repair1__iter2,0,2,room-32-32-4,0.0592051905921,block_heavy,1,train,0.0640713706407,1,1,1,1,1,wait_heavy,wait_heavy,1,1,2,2,3
50,0.0356853203569,0.0048661800487000036,0.0,commit_heavy,8,room-32-32-4__a50__i1__phase4_phase4-full-repair1__iter3,0,3,room-32-32-4,0.0308191403082,wait_heavy,1,train,0.0356853203569,1,1,1,1,1,commit_heavy,commit_heavy,1,1,2,3,4
100,0.0198130841121,0.0003738317757000023,0.0,wait_heavy,8,room-32-32-4__a100__i1__phase4_phase4-full-repair1__iter0,2,0,room-32-32-4,0.0194392523364,wait_light,1,train,0.0198130841121,1,1,1,1,1,wait_heavy,wait_heavy,2,2,2,2,5
100,0.104672897196,0.017943925233399993,0.0,block_light,8,room-32-32-4__a100__i1__phase4_phase4-full-repair1__iter1,1,1,room-32-32-4,0.0867289719626,wait_light,1,train,0.104672897196,1,1,1,1,1,block_light,block_light,1,1,1,1,2
100,0.0373831775701,0.0216822429907,0.0,decay_095,8,room-32-32-4__a100__i1__phase4_phase4-full-repair1__iter2,1,2,room-32-32-4,0.0157009345794,wait_heavy,1,train,0.0373831775701,1,1,1,1,1,decay_095,decay_095,1,1,1,1,1
100,0.0011214953271,0.0011214953271,0.0011214953271,block_heavy,8,room-32-32-4__a100__i1__phase4_phase4-full-repair1__iter3,4,3,room-32-32-4,0.0,additive_ltm,1,train,0.0,0,1,1,1,1,additive_ltm,neutral_additive,1,2,2,2,4
200,0.0686445607912,0.0686445607912,0.0,wait_light,8,room-32-32-4__a200__i1__phase4_phase4-full-repair1__iter0,4,0,room-32-32-4,0.0,decay_095,1,train,0.0686445607912,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
200,0.0,0.0469265076595,0.0,additive_ltm,8,room-32-32-4__a200__i1__phase4_phase4-full-repair1__iter1,7,1,room-32-32-4,-0.0469265076595,wait_light,1,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,1
200,0.0987007950359,0.027535388792,0.0,decay_090,8,room-32-32-4__a200__i1__phase4_phase4-full-repair1__iter2,3,2,room-32-32-4,0.0711654062439,block_heavy,1,train,0.0987007950359,1,1,1,1,1,decay_090,decay_090,1,1,1,1,1
200,0.080667054489,0.015318983905299996,0.0,decay_095,8,room-32-32-4__a200__i1__phase4_phase4-full-repair1__iter3,1,3,room-32-32-4,0.0653480705837,wait_light,1,train,0.080667054489,1,1,1,1,1,decay_095,decay_095,1,1,1,1,3
400,0.333070788619,0.31761346854420003,0.0,block_light,8,room-32-32-4__a400__i1__phase4_phase4-full-repair1__iter0,3,0,room-32-32-4,0.0154573200748,block_heavy,1,train,0.333070788619,1,1,1,1,1,block_light,block_light,1,1,1,1,1
50,0.0555160142349,0.005693950178,0.0,block_heavy,8,room-32-32-4__a50__i2__phase4_phase4-full-repair1__iter0,0,0,room-32-32-4,0.0498220640569,wait_heavy,2,train,0.0555160142349,1,1,1,1,1,block_heavy,block_heavy,1,1,1,2,2
50,0.0811387900356,0.022064056939499997,0.0,commit_heavy,8,room-32-32-4__a50__i2__phase4_phase4-full-repair1__iter1,0,1,room-32-32-4,0.0590747330961,wait_heavy,2,train,0.0811387900356,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
50,0.0291814946619,0.009252669039099999,0.0,decay_095,8,room-32-32-4__a50__i2__phase4_phase4-full-repair1__iter2,0,2,room-32-32-4,0.0199288256228,block_heavy,2,train,0.0291814946619,1,1,1,1,1,decay_095,decay_095,1,1,1,2,3
50,0.023487544484,0.0021352313166999974,0.0,decay_095,8,room-32-32-4__a50__i2__phase4_phase4-full-repair1__iter3,5,3,room-32-32-4,0.0213523131673,block_heavy,2,train,0.023487544484,1,1,1,1,1,decay_095,decay_095,1,2,2,2,2
100,0.0542664670659,0.005988023952099998,0.0,wait_light,8,room-32-32-4__a100__i2__phase4_phase4-full-repair1__iter0,1,0,room-32-32-4,0.0482784431138,wait_heavy,2,train,0.0542664670659,1,1,1,1,1,wait_light,wait_light,1,1,1,2,2
100,0.0486526946108,0.0243263473054,0.0,wait_light,8,room-32-32-4__a100__i2__phase4_phase4-full-repair1__iter1,2,1,room-32-32-4,0.0243263473054,decay_090,2,train,0.0486526946108,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
100,0.0,0.0232035928144,0.0,additive_ltm,8,room-32-32-4__a100__i2__phase4_phase4-full-repair1__iter2,7,2,room-32-32-4,-0.0232035928144,decay_095,2,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,1
100,0.00711077844311,0.00336826347305,0.0,block_light,8,room-32-32-4__a100__i2__phase4_phase4-full-repair1__iter3,3,3,room-32-32-4,0.00374251497006,commit_heavy,2,train,0.00711077844311,1,1,1,1,1,block_light,block_light,1,1,2,4,5
200,0.184401220442,0.059687261632,0.0,wait_light,8,room-32-32-4__a200__i2__phase4_phase4-full-repair1__iter0,2,0,room-32-32-4,0.12471395881,commit_heavy,2,train,0.184401220442,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
200,1.0,0.0,0.0,wait_light,8,room-32-32-4__a200__i2__phase4_phase4-full-repair1__iter1,0,1,room-32-32-4,1.0,commit_heavy,2,train,1.0,1,1,1,1,1,wait_light,wait_light,3,3,3,3,3
200,0.0217391304348,0.0049580472922000005,0.0,decay_095,8,room-32-32-4__a200__i2__phase4_phase4-full-repair1__iter2,3,2,room-32-32-4,0.0167810831426,block_heavy,2,train,0.0217391304348,1,1,1,1,1,decay_095,decay_095,1,1,2,2,2
200,0.0259344012204,0.0259344012204,0.0,block_light,8,room-32-32-4__a200__i2__phase4_phase4-full-repair1__iter3,6,3,room-32-32-4,0.0,additive_ltm,2,train,0.0259344012204,1,1,1,1,1,block_light,block_light,1,1,1,1,1
400,1.0,0.0,0.0,wait_light,8,room-32-32-4__a400__i2__phase4_phase4-full-repair1__iter0,0,0,room-32-32-4,1.0,commit_heavy,2,train,1.0,1,1,1,1,1,wait_light,wait_light,4,4,4,4,4
400,1.4674193857,0.10917615538999992,0.0,decay_090,8,room-32-32-4__a400__i2__phase4_phase4-full-repair1__iter1,1,1,room-32-32-4,1.35824323031,wait_heavy,2,train,1.4674193857,1,1,1,1,1,decay_090,decay_090,1,1,1,1,1
400,0.577456702708,0.393263802507,0.0,commit_heavy,8,room-32-32-4__a400__i2__phase4_phase4-full-repair1__iter2,2,2,room-32-32-4,0.184192900201,block_heavy,2,train,0.577456702708,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
400,0.126686441489,0.0723375753518,0.0,commit_heavy,8,room-32-32-4__a400__i2__phase4_phase4-full-repair1__iter3,4,3,room-32-32-4,0.0543488661372,wait_light,2,train,0.126686441489,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
50,0.0736377025037,0.025036818851299998,0.0,block_heavy,8,room-32-32-4__a50__i3__phase4_phase4-full-repair1__iter0,0,0,room-32-32-4,0.0486008836524,wait_heavy,3,train,0.0736377025037,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,1
50,0.00294550810015,0.00294550810015,0.00294550810015,wait_light,8,room-32-32-4__a50__i3__phase4_phase4-full-repair1__iter1,3,1,room-32-32-4,0.0,additive_ltm,3,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,1,2,3,5
50,0.0544918998527,0.001472754049999997,0.0,wait_heavy,8,room-32-32-4__a50__i3__phase4_phase4-full-repair1__iter2,0,2,room-32-32-4,0.0530191458027,block_heavy,3,train,0.0544918998527,1,1,1,1,1,wait_heavy,wait_heavy,1,2,2,3,7
50,0.0581737849779,0.029455081001500003,0.0,commit_heavy,8,room-32-32-4__a50__i3__phase4_phase4-full-repair1__iter3,0,3,room-32-32-4,0.0287187039764,wait_heavy,3,train,0.0581737849779,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
100,0.0,0.0,0.0,decay_095,8,room-32-32-4__a100__i3__phase4_phase4-full-repair1__iter0,5,0,room-32-32-4,0.0,decay_090,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,3,3,3
100,0.022086824067,0.0171363290175,0.0,block_light,8,room-32-32-4__a100__i3__phase4_phase4-full-repair1__iter1,2,1,room-32-32-4,0.0049504950495,commit_heavy,3,train,0.022086824067,1,1,1,1,1,block_light,block_light,1,1,1,1,2
100,0.0293221629855,0.0293221629855,0.0,wait_light,8,room-32-32-4__a100__i3__phase4_phase4-full-repair1__iter2,6,2,room-32-32-4,0.0,additive_ltm,3,train,0.0293221629855,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
100,0.0354150799695,0.013709063214000002,0.0,decay_095,8,room-32-32-4__a100__i3__phase4_phase4-full-repair1__iter3,2,3,room-32-32-4,0.0217060167555,block_light,3,train,0.0354150799695,1,1,1,1,1,decay_095,decay_095,1,1,1,1,2
200,0.0,0.0,0.0,decay_095,8,room-32-32-4__a200__i3__phase4_phase4-full-repair1__iter0,4,0,room-32-32-4,0.0,decay_090,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,3,3,4
200,0.0137114951165,0.0137114951165,0.0,block_light,8,room-32-32-4__a200__i3__phase4_phase4-full-repair1__iter1,6,1,room-32-32-4,0.0,additive_ltm,3,train,0.0137114951165,1,1,1,1,1,block_light,block_light,1,1,1,1,2
200,0.0216003005259,0.0065740045078999994,0.0,block_light,8,room-32-32-4__a200__i3__phase4_phase4-full-repair1__iter2,3,2,room-32-32-4,0.015026296018,wait_light,3,train,0.0216003005259,1,1,1,1,1,block_light,block_light,1,1,1,2,2
200,0.0676183320811,0.012772351615300007,0.0,wait_light,8,room-32-32-4__a200__i3__phase4_phase4-full-repair1__iter3,0,3,room-32-32-4,0.0548459804658,decay_095,3,train,0.0676183320811,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
400,0.499185433637,0.340872065166,0.0,block_heavy,8,room-32-32-4__a400__i3__phase4_phase4-full-repair1__iter0,3,0,room-32-32-4,0.158313368471,block_light,3,train,0.499185433637,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,1
400,0.29027311931,0.18121705797799997,0.0,block_light,8,room-32-32-4__a400__i3__phase4_phase4-full-repair1__iter1,4,1,room-32-32-4,0.109056061332,decay_095,3,train,0.29027311931,1,1,1,1,1,block_light,block_light,1,1,1,1,1
400,0.363871586009,0.05567800670899997,0.0,commit_heavy,8,room-32-32-4__a400__i3__phase4_phase4-full-repair1__iter2,4,2,room-32-32-4,0.3081935793,wait_heavy,3,train,0.363871586009,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
400,0.0,0.138667944418,0.0,additive_ltm,8,room-32-32-4__a400__i3__phase4_phase4-full-repair1__iter3,7,3,room-32-32-4,-0.138667944418,decay_095,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,1
50,0.0189723320158,0.0189723320158,0.0,block_heavy,8,room-32-32-4__a50__i4__phase4_phase4-full-repair1__iter0,4,0,room-32-32-4,0.0,decay_095,4,train,0.0189723320158,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,4
50,0.0426877470356,0.011067193675899999,0.0,wait_light,8,room-32-32-4__a50__i4__phase4_phase4-full-repair1__iter1,0,1,room-32-32-4,0.0316205533597,commit_heavy,4,train,0.0426877470356,1,1,1,1,1,wait_light,wait_light,1,1,1,1,3
50,0.0142292490119,0.0,0.0,wait_heavy,8,room-32-32-4__a50__i4__phase4_phase4-full-repair1__iter2,0,2,room-32-32-4,0.0142292490119,block_heavy,4,train,0.0142292490119,1,1,1,1,1,block_heavy,block_heavy,2,3,3,4,6
50,0.0268774703557,0.011067193675900002,0.0,decay_090,8,room-32-32-4__a50__i4__phase4_phase4-full-repair1__iter3,1,3,room-32-32-4,0.0158102766798,block_light,4,train,0.0268774703557,1,1,1,1,1,decay_090,decay_090,1,1,1,1,3
100,0.0,0.0,0.0,decay_095,8,room-32-32-4__a100__i4__phase4_phase4-full-repair1__iter0,3,0,room-32-32-4,0.0,decay_090,4,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,4,4,5,5,5
100,0.0431596091205,0.015879478827300002,0.0,commit_heavy,8,room-32-32-4__a100__i4__phase4_phase4-full-repair1__iter1,1,1,room-32-32-4,0.0272801302932,wait_heavy,4,train,0.0431596091205,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,2
100,0.0602605863192,0.010179153094399998,0.0,decay_090,8,room-32-32-4__a100__i4__phase4_phase4-full-repair1__iter2,1,2,room-32-32-4,0.0500814332248,block_heavy,4,train,0.0602605863192,1,1,1,1,1,decay_090,decay_090,1,1,1,1,3
100,0.0354234527687,0.011807817589499999,0.0,wait_light,8,room-32-32-4__a100__i4__phase4_phase4-full-repair1__iter3,2,3,room-32-32-4,0.0236156351792,decay_090,4,train,0.0354234527687,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
200,0.0159968006399,0.0159968006399,0.0,commit_heavy,8,room-32-32-4__a200__i4__phase4_phase4-full-repair1__iter0,2,0,room-32-32-4,0.0,decay_095,4,train,0.0159968006399,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,6
200,0.0727854429114,0.04899020195960001,0.0,block_light,8,room-32-32-4__a200__i4__phase4_phase4-full-repair1__iter1,3,1,room-32-32-4,0.0237952409518,decay_090,4,train,0.0727854429114,1,1,1,1,1,block_light,block_light,1,1,1,1,1
200,0.0821835632873,0.0273945210957,0.0,decay_095,8,room-32-32-4__a200__i4__phase4_phase4-full-repair1__iter2,1,2,room-32-32-4,0.0547890421916,wait_light,4,train,0.0821835632873,1,1,1,1,1,decay_095,decay_095,1,1,1,1,1
200,0.0917816436713,0.003999200159999994,0.0,commit_heavy,8,room-32-32-4__a200__i4__phase4_phase4-full-repair1__iter3,2,3,room-32-32-4,0.0877824435113,wait_light,4,train,0.0917816436713,1,1,1,1,1,commit_heavy,commit_heavy,1,1,2,3,3
400,0.0884005124667,0.0085739627476,0.0,wait_light,8,room-32-32-4__a400__i4__phase4_phase4-full-repair1__iter0,3,0,room-32-32-4,0.0798265497191,commit_heavy,4,train,0.0884005124667,1,1,1,1,1,wait_light,wait_light,1,1,1,2,2
400,0.486744850695,0.15265595742600002,0.0,commit_heavy,8,room-32-32-4__a400__i4__phase4_phase4-full-repair1__iter1,2,1,room-32-32-4,0.334088893269,block_heavy,4,train,0.486744850695,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
400,1.0,0.0,0.0,wait_light,8,room-32-32-4__a400__i4__phase4_phase4-full-repair1__iter2,0,2,room-32-32-4,1.0,wait_heavy,4,train,1.0,1,1,1,1,1,decay_090,decay_090,7,7,7,7,7
400,0.137971814329,0.009855129594999984,0.0,commit_heavy,8,room-32-32-4__a400__i4__phase4_phase4-full-repair1__iter3,4,3,room-32-32-4,0.128116684734,block_light,4,train,0.137971814329,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,2,2
50,0.0170496664196,0.0170496664196,0.0,block_heavy,8,room-32-32-4__a50__i5__phase4_phase4-full-repair1__iter0,2,0,room-32-32-4,0.0,decay_095,5,train,0.0170496664196,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,5
50,0.0148257968866,0.0029651593773000005,0.0,decay_090,8,room-32-32-4__a50__i5__phase4_phase4-full-repair1__iter1,1,1,room-32-32-4,0.0118606375093,wait_light,5,train,0.0148257968866,1,1,1,1,1,decay_090,decay_090,1,1,2,2,5
50,0.0437361008154,0.0259451445515,0.0,decay_095,8,room-32-32-4__a50__i5__phase4_phase4-full-repair1__iter2,2,2,room-32-32-4,0.0177909562639,wait_heavy,5,train,0.0437361008154,1,1,1,1,1,decay_095,decay_095,1,1,1,1,1
50,0.0326167531505,0.002223869532999998,0.0,decay_095,8,room-32-32-4__a50__i5__phase4_phase4-full-repair1__iter3,0,3,room-32-32-4,0.0303928836175,wait_heavy,5,train,0.0326167531505,1,1,1,1,1,decay_095,decay_095,1,2,3,5,5
