best_minus_second_mean,best_minus_second_q50,best_minus_second_q90,margin_le_eps_0_001_rate,margin_le_eps_0_0025_rate,margin_le_eps_0_005_rate,margin_le_eps_0_01_rate,margin_le_eps_0_02_rate,name,sample_count,scope,target_in_tie_eps_0_001_rate,target_in_tie_eps_0_0025_rate,target_in_tie_eps_0_005_rate,target_in_tie_eps_0_01_rate,target_in_tie_eps_0_02_rate
0.02002403120939184,0.00574486503502,0.033820207914239994,0.20268006700167504,0.3236180904522613,0.471356783919598,0.6579564489112227,0.8140703517587939,all,2985,all,0.9206030150753769,0.9457286432160804,1.0,1.0,1.0
0.03643458819792116,0.017875157628899997,0.09563040266986997,0.06666666666666667,0.10555555555555556,0.17222222222222222,0.3611111111111111,0.5277777777777778,empty-16-16,180,map,0.9944444444444445,1.0,1.0,1.0,1.0
0.0096890128406642,0.006829399890065,0.024039585512180002,0.14583333333333334,0.2708333333333333,0.4125,0.6541666666666667,0.8875,empty-32-32,240,map,0.9208333333333333,0.9458333333333333,1.0,1.0,1.0
0.0056256857175108555,0.0031008041434599995,0.01343579806697,0.25,0.44166666666666665,0.6333333333333333,0.85,0.95,empty-48-48,240,map,0.8458333333333333,0.8666666666666667,1.0,1.0,1.0
0.023355267631518194,0.00807908738479,0.045204605296259984,0.17142857142857143,0.2904761904761905,0.3761904761904762,0.5571428571428572,0.7619047619047619,maze-32-32-2,210,map,0.9619047619047619,0.9809523809523809,1.0,1.0,1.0
0.04404275419740186,0.007715688566800001,0.06512708705210007,0.1780821917808219,0.2831050228310502,0.4246575342465753,0.547945205479452,0.684931506849315,maze-32-32-4,219,map,0.9452054794520548,0.9497716894977168,1.0,1.0,1.0
0.017587332669443463,0.00771907173927,0.031290962583589994,0.12083333333333333,0.21666666666666667,0.3875,0.575,0.7958333333333333,random-32-32-10,240,map,0.95,0.9708333333333333,1.0,1.0,1.0
0.02290127528704778,0.009697631833750001,0.046525917265348986,0.17083333333333334,0.2375,0.3416666666666667,0.5125,0.7125,random-32-32-20,240,map,0.975,0.9791666666666666,1.0,1.0,1.0
0.005715613979837078,0.0027592695898499995,0.012156400231321996,0.2625,0.475,0.6666666666666666,0.8708333333333333,0.9333333333333333,random-64-64-10,240,map,0.825,0.875,1.0,1.0,1.0
0.005487283360272029,0.003489609878715,0.01281319738686,0.2125,0.39166666666666666,0.6375,0.8333333333333334,0.9583333333333334,random-64-64-20,240,map,0.8708333333333333,0.9166666666666666,1.0,1.0,1.0
0.040253340710361955,0.0137114951165,0.07974137931,0.1341991341991342,0.20346320346320346,0.30735930735930733,0.4199134199134199,0.5974025974025974,room-32-32-4,231,map,0.9567099567099567,0.9783549783549783,1.0,1.0,1.0
0.008568618760995033,0.00477747399256,0.022902749627789994,0.20833333333333334,0.31666666666666665,0.5125,0.7291666666666666,0.8666666666666667,room-64-64-8,240,map,0.9208333333333333,0.9458333333333333,1.0,1.0,1.0
0.019598640777997202,0.007585243026115,0.0285047812328,0.16666666666666666,0.25833333333333336,0.375,0.6208333333333333,0.8458333333333333,warehouse-10-20-10-2-1,240,map,0.9583333333333334,0.975,1.0,1.0,1.0
0.028992822195383405,0.000720288115246,0.008421711740794,0.5244444444444445,0.6711111111111111,0.8044444444444444,0.9333333333333333,0.9733333333333334,warehouse-20-40-10-2-1,225,map,0.8666666666666667,0.9288888888888889,1.0,1.0,1.0
0.019309661685906983,0.006000170244550004,0.03381788506195,0.20031670625494855,0.3159144893111639,0.4600158353127474,0.6492478226444972,0.8123515439429929,train,2526,split,0.9255740300870943,0.9528899445764054,1.0,1.0,1.0
0.023955398129485,0.004188144329889999,0.033537850127667995,0.21568627450980393,0.3660130718954248,0.5337690631808278,0.7058823529411765,0.8235294117647058,validation,459,split,0.8932461873638344,0.906318082788671,1.0,1.0,1.0
