replay_phase,map,agents,seed,budget_ms,horizon_id,scientific_horizon_id,split,map_family,g567_dataset_row_id,g567_evaluation_uid,g567_identity_digest,replicate_id,replicate_group_id,actor_plan_row_id,metadata_match_mode,execution_order_index,cpu_affinity,worker_count,OMP_NUM_THREADS,MKL_NUM_THREADS,OPENBLAS_NUM_THREADS,host_load_snapshot,solver_internal_time_limit_sec,process_hard_timeout_sec,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,relative_improvement_vs_additive,relative_improvement_vs_static_flow,relative_improvement_vs_g556,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
gate2_bounded_large_agent_pilot,g567-large-maze-128x128-a-v3,2000,2567000063,8000,budget8000_ltm8,budget8000_ltm8,GATE2_PILOT,other,g567_gate2_pilot_0000,886d279319091fca1fbe7087508abde34f9d87e146881b9443cd682d7c273368,0e3a83ba9f72a8d6c33735f252ad52e518148dc185bd90a6c58ec687a0663377,0,62c3209725911b4b19cb853728192714fd259489ce9ceee85188029616c61945,g567_gate2_bounded_large_agent_pilot_00000006,context_method_unique_fallback,6,,1,1,1,1,,8.0,8.8,g567_gate2_bounded_large_agent_pilot_gate2_g556_registry_smoke_s0_6a5810b5f5ba,gate2_fulltheta_registry_g556_smoke,GATE2_G556_REGISTRY_SMOKE,0,gate2_pilot_no_trained_checkpoint,True,True,True,True,2.21859991054,2.68112658293,2.07386876086,2.21859991054,-0.4625266723900001,0.14473114968000012,0.0,0.1725120609130434,-0.06978799835915482,0.0,False,False,False,False,False,False,True,True,True,True,True,True,7443.544188,5117.52721,7645.646059,7481.308738,293,293,583945,583945,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
gate2_bounded_large_agent_pilot,g567-large-room-128x128-a-v2,3000,2567000042,20000,budget20000_ltm12,budget20000_ltm12,GATE2_PILOT,other,g567_gate2_pilot_0001,62dc3a28cfdae199a26294285e1c655c94bc0dca81ab822e6a076c38ab6779a0,915ca24a51b072d6d81523f5f1228a72200709139be7abce6a6192782c71a862,0,aea242ad1159b39e4cbf929436311063ee8c9b6add291f4b460d291d1a4df3e9,g567_gate2_bounded_large_agent_pilot_00000007,context_method_unique_fallback,7,,1,1,1,1,,20.0,22.0,g567_gate2_bounded_large_agent_pilot_gate2_g556_registry_smoke_s0_042dec314298,gate2_fulltheta_registry_g556_smoke,GATE2_G556_REGISTRY_SMOKE,0,gate2_pilot_no_trained_checkpoint,True,True,True,True,7.26690904068,6.98546002555,7.15574668133,7.26690904068,0.28144901512999976,0.11116235934999974,0.0,-0.0402906915365019,-0.015534697397831667,0.0,False,False,False,False,False,False,True,True,True,True,True,True,15910.972811,12645.93043,16445.037459,16256.447718,1702,1702,5102999,5102999,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,False,False,False,False,False
